id,source_document,clause,page,normative_level,area,service_group,service_or_check,requirement_text,delta_type,expected_behavior,negative_boundary,preferred_evidence,notes,harmonization_disposition,disposition_rationale,row_role,priority,closure_wave,known_seed_slice,source_trace_strength,repo_evidence_status,official_java_surface,official_java_methods,official_cpp_surface,official_cpp_methods,official_fedpro_surface,official_fedpro_match_or_note,unsupported_boundary_candidate,suggested_repo_evidence_path,closure_task,coverage_risk_addressed,promotion_rule
HLA2025-OMT-SU-067,IEEE Std 1516.2-2025 OMT Specification / serviceUtilizationType,6.3,94,shall when table is present,SOM/FOM service-usage requirements,Object management,6.18 Local Delete Object Instance,"When a FOM/SOM includes the Interface Specification Services Usage Table, it shall provide a usage slot for FI service `Local Delete Object Instance` using 1516.1-2025 subclause `6.18` and the service-utilization element `localDeleteObjectInstance`.",modified,"Importer, exporter, and conformance cross-check can record whether this service is used by the federate/federation and can correlate usage to FI service evidence.","Absence of the optional service-usage table is not itself invalid; when present, reject malformed, misspelled, or unmapped service rows and do not count them as coverage.","SOM/FOM service-usage table fixture, conformance cross-check against observed API calls, and round-trip preservation of Yes/No/usage values.",XSD serviceUtilizationType element=localDeleteObjectInstance; 2010 comparison=modified; FI service delta=carry-forward,covered,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog.",service-usage-crosscheck,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,high: IEEE1516-OMT-2025 serviceUtilizationType + FI service ordering,not-promoted-to-covered: repo evidence path/test anchor still required,n/a,,n/a,,n/a,,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/requirements/test_2025_tail_backlog_evidence.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,SOM/FOM service usage requires optional-table semantics plus cross-check to FI service coverage.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-SU-068,IEEE Std 1516.2-2025 OMT Specification / serviceUtilizationType,6.3,94,shall when table is present,SOM/FOM service-usage requirements,Object management,6.19 Attributes In Scope †,"When a FOM/SOM includes the Interface Specification Services Usage Table, it shall provide a usage slot for FI service `Attributes In Scope` using 1516.1-2025 subclause `6.19` and the service-utilization element `attributesInScope`.",modified,"Importer, exporter, and conformance cross-check can record whether this service is used by the federate/federation and can correlate usage to FI service evidence.","Absence of the optional service-usage table is not itself invalid; when present, reject malformed, misspelled, or unmapped service rows and do not count them as coverage.","SOM/FOM service-usage table fixture, conformance cross-check against observed API calls, and round-trip preservation of Yes/No/usage values.",XSD serviceUtilizationType element=attributesInScope; 2010 comparison=modified; FI service delta=carry-forward,covered,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog.",service-usage-crosscheck,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,high: IEEE1516-OMT-2025 serviceUtilizationType + FI service ordering,not-promoted-to-covered: repo evidence path/test anchor still required,n/a,,n/a,,n/a,,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/requirements/test_2025_tail_backlog_evidence.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,SOM/FOM service usage requires optional-table semantics plus cross-check to FI service coverage.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-SU-069,IEEE Std 1516.2-2025 OMT Specification / serviceUtilizationType,6.3,94,shall when table is present,SOM/FOM service-usage requirements,Object management,6.20 Attributes Out Of Scope †,"When a FOM/SOM includes the Interface Specification Services Usage Table, it shall provide a usage slot for FI service `Attributes Out Of Scope` using 1516.1-2025 subclause `6.20` and the service-utilization element `attributesOutOfScope`.",modified,"Importer, exporter, and conformance cross-check can record whether this service is used by the federate/federation and can correlate usage to FI service evidence.","Absence of the optional service-usage table is not itself invalid; when present, reject malformed, misspelled, or unmapped service rows and do not count them as coverage.","SOM/FOM service-usage table fixture, conformance cross-check against observed API calls, and round-trip preservation of Yes/No/usage values.",XSD serviceUtilizationType element=attributesOutOfScope; 2010 comparison=modified; FI service delta=carry-forward,covered,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog.",service-usage-crosscheck,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,high: IEEE1516-OMT-2025 serviceUtilizationType + FI service ordering,not-promoted-to-covered: repo evidence path/test anchor still required,n/a,,n/a,,n/a,,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/requirements/test_2025_tail_backlog_evidence.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,SOM/FOM service usage requires optional-table semantics plus cross-check to FI service coverage.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-SU-070,IEEE Std 1516.2-2025 OMT Specification / serviceUtilizationType,6.3,94,shall when table is present,SOM/FOM service-usage requirements,Object management,6.21 Request Attribute Value Update,"When a FOM/SOM includes the Interface Specification Services Usage Table, it shall provide a usage slot for FI service `Request Attribute Value Update` using 1516.1-2025 subclause `6.21` and the service-utilization element `requestAttributeValueUpdate`.",modified,"Importer, exporter, and conformance cross-check can record whether this service is used by the federate/federation and can correlate usage to FI service evidence.","Absence of the optional service-usage table is not itself invalid; when present, reject malformed, misspelled, or unmapped service rows and do not count them as coverage.","SOM/FOM service-usage table fixture, conformance cross-check against observed API calls, and round-trip preservation of Yes/No/usage values.",XSD serviceUtilizationType element=requestAttributeValueUpdate; 2010 comparison=modified; FI service delta=carry-forward,covered,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog.",service-usage-crosscheck,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,high: IEEE1516-OMT-2025 serviceUtilizationType + FI service ordering,not-promoted-to-covered: repo evidence path/test anchor still required,n/a,,n/a,,n/a,,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/requirements/test_2025_tail_backlog_evidence.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,SOM/FOM service usage requires optional-table semantics plus cross-check to FI service coverage.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-SU-071,IEEE Std 1516.2-2025 OMT Specification / serviceUtilizationType,6.3,94,shall when table is present,SOM/FOM service-usage requirements,Object management,6.22 Provide Attribute Value Update †,"When a FOM/SOM includes the Interface Specification Services Usage Table, it shall provide a usage slot for FI service `Provide Attribute Value Update` using 1516.1-2025 subclause `6.22` and the service-utilization element `provideAttributeValueUpdate`.",modified,"Importer, exporter, and conformance cross-check can record whether this service is used by the federate/federation and can correlate usage to FI service evidence.","Absence of the optional service-usage table is not itself invalid; when present, reject malformed, misspelled, or unmapped service rows and do not count them as coverage.","SOM/FOM service-usage table fixture, conformance cross-check against observed API calls, and round-trip preservation of Yes/No/usage values.",XSD serviceUtilizationType element=provideAttributeValueUpdate; 2010 comparison=modified; FI service delta=carry-forward,covered,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog.",service-usage-crosscheck,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,high: IEEE1516-OMT-2025 serviceUtilizationType + FI service ordering,not-promoted-to-covered: repo evidence path/test anchor still required,n/a,,n/a,,n/a,,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/requirements/test_2025_tail_backlog_evidence.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,SOM/FOM service usage requires optional-table semantics plus cross-check to FI service coverage.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-SU-072,IEEE Std 1516.2-2025 OMT Specification / serviceUtilizationType,6.3,94,shall when table is present,SOM/FOM service-usage requirements,Object management,6.23 Turn Updates On For Object Instance †,"When a FOM/SOM includes the Interface Specification Services Usage Table, it shall provide a usage slot for FI service `Turn Updates On For Object Instance` using 1516.1-2025 subclause `6.23` and the service-utilization element `turnUpdatesOnForObjectInstance`.",modified,"Importer, exporter, and conformance cross-check can record whether this service is used by the federate/federation and can correlate usage to FI service evidence.","Absence of the optional service-usage table is not itself invalid; when present, reject malformed, misspelled, or unmapped service rows and do not count them as coverage.","SOM/FOM service-usage table fixture, conformance cross-check against observed API calls, and round-trip preservation of Yes/No/usage values.",XSD serviceUtilizationType element=turnUpdatesOnForObjectInstance; 2010 comparison=modified; FI service delta=carry-forward,covered,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog.",service-usage-crosscheck,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,high: IEEE1516-OMT-2025 serviceUtilizationType + FI service ordering,not-promoted-to-covered: repo evidence path/test anchor still required,n/a,,n/a,,n/a,,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/requirements/test_2025_tail_backlog_evidence.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,SOM/FOM service usage requires optional-table semantics plus cross-check to FI service coverage.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-SU-073,IEEE Std 1516.2-2025 OMT Specification / serviceUtilizationType,6.3,94,shall when table is present,SOM/FOM service-usage requirements,Object management,6.24 Turn Updates Off For Object Instance †,"When a FOM/SOM includes the Interface Specification Services Usage Table, it shall provide a usage slot for FI service `Turn Updates Off For Object Instance` using 1516.1-2025 subclause `6.24` and the service-utilization element `turnUpdatesOffForObjectInstance`.",modified,"Importer, exporter, and conformance cross-check can record whether this service is used by the federate/federation and can correlate usage to FI service evidence.","Absence of the optional service-usage table is not itself invalid; when present, reject malformed, misspelled, or unmapped service rows and do not count them as coverage.","SOM/FOM service-usage table fixture, conformance cross-check against observed API calls, and round-trip preservation of Yes/No/usage values.",XSD serviceUtilizationType element=turnUpdatesOffForObjectInstance; 2010 comparison=modified; FI service delta=carry-forward,covered,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog.",service-usage-crosscheck,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,high: IEEE1516-OMT-2025 serviceUtilizationType + FI service ordering,not-promoted-to-covered: repo evidence path/test anchor still required,n/a,,n/a,,n/a,,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/requirements/test_2025_tail_backlog_evidence.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,SOM/FOM service usage requires optional-table semantics plus cross-check to FI service coverage.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-SU-074,IEEE Std 1516.2-2025 OMT Specification / serviceUtilizationType,6.3,94,shall when table is present,SOM/FOM service-usage requirements,Object management,6.25 Request Attribute Transportation Type Change,"When a FOM/SOM includes the Interface Specification Services Usage Table, it shall provide a usage slot for FI service `Request Attribute Transportation Type Change` using 1516.1-2025 subclause `6.25` and the service-utilization element `requestAttributeTransportationTypeChange`.",modified,"Importer, exporter, and conformance cross-check can record whether this service is used by the federate/federation and can correlate usage to FI service evidence.","Absence of the optional service-usage table is not itself invalid; when present, reject malformed, misspelled, or unmapped service rows and do not count them as coverage.","SOM/FOM service-usage table fixture, conformance cross-check against observed API calls, and round-trip preservation of Yes/No/usage values.",XSD serviceUtilizationType element=requestAttributeTransportationTypeChange; 2010 comparison=modified; FI service delta=carry-forward,covered,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog.",service-usage-crosscheck,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,high: IEEE1516-OMT-2025 serviceUtilizationType + FI service ordering,not-promoted-to-covered: repo evidence path/test anchor still required,n/a,,n/a,,n/a,,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/requirements/test_2025_tail_backlog_evidence.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,SOM/FOM service usage requires optional-table semantics plus cross-check to FI service coverage.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-SU-075,IEEE Std 1516.2-2025 OMT Specification / serviceUtilizationType,6.3,94,shall when table is present,SOM/FOM service-usage requirements,Object management,6.26 Confirm Attribute Transportation Type Change †,"When a FOM/SOM includes the Interface Specification Services Usage Table, it shall provide a usage slot for FI service `Confirm Attribute Transportation Type Change` using 1516.1-2025 subclause `6.26` and the service-utilization element `confirmAttributeTransportationTypeChange`.",modified,"Importer, exporter, and conformance cross-check can record whether this service is used by the federate/federation and can correlate usage to FI service evidence.","Absence of the optional service-usage table is not itself invalid; when present, reject malformed, misspelled, or unmapped service rows and do not count them as coverage.","SOM/FOM service-usage table fixture, conformance cross-check against observed API calls, and round-trip preservation of Yes/No/usage values.",XSD serviceUtilizationType element=confirmAttributeTransportationTypeChange; 2010 comparison=modified; FI service delta=carry-forward,covered,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog.",service-usage-crosscheck,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,high: IEEE1516-OMT-2025 serviceUtilizationType + FI service ordering,not-promoted-to-covered: repo evidence path/test anchor still required,n/a,,n/a,,n/a,,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/requirements/test_2025_tail_backlog_evidence.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,SOM/FOM service usage requires optional-table semantics plus cross-check to FI service coverage.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-SU-076,IEEE Std 1516.2-2025 OMT Specification / serviceUtilizationType,6.3,94,shall when table is present,SOM/FOM service-usage requirements,Object management,6.27 Change Default Attribute Transportation Type,"When a FOM/SOM includes the Interface Specification Services Usage Table, it shall provide a usage slot for FI service `Change Default Attribute Transportation Type` using 1516.1-2025 subclause `6.27` and the service-utilization element `changeDefaultAttributeTransportationType`.",new,"Importer, exporter, and conformance cross-check can record whether this service is used by the federate/federation and can correlate usage to FI service evidence.","Absence of the optional service-usage table is not itself invalid; when present, reject malformed, misspelled, or unmapped service rows and do not count them as coverage.","SOM/FOM service-usage table fixture, conformance cross-check against observed API calls, and round-trip preservation of Yes/No/usage values.",XSD serviceUtilizationType element=changeDefaultAttributeTransportationType; 2010 comparison=new; FI service delta=new,covered,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog.",service-usage-crosscheck,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,high: IEEE1516-OMT-2025 serviceUtilizationType + FI service ordering,not-promoted-to-covered: repo evidence path/test anchor still required,n/a,,n/a,,n/a,,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/requirements/test_2025_tail_backlog_evidence.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,SOM/FOM service usage requires optional-table semantics plus cross-check to FI service coverage.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-SU-077,IEEE Std 1516.2-2025 OMT Specification / serviceUtilizationType,6.3,94,shall when table is present,SOM/FOM service-usage requirements,Object management,6.28 Query Attribute Transportation Type,"When a FOM/SOM includes the Interface Specification Services Usage Table, it shall provide a usage slot for FI service `Query Attribute Transportation Type` using 1516.1-2025 subclause `6.28` and the service-utilization element `queryAttributeTransportationType`.",modified,"Importer, exporter, and conformance cross-check can record whether this service is used by the federate/federation and can correlate usage to FI service evidence.","Absence of the optional service-usage table is not itself invalid; when present, reject malformed, misspelled, or unmapped service rows and do not count them as coverage.","SOM/FOM service-usage table fixture, conformance cross-check against observed API calls, and round-trip preservation of Yes/No/usage values.",XSD serviceUtilizationType element=queryAttributeTransportationType; 2010 comparison=modified; FI service delta=carry-forward,covered,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog.",service-usage-crosscheck,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,high: IEEE1516-OMT-2025 serviceUtilizationType + FI service ordering,not-promoted-to-covered: repo evidence path/test anchor still required,n/a,,n/a,,n/a,,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/requirements/test_2025_tail_backlog_evidence.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,SOM/FOM service usage requires optional-table semantics plus cross-check to FI service coverage.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-SU-078,IEEE Std 1516.2-2025 OMT Specification / serviceUtilizationType,6.3,94,shall when table is present,SOM/FOM service-usage requirements,Object management,6.29 Report Attribute Transportation Type †,"When a FOM/SOM includes the Interface Specification Services Usage Table, it shall provide a usage slot for FI service `Report Attribute Transportation Type` using 1516.1-2025 subclause `6.29` and the service-utilization element `reportAttributeTransportationType`.",modified,"Importer, exporter, and conformance cross-check can record whether this service is used by the federate/federation and can correlate usage to FI service evidence.","Absence of the optional service-usage table is not itself invalid; when present, reject malformed, misspelled, or unmapped service rows and do not count them as coverage.","SOM/FOM service-usage table fixture, conformance cross-check against observed API calls, and round-trip preservation of Yes/No/usage values.",XSD serviceUtilizationType element=reportAttributeTransportationType; 2010 comparison=modified; FI service delta=carry-forward,covered,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog.",service-usage-crosscheck,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,high: IEEE1516-OMT-2025 serviceUtilizationType + FI service ordering,not-promoted-to-covered: repo evidence path/test anchor still required,n/a,,n/a,,n/a,,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/requirements/test_2025_tail_backlog_evidence.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,SOM/FOM service usage requires optional-table semantics plus cross-check to FI service coverage.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-SU-079,IEEE Std 1516.2-2025 OMT Specification / serviceUtilizationType,6.3,94,shall when table is present,SOM/FOM service-usage requirements,Object management,6.30 Request Interaction Transportation Type Change,"When a FOM/SOM includes the Interface Specification Services Usage Table, it shall provide a usage slot for FI service `Request Interaction Transportation Type Change` using 1516.1-2025 subclause `6.30` and the service-utilization element `requestInteractionTransportationTypeChange`.",modified,"Importer, exporter, and conformance cross-check can record whether this service is used by the federate/federation and can correlate usage to FI service evidence.","Absence of the optional service-usage table is not itself invalid; when present, reject malformed, misspelled, or unmapped service rows and do not count them as coverage.","SOM/FOM service-usage table fixture, conformance cross-check against observed API calls, and round-trip preservation of Yes/No/usage values.",XSD serviceUtilizationType element=requestInteractionTransportationTypeChange; 2010 comparison=modified; FI service delta=carry-forward,covered,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog.",service-usage-crosscheck,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,high: IEEE1516-OMT-2025 serviceUtilizationType + FI service ordering,not-promoted-to-covered: repo evidence path/test anchor still required,n/a,,n/a,,n/a,,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/requirements/test_2025_tail_backlog_evidence.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,SOM/FOM service usage requires optional-table semantics plus cross-check to FI service coverage.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-SU-080,IEEE Std 1516.2-2025 OMT Specification / serviceUtilizationType,6.3,94,shall when table is present,SOM/FOM service-usage requirements,Object management,6.31 Confirm Interaction Transportation Type Change †,"When a FOM/SOM includes the Interface Specification Services Usage Table, it shall provide a usage slot for FI service `Confirm Interaction Transportation Type Change` using 1516.1-2025 subclause `6.31` and the service-utilization element `confirmInteractionTransportationTypeChange`.",modified,"Importer, exporter, and conformance cross-check can record whether this service is used by the federate/federation and can correlate usage to FI service evidence.","Absence of the optional service-usage table is not itself invalid; when present, reject malformed, misspelled, or unmapped service rows and do not count them as coverage.","SOM/FOM service-usage table fixture, conformance cross-check against observed API calls, and round-trip preservation of Yes/No/usage values.",XSD serviceUtilizationType element=confirmInteractionTransportationTypeChange; 2010 comparison=modified; FI service delta=carry-forward,covered,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog.",service-usage-crosscheck,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,high: IEEE1516-OMT-2025 serviceUtilizationType + FI service ordering,not-promoted-to-covered: repo evidence path/test anchor still required,n/a,,n/a,,n/a,,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/requirements/test_2025_tail_backlog_evidence.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,SOM/FOM service usage requires optional-table semantics plus cross-check to FI service coverage.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-SU-081,IEEE Std 1516.2-2025 OMT Specification / serviceUtilizationType,6.3,94,shall when table is present,SOM/FOM service-usage requirements,Object management,6.32 Query Interaction Transportation Type,"When a FOM/SOM includes the Interface Specification Services Usage Table, it shall provide a usage slot for FI service `Query Interaction Transportation Type` using 1516.1-2025 subclause `6.32` and the service-utilization element `queryInteractionTransportationType`.",modified,"Importer, exporter, and conformance cross-check can record whether this service is used by the federate/federation and can correlate usage to FI service evidence.","Absence of the optional service-usage table is not itself invalid; when present, reject malformed, misspelled, or unmapped service rows and do not count them as coverage.","SOM/FOM service-usage table fixture, conformance cross-check against observed API calls, and round-trip preservation of Yes/No/usage values.",XSD serviceUtilizationType element=queryInteractionTransportationType; 2010 comparison=modified; FI service delta=carry-forward,covered,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog.",service-usage-crosscheck,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,high: IEEE1516-OMT-2025 serviceUtilizationType + FI service ordering,not-promoted-to-covered: repo evidence path/test anchor still required,n/a,,n/a,,n/a,,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/requirements/test_2025_tail_backlog_evidence.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,SOM/FOM service usage requires optional-table semantics plus cross-check to FI service coverage.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
HLA2025-OMT-SU-082,IEEE Std 1516.2-2025 OMT Specification / serviceUtilizationType,6.3,94,shall when table is present,SOM/FOM service-usage requirements,Object management,6.33 Report Interaction Transportation Type †,"When a FOM/SOM includes the Interface Specification Services Usage Table, it shall provide a usage slot for FI service `Report Interaction Transportation Type` using 1516.1-2025 subclause `6.33` and the service-utilization element `reportInteractionTransportationType`.",modified,"Importer, exporter, and conformance cross-check can record whether this service is used by the federate/federation and can correlate usage to FI service evidence.","Absence of the optional service-usage table is not itself invalid; when present, reject malformed, misspelled, or unmapped service rows and do not count them as coverage.","SOM/FOM service-usage table fixture, conformance cross-check against observed API calls, and round-trip preservation of Yes/No/usage values.",XSD serviceUtilizationType element=reportInteractionTransportationType; 2010 comparison=modified; FI service delta=carry-forward,covered,"Optional-table parser, roundtrip, and differential carry-forward evidence are recorded in 2025-service-utilization-crosscheck and mirror the covered 2025 FI catalog.",service-usage-crosscheck,P1,3-som-fom-service-usage-crosscheck,2025-service-utilization-crosscheck,high: IEEE1516-OMT-2025 serviceUtilizationType + FI service ordering,not-promoted-to-covered: repo evidence path/test anchor still required,n/a,,n/a,,n/a,,no,tests/factories/test_fom_omt_parsing.py; tests/factories/test_fom_roundtrip.py; tests/requirements/test_2025_tail_backlog_evidence.py; packages/hla-rti1516e/src/hla/rti1516e/fom.py,Keep each service-usage row linked to parser/roundtrip evidence and the covered FI row it mirrors; extend only when serviceUtilization semantics broaden.,SOM/FOM service usage requires optional-table semantics plus cross-check to FI service coverage.,Promote to covered only after at least one repo evidence anchor and one executable/fixture test anchor are recorded; umbrella rows require child-row links.
