id,area,service_group,service_or_check,harmonization_disposition,pitch_202x_row_resolution,pitch_202x_owner_doc,pitch_202x_group_owner,pitch_202x_evidence_packet,pitch_202x_primary_command,pitch_202x_scope_note
HLA2025-FI-SVC-136,Federate Interface service catalog,Data distribution management,Send Interaction With Regions,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-137,Federate Interface service catalog,Data distribution management,Request Attribute Value Update With Regions,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-138,Federate Interface service catalog,Support services,Get Federate Handle,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-139,Federate Interface service catalog,Support services,Get Federate Name,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-140,Federate Interface service catalog,Support services,Get Object Class Handle,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-141,Federate Interface service catalog,Support services,Get Object Class Name,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-142,Federate Interface service catalog,Support services,Get Known Object Class Handle,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-143,Federate Interface service catalog,Support services,Get Object Instance Handle,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-144,Federate Interface service catalog,Support services,Get Object Instance Name,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-145,Federate Interface service catalog,Support services,Get Attribute Handle,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-146,Federate Interface service catalog,Support services,Get Attribute Name,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-147,Federate Interface service catalog,Support services,Get Update Rate Value,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-148,Federate Interface service catalog,Support services,Get Update Rate Value For Attribute,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-149,Federate Interface service catalog,Support services,Get Interaction Class Handle,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-150,Federate Interface service catalog,Support services,Get Interaction Class Name,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-151,Federate Interface service catalog,Support services,Get Parameter Handle,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-152,Federate Interface service catalog,Support services,Get Parameter Name,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-153,Federate Interface service catalog,Support services,Get Order Type,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-154,Federate Interface service catalog,Support services,Get Order Name,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-155,Federate Interface service catalog,Support services,Get Transportation Type Handle,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-156,Federate Interface service catalog,Support services,Get Transportation Type Name,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-157,Federate Interface service catalog,Support services,Get Available Dimensions For Object Class,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-158,Federate Interface service catalog,Support services,Get Available Dimensions For Interaction Class,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-159,Federate Interface service catalog,Support services,Get Dimension Handle,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-160,Federate Interface service catalog,Support services,Get Dimension Name,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-161,Federate Interface service catalog,Support services,Get Dimension Upper Bound,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-162,Federate Interface service catalog,Support services,Get Dimension Handle Set,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-163,Federate Interface service catalog,Support services,Get Range Bounds,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-164,Federate Interface service catalog,Support services,Set Range Bounds,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-165,Federate Interface service catalog,Support services,Normalize  Group,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-166,Federate Interface service catalog,Support services,Normalize Federate Handle,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-167,Federate Interface service catalog,Support services,Normalize Object Class Handle,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-168,Federate Interface service catalog,Support services,Normalize Interaction Class Handle,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-169,Federate Interface service catalog,Support services,Normalize Object Instance Handle,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-170,Federate Interface service catalog,Support services,Get Object Class Relevance Advisory Switch,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-171,Federate Interface service catalog,Support services,Set Object Class Relevance Advisory Switch,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-172,Federate Interface service catalog,Support services,Get Attribute Relevance Advisory Switch,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-173,Federate Interface service catalog,Support services,Set Attribute Relevance Advisory Switch,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-174,Federate Interface service catalog,Support services,Get Attribute Scope Advisory Switch,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-175,Federate Interface service catalog,Support services,Set Attribute Scope Advisory Switch,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-176,Federate Interface service catalog,Support services,Get Interaction Relevance Advisory Switch,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-177,Federate Interface service catalog,Support services,Set Interaction Relevance Advisory Switch,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
HLA2025-FI-SVC-178,Federate Interface service catalog,Support services,Get Convey Region Designator Sets Switch,covered,bounded-fi-overlap-only,docs/requirements/ieee-1516-2025/pitch_202x_bounded_comparison.md,requirements/2025/harmonization/hla_2025_pitch_202x_group_resolution.csv,artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_summary.json; artifacts/pitch_202x_micro_certification/pitch_202x_micro_certification_report.md; packages/hla-vendor-pitch/docs/pitch_vs_python_baseline.md,./tools/pitch 202x-micro-certify,"Pitch proto HLA 4 / 202X may expose this FI-facing route through bounded adapter bridges over the repo Python 2025 runtime, but the current packet does not prove clause-complete service parity for this exact row."
