id,area,service_group,service_or_check,clause,page,delta_type,harmonization_disposition,priority,closure_wave,known_seed_slice,official_java_surface,official_cpp_surface,official_fedpro_surface,unsupported_boundary_candidate,suggested_repo_evidence_path,closure_task,disposition_rationale
HLA2025-FI-SVC-071,Federate Interface service catalog,Object management,Provide Attribute Value Update †,6.22,137,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-object-attribute-update-request-callbacks,present,present,present,no,docs/requirements/ieee-1516-2025/object_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/federate_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-object-attribute-update-request-callbacks.
HLA2025-FI-SVC-072,Federate Interface service catalog,Object management,Turn Updates On For Object Instance †,6.23,137,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-object-update-rate-advisory-callbacks,present,present,present,no,docs/requirements/ieee-1516-2025/object_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/federate_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-object-update-rate-advisory-callbacks.
HLA2025-FI-SVC-073,Federate Interface service catalog,Object management,Turn Updates Off For Object Instance †,6.24,138,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-object-update-rate-advisory-callbacks,present,present,present,no,docs/requirements/ieee-1516-2025/object_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/federate_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-object-update-rate-advisory-callbacks.
HLA2025-FI-SVC-074,Federate Interface service catalog,Object management,Request Attribute Transportation Type Change,6.25,139,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-object-attribute-transport-callbacks,present,present,present,no,docs/requirements/ieee-1516-2025/object_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/federate_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-object-attribute-transport-callbacks.
HLA2025-FI-SVC-075,Federate Interface service catalog,Object management,Confirm Attribute Transportation Type Change †,6.26,140,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-object-attribute-transport-callbacks,present,present,present,no,docs/requirements/ieee-1516-2025/object_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/federate_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-object-attribute-transport-callbacks.
HLA2025-FI-SVC-076,Federate Interface service catalog,Object management,Change Default Attribute Transportation Type,6.27,141,new,covered,P0,1-fi-service-and-binding-disposition,2025-ddm-default-attribute-policy,present,present,present,no,docs/requirements/ieee-1516-2025/object_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/federate_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-ddm-default-attribute-policy.
HLA2025-FI-SVC-077,Federate Interface service catalog,Object management,Query Attribute Transportation Type,6.28,142,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-object-attribute-transport-callbacks,present,present,present,no,docs/requirements/ieee-1516-2025/object_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/federate_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-object-attribute-transport-callbacks.
HLA2025-FI-SVC-078,Federate Interface service catalog,Object management,Report Attribute Transportation Type †,6.29,143,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-object-attribute-transport-callbacks,present,present,present,no,docs/requirements/ieee-1516-2025/object_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/federate_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-object-attribute-transport-callbacks.
HLA2025-FI-SVC-079,Federate Interface service catalog,Object management,Request Interaction Transportation Type Change,6.30,144,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-object-interaction-transport-callbacks,present,present,present,no,docs/requirements/ieee-1516-2025/object_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/federate_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-object-interaction-transport-callbacks.
HLA2025-FI-SVC-080,Federate Interface service catalog,Object management,Confirm Interaction Transportation Type Change †,6.31,145,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-object-interaction-transport-callbacks,present,present,present,no,docs/requirements/ieee-1516-2025/object_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/federate_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-object-interaction-transport-callbacks.
HLA2025-FI-SVC-081,Federate Interface service catalog,Object management,Query Interaction Transportation Type,6.32,146,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-object-interaction-transport-callbacks,present,present,present,no,docs/requirements/ieee-1516-2025/object_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/federate_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-object-interaction-transport-callbacks.
HLA2025-FI-SVC-082,Federate Interface service catalog,Object management,Report Interaction Transportation Type †,6.33,147,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-object-interaction-transport-callbacks,present,present,present,no,docs/requirements/ieee-1516-2025/object_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_object_management_backend_matrix.py; tests/transport/test_grpc_transport_2025.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/federate_ambassador.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-object-interaction-transport-callbacks.
HLA2025-FI-SVC-083,Federate Interface service catalog,Ownership management,Unconditional Attribute Ownership Divestiture,7.2,154,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-ownership-divestiture-confirmation-flows,present,present,present,no,docs/requirements/ieee-1516-2025/ownership_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_ownership_management_backend_matrix.py; tests/backends/test_python_backend_object_ownership_extended.py; tests/transport/test_grpc_transport_2025.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-ownership-divestiture-confirmation-flows.
HLA2025-FI-SVC-084,Federate Interface service catalog,Ownership management,Negotiated Attribute Ownership Divestiture,7.3,155,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-ownership-divestiture-confirmation-flows,present,present,present,no,docs/requirements/ieee-1516-2025/ownership_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_ownership_management_backend_matrix.py; tests/backends/test_python_backend_object_ownership_extended.py; tests/transport/test_grpc_transport_2025.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-ownership-divestiture-confirmation-flows.
HLA2025-FI-SVC-085,Federate Interface service catalog,Ownership management,Request Attribute Ownership Assumption †,7.4,157,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-ownership-acquisition-assumption-flows,present,present,present,no,docs/requirements/ieee-1516-2025/ownership_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_ownership_management_backend_matrix.py; tests/backends/test_python_backend_object_ownership_extended.py; tests/transport/test_grpc_transport_2025.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-ownership-acquisition-assumption-flows.
HLA2025-FI-SVC-086,Federate Interface service catalog,Ownership management,Request Divestiture Confirmation †,7.5,158,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-ownership-divestiture-confirmation-flows,present,present,present,no,docs/requirements/ieee-1516-2025/ownership_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_ownership_management_backend_matrix.py; tests/backends/test_python_backend_object_ownership_extended.py; tests/transport/test_grpc_transport_2025.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-ownership-divestiture-confirmation-flows.
HLA2025-FI-SVC-087,Federate Interface service catalog,Ownership management,Confirm Divestiture,7.6,159,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-ownership-divestiture-confirmation-flows,present,present,present,no,docs/requirements/ieee-1516-2025/ownership_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_ownership_management_backend_matrix.py; tests/backends/test_python_backend_object_ownership_extended.py; tests/transport/test_grpc_transport_2025.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-ownership-divestiture-confirmation-flows.
HLA2025-FI-SVC-088,Federate Interface service catalog,Ownership management,Attribute Ownership Acquisition Notification †,7.7,160,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-ownership-acquisition-assumption-flows,present,present,present,no,docs/requirements/ieee-1516-2025/ownership_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_ownership_management_backend_matrix.py; tests/backends/test_python_backend_object_ownership_extended.py; tests/transport/test_grpc_transport_2025.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-ownership-acquisition-assumption-flows.
HLA2025-FI-SVC-089,Federate Interface service catalog,Ownership management,Attribute Ownership Acquisition,7.8,161,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-ownership-acquisition-assumption-flows,present,present,present,no,docs/requirements/ieee-1516-2025/ownership_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_ownership_management_backend_matrix.py; tests/backends/test_python_backend_object_ownership_extended.py; tests/transport/test_grpc_transport_2025.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-ownership-acquisition-assumption-flows.
HLA2025-FI-SVC-090,Federate Interface service catalog,Ownership management,Attribute Ownership Acquisition If Available,7.9,163,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-ownership-acquisition-availability-cancellation-flows,present,present,present,no,docs/requirements/ieee-1516-2025/ownership_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_ownership_management_backend_matrix.py; tests/backends/test_python_backend_object_ownership_extended.py; tests/transport/test_grpc_transport_2025.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-ownership-acquisition-availability-cancellation-flows.
HLA2025-FI-SVC-091,Federate Interface service catalog,Ownership management,Attribute Ownership Unavailable †,7.10,165,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-ownership-acquisition-availability-cancellation-flows,present,present,present,no,docs/requirements/ieee-1516-2025/ownership_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_ownership_management_backend_matrix.py; tests/backends/test_python_backend_object_ownership_extended.py; tests/transport/test_grpc_transport_2025.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-ownership-acquisition-availability-cancellation-flows.
HLA2025-FI-SVC-092,Federate Interface service catalog,Ownership management,Request Attribute Ownership Release †,7.11,166,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-ownership-release-and-if-wanted-flows,present,present,present,no,docs/requirements/ieee-1516-2025/ownership_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_ownership_management_backend_matrix.py; tests/backends/test_python_backend_object_ownership_extended.py; tests/transport/test_grpc_transport_2025.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-ownership-release-and-if-wanted-flows.
HLA2025-FI-SVC-093,Federate Interface service catalog,Ownership management,Attribute Ownership Release Denied,7.12,167,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-ownership-release-and-if-wanted-flows,present,present,present,no,docs/requirements/ieee-1516-2025/ownership_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_ownership_management_backend_matrix.py; tests/backends/test_python_backend_object_ownership_extended.py; tests/transport/test_grpc_transport_2025.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-ownership-release-and-if-wanted-flows.
HLA2025-FI-SVC-094,Federate Interface service catalog,Ownership management,Attribute Ownership Divestiture If Wanted,7.13,168,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-ownership-release-and-if-wanted-flows,present,present,present,no,docs/requirements/ieee-1516-2025/ownership_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_ownership_management_backend_matrix.py; tests/backends/test_python_backend_object_ownership_extended.py; tests/transport/test_grpc_transport_2025.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-ownership-release-and-if-wanted-flows.
HLA2025-FI-SVC-095,Federate Interface service catalog,Ownership management,Cancel Negotiated Attribute Ownership Divestiture,7.14,169,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-ownership-divestiture-confirmation-flows,present,present,present,no,docs/requirements/ieee-1516-2025/ownership_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_ownership_management_backend_matrix.py; tests/backends/test_python_backend_object_ownership_extended.py; tests/transport/test_grpc_transport_2025.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-ownership-divestiture-confirmation-flows.
HLA2025-FI-SVC-096,Federate Interface service catalog,Ownership management,Cancel Attribute Ownership Acquisition,7.15,170,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-ownership-acquisition-availability-cancellation-flows,present,present,present,no,docs/requirements/ieee-1516-2025/ownership_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_ownership_management_backend_matrix.py; tests/backends/test_python_backend_object_ownership_extended.py; tests/transport/test_grpc_transport_2025.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-ownership-acquisition-availability-cancellation-flows.
HLA2025-FI-SVC-097,Federate Interface service catalog,Ownership management,Confirm Attribute Ownership Acquisition Cancellation †,7.16,171,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-ownership-acquisition-availability-cancellation-flows,present,present,present,no,docs/requirements/ieee-1516-2025/ownership_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_ownership_management_backend_matrix.py; tests/backends/test_python_backend_object_ownership_extended.py; tests/transport/test_grpc_transport_2025.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-ownership-acquisition-availability-cancellation-flows.
HLA2025-FI-SVC-098,Federate Interface service catalog,Ownership management,Query Attribute Ownership,7.17,172,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-ownership-query-and-resign-policies,present,present,present,no,docs/requirements/ieee-1516-2025/ownership_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_ownership_management_backend_matrix.py; tests/backends/test_python_backend_object_ownership_extended.py; tests/transport/test_grpc_transport_2025.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-ownership-query-and-resign-policies.
HLA2025-FI-SVC-099,Federate Interface service catalog,Ownership management,Inform Attribute Ownership †,7.18,173,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-ownership-query-and-resign-policies,present,present,present,no,docs/requirements/ieee-1516-2025/ownership_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_ownership_management_backend_matrix.py; tests/backends/test_python_backend_object_ownership_extended.py; tests/transport/test_grpc_transport_2025.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-ownership-query-and-resign-policies.
HLA2025-FI-SVC-100,Federate Interface service catalog,Ownership management,Is Attribute Owned By Federate,7.19,174,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-ownership-query-and-resign-policies,present,present,present,no,docs/requirements/ieee-1516-2025/ownership_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_ownership_management_backend_matrix.py; tests/backends/test_python_backend_object_ownership_extended.py; tests/transport/test_grpc_transport_2025.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-ownership-query-and-resign-policies.
HLA2025-FI-SVC-101,Federate Interface service catalog,Time management,Enable Time Regulation,8.2,188,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-time-mode-enable-disable,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-mode-enable-disable.
HLA2025-FI-SVC-102,Federate Interface service catalog,Time management,Time Regulation Enabled †,8.3,189,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-time-mode-enable-disable,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-mode-enable-disable.
HLA2025-FI-SVC-103,Federate Interface service catalog,Time management,Disable Time Regulation,8.4,190,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-time-mode-enable-disable,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-mode-enable-disable.
HLA2025-FI-SVC-104,Federate Interface service catalog,Time management,Enable Time Constrained,8.5,191,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-time-mode-enable-disable,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-mode-enable-disable.
HLA2025-FI-SVC-105,Federate Interface service catalog,Time management,Time Constrained Enabled †,8.6,192,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-time-mode-enable-disable,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-mode-enable-disable.
HLA2025-FI-SVC-106,Federate Interface service catalog,Time management,Disable Time Constrained,8.7,193,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-time-mode-enable-disable,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-mode-enable-disable.
HLA2025-FI-SVC-107,Federate Interface service catalog,Time management,Time Advance Request,8.8,194,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-time-advance-request-modes,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-advance-request-modes.
HLA2025-FI-SVC-108,Federate Interface service catalog,Time management,Time Advance Request Available,8.9,195,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-time-advance-request-modes,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-advance-request-modes.
HLA2025-FI-SVC-109,Federate Interface service catalog,Time management,Next Message Request,8.10,197,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-time-advance-request-modes,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-advance-request-modes.
HLA2025-FI-SVC-110,Federate Interface service catalog,Time management,Next Message Request Available,8.11,198,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-time-advance-request-modes,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-advance-request-modes.
HLA2025-FI-SVC-111,Federate Interface service catalog,Time management,Flush Queue Request,8.12,200,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-time-advance-request-modes,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-advance-request-modes.
HLA2025-FI-SVC-112,Federate Interface service catalog,Time management,Flush Queue Grant †,8.13,202,new,covered,P0,1-fi-service-and-binding-disposition,2025-time-grant-and-async-delivery,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-grant-and-async-delivery.
HLA2025-FI-SVC-113,Federate Interface service catalog,Time management,Time Advance Grant †,8.14,203,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-time-grant-and-async-delivery,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-grant-and-async-delivery.
HLA2025-FI-SVC-114,Federate Interface service catalog,Time management,Enable Asynchronous Delivery,8.15,204,carry-forward,covered,P1,1-fi-service-and-binding-disposition,2025-time-grant-and-async-delivery,present,present,present,no,docs/requirements/ieee-1516-2025/time_management_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/transport/test_grpc_transport_2025.py; tests/backends/test_shim_route_trace_evidence.py; packages/hla-rti1516-2025/src/hla/rti1516_2025/time.py,Keep the harmonization row linked to the recorded finish-line slice and executable evidence; extend parity work only where explicitly claimed.,Repo evidence and executable anchors are recorded in 2025-time-grant-and-async-delivery.
