packet_requirement_id,curated_requirement_id,standard,clause,feature,reconciliation_kind,requirement_text,packet_verification_method,current_test_id,current_status,implementation_area,source_packet_file,notes
HLA1516.1-MIM-ATTR-037,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-004,IEEE 1516.1-2010 (2010 edition),11.6,MIM-OBJECT-ATTRIBUTES,MIM_ATTR,Standard MIM object `HLAobjectRoot.HLAmanager.HLAfederation` shall expose attribute `HLAMIMdesignator` with datatype `HLAunicodeString`.,MIM XML parse/static test + MOM attribute reflection test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,"This imported MIM attribute row is directly covered by exact standard-MIM object-class equality checks, including declared attributes and datatypes."
HLA1516.1-MIM-ATTR-038,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-004,IEEE 1516.1-2010 (2010 edition),11.6,MIM-OBJECT-ATTRIBUTES,MIM_ATTR,Standard MIM object `HLAobjectRoot.HLAmanager.HLAfederation` shall expose attribute `HLAFOMmoduleDesignatorList` with datatype `HLAmoduleDesignatorList`.,MIM XML parse/static test + MOM attribute reflection test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,"This imported MIM attribute row is directly covered by exact standard-MIM object-class equality checks, including declared attributes and datatypes."
HLA1516.1-MIM-ATTR-039,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-004,IEEE 1516.1-2010 (2010 edition),11.6,MIM-OBJECT-ATTRIBUTES,MIM_ATTR,Standard MIM object `HLAobjectRoot.HLAmanager.HLAfederation` shall expose attribute `HLAcurrentFDD` with datatype `HLAunicodeString`.,MIM XML parse/static test + MOM attribute reflection test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,"This imported MIM attribute row is directly covered by exact standard-MIM object-class equality checks, including declared attributes and datatypes."
HLA1516.1-MIM-ATTR-040,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-004,IEEE 1516.1-2010 (2010 edition),11.6,MIM-OBJECT-ATTRIBUTES,MIM_ATTR,Standard MIM object `HLAobjectRoot.HLAmanager.HLAfederation` shall expose attribute `HLAtimeImplementationName` with datatype `HLAunicodeString`.,MIM XML parse/static test + MOM attribute reflection test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,"This imported MIM attribute row is directly covered by exact standard-MIM object-class equality checks, including declared attributes and datatypes."
HLA1516.1-MIM-ATTR-041,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-004,IEEE 1516.1-2010 (2010 edition),11.6,MIM-OBJECT-ATTRIBUTES,MIM_ATTR,Standard MIM object `HLAobjectRoot.HLAmanager.HLAfederation` shall expose attribute `HLAlastSaveName` with datatype `HLAunicodeString`.,MIM XML parse/static test + MOM attribute reflection test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,"This imported MIM attribute row is directly covered by exact standard-MIM object-class equality checks, including declared attributes and datatypes."
HLA1516.1-MIM-ATTR-042,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-004,IEEE 1516.1-2010 (2010 edition),11.6,MIM-OBJECT-ATTRIBUTES,MIM_ATTR,Standard MIM object `HLAobjectRoot.HLAmanager.HLAfederation` shall expose attribute `HLAlastSaveTime` with datatype `HLAlogicalTime`.,MIM XML parse/static test + MOM attribute reflection test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,"This imported MIM attribute row is directly covered by exact standard-MIM object-class equality checks, including declared attributes and datatypes."
HLA1516.1-MIM-ATTR-043,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-004,IEEE 1516.1-2010 (2010 edition),11.6,MIM-OBJECT-ATTRIBUTES,MIM_ATTR,Standard MIM object `HLAobjectRoot.HLAmanager.HLAfederation` shall expose attribute `HLAnextSaveName` with datatype `HLAunicodeString`.,MIM XML parse/static test + MOM attribute reflection test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,"This imported MIM attribute row is directly covered by exact standard-MIM object-class equality checks, including declared attributes and datatypes."
HLA1516.1-MIM-ATTR-044,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-004,IEEE 1516.1-2010 (2010 edition),11.6,MIM-OBJECT-ATTRIBUTES,MIM_ATTR,Standard MIM object `HLAobjectRoot.HLAmanager.HLAfederation` shall expose attribute `HLAnextSaveTime` with datatype `HLAlogicalTime`.,MIM XML parse/static test + MOM attribute reflection test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,"This imported MIM attribute row is directly covered by exact standard-MIM object-class equality checks, including declared attributes and datatypes."
HLA1516.1-MIM-ATTR-045,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-004,IEEE 1516.1-2010 (2010 edition),11.6,MIM-OBJECT-ATTRIBUTES,MIM_ATTR,Standard MIM object `HLAobjectRoot.HLAmanager.HLAfederation` shall expose attribute `HLAautoProvide` with datatype `HLAswitch`.,MIM XML parse/static test + MOM attribute reflection test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_mom_table_definitions_without_alteration;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,"This imported MIM attribute row is directly covered by exact standard-MIM object-class equality checks, including declared attributes and datatypes."
HLA1516.1-MIM-DT-001,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAinteger16BE` in datatype table `basicDataRepresentations`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-002,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAinteger32BE` in datatype table `basicDataRepresentations`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-003,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAinteger64BE` in datatype table `basicDataRepresentations`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-004,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAfloat32BE` in datatype table `basicDataRepresentations`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-005,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAfloat64BE` in datatype table `basicDataRepresentations`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-006,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAoctetPairBE` in datatype table `basicDataRepresentations`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-007,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAinteger16LE` in datatype table `basicDataRepresentations`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-008,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAinteger32LE` in datatype table `basicDataRepresentations`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-009,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAinteger64LE` in datatype table `basicDataRepresentations`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-010,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAfloat32LE` in datatype table `basicDataRepresentations`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-011,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAfloat64LE` in datatype table `basicDataRepresentations`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-012,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAoctetPairLE` in datatype table `basicDataRepresentations`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-013,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAoctet` in datatype table `basicDataRepresentations`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-014,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAASCIIchar` in datatype table `simpleDataTypes`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-015,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAunicodeChar` in datatype table `simpleDataTypes`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-016,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAbyte` in datatype table `simpleDataTypes`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-017,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAcount` in datatype table `simpleDataTypes`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-018,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAseconds` in datatype table `simpleDataTypes`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-019,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAmsec` in datatype table `simpleDataTypes`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-020,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAnormalizedFederateHandle` in datatype table `simpleDataTypes`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-021,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAindex` in datatype table `simpleDataTypes`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-022,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAinteger64Time` in datatype table `simpleDataTypes`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-023,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAfloat64Time` in datatype table `simpleDataTypes`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-024,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAboolean` in datatype table `enumeratedDataTypes`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-025,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAfederateState` in datatype table `enumeratedDataTypes`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-026,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAtimeState` in datatype table `enumeratedDataTypes`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-027,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAownership` in datatype table `enumeratedDataTypes`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-028,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAresignAction` in datatype table `enumeratedDataTypes`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
HLA1516.1-MIM-DT-029,HLA1516.1-MOM-11.6-001;HLA1516.1-MOM-11.1-002,IEEE 1516.1-2010 (2010 edition),11.6,MIM-DATATYPES,MIM_DT,Standard MIM shall define datatype `HLAorderType` in datatype table `enumeratedDataTypes`.,MIM XML parse/static test,tests/factories/test_fom_omt_parsing.py::test_merge_with_standard_mim_preserves_standard_mom_definitions_and_catalog_metadata;tests/mom/test_mom_catalog_validation_v012.py::test_mom_catalog_is_derived_from_standard_mim_and_exposes_validation_matrix,mapped,mom_catalog,hla_1516_requirements_master_v1_0.csv,This imported MIM datatype row is directly covered by exact standard-MIM datatype equality checks in the merged active catalog.
