packet_requirement_id,curated_requirement_id,standard,clause,service_name,reconciliation_kind,feature,requirement_text,packet_verification_method,current_test_id,current_status,implementation_area,source_packet_file,notes
HLA1516.1-SUP-10_9-GETOBJECTINSTANCEHANDLE-PRE-001,HLA1516.1-SUP-10.10-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.9,getObjectInstanceHandle,PRE,SUP-GET_OBJECT_INSTANCE_HANDLE,"The RTI shall validate all standard preconditions for `getObjectInstanceHandle`, including connection state, federation-execution membership, valid handles, FDD-defined classes or datatypes, save/restore state, callback reentrancy, and service-specific constraints as applicable.",negative unit tests + exception tests,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,partial,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Repo-native support-service tests exercise related positive or negative behavior, but this packet row is broader than the current direct evidence."
HLA1516.1-SUP-10_9-GETOBJECTINSTANCEHANDLE-SIG-001,HLA1516.1-SUP-10.10-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.9,getObjectInstanceHandle,SIG,SUP-GET_OBJECT_INSTANCE_HANDLE,The implementation shall expose `getObjectInstanceHandle` overload 1 returning `ObjectInstanceHandle` with the standard argument shape.,API signature static test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_service_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native support-service signature tests directly exercise this packet slice.
HLA1516.1-SUP-10_9-GETOBJECTINSTANCEHANDLE-SVC-001,HLA1516.1-SUP-10.10-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.9,getObjectInstanceHandle,SVC,SUP-GET_OBJECT_INSTANCE_HANDLE,The RTI shall provide the Get Object Instance Handle service through the `getObjectInstanceHandle` operation.,unit + integration + API conformance tests,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_9-GETOBJECTINSTANCEHANDLE-TEST-001,HLA1516.1-SUP-10.10-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.9,getObjectInstanceHandle,TEST,SUP-GET_OBJECT_INSTANCE_HANDLE,"The verification suite shall include positive, negative, exception, transport-equivalence, and MOM-observer tests for `getObjectInstanceHandle`.",test-suite audit,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Current repo-native support-service tests now give direct positive and negative evidence for this helper family, while mapped signature and MOM rows cover the API-surface and observer slices; transport-mediated delivery is not applicable for these backend-local support-service helpers."
HLA1516.1-SUP-10_10-GETOBJECTINSTANCENAME-ARG-001,HLA1516.1-SUP-10.11-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.10,getObjectInstanceName,ARG,SUP-GET_OBJECT_INSTANCE_NAME,The implementation shall accept and validate `getObjectInstanceName` overload 1 arguments: ObjectInstanceHandle theHandle.,argument validation tests,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_10-GETOBJECTINSTANCENAME-EFF-001,HLA1516.1-SUP-10.11-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.10,getObjectInstanceName,EFF,SUP-GET_OBJECT_INSTANCE_NAME,"The RTI shall resolve the requested handle/name mapping consistently with the current FDD, federation execution state, known-object state, or predefined support-service vocabulary.",state-transition integration tests,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_10-GETOBJECTINSTANCENAME-EXC-001,HLA1516.1-SUP-10.11-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.10,getObjectInstanceName,EXC,SUP-GET_OBJECT_INSTANCE_NAME,"The RTI shall raise the standard exceptions exposed by `getObjectInstanceName` when the corresponding error conditions occur: ObjectInstanceNotKnown, FederateNotExecutionMember, NotConnected, RTIinternalError.",exception matrix tests,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,partial,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Repo-native support-service tests exercise related positive or negative behavior, but this packet row is broader than the current direct evidence."
HLA1516.1-SUP-10_10-GETOBJECTINSTANCENAME-MOM-001,HLA1516.1-SUP-10.11-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.10,getObjectInstanceName,MOM,SUP-GET_OBJECT_INSTANCE_NAME,"When MOM service reporting is enabled for the invoking federate, the RTI shall make invocation of `getObjectInstanceName` observable through the standard MOM service-reporting mechanism where the standard defines such reporting.",MOM observer integration test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_services_are_observable_through_mom_service_invocation_reporting;tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native support-service MOM observer tests directly exercise this packet slice.
HLA1516.1-SUP-10_10-GETOBJECTINSTANCENAME-PRE-001,HLA1516.1-SUP-10.11-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.10,getObjectInstanceName,PRE,SUP-GET_OBJECT_INSTANCE_NAME,"The RTI shall validate all standard preconditions for `getObjectInstanceName`, including connection state, federation-execution membership, valid handles, FDD-defined classes or datatypes, save/restore state, callback reentrancy, and service-specific constraints as applicable.",negative unit tests + exception tests,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,partial,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Repo-native support-service tests exercise related positive or negative behavior, but this packet row is broader than the current direct evidence."
HLA1516.1-SUP-10_10-GETOBJECTINSTANCENAME-SIG-001,HLA1516.1-SUP-10.11-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.10,getObjectInstanceName,SIG,SUP-GET_OBJECT_INSTANCE_NAME,The implementation shall expose `getObjectInstanceName` overload 1 returning `String` with the standard argument shape.,API signature static test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_service_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native support-service signature tests directly exercise this packet slice.
HLA1516.1-SUP-10_10-GETOBJECTINSTANCENAME-SVC-001,HLA1516.1-SUP-10.11-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.10,getObjectInstanceName,SVC,SUP-GET_OBJECT_INSTANCE_NAME,The RTI shall provide the Get Object Instance Name service through the `getObjectInstanceName` operation.,unit + integration + API conformance tests,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_10-GETOBJECTINSTANCENAME-TEST-001,HLA1516.1-SUP-10.11-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.10,getObjectInstanceName,TEST,SUP-GET_OBJECT_INSTANCE_NAME,"The verification suite shall include positive, negative, exception, transport-equivalence, and MOM-observer tests for `getObjectInstanceName`.",test-suite audit,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Current repo-native support-service tests now give direct positive and negative evidence for this helper family, while mapped signature and MOM rows cover the API-surface and observer slices; transport-mediated delivery is not applicable for these backend-local support-service helpers."
HLA1516.1-SUP-10_11-GETATTRIBUTEHANDLE-ARG-001,HLA1516.1-SUP-10.4-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.11,getAttributeHandle,ARG,SUP-GET_ATTRIBUTE_HANDLE,The implementation shall accept and validate `getAttributeHandle` overload 1 arguments: ObjectClassHandle whichClass; String theName.,argument validation tests,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_11-GETATTRIBUTEHANDLE-EFF-001,HLA1516.1-SUP-10.4-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.11,getAttributeHandle,EFF,SUP-GET_ATTRIBUTE_HANDLE,"The RTI shall resolve the requested handle/name mapping consistently with the current FDD, federation execution state, known-object state, or predefined support-service vocabulary.",state-transition integration tests,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_11-GETATTRIBUTEHANDLE-EXC-001,HLA1516.1-SUP-10.4-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.11,getAttributeHandle,EXC,SUP-GET_ATTRIBUTE_HANDLE,"The RTI shall raise the standard exceptions exposed by `getAttributeHandle` when the corresponding error conditions occur: NameNotFound, InvalidObjectClassHandle, FederateNotExecutionMember, NotConnected, RTIinternalError.",exception matrix tests,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,partial,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Repo-native support-service tests exercise related positive or negative behavior, but this packet row is broader than the current direct evidence."
HLA1516.1-SUP-10_11-GETATTRIBUTEHANDLE-MOM-001,HLA1516.1-SUP-10.4-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.11,getAttributeHandle,MOM,SUP-GET_ATTRIBUTE_HANDLE,"When MOM service reporting is enabled for the invoking federate, the RTI shall make invocation of `getAttributeHandle` observable through the standard MOM service-reporting mechanism where the standard defines such reporting.",MOM observer integration test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_services_are_observable_through_mom_service_invocation_reporting;tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native support-service MOM observer tests directly exercise this packet slice.
HLA1516.1-SUP-10_11-GETATTRIBUTEHANDLE-PRE-001,HLA1516.1-SUP-10.4-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.11,getAttributeHandle,PRE,SUP-GET_ATTRIBUTE_HANDLE,"The RTI shall validate all standard preconditions for `getAttributeHandle`, including connection state, federation-execution membership, valid handles, FDD-defined classes or datatypes, save/restore state, callback reentrancy, and service-specific constraints as applicable.",negative unit tests + exception tests,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,partial,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Repo-native support-service tests exercise related positive or negative behavior, but this packet row is broader than the current direct evidence."
HLA1516.1-SUP-10_11-GETATTRIBUTEHANDLE-SIG-001,HLA1516.1-SUP-10.4-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.11,getAttributeHandle,SIG,SUP-GET_ATTRIBUTE_HANDLE,The implementation shall expose `getAttributeHandle` overload 1 returning `AttributeHandle` with the standard argument shape.,API signature static test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_service_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native support-service signature tests directly exercise this packet slice.
HLA1516.1-SUP-10_11-GETATTRIBUTEHANDLE-SVC-001,HLA1516.1-SUP-10.4-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.11,getAttributeHandle,SVC,SUP-GET_ATTRIBUTE_HANDLE,The RTI shall provide the Get Attribute Handle service through the `getAttributeHandle` operation.,unit + integration + API conformance tests,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_11-GETATTRIBUTEHANDLE-TEST-001,HLA1516.1-SUP-10.4-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.11,getAttributeHandle,TEST,SUP-GET_ATTRIBUTE_HANDLE,"The verification suite shall include positive, negative, exception, transport-equivalence, and MOM-observer tests for `getAttributeHandle`.",test-suite audit,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Current repo-native support-service tests now give direct positive and negative evidence for this helper family, while mapped signature and MOM rows cover the API-surface and observer slices; transport-mediated delivery is not applicable for these backend-local support-service helpers."
HLA1516.1-SUP-10_12-GETATTRIBUTENAME-ARG-001,HLA1516.1-SUP-10.5-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.12,getAttributeName,ARG,SUP-GET_ATTRIBUTE_NAME,The implementation shall accept and validate `getAttributeName` overload 1 arguments: ObjectClassHandle whichClass; AttributeHandle theHandle.,argument validation tests,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_12-GETATTRIBUTENAME-EFF-001,HLA1516.1-SUP-10.5-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.12,getAttributeName,EFF,SUP-GET_ATTRIBUTE_NAME,"The RTI shall resolve the requested handle/name mapping consistently with the current FDD, federation execution state, known-object state, or predefined support-service vocabulary.",state-transition integration tests,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_12-GETATTRIBUTENAME-EXC-001,HLA1516.1-SUP-10.5-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.12,getAttributeName,EXC,SUP-GET_ATTRIBUTE_NAME,"The RTI shall raise the standard exceptions exposed by `getAttributeName` when the corresponding error conditions occur: AttributeNotDefined, InvalidAttributeHandle, InvalidObjectClassHandle, FederateNotExecutionMember, NotConnected, RTIinternalError.",exception matrix tests,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,partial,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Repo-native support-service tests exercise related positive or negative behavior, but this packet row is broader than the current direct evidence."
HLA1516.1-SUP-10_12-GETATTRIBUTENAME-MOM-001,HLA1516.1-SUP-10.5-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.12,getAttributeName,MOM,SUP-GET_ATTRIBUTE_NAME,"When MOM service reporting is enabled for the invoking federate, the RTI shall make invocation of `getAttributeName` observable through the standard MOM service-reporting mechanism where the standard defines such reporting.",MOM observer integration test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_services_are_observable_through_mom_service_invocation_reporting;tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native support-service MOM observer tests directly exercise this packet slice.
HLA1516.1-SUP-10_12-GETATTRIBUTENAME-PRE-001,HLA1516.1-SUP-10.5-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.12,getAttributeName,PRE,SUP-GET_ATTRIBUTE_NAME,"The RTI shall validate all standard preconditions for `getAttributeName`, including connection state, federation-execution membership, valid handles, FDD-defined classes or datatypes, save/restore state, callback reentrancy, and service-specific constraints as applicable.",negative unit tests + exception tests,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,partial,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Repo-native support-service tests exercise related positive or negative behavior, but this packet row is broader than the current direct evidence."
HLA1516.1-SUP-10_12-GETATTRIBUTENAME-SIG-001,HLA1516.1-SUP-10.5-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.12,getAttributeName,SIG,SUP-GET_ATTRIBUTE_NAME,The implementation shall expose `getAttributeName` overload 1 returning `String` with the standard argument shape.,API signature static test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_service_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native support-service signature tests directly exercise this packet slice.
HLA1516.1-SUP-10_12-GETATTRIBUTENAME-SVC-001,HLA1516.1-SUP-10.5-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.12,getAttributeName,SVC,SUP-GET_ATTRIBUTE_NAME,The RTI shall provide the Get Attribute Name service through the `getAttributeName` operation.,unit + integration + API conformance tests,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_12-GETATTRIBUTENAME-TEST-001,HLA1516.1-SUP-10.5-001;HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010 (2010 edition),10.12,getAttributeName,TEST,SUP-GET_ATTRIBUTE_NAME,"The verification suite shall include positive, negative, exception, transport-equivalence, and MOM-observer tests for `getAttributeName`.",test-suite audit,tests/backends/test_python_backend_support_services.py::test_support_lookups_round_trip_class_handle_and_name;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_lookup,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Current repo-native support-service tests now give direct positive and negative evidence for this helper family, while mapped signature and MOM rows cover the API-surface and observer slices; transport-mediated delivery is not applicable for these backend-local support-service helpers."
HLA1516.1-SUP-10_13-GETUPDATERATEVALUE-ARG-001,HLA1516.1-SUP-10.1-003,IEEE 1516.1-2010 (2010 edition),10.13,getUpdateRateValue,ARG,SUP-GET_UPDATE_RATE_VALUE,The implementation shall accept and validate `getUpdateRateValue` overload 1 arguments: String updateRateDesignator.,argument validation tests,tests/backends/test_python_backend_support_services.py::test_support_dimension_and_update_rate_helpers;tests/backends/test_python_backend_support_services.py::test_support_update_rate_lookup_for_attribute_reflects_subscribed_rate;tests/backends/test_python_backend_support_services.py::test_fom_declared_update_rate_defaults_apply_to_inherited_and_regioned_subscriptions;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_metadata,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_13-GETUPDATERATEVALUE-EFF-001,HLA1516.1-SUP-10.1-003,IEEE 1516.1-2010 (2010 edition),10.13,getUpdateRateValue,EFF,SUP-GET_UPDATE_RATE_VALUE,The RTI shall provide the requested support-service query or state change without altering unrelated federation state.,state-transition integration tests,tests/backends/test_python_backend_support_services.py::test_support_dimension_and_update_rate_helpers;tests/backends/test_python_backend_support_services.py::test_support_update_rate_lookup_for_attribute_reflects_subscribed_rate;tests/backends/test_python_backend_support_services.py::test_fom_declared_update_rate_defaults_apply_to_inherited_and_regioned_subscriptions;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_metadata,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native support-service tests directly exercise this packet slice.
HLA1516.1-SUP-10_13-GETUPDATERATEVALUE-EXC-001,HLA1516.1-SUP-10.1-003,IEEE 1516.1-2010 (2010 edition),10.13,getUpdateRateValue,EXC,SUP-GET_UPDATE_RATE_VALUE,"The RTI shall raise the standard exceptions exposed by `getUpdateRateValue` when the corresponding error conditions occur: InvalidUpdateRateDesignator, FederateNotExecutionMember, NotConnected, RTIinternalError.",exception matrix tests,tests/backends/test_python_backend_support_services.py::test_support_dimension_and_update_rate_helpers;tests/backends/test_python_backend_support_services.py::test_support_update_rate_lookup_for_attribute_reflects_subscribed_rate;tests/backends/test_python_backend_support_services.py::test_fom_declared_update_rate_defaults_apply_to_inherited_and_regioned_subscriptions;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,partial,support_metadata,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,"Repo-native support-service tests exercise related positive or negative behavior, but this packet row is broader than the current direct evidence."
HLA1516.1-SUP-10_13-GETUPDATERATEVALUE-MOM-001,HLA1516.1-SUP-10.1-003,IEEE 1516.1-2010 (2010 edition),10.13,getUpdateRateValue,MOM,SUP-GET_UPDATE_RATE_VALUE,"When MOM service reporting is enabled for the invoking federate, the RTI shall make invocation of `getUpdateRateValue` observable through the standard MOM service-reporting mechanism where the standard defines such reporting.",MOM observer integration test,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_services_are_observable_through_mom_service_invocation_reporting;tests/backends/test_python_backend_support_services.py::test_support_dimension_and_update_rate_helpers;tests/backends/test_python_backend_support_services.py::test_support_update_rate_lookup_for_attribute_reflects_subscribed_rate;tests/backends/test_python_backend_support_services.py::test_fom_declared_update_rate_defaults_apply_to_inherited_and_regioned_subscriptions;tests/backends/test_python_backend_support_services.py::test_support_invalid_inputs_raise_expected_errors;tests/backends/test_python_backend_time_ddm_extended.py::test_support_service_roundtrips_and_callback_controls_have_exact_behavior,mapped,support_metadata,hla_1516_clauses5_11_detailed_requirements_v1_0.csv,Current repo-native support-service MOM observer tests directly exercise this packet slice.
