requirement_id,standard,clause,source_title,capability,feature,requirement_text,normative_keyword,implementation_area,verification_method,test_id,status,priority,source_note,requirement_type,parent_requirement_id,source_detail,service_name,service_direction,transport_scope,mom_observable,verification_notes
HLA1516.1-FM-4_3-EXC-001,IEEE 1516.1-2010 (2010 edition),4.3,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Disconnect service shall report the defined exception/failure condition when applicable: Federate is a member of the execution.,shall,rti.federation_management.disconnect,unit + negative-path conformance test,TEST-FM-4_3-EXC-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_3-001,4.3.5 Exceptions,Disconnect,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,"service reporting switch, when enabled",Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_3-EXC-002,IEEE 1516.1-2010 (2010 edition),4.3,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Disconnect service shall report the defined exception/failure condition when applicable: Not connected.,shall,rti.federation_management.disconnect,unit + negative-path conformance test,TEST-FM-4_3-EXC-002,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_3-001,4.3.5 Exceptions,Disconnect,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,"service reporting switch, when enabled",Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_3-EXC-003,IEEE 1516.1-2010 (2010 edition),4.3,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Disconnect service shall report the defined exception/failure condition when applicable: RTI internal error.,shall,rti.federation_management.disconnect,unit + negative-path conformance test,TEST-FM-4_3-EXC-003,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_3-001,4.3.5 Exceptions,Disconnect,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,"service reporting switch, when enabled",Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_4-SVC-001,IEEE 1516.1-2010 (2010 edition),4.4,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,RTI/federate interface shall provide Connection Lost  service as a RTI-initiated callback in the Federation Management service group.,shall,rti.callbacks.federation_management.connection_lost,API conformance + integration test,TEST-FM-4_4-SVC-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,SVC,HLA1516.1-FM-4_4-001,4.4 service heading and overview,Connection Lost,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAreportFederateLost and federation/federate MOM state,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_4-CB-001,IEEE 1516.1-2010 (2010 edition),4.4,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,The FederateAmbassador shall expose a callback handler for Connection Lost and the RTI shall invoke it only under the service's defined conditions.,shall,rti.callbacks.federation_management.connection_lost,callback integration test,TEST-FM-4_4-CB-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,CB,HLA1516.1-FM-4_4-001,4.4 RTI-initiated service,Connection Lost,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAreportFederateLost and federation/federate MOM state,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_4-ARG-001,IEEE 1516.1-2010 (2010 edition),4.4,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Connection Lost  service shall accept and validate supplied argument: Text description of the fault.,shall,rti.callbacks.federation_management.connection_lost,unit + negative-path conformance test,TEST-FM-4_4-ARG-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_4-001,4.4.1 Supplied arguments,Connection Lost,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAreportFederateLost and federation/federate MOM state,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_4-PRE-001,IEEE 1516.1-2010 (2010 edition),4.4,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Connection Lost  service shall enforce this precondition before successful completion: The joined federate is connected.,shall,rti.callbacks.federation_management.connection_lost,unit + negative-path conformance test,TEST-FM-4_4-PRE-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_4-001,4.4.3 Preconditions,Connection Lost,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAreportFederateLost and federation/federate MOM state,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_4-EFF-001,IEEE 1516.1-2010 (2010 edition),4.4,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,"On successful Connection Lost  service, the RTI shall establish this postcondition: Federate is notified that it has entered the Disconnected state.",shall,rti.callbacks.federation_management.connection_lost,state-machine integration test,TEST-FM-4_4-EFF-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EFF,HLA1516.1-FM-4_4-001,4.4.4 Postconditions,Connection Lost,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAreportFederateLost and federation/federate MOM state,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_4-EXC-001,IEEE 1516.1-2010 (2010 edition),4.4,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Connection Lost  service shall report the defined exception/failure condition when applicable: Federate internal error.,shall,rti.callbacks.federation_management.connection_lost,unit + negative-path conformance test,TEST-FM-4_4-EXC-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_4-001,4.4.5 Exceptions,Connection Lost,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAreportFederateLost and federation/federate MOM state,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_4-MOM-001,IEEE 1516.1-2010 (2010 edition),4.4,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,The RTI shall update or make auditable the MOM-visible federation-management state associated with Connection Lost.,shall,rti.callbacks.federation_management.connection_lost,MOM observer integration test,TEST-FM-4_4-MOM-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,MOM,HLA1516.1-FM-4_4-001,4.4 MOM observability hook,Connection Lost,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAreportFederateLost and federation/federate MOM state,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_5-SVC-001,IEEE 1516.1-2010 (2010 edition),4.5,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,RTI/federate interface shall provide Create Federation Execution service as a federate-initiated service in the Federation Management service group.,shall,rti.federation_management.create_federation_execution,API conformance + integration test,TEST-FM-4_5-SVC-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,SVC,HLA1516.1-FM-4_5-001,4.5 service heading and overview,Create Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_5-ARG-001,IEEE 1516.1-2010 (2010 edition),4.5,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Create Federation Execution service shall accept and validate supplied argument: Federation execution name.,shall,rti.federation_management.create_federation_execution,unit + negative-path conformance test,TEST-FM-4_5-ARG-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_5-001,4.5.1 Supplied arguments,Create Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_5-ARG-002,IEEE 1516.1-2010 (2010 edition),4.5,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Create Federation Execution service shall accept and validate supplied argument: Set of FOM module designators.,shall,rti.federation_management.create_federation_execution,unit + negative-path conformance test,TEST-FM-4_5-ARG-002,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_5-001,4.5.1 Supplied arguments,Create Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_5-ARG-003,IEEE 1516.1-2010 (2010 edition),4.5,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Create Federation Execution service shall accept and validate supplied argument: Optional MIM designator.,shall,rti.federation_management.create_federation_execution,unit + negative-path conformance test,TEST-FM-4_5-ARG-003,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_5-001,4.5.1 Supplied arguments,Create Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_5-ARG-004,IEEE 1516.1-2010 (2010 edition),4.5,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,"Create Federation Execution service shall accept and validate supplied argument: Optional logical time implementation. If not provided, the RTI provided HLAfloat64Time representation of logical time shall be used.",shall,rti.federation_management.create_federation_execution,unit + negative-path conformance test,TEST-FM-4_5-ARG-004,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_5-001,4.5.1 Supplied arguments,Create Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_5-PRE-001,IEEE 1516.1-2010 (2010 edition),4.5,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Create Federation Execution service shall enforce this precondition before successful completion: The federate is connected to the RTI.,shall,rti.federation_management.create_federation_execution,unit + negative-path conformance test,TEST-FM-4_5-PRE-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_5-001,4.5.3 Preconditions,Create Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_5-PRE-002,IEEE 1516.1-2010 (2010 edition),4.5,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Create Federation Execution service shall enforce this precondition before successful completion: The federation execution does not exist.,shall,rti.federation_management.create_federation_execution,unit + negative-path conformance test,TEST-FM-4_5-PRE-002,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_5-001,4.5.3 Preconditions,Create Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_5-EFF-001,IEEE 1516.1-2010 (2010 edition),4.5,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,"On successful Create Federation Execution service, the RTI shall establish this postcondition: A federation execution, with the given name, exists and may be joined by federates.",shall,rti.federation_management.create_federation_execution,state-machine integration test,TEST-FM-4_5-EFF-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EFF,HLA1516.1-FM-4_5-001,4.5.4 Postconditions,Create Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_5-EXC-001,IEEE 1516.1-2010 (2010 edition),4.5,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Create Federation Execution service shall report the defined exception/failure condition when applicable: Could not create logical time implementation,shall,rti.federation_management.create_federation_execution,unit + negative-path conformance test,TEST-FM-4_5-EXC-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_5-001,4.5.5 Exceptions,Create Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_5-EXC-002,IEEE 1516.1-2010 (2010 edition),4.5,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Create Federation Execution service shall report the defined exception/failure condition when applicable: Invalid FOM module.,shall,rti.federation_management.create_federation_execution,unit + negative-path conformance test,TEST-FM-4_5-EXC-002,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_5-001,4.5.5 Exceptions,Create Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_5-EXC-003,IEEE 1516.1-2010 (2010 edition),4.5,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Create Federation Execution service shall report the defined exception/failure condition when applicable: Could not locate FOM module indicated by supplied designator.,shall,rti.federation_management.create_federation_execution,unit + negative-path conformance test,TEST-FM-4_5-EXC-003,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_5-001,4.5.5 Exceptions,Create Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_5-EXC-004,IEEE 1516.1-2010 (2010 edition),4.5,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Create Federation Execution service shall report the defined exception/failure condition when applicable: MIM designator shall not be HLAstandardMIM.,shall,rti.federation_management.create_federation_execution,unit + negative-path conformance test,TEST-FM-4_5-EXC-004,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_5-001,4.5.5 Exceptions,Create Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_5-EXC-005,IEEE 1516.1-2010 (2010 edition),4.5,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Create Federation Execution service shall report the defined exception/failure condition when applicable: Invalid MIM.,shall,rti.federation_management.create_federation_execution,unit + negative-path conformance test,TEST-FM-4_5-EXC-005,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_5-001,4.5.5 Exceptions,Create Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_5-EXC-006,IEEE 1516.1-2010 (2010 edition),4.5,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Create Federation Execution service shall report the defined exception/failure condition when applicable: Could not locate MIM indicated by supplied designator.,shall,rti.federation_management.create_federation_execution,unit + negative-path conformance test,TEST-FM-4_5-EXC-006,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_5-001,4.5.5 Exceptions,Create Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_5-EXC-007,IEEE 1516.1-2010 (2010 edition),4.5,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Create Federation Execution service shall report the defined exception/failure condition when applicable: The specified federation execution already exists.,shall,rti.federation_management.create_federation_execution,unit + negative-path conformance test,TEST-FM-4_5-EXC-007,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_5-001,4.5.5 Exceptions,Create Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_5-EXC-008,IEEE 1516.1-2010 (2010 edition),4.5,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Create Federation Execution service shall report the defined exception/failure condition when applicable: Not connected.,shall,rti.federation_management.create_federation_execution,unit + negative-path conformance test,TEST-FM-4_5-EXC-008,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_5-001,4.5.5 Exceptions,Create Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_5-EXC-009,IEEE 1516.1-2010 (2010 edition),4.5,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Create Federation Execution service shall report the defined exception/failure condition when applicable: RTI internal error.,shall,rti.federation_management.create_federation_execution,unit + negative-path conformance test,TEST-FM-4_5-EXC-009,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_5-001,4.5.5 Exceptions,Create Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_5-MOM-001,IEEE 1516.1-2010 (2010 edition),4.5,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,The RTI shall update or make auditable the MOM-visible federation-management state associated with Create Federation Execution.,shall,rti.federation_management.create_federation_execution,MOM observer integration test,TEST-FM-4_5-MOM-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,MOM,HLA1516.1-FM-4_5-001,4.5 MOM observability hook,Create Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_6-SVC-001,IEEE 1516.1-2010 (2010 edition),4.6,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,RTI/federate interface shall provide Destroy Federation Execution service as a federate-initiated service in the Federation Management service group.,shall,rti.federation_management.destroy_federation_execution,API conformance + integration test,TEST-FM-4_6-SVC-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,SVC,HLA1516.1-FM-4_6-001,4.6 service heading and overview,Destroy Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_6-ARG-001,IEEE 1516.1-2010 (2010 edition),4.6,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Destroy Federation Execution service shall accept and validate supplied argument: Federation execution name.,shall,rti.federation_management.destroy_federation_execution,unit + negative-path conformance test,TEST-FM-4_6-ARG-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_6-001,4.6.1 Supplied arguments,Destroy Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_6-PRE-001,IEEE 1516.1-2010 (2010 edition),4.6,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Destroy Federation Execution service shall enforce this precondition before successful completion: The federate is connected to the RTI.,shall,rti.federation_management.destroy_federation_execution,unit + negative-path conformance test,TEST-FM-4_6-PRE-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_6-001,4.6.3 Preconditions,Destroy Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_6-PRE-002,IEEE 1516.1-2010 (2010 edition),4.6,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Destroy Federation Execution service shall enforce this precondition before successful completion: The federation execution exists.,shall,rti.federation_management.destroy_federation_execution,unit + negative-path conformance test,TEST-FM-4_6-PRE-002,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_6-001,4.6.3 Preconditions,Destroy Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_6-PRE-003,IEEE 1516.1-2010 (2010 edition),4.6,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Destroy Federation Execution service shall enforce this precondition before successful completion: There are no federates joined to this federation execution.,shall,rti.federation_management.destroy_federation_execution,unit + negative-path conformance test,TEST-FM-4_6-PRE-003,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_6-001,4.6.3 Preconditions,Destroy Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_6-EFF-001,IEEE 1516.1-2010 (2010 edition),4.6,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,"On successful Destroy Federation Execution service, the RTI shall establish this postcondition: The federation execution does not exist.",shall,rti.federation_management.destroy_federation_execution,state-machine integration test,TEST-FM-4_6-EFF-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EFF,HLA1516.1-FM-4_6-001,4.6.4 Postconditions,Destroy Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_6-EXC-001,IEEE 1516.1-2010 (2010 edition),4.6,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Destroy Federation Execution service shall report the defined exception/failure condition when applicable: Federates are joined to the federation execution.,shall,rti.federation_management.destroy_federation_execution,unit + negative-path conformance test,TEST-FM-4_6-EXC-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_6-001,4.6.5 Exceptions,Destroy Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_6-EXC-002,IEEE 1516.1-2010 (2010 edition),4.6,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Destroy Federation Execution service shall report the defined exception/failure condition when applicable: The federation execution does not exist.,shall,rti.federation_management.destroy_federation_execution,unit + negative-path conformance test,TEST-FM-4_6-EXC-002,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_6-001,4.6.5 Exceptions,Destroy Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_6-EXC-003,IEEE 1516.1-2010 (2010 edition),4.6,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Destroy Federation Execution service shall report the defined exception/failure condition when applicable: Not connected.,shall,rti.federation_management.destroy_federation_execution,unit + negative-path conformance test,TEST-FM-4_6-EXC-003,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_6-001,4.6.5 Exceptions,Destroy Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_6-EXC-004,IEEE 1516.1-2010 (2010 edition),4.6,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Destroy Federation Execution service shall report the defined exception/failure condition when applicable: RTI internal error.,shall,rti.federation_management.destroy_federation_execution,unit + negative-path conformance test,TEST-FM-4_6-EXC-004,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_6-001,4.6.5 Exceptions,Destroy Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_6-MOM-001,IEEE 1516.1-2010 (2010 edition),4.6,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,The RTI shall update or make auditable the MOM-visible federation-management state associated with Destroy Federation Execution.,shall,rti.federation_management.destroy_federation_execution,MOM observer integration test,TEST-FM-4_6-MOM-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,MOM,HLA1516.1-FM-4_6-001,4.6 MOM observability hook,Destroy Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_7-SVC-001,IEEE 1516.1-2010 (2010 edition),4.7,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,RTI/federate interface shall provide List Federation Executions service as a federate-initiated service in the Federation Management service group.,shall,rti.federation_management.list_federation_executions,API conformance + integration test,TEST-FM-4_7-SVC-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,SVC,HLA1516.1-FM-4_7-001,4.7 service heading and overview,List Federation Executions,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,"service reporting switch, when enabled",Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_7-PRE-001,IEEE 1516.1-2010 (2010 edition),4.7,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,List Federation Executions service shall enforce this precondition before successful completion: The federate is connected to the RTI.,shall,rti.federation_management.list_federation_executions,unit + negative-path conformance test,TEST-FM-4_7-PRE-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_7-001,4.7.3 Preconditions,List Federation Executions,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,TBD,Split from broad service row to implementation-ready conformance row.
