requirement_id,standard,clause,source_title,capability,feature,requirement_text,normative_keyword,implementation_area,verification_method,test_id,status,priority,source_note,requirement_type,parent_requirement_id,source_detail,service_name,service_direction,transport_scope,mom_observable,verification_notes
HLA1516.1-FM-4_10-EFF-001,IEEE 1516.1-2010,4.10,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,"On successful Resign Federation Execution service, the RTI shall establish this postcondition: The federate is not a member of the federation execution.",shall,rti.federation_management.resign_federation_execution,state-machine integration test,TEST-FM-4_10-EFF-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EFF,HLA1516.1-FM-4_10-001,4.10.4 Postconditions,Resign Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_10-EFF-002,IEEE 1516.1-2010,4.10,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,"On successful Resign Federation Execution service, the RTI shall establish this postcondition: There are no instance attributes in the federation execution owned by the joined federate.",shall,rti.federation_management.resign_federation_execution,state-machine integration test,TEST-FM-4_10-EFF-002,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EFF,HLA1516.1-FM-4_10-001,4.10.4 Postconditions,Resign Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_10-EFF-003,IEEE 1516.1-2010,4.10,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,"On successful Resign Federation Execution service, the RTI shall establish this postcondition: If directive 2, 4, or 5 (as listed in 4.10.1) is supplied, all object instances for which the joined federate has the delete privilege are deleted.",shall,rti.federation_management.resign_federation_execution,state-machine integration test,TEST-FM-4_10-EFF-003,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EFF,HLA1516.1-FM-4_10-001,4.10.4 Postconditions,Resign Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_10-EFF-004,IEEE 1516.1-2010,4.10,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,"On successful Resign Federation Execution service, the RTI shall establish this postcondition: If directive 3 or 5 (as listed in 4.10.1) is supplied, all pending instance attribute ownership acquisitions for the joined federate are canceled.",shall,rti.federation_management.resign_federation_execution,state-machine integration test,TEST-FM-4_10-EFF-004,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EFF,HLA1516.1-FM-4_10-001,4.10.4 Postconditions,Resign Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_10-EXC-001,IEEE 1516.1-2010,4.10,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Resign Federation Execution service shall report the defined exception/failure condition when applicable: Invalid resign directive.,shall,rti.federation_management.resign_federation_execution,unit + negative-path conformance test,TEST-FM-4_10-EXC-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_10-001,4.10.5 Exceptions,Resign Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_10-EXC-002,IEEE 1516.1-2010,4.10,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Resign Federation Execution service shall report the defined exception/failure condition when applicable: Cannot resign due to pending attempt to acquire instance attribute ownership.,shall,rti.federation_management.resign_federation_execution,unit + negative-path conformance test,TEST-FM-4_10-EXC-002,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_10-001,4.10.5 Exceptions,Resign Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_10-EXC-003,IEEE 1516.1-2010,4.10,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Resign Federation Execution service shall report the defined exception/failure condition when applicable: The joined federate owns instance attributes.,shall,rti.federation_management.resign_federation_execution,unit + negative-path conformance test,TEST-FM-4_10-EXC-003,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_10-001,4.10.5 Exceptions,Resign Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_10-EXC-004,IEEE 1516.1-2010,4.10,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Resign Federation Execution service shall report the defined exception/failure condition when applicable: The federate is not a federation execution member.,shall,rti.federation_management.resign_federation_execution,unit + negative-path conformance test,TEST-FM-4_10-EXC-004,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_10-001,4.10.5 Exceptions,Resign Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_10-EXC-005,IEEE 1516.1-2010,4.10,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Resign Federation Execution service shall report the defined exception/failure condition when applicable: The specified federation execution does not exist.,shall,rti.federation_management.resign_federation_execution,unit + negative-path conformance test,TEST-FM-4_10-EXC-005,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_10-001,4.10.5 Exceptions,Resign Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_10-EXC-006,IEEE 1516.1-2010,4.10,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Resign Federation Execution service shall report the defined exception/failure condition when applicable: Not connected.,shall,rti.federation_management.resign_federation_execution,unit + negative-path conformance test,TEST-FM-4_10-EXC-006,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_10-001,4.10.5 Exceptions,Resign Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_10-EXC-007,IEEE 1516.1-2010,4.10,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Resign Federation Execution service shall report the defined exception/failure condition when applicable: RTI internal error.,shall,rti.federation_management.resign_federation_execution,unit + negative-path conformance test,TEST-FM-4_10-EXC-007,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_10-001,4.10.5 Exceptions,Resign Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_10-MOM-001,IEEE 1516.1-2010,4.10,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,The RTI shall update or make auditable the MOM-visible federation-management state associated with Resign Federation Execution.,shall,rti.federation_management.resign_federation_execution,MOM observer integration test,TEST-FM-4_10-MOM-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,MOM,HLA1516.1-FM-4_10-001,4.10 MOM observability hook,Resign Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_11-SVC-001,IEEE 1516.1-2010,4.11,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,RTI/federate interface shall provide Register Federation Synchronization Point service as a federate-initiated service in the Federation Management service group.,shall,rti.federation_management.register_federation_synchronization_point,API conformance + integration test,TEST-FM-4_11-SVC-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,SVC,HLA1516.1-FM-4_11-001,4.11 service heading and overview,Register Federation Synchronization Point,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_11-ARG-001,IEEE 1516.1-2010,4.11,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,Register Federation Synchronization Point service shall accept and validate supplied argument: Synchronization point label.,shall,rti.federation_management.register_federation_synchronization_point,unit + negative-path conformance test,TEST-FM-4_11-ARG-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_11-001,4.11.1 Supplied arguments,Register Federation Synchronization Point,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_11-ARG-002,IEEE 1516.1-2010,4.11,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,Register Federation Synchronization Point service shall accept and validate supplied argument: User-supplied tag.,shall,rti.federation_management.register_federation_synchronization_point,unit + negative-path conformance test,TEST-FM-4_11-ARG-002,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_11-001,4.11.1 Supplied arguments,Register Federation Synchronization Point,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_11-ARG-003,IEEE 1516.1-2010,4.11,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,Register Federation Synchronization Point service shall accept and validate supplied argument: Optional set of joined federate designators.,shall,rti.federation_management.register_federation_synchronization_point,unit + negative-path conformance test,TEST-FM-4_11-ARG-003,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_11-001,4.11.1 Supplied arguments,Register Federation Synchronization Point,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_11-PRE-001,IEEE 1516.1-2010,4.11,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,Register Federation Synchronization Point service shall enforce this precondition before successful completion: The federate is connected to the RTI.,shall,rti.federation_management.register_federation_synchronization_point,unit + negative-path conformance test,TEST-FM-4_11-PRE-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_11-001,4.11.3 Preconditions,Register Federation Synchronization Point,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_11-PRE-002,IEEE 1516.1-2010,4.11,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,Register Federation Synchronization Point service shall enforce this precondition before successful completion: The federation execution exists.,shall,rti.federation_management.register_federation_synchronization_point,unit + negative-path conformance test,TEST-FM-4_11-PRE-002,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_11-001,4.11.3 Preconditions,Register Federation Synchronization Point,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_11-PRE-003,IEEE 1516.1-2010,4.11,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,Register Federation Synchronization Point service shall enforce this precondition before successful completion: The federate is joined to that federation execution.,shall,rti.federation_management.register_federation_synchronization_point,unit + negative-path conformance test,TEST-FM-4_11-PRE-003,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_11-001,4.11.3 Preconditions,Register Federation Synchronization Point,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_11-PRE-004,IEEE 1516.1-2010,4.11,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,"Register Federation Synchronization Point service shall enforce this precondition before successful completion: If an optional set of joined federate designators is supplied, those federate designators shall be valid.",shall,rti.federation_management.register_federation_synchronization_point,unit + negative-path conformance test,TEST-FM-4_11-PRE-004,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_11-001,4.11.3 Preconditions,Register Federation Synchronization Point,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_11-PRE-005,IEEE 1516.1-2010,4.11,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,Register Federation Synchronization Point service shall enforce this precondition before successful completion: The supplied synchronization point label is not in use.,shall,rti.federation_management.register_federation_synchronization_point,unit + negative-path conformance test,TEST-FM-4_11-PRE-005,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_11-001,4.11.3 Preconditions,Register Federation Synchronization Point,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_11-PRE-006,IEEE 1516.1-2010,4.11,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,Register Federation Synchronization Point service shall enforce this precondition before successful completion: Federate save not in progress.,shall,rti.federation_management.register_federation_synchronization_point,unit + negative-path conformance test,TEST-FM-4_11-PRE-006,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_11-001,4.11.3 Preconditions,Register Federation Synchronization Point,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_11-PRE-007,IEEE 1516.1-2010,4.11,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,Register Federation Synchronization Point service shall enforce this precondition before successful completion: Federate restore not in progress.,shall,rti.federation_management.register_federation_synchronization_point,unit + negative-path conformance test,TEST-FM-4_11-PRE-007,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_11-001,4.11.3 Preconditions,Register Federation Synchronization Point,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_11-EFF-001,IEEE 1516.1-2010,4.11,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,"On successful Register Federation Synchronization Point service, the RTI shall establish this postcondition: The synchronization label is known to the RTI.",shall,rti.federation_management.register_federation_synchronization_point,state-machine integration test,TEST-FM-4_11-EFF-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EFF,HLA1516.1-FM-4_11-001,4.11.4 Postconditions,Register Federation Synchronization Point,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_11-EXC-001,IEEE 1516.1-2010,4.11,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,Register Federation Synchronization Point service shall report the defined exception/failure condition when applicable: Federate save in progress.,shall,rti.federation_management.register_federation_synchronization_point,unit + negative-path conformance test,TEST-FM-4_11-EXC-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_11-001,4.11.5 Exceptions,Register Federation Synchronization Point,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_11-EXC-002,IEEE 1516.1-2010,4.11,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,Register Federation Synchronization Point service shall report the defined exception/failure condition when applicable: Federate restore in progress.,shall,rti.federation_management.register_federation_synchronization_point,unit + negative-path conformance test,TEST-FM-4_11-EXC-002,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_11-001,4.11.5 Exceptions,Register Federation Synchronization Point,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_11-EXC-003,IEEE 1516.1-2010,4.11,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,Register Federation Synchronization Point service shall report the defined exception/failure condition when applicable: The federate is not a federation execution member.,shall,rti.federation_management.register_federation_synchronization_point,unit + negative-path conformance test,TEST-FM-4_11-EXC-003,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_11-001,4.11.5 Exceptions,Register Federation Synchronization Point,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_11-EXC-004,IEEE 1516.1-2010,4.11,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,Register Federation Synchronization Point service shall report the defined exception/failure condition when applicable: Not connected.,shall,rti.federation_management.register_federation_synchronization_point,unit + negative-path conformance test,TEST-FM-4_11-EXC-004,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_11-001,4.11.5 Exceptions,Register Federation Synchronization Point,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_11-EXC-005,IEEE 1516.1-2010,4.11,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,Register Federation Synchronization Point service shall report the defined exception/failure condition when applicable: RTI internal error.,shall,rti.federation_management.register_federation_synchronization_point,unit + negative-path conformance test,TEST-FM-4_11-EXC-005,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_11-001,4.11.5 Exceptions,Register Federation Synchronization Point,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_11-MOM-001,IEEE 1516.1-2010,4.11,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,The RTI shall update or make auditable the MOM-visible federation-management state associated with Register Federation Synchronization Point.,shall,rti.federation_management.register_federation_synchronization_point,MOM observer integration test,TEST-FM-4_11-MOM-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,MOM,HLA1516.1-FM-4_11-001,4.11 MOM observability hook,Register Federation Synchronization Point,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_12-SVC-001,IEEE 1516.1-2010,4.12,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,RTI/federate interface shall provide Confirm Synchronization Point Registration  service as a RTI-initiated callback in the Federation Management service group.,shall,rti.callbacks.federation_management.confirm_synchronization_point_registration,API conformance + integration test,TEST-FM-4_12-SVC-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,SVC,HLA1516.1-FM-4_12-001,4.12 service heading and overview,Confirm Synchronization Point Registration,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_12-CB-001,IEEE 1516.1-2010,4.12,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,The FederateAmbassador shall expose a callback handler for Confirm Synchronization Point Registration and the RTI shall invoke it only under the service's defined conditions.,shall,rti.callbacks.federation_management.confirm_synchronization_point_registration,callback integration test,TEST-FM-4_12-CB-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,CB,HLA1516.1-FM-4_12-001,4.12 RTI-initiated service,Confirm Synchronization Point Registration,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_12-ARG-001,IEEE 1516.1-2010,4.12,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,Confirm Synchronization Point Registration  service shall accept and validate supplied argument: Synchronization point label.,shall,rti.callbacks.federation_management.confirm_synchronization_point_registration,unit + negative-path conformance test,TEST-FM-4_12-ARG-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_12-001,4.12.1 Supplied arguments,Confirm Synchronization Point Registration,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_12-ARG-002,IEEE 1516.1-2010,4.12,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,Confirm Synchronization Point Registration  service shall accept and validate supplied argument: Registration-success indicator.,shall,rti.callbacks.federation_management.confirm_synchronization_point_registration,unit + negative-path conformance test,TEST-FM-4_12-ARG-002,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_12-001,4.12.1 Supplied arguments,Confirm Synchronization Point Registration,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_12-ARG-003,IEEE 1516.1-2010,4.12,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,Confirm Synchronization Point Registration  service shall accept and validate supplied argument: Optional failure reason.,shall,rti.callbacks.federation_management.confirm_synchronization_point_registration,unit + negative-path conformance test,TEST-FM-4_12-ARG-003,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_12-001,4.12.1 Supplied arguments,Confirm Synchronization Point Registration,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_12-PRE-001,IEEE 1516.1-2010,4.12,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,Confirm Synchronization Point Registration  service shall enforce this precondition before successful completion: The federation execution exists.,shall,rti.callbacks.federation_management.confirm_synchronization_point_registration,unit + negative-path conformance test,TEST-FM-4_12-PRE-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_12-001,4.12.3 Preconditions,Confirm Synchronization Point Registration,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_12-PRE-002,IEEE 1516.1-2010,4.12,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,Confirm Synchronization Point Registration  service shall enforce this precondition before successful completion: The federate is joined to that federation execution.,shall,rti.callbacks.federation_management.confirm_synchronization_point_registration,unit + negative-path conformance test,TEST-FM-4_12-PRE-002,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_12-001,4.12.3 Preconditions,Confirm Synchronization Point Registration,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_12-PRE-003,IEEE 1516.1-2010,4.12,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,Confirm Synchronization Point Registration  service shall enforce this precondition before successful completion: The joined federate has invoked Register Federation Synchronization Point service for the specified label.,shall,rti.callbacks.federation_management.confirm_synchronization_point_registration,unit + negative-path conformance test,TEST-FM-4_12-PRE-003,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_12-001,4.12.3 Preconditions,Confirm Synchronization Point Registration,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_12-PRE-004,IEEE 1516.1-2010,4.12,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,Confirm Synchronization Point Registration  service shall enforce this precondition before successful completion: Federate save not in progress.,shall,rti.callbacks.federation_management.confirm_synchronization_point_registration,unit + negative-path conformance test,TEST-FM-4_12-PRE-004,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_12-001,4.12.3 Preconditions,Confirm Synchronization Point Registration,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_12-PRE-005,IEEE 1516.1-2010,4.12,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,Confirm Synchronization Point Registration  service shall enforce this precondition before successful completion: Federate restore not in progress.,shall,rti.callbacks.federation_management.confirm_synchronization_point_registration,unit + negative-path conformance test,TEST-FM-4_12-PRE-005,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_12-001,4.12.3 Preconditions,Confirm Synchronization Point Registration,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_12-EFF-001,IEEE 1516.1-2010,4.12,Federate Interface Specification,CAP-FM,FM-SYNCHRONIZATION,"On successful Confirm Synchronization Point Registration  service, the RTI shall establish this postcondition: If the registration-success indicator is positive, the specified label and associated user-supplied tag shall be announced to the appropriate joined federates.",shall,rti.callbacks.federation_management.confirm_synchronization_point_registration,state-machine integration test,TEST-FM-4_12-EFF-001,Draft,P1,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EFF,HLA1516.1-FM-4_12-001,4.12.4 Postconditions,Confirm Synchronization Point Registration,RTI-initiated callback,native baseline; gRPC/REST equivalence for externally visible service behavior,synchronization-related MOM state/reporting,Split from broad service row to implementation-ready conformance row.
