test_id,requirement_id,capability,feature,test_level,transport,status,expected_evidence,verification_notes
TEST-OMT-003-NATIVE,HLA1516.2-TYPE-003,CAP-OMT,OMT-TYPE,parser/validator unit test + round-trip test,native,planned,"Verify HLA1516.2-TYPE-003: Validator shall distinguish FOM, SOM, FOM module, SOM module, and MIM-style model roles where applicable.",
TEST-OMT-004-NATIVE,HLA1516.2-OBJECT-CLASSES-004,CAP-OMT,OMT-OBJECT-CLASSES,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-OBJECT-CLASSES-004: Parser shall preserve the object class hierarchy rooted at ObjectRoot.,
TEST-OMT-005-NATIVE,HLA1516.2-OBJECT-CLASSES-005,CAP-OMT,OMT-OBJECT-CLASSES,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-OBJECT-CLASSES-005: Validator shall reject invalid object-class inheritance or duplicate class definitions.,
TEST-OMT-006-NATIVE,HLA1516.2-INTERACTION-CLASSES-006,CAP-OMT,OMT-INTERACTION-CLASSES,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-INTERACTION-CLASSES-006: Parser shall preserve the interaction class hierarchy rooted at InteractionRoot.,
TEST-OMT-007-NATIVE,HLA1516.2-INTERACTION-CLASSES-007,CAP-OMT,OMT-INTERACTION-CLASSES,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-INTERACTION-CLASSES-007: Validator shall reject invalid interaction-class inheritance or duplicate class definitions.,
TEST-OMT-008-NATIVE,HLA1516.2-ATTRIBUTES-008,CAP-OMT,OMT-ATTRIBUTES,parser/validator unit test + round-trip test,native,planned,"Verify HLA1516.2-ATTRIBUTES-008: Parser shall preserve class-attribute metadata including datatype, update, transportation, order, dimension, sharing, and semantics fields.",
TEST-OMT-009-NATIVE,HLA1516.2-ATTRIBUTES-009,CAP-OMT,OMT-ATTRIBUTES,parser/validator unit test + round-trip test,native,planned,"Verify HLA1516.2-ATTRIBUTES-009: Validator shall ensure attributes reference valid classes, datatypes, transportation types, order types, dimensions, and update rates.",
TEST-OMT-010-NATIVE,HLA1516.2-PARAMETERS-010,CAP-OMT,OMT-PARAMETERS,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-PARAMETERS-010: Parser shall preserve interaction-parameter metadata including datatype and semantics fields.,
TEST-OMT-011-NATIVE,HLA1516.2-PARAMETERS-011,CAP-OMT,OMT-PARAMETERS,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-PARAMETERS-011: Validator shall ensure parameters reference valid interaction classes and datatypes.,
TEST-OMT-012-NATIVE,HLA1516.2-DIMENSIONS-012,CAP-OMT,OMT-DIMENSIONS,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-DIMENSIONS-012: Parser shall preserve dimension metadata used for DDM routing.,
TEST-OMT-013-NATIVE,HLA1516.2-DIMENSIONS-013,CAP-OMT,OMT-DIMENSIONS,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-DIMENSIONS-013: Validator shall ensure attributes and interaction classes reference only defined dimensions.,
TEST-OMT-014-NATIVE,HLA1516.2-TIME-014,CAP-OMT,OMT-TIME,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-TIME-014: Parser shall preserve logical-time representation metadata.,
TEST-OMT-015-NATIVE,HLA1516.2-TAGS-015,CAP-OMT,OMT-TAGS,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-TAGS-015: Parser shall preserve user-supplied tag representation metadata.,
TEST-OMT-016-NATIVE,HLA1516.2-SYNC-016,CAP-OMT,OMT-SYNC,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-SYNC-016: Parser shall preserve synchronization point declarations.,
TEST-OMT-017-NATIVE,HLA1516.2-TRANSPORTATION-017,CAP-OMT,OMT-TRANSPORTATION,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-TRANSPORTATION-017: Parser shall preserve transportation type definitions.,
TEST-OMT-018-NATIVE,HLA1516.2-UPDATE-RATE-018,CAP-OMT,OMT-UPDATE-RATE,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-UPDATE-RATE-018: Parser shall preserve update-rate designator definitions.,
TEST-OMT-019-NATIVE,HLA1516.2-SWITCHES-019,CAP-OMT,OMT-SWITCHES,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-SWITCHES-019: Parser shall preserve switch declarations.,
TEST-OMT-020-NATIVE,HLA1516.2-DATATYPES-BASIC-020,CAP-OMT,OMT-DATATYPES-BASIC,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-DATATYPES-BASIC-020: Parser shall preserve basic datatype definitions.,
TEST-OMT-021-NATIVE,HLA1516.2-DATATYPES-SIMPLE-021,CAP-OMT,OMT-DATATYPES-SIMPLE,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-DATATYPES-SIMPLE-021: Parser shall preserve simple datatype aliases and validate their base datatype references.,
TEST-OMT-022-NATIVE,HLA1516.2-DATATYPES-ENUM-022,CAP-OMT,OMT-DATATYPES-ENUM,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-DATATYPES-ENUM-022: Parser shall preserve enumerated datatypes and their enumerator values.,
TEST-OMT-023-NATIVE,HLA1516.2-DATATYPES-ARRAY-023,CAP-OMT,OMT-DATATYPES-ARRAY,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-DATATYPES-ARRAY-023: Parser shall preserve fixed and variable array datatype definitions.,
TEST-OMT-024-NATIVE,HLA1516.2-DATATYPES-FIXED-RECORD-024,CAP-OMT,OMT-DATATYPES-FIXED-RECORD,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-DATATYPES-FIXED-RECORD-024: Parser shall preserve fixed record datatype field ordering and field datatype references.,
TEST-OMT-025-NATIVE,HLA1516.2-DATATYPES-VARIANT-025,CAP-OMT,OMT-DATATYPES-VARIANT,parser/validator unit test + round-trip test,native,planned,"Verify HLA1516.2-DATATYPES-VARIANT-025: Parser shall preserve variant record discriminants, alternatives, and datatype references.",
TEST-OMT-026-NATIVE,HLA1516.2-NOTES-026,CAP-OMT,OMT-NOTES,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-NOTES-026: Parser and serializer shall preserve notes associated with OMT elements.,
TEST-OMT-027-NATIVE,HLA1516.2-LEXICON-027,CAP-OMT,OMT-LEXICON,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-LEXICON-027: Object model documentation shall support FOM/SOM lexicon definition tables.,
TEST-OMT-028-NATIVE,HLA1516.2-CONFORMANCE-028,CAP-OMT,OMT-CONFORMANCE,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-CONFORMANCE-028: Validator shall classify OMT conformance against supported conformance labels and verification rules.,
TEST-OMT-029-NATIVE,HLA1516.2-MERGE-029,CAP-OMT,OMT-MERGE,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-MERGE-029: Merger shall combine FOM/SOM modules according to standard module merging rules.,
TEST-OMT-030-NATIVE,HLA1516.2-NORMALIZATION-030,CAP-OMT,OMT-NORMALIZATION,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-NORMALIZATION-030: Implementation shall support common normalization functions required for DDM dimension values.,
TEST-OMT-031-NATIVE,HLA1516.2-MERGE-PRINCIPLES-031,CAP-OMT,OMT-MERGE-PRINCIPLES,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-MERGE-PRINCIPLES-031: Merger shall apply the normative module merging principles when composing object models.,
TEST-OMT-032-NATIVE,HLA1516.2-XML-DIF-032,CAP-XML,XML-DIF,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-XML-DIF-032: Parser and serializer shall support the OMT data interchange format.,
TEST-OMT-033-NATIVE,HLA1516.2-XML-SCHEMA-033,CAP-XML,XML-SCHEMA,parser/validator unit test + round-trip test,native,planned,Verify HLA1516.2-XML-SCHEMA-033: Validator shall reject OMT XML documents that do not conform to the OMT XML schema.,
TEST-FM-4_2-SVC-001-NATIVE,HLA1516.1-FM-4_2-SVC-001,CAP-FM,FM-LIFECYCLE,API conformance,native,planned,Verify HLA1516.1-FM-4_2-SVC-001: RTI/federate interface shall provide Connect service as a federate-initiated service in the Federation Management service group.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-SVC-001-GRPC,HLA1516.1-FM-4_2-SVC-001,CAP-FM,FM-LIFECYCLE,API conformance,grpc,planned,Verify HLA1516.1-FM-4_2-SVC-001: RTI/federate interface shall provide Connect service as a federate-initiated service in the Federation Management service group.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-SVC-001-REST,HLA1516.1-FM-4_2-SVC-001,CAP-FM,FM-LIFECYCLE,API conformance,rest,planned,Verify HLA1516.1-FM-4_2-SVC-001: RTI/federate interface shall provide Connect service as a federate-initiated service in the Federation Management service group.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-ARG-001-NATIVE,HLA1516.1-FM-4_2-ARG-001,CAP-FM,FM-LIFECYCLE,unit/negative-path,native,planned,Verify HLA1516.1-FM-4_2-ARG-001: Connect service shall accept and validate supplied argument: Callback model.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-ARG-002-NATIVE,HLA1516.1-FM-4_2-ARG-002,CAP-FM,FM-LIFECYCLE,unit/negative-path,native,planned,Verify HLA1516.1-FM-4_2-ARG-002: Connect service shall accept and validate supplied argument: Optional local settings designator.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-PRE-001-NATIVE,HLA1516.1-FM-4_2-PRE-001,CAP-FM,FM-LIFECYCLE,unit/negative-path,native,planned,Verify HLA1516.1-FM-4_2-PRE-001: Connect service shall enforce this precondition before successful completion: Not connected.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-PRE-001-GRPC,HLA1516.1-FM-4_2-PRE-001,CAP-FM,FM-LIFECYCLE,unit/negative-path,grpc,planned,Verify HLA1516.1-FM-4_2-PRE-001: Connect service shall enforce this precondition before successful completion: Not connected.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-PRE-001-REST,HLA1516.1-FM-4_2-PRE-001,CAP-FM,FM-LIFECYCLE,unit/negative-path,rest,planned,Verify HLA1516.1-FM-4_2-PRE-001: Connect service shall enforce this precondition before successful completion: Not connected.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-EFF-001-NATIVE,HLA1516.1-FM-4_2-EFF-001,CAP-FM,FM-LIFECYCLE,state-machine integration,native,planned,"Verify HLA1516.1-FM-4_2-EFF-001: On successful Connect service, the RTI shall establish this postcondition: The unjoined federate is connected to the RTI.",Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-EFF-001-GRPC,HLA1516.1-FM-4_2-EFF-001,CAP-FM,FM-LIFECYCLE,state-machine integration,grpc,planned,"Verify HLA1516.1-FM-4_2-EFF-001: On successful Connect service, the RTI shall establish this postcondition: The unjoined federate is connected to the RTI.",Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-EFF-001-REST,HLA1516.1-FM-4_2-EFF-001,CAP-FM,FM-LIFECYCLE,state-machine integration,rest,planned,"Verify HLA1516.1-FM-4_2-EFF-001: On successful Connect service, the RTI shall establish this postcondition: The unjoined federate is connected to the RTI.",Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-EXC-001-NATIVE,HLA1516.1-FM-4_2-EXC-001,CAP-FM,FM-LIFECYCLE,unit/negative-path,native,planned,Verify HLA1516.1-FM-4_2-EXC-001: Connect service shall report the defined exception/failure condition when applicable: Connection failed.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-EXC-001-GRPC,HLA1516.1-FM-4_2-EXC-001,CAP-FM,FM-LIFECYCLE,unit/negative-path,grpc,planned,Verify HLA1516.1-FM-4_2-EXC-001: Connect service shall report the defined exception/failure condition when applicable: Connection failed.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-EXC-001-REST,HLA1516.1-FM-4_2-EXC-001,CAP-FM,FM-LIFECYCLE,unit/negative-path,rest,planned,Verify HLA1516.1-FM-4_2-EXC-001: Connect service shall report the defined exception/failure condition when applicable: Connection failed.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-EXC-002-NATIVE,HLA1516.1-FM-4_2-EXC-002,CAP-FM,FM-LIFECYCLE,unit/negative-path,native,planned,Verify HLA1516.1-FM-4_2-EXC-002: Connect service shall report the defined exception/failure condition when applicable: Unsupported callback model.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-EXC-002-GRPC,HLA1516.1-FM-4_2-EXC-002,CAP-FM,FM-LIFECYCLE,unit/negative-path,grpc,planned,Verify HLA1516.1-FM-4_2-EXC-002: Connect service shall report the defined exception/failure condition when applicable: Unsupported callback model.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-EXC-002-REST,HLA1516.1-FM-4_2-EXC-002,CAP-FM,FM-LIFECYCLE,unit/negative-path,rest,planned,Verify HLA1516.1-FM-4_2-EXC-002: Connect service shall report the defined exception/failure condition when applicable: Unsupported callback model.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-EXC-003-NATIVE,HLA1516.1-FM-4_2-EXC-003,CAP-FM,FM-LIFECYCLE,unit/negative-path,native,planned,Verify HLA1516.1-FM-4_2-EXC-003: Connect service shall report the defined exception/failure condition when applicable: Invalid local settings designator.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-EXC-003-GRPC,HLA1516.1-FM-4_2-EXC-003,CAP-FM,FM-LIFECYCLE,unit/negative-path,grpc,planned,Verify HLA1516.1-FM-4_2-EXC-003: Connect service shall report the defined exception/failure condition when applicable: Invalid local settings designator.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-EXC-003-REST,HLA1516.1-FM-4_2-EXC-003,CAP-FM,FM-LIFECYCLE,unit/negative-path,rest,planned,Verify HLA1516.1-FM-4_2-EXC-003: Connect service shall report the defined exception/failure condition when applicable: Invalid local settings designator.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-EXC-004-NATIVE,HLA1516.1-FM-4_2-EXC-004,CAP-FM,FM-LIFECYCLE,unit/negative-path,native,planned,Verify HLA1516.1-FM-4_2-EXC-004: Connect service shall report the defined exception/failure condition when applicable: Already connected.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-EXC-004-GRPC,HLA1516.1-FM-4_2-EXC-004,CAP-FM,FM-LIFECYCLE,unit/negative-path,grpc,planned,Verify HLA1516.1-FM-4_2-EXC-004: Connect service shall report the defined exception/failure condition when applicable: Already connected.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-EXC-004-REST,HLA1516.1-FM-4_2-EXC-004,CAP-FM,FM-LIFECYCLE,unit/negative-path,rest,planned,Verify HLA1516.1-FM-4_2-EXC-004: Connect service shall report the defined exception/failure condition when applicable: Already connected.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-EXC-005-NATIVE,HLA1516.1-FM-4_2-EXC-005,CAP-FM,FM-LIFECYCLE,unit/negative-path,native,planned,Verify HLA1516.1-FM-4_2-EXC-005: Connect service shall report the defined exception/failure condition when applicable: RTI internal error.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-EXC-005-GRPC,HLA1516.1-FM-4_2-EXC-005,CAP-FM,FM-LIFECYCLE,unit/negative-path,grpc,planned,Verify HLA1516.1-FM-4_2-EXC-005: Connect service shall report the defined exception/failure condition when applicable: RTI internal error.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_2-EXC-005-REST,HLA1516.1-FM-4_2-EXC-005,CAP-FM,FM-LIFECYCLE,unit/negative-path,rest,planned,Verify HLA1516.1-FM-4_2-EXC-005: Connect service shall report the defined exception/failure condition when applicable: RTI internal error.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_3-SVC-001-NATIVE,HLA1516.1-FM-4_3-SVC-001,CAP-FM,FM-LIFECYCLE,API conformance,native,planned,Verify HLA1516.1-FM-4_3-SVC-001: RTI/federate interface shall provide Disconnect service as a federate-initiated service in the Federation Management service group.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_3-SVC-001-GRPC,HLA1516.1-FM-4_3-SVC-001,CAP-FM,FM-LIFECYCLE,API conformance,grpc,planned,Verify HLA1516.1-FM-4_3-SVC-001: RTI/federate interface shall provide Disconnect service as a federate-initiated service in the Federation Management service group.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_3-SVC-001-REST,HLA1516.1-FM-4_3-SVC-001,CAP-FM,FM-LIFECYCLE,API conformance,rest,planned,Verify HLA1516.1-FM-4_3-SVC-001: RTI/federate interface shall provide Disconnect service as a federate-initiated service in the Federation Management service group.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_3-PRE-001-NATIVE,HLA1516.1-FM-4_3-PRE-001,CAP-FM,FM-LIFECYCLE,unit/negative-path,native,planned,Verify HLA1516.1-FM-4_3-PRE-001: Disconnect service shall enforce this precondition before successful completion: The federate is connected to the RTI.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_3-PRE-001-GRPC,HLA1516.1-FM-4_3-PRE-001,CAP-FM,FM-LIFECYCLE,unit/negative-path,grpc,planned,Verify HLA1516.1-FM-4_3-PRE-001: Disconnect service shall enforce this precondition before successful completion: The federate is connected to the RTI.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_3-PRE-001-REST,HLA1516.1-FM-4_3-PRE-001,CAP-FM,FM-LIFECYCLE,unit/negative-path,rest,planned,Verify HLA1516.1-FM-4_3-PRE-001: Disconnect service shall enforce this precondition before successful completion: The federate is connected to the RTI.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_3-PRE-002-NATIVE,HLA1516.1-FM-4_3-PRE-002,CAP-FM,FM-LIFECYCLE,unit/negative-path,native,planned,Verify HLA1516.1-FM-4_3-PRE-002: Disconnect service shall enforce this precondition before successful completion: Federate is not a member of the execution.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_3-PRE-002-GRPC,HLA1516.1-FM-4_3-PRE-002,CAP-FM,FM-LIFECYCLE,unit/negative-path,grpc,planned,Verify HLA1516.1-FM-4_3-PRE-002: Disconnect service shall enforce this precondition before successful completion: Federate is not a member of the execution.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_3-PRE-002-REST,HLA1516.1-FM-4_3-PRE-002,CAP-FM,FM-LIFECYCLE,unit/negative-path,rest,planned,Verify HLA1516.1-FM-4_3-PRE-002: Disconnect service shall enforce this precondition before successful completion: Federate is not a member of the execution.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_3-EFF-001-NATIVE,HLA1516.1-FM-4_3-EFF-001,CAP-FM,FM-LIFECYCLE,state-machine integration,native,planned,"Verify HLA1516.1-FM-4_3-EFF-001: On successful Disconnect service, the RTI shall establish this postcondition: The federate is disconnected from the RTI.",Split from broad service row to implementation-ready conformance row.
TEST-FM-4_3-EFF-001-GRPC,HLA1516.1-FM-4_3-EFF-001,CAP-FM,FM-LIFECYCLE,state-machine integration,grpc,planned,"Verify HLA1516.1-FM-4_3-EFF-001: On successful Disconnect service, the RTI shall establish this postcondition: The federate is disconnected from the RTI.",Split from broad service row to implementation-ready conformance row.
TEST-FM-4_3-EFF-001-REST,HLA1516.1-FM-4_3-EFF-001,CAP-FM,FM-LIFECYCLE,state-machine integration,rest,planned,"Verify HLA1516.1-FM-4_3-EFF-001: On successful Disconnect service, the RTI shall establish this postcondition: The federate is disconnected from the RTI.",Split from broad service row to implementation-ready conformance row.
TEST-FM-4_3-EXC-001-NATIVE,HLA1516.1-FM-4_3-EXC-001,CAP-FM,FM-LIFECYCLE,unit/negative-path,native,planned,Verify HLA1516.1-FM-4_3-EXC-001: Disconnect service shall report the defined exception/failure condition when applicable: Federate is a member of the execution.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_3-EXC-001-GRPC,HLA1516.1-FM-4_3-EXC-001,CAP-FM,FM-LIFECYCLE,unit/negative-path,grpc,planned,Verify HLA1516.1-FM-4_3-EXC-001: Disconnect service shall report the defined exception/failure condition when applicable: Federate is a member of the execution.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_3-EXC-001-REST,HLA1516.1-FM-4_3-EXC-001,CAP-FM,FM-LIFECYCLE,unit/negative-path,rest,planned,Verify HLA1516.1-FM-4_3-EXC-001: Disconnect service shall report the defined exception/failure condition when applicable: Federate is a member of the execution.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_3-EXC-002-NATIVE,HLA1516.1-FM-4_3-EXC-002,CAP-FM,FM-LIFECYCLE,unit/negative-path,native,planned,Verify HLA1516.1-FM-4_3-EXC-002: Disconnect service shall report the defined exception/failure condition when applicable: Not connected.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_3-EXC-002-GRPC,HLA1516.1-FM-4_3-EXC-002,CAP-FM,FM-LIFECYCLE,unit/negative-path,grpc,planned,Verify HLA1516.1-FM-4_3-EXC-002: Disconnect service shall report the defined exception/failure condition when applicable: Not connected.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_3-EXC-002-REST,HLA1516.1-FM-4_3-EXC-002,CAP-FM,FM-LIFECYCLE,unit/negative-path,rest,planned,Verify HLA1516.1-FM-4_3-EXC-002: Disconnect service shall report the defined exception/failure condition when applicable: Not connected.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_3-EXC-003-NATIVE,HLA1516.1-FM-4_3-EXC-003,CAP-FM,FM-LIFECYCLE,unit/negative-path,native,planned,Verify HLA1516.1-FM-4_3-EXC-003: Disconnect service shall report the defined exception/failure condition when applicable: RTI internal error.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_3-EXC-003-GRPC,HLA1516.1-FM-4_3-EXC-003,CAP-FM,FM-LIFECYCLE,unit/negative-path,grpc,planned,Verify HLA1516.1-FM-4_3-EXC-003: Disconnect service shall report the defined exception/failure condition when applicable: RTI internal error.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_3-EXC-003-REST,HLA1516.1-FM-4_3-EXC-003,CAP-FM,FM-LIFECYCLE,unit/negative-path,rest,planned,Verify HLA1516.1-FM-4_3-EXC-003: Disconnect service shall report the defined exception/failure condition when applicable: RTI internal error.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_4-SVC-001-NATIVE,HLA1516.1-FM-4_4-SVC-001,CAP-FM,FM-LIFECYCLE,API conformance,native,planned,Verify HLA1516.1-FM-4_4-SVC-001: RTI/federate interface shall provide Connection Lost  service as a RTI-initiated callback in the Federation Management service group.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_4-SVC-001-GRPC,HLA1516.1-FM-4_4-SVC-001,CAP-FM,FM-LIFECYCLE,API conformance,grpc,planned,Verify HLA1516.1-FM-4_4-SVC-001: RTI/federate interface shall provide Connection Lost  service as a RTI-initiated callback in the Federation Management service group.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_4-SVC-001-REST,HLA1516.1-FM-4_4-SVC-001,CAP-FM,FM-LIFECYCLE,API conformance,rest,planned,Verify HLA1516.1-FM-4_4-SVC-001: RTI/federate interface shall provide Connection Lost  service as a RTI-initiated callback in the Federation Management service group.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_4-CB-001-NATIVE,HLA1516.1-FM-4_4-CB-001,CAP-FM,FM-LIFECYCLE,callback integration,native,planned,Verify HLA1516.1-FM-4_4-CB-001: The FederateAmbassador shall expose a callback handler for Connection Lost and the RTI shall invoke it only under the service's defined conditions.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_4-ARG-001-NATIVE,HLA1516.1-FM-4_4-ARG-001,CAP-FM,FM-LIFECYCLE,unit/negative-path,native,planned,Verify HLA1516.1-FM-4_4-ARG-001: Connection Lost  service shall accept and validate supplied argument: Text description of the fault.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_4-PRE-001-NATIVE,HLA1516.1-FM-4_4-PRE-001,CAP-FM,FM-LIFECYCLE,unit/negative-path,native,planned,Verify HLA1516.1-FM-4_4-PRE-001: Connection Lost  service shall enforce this precondition before successful completion: The joined federate is connected.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_4-PRE-001-GRPC,HLA1516.1-FM-4_4-PRE-001,CAP-FM,FM-LIFECYCLE,unit/negative-path,grpc,planned,Verify HLA1516.1-FM-4_4-PRE-001: Connection Lost  service shall enforce this precondition before successful completion: The joined federate is connected.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_4-PRE-001-REST,HLA1516.1-FM-4_4-PRE-001,CAP-FM,FM-LIFECYCLE,unit/negative-path,rest,planned,Verify HLA1516.1-FM-4_4-PRE-001: Connection Lost  service shall enforce this precondition before successful completion: The joined federate is connected.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_4-EFF-001-NATIVE,HLA1516.1-FM-4_4-EFF-001,CAP-FM,FM-LIFECYCLE,state-machine integration,native,planned,"Verify HLA1516.1-FM-4_4-EFF-001: On successful Connection Lost  service, the RTI shall establish this postcondition: Federate is notified that it has entered the Disconnected state.",Split from broad service row to implementation-ready conformance row.
TEST-FM-4_4-EFF-001-GRPC,HLA1516.1-FM-4_4-EFF-001,CAP-FM,FM-LIFECYCLE,state-machine integration,grpc,planned,"Verify HLA1516.1-FM-4_4-EFF-001: On successful Connection Lost  service, the RTI shall establish this postcondition: Federate is notified that it has entered the Disconnected state.",Split from broad service row to implementation-ready conformance row.
TEST-FM-4_4-EFF-001-REST,HLA1516.1-FM-4_4-EFF-001,CAP-FM,FM-LIFECYCLE,state-machine integration,rest,planned,"Verify HLA1516.1-FM-4_4-EFF-001: On successful Connection Lost  service, the RTI shall establish this postcondition: Federate is notified that it has entered the Disconnected state.",Split from broad service row to implementation-ready conformance row.
TEST-FM-4_4-EXC-001-NATIVE,HLA1516.1-FM-4_4-EXC-001,CAP-FM,FM-LIFECYCLE,unit/negative-path,native,planned,Verify HLA1516.1-FM-4_4-EXC-001: Connection Lost  service shall report the defined exception/failure condition when applicable: Federate internal error.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_4-EXC-001-GRPC,HLA1516.1-FM-4_4-EXC-001,CAP-FM,FM-LIFECYCLE,unit/negative-path,grpc,planned,Verify HLA1516.1-FM-4_4-EXC-001: Connection Lost  service shall report the defined exception/failure condition when applicable: Federate internal error.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_4-EXC-001-REST,HLA1516.1-FM-4_4-EXC-001,CAP-FM,FM-LIFECYCLE,unit/negative-path,rest,planned,Verify HLA1516.1-FM-4_4-EXC-001: Connection Lost  service shall report the defined exception/failure condition when applicable: Federate internal error.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_4-MOM-001-NATIVE,HLA1516.1-FM-4_4-MOM-001,CAP-FM,FM-LIFECYCLE,MOM observer,native,planned,Verify HLA1516.1-FM-4_4-MOM-001: The RTI shall update or make auditable the MOM-visible federation-management state associated with Connection Lost.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_5-SVC-001-NATIVE,HLA1516.1-FM-4_5-SVC-001,CAP-FM,FM-LIFECYCLE,API conformance,native,planned,Verify HLA1516.1-FM-4_5-SVC-001: RTI/federate interface shall provide Create Federation Execution service as a federate-initiated service in the Federation Management service group.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_5-SVC-001-GRPC,HLA1516.1-FM-4_5-SVC-001,CAP-FM,FM-LIFECYCLE,API conformance,grpc,planned,Verify HLA1516.1-FM-4_5-SVC-001: RTI/federate interface shall provide Create Federation Execution service as a federate-initiated service in the Federation Management service group.,Split from broad service row to implementation-ready conformance row.
TEST-FM-4_5-SVC-001-REST,HLA1516.1-FM-4_5-SVC-001,CAP-FM,FM-LIFECYCLE,API conformance,rest,planned,Verify HLA1516.1-FM-4_5-SVC-001: RTI/federate interface shall provide Create Federation Execution service as a federate-initiated service in the Federation Management service group.,Split from broad service row to implementation-ready conformance row.
