requirement_id,standard,clause,source_title,capability,feature,requirement_text,normative_keyword,implementation_area,verification_method,test_id,status,priority,source_note
HLA1516.1-OM-6_18-001,IEEE 1516.1-2010 (2010 edition),6.18,Federate Interface Specification,CAP-OM,OM-ATTRIBUTES-OUT-OF-SCOPE-CALLBACK-SERVICE,RTI shall issue the Attributes Out Of Scope callback service.,shall,rti.object_management.attributes_out_of_scope,unit + federate integration test,TEST-OM-6_18-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 6.18. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OM-6_19-001,IEEE 1516.1-2010 (2010 edition),6.19,Federate Interface Specification,CAP-OM,OM-REQUEST-ATTRIBUTE-VALUE-UPDATE-SERVICE,RTI shall provide the Request Attribute Value Update service.,shall,rti.object_management.request_attribute_value_update,unit + federate integration test,TEST-OM-6_19-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 6.19. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OM-6_20-001,IEEE 1516.1-2010 (2010 edition),6.20,Federate Interface Specification,CAP-OM,OM-PROVIDE-ATTRIBUTE-VALUE-UPDATE-CALLBACK-,RTI shall issue the Provide Attribute Value Update callback service.,shall,rti.object_management.provide_attribute_value_update,unit + federate integration test,TEST-OM-6_20-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 6.20. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OM-6_21-001,IEEE 1516.1-2010 (2010 edition),6.21,Federate Interface Specification,CAP-OM,OM-TURN-UPDATES-ON-FOR-OBJECT-INSTANCE-CALL,RTI shall issue the Turn Updates On For Object Instance callback service.,shall,rti.object_management.turn_updates_on_for_object_instance,unit + federate integration test,TEST-OM-6_21-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 6.21. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OM-6_22-001,IEEE 1516.1-2010 (2010 edition),6.22,Federate Interface Specification,CAP-OM,OM-TURN-UPDATES-OFF-FOR-OBJECT-INSTANCE-CAL,RTI shall issue the Turn Updates Off For Object Instance callback service.,shall,rti.object_management.turn_updates_off_for_object_instance,unit + federate integration test,TEST-OM-6_22-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 6.22. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OM-6_23-001,IEEE 1516.1-2010 (2010 edition),6.23,Federate Interface Specification,CAP-OM,OM-REQUEST-ATTRIBUTE-TRANSPORTATION-TYPE-CH,RTI shall provide the Request Attribute Transportation Type Change service.,shall,rti.object_management.request_attribute_transportation_type_change,unit + federate integration test,TEST-OM-6_23-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 6.23. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OM-6_24-001,IEEE 1516.1-2010 (2010 edition),6.24,Federate Interface Specification,CAP-OM,OM-CONFIRM-ATTRIBUTE-TRANSPORTATION-TYPE-CH,RTI shall issue the Confirm Attribute Transportation Type Change callback service.,shall,rti.object_management.confirm_attribute_transportation_type_change,unit + federate integration test,TEST-OM-6_24-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 6.24. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OM-6_25-001,IEEE 1516.1-2010 (2010 edition),6.25,Federate Interface Specification,CAP-OM,OM-QUERY-ATTRIBUTE-TRANSPORTATION-TYPE-SERV,RTI shall provide the Query Attribute Transportation Type service.,shall,rti.object_management.query_attribute_transportation_type,unit + federate integration test,TEST-OM-6_25-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 6.25. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OM-6_26-001,IEEE 1516.1-2010 (2010 edition),6.26,Federate Interface Specification,CAP-OM,OM-REPORT-ATTRIBUTE-TRANSPORTATION-TYPE-CAL,RTI shall issue the Report Attribute Transportation Type callback service.,shall,rti.object_management.report_attribute_transportation_type,unit + federate integration test,TEST-OM-6_26-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 6.26. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OM-6_27-001,IEEE 1516.1-2010 (2010 edition),6.27,Federate Interface Specification,CAP-OM,OM-REQUEST-INTERACTION-TRANSPORTATION-TYPE-,RTI shall provide the Request Interaction Transportation Type Change service.,shall,rti.object_management.request_interaction_transportation_type_change,unit + federate integration test,TEST-OM-6_27-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 6.27. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OM-6_28-001,IEEE 1516.1-2010 (2010 edition),6.28,Federate Interface Specification,CAP-OM,OM-CONFIRM-INTERACTION-TRANSPORTATION-TYPE-,RTI shall issue the Confirm Interaction Transportation Type Change callback service.,shall,rti.object_management.confirm_interaction_transportation_type_change,unit + federate integration test,TEST-OM-6_28-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 6.28. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OM-6_29-001,IEEE 1516.1-2010 (2010 edition),6.29,Federate Interface Specification,CAP-OM,OM-QUERY-INTERACTION-TRANSPORTATION-TYPE-SE,RTI shall provide the Query Interaction Transportation Type service.,shall,rti.object_management.query_interaction_transportation_type,unit + federate integration test,TEST-OM-6_29-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 6.29. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OM-6_30-001,IEEE 1516.1-2010 (2010 edition),6.30,Federate Interface Specification,CAP-OM,OM-REPORT-INTERACTION-TRANSPORTATION-TYPE-C,RTI shall issue the Report Interaction Transportation Type callback service.,shall,rti.object_management.report_interaction_transportation_type,unit + federate integration test,TEST-OM-6_30-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 6.30. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OWN-7_2-001,IEEE 1516.1-2010 (2010 edition),7.2,Federate Interface Specification,CAP-OWN,OWN-UNCONDITIONAL-ATTRIBUTE-OWNERSHIP-DIVEST,RTI shall provide the Unconditional Attribute Ownership Divestiture service.,shall,rti.ownership_management.unconditional_attribute_ownership_divestiture,unit + federate integration test,TEST-OWN-7_2-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 7.2. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OWN-7_3-001,IEEE 1516.1-2010 (2010 edition),7.3,Federate Interface Specification,CAP-OWN,OWN-NEGOTIATED-ATTRIBUTE-OWNERSHIP-DIVESTITU,RTI shall provide the Negotiated Attribute Ownership Divestiture service.,shall,rti.ownership_management.negotiated_attribute_ownership_divestiture,unit + federate integration test,TEST-OWN-7_3-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 7.3. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OWN-7_4-001,IEEE 1516.1-2010 (2010 edition),7.4,Federate Interface Specification,CAP-OWN,OWN-REQUEST-ATTRIBUTE-OWNERSHIP-ASSUMPTION-C,RTI shall issue the Request Attribute Ownership Assumption callback service.,shall,rti.ownership_management.request_attribute_ownership_assumption,unit + federate integration test,TEST-OWN-7_4-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 7.4. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OWN-7_5-001,IEEE 1516.1-2010 (2010 edition),7.5,Federate Interface Specification,CAP-OWN,OWN-REQUEST-DIVESTITURE-CONFIRMATION-CALLBAC,RTI shall issue the Request Divestiture Confirmation callback service.,shall,rti.ownership_management.request_divestiture_confirmation,unit + federate integration test,TEST-OWN-7_5-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 7.5. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OWN-7_6-001,IEEE 1516.1-2010 (2010 edition),7.6,Federate Interface Specification,CAP-OWN,OWN-CONFIRM-DIVESTITURE-SERVICE,RTI shall provide the Confirm Divestiture service.,shall,rti.ownership_management.confirm_divestiture,unit + federate integration test,TEST-OWN-7_6-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 7.6. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OWN-7_7-001,IEEE 1516.1-2010 (2010 edition),7.7,Federate Interface Specification,CAP-OWN,OWN-ATTRIBUTE-OWNERSHIP-ACQUISITION-NOTIFICA,RTI shall issue the Attribute Ownership Acquisition Notification callback service.,shall,rti.ownership_management.attribute_ownership_acquisition_notification,unit + federate integration test,TEST-OWN-7_7-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 7.7. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OWN-7_8-001,IEEE 1516.1-2010 (2010 edition),7.8,Federate Interface Specification,CAP-OWN,OWN-ATTRIBUTE-OWNERSHIP-ACQUISITION-SERVICE,RTI shall provide the Attribute Ownership Acquisition service.,shall,rti.ownership_management.attribute_ownership_acquisition,unit + federate integration test,TEST-OWN-7_8-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 7.8. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OWN-7_9-001,IEEE 1516.1-2010 (2010 edition),7.9,Federate Interface Specification,CAP-OWN,OWN-ATTRIBUTE-OWNERSHIP-ACQUISITION-IF-AVAIL,RTI shall provide the Attribute Ownership Acquisition If Available service.,shall,rti.ownership_management.attribute_ownership_acquisition_if_available,unit + federate integration test,TEST-OWN-7_9-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 7.9. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OWN-7_10-001,IEEE 1516.1-2010 (2010 edition),7.10,Federate Interface Specification,CAP-OWN,OWN-ATTRIBUTE-OWNERSHIP-UNAVAILABLE-CALLBACK,RTI shall issue the Attribute Ownership Unavailable callback service.,shall,rti.ownership_management.attribute_ownership_unavailable,unit + federate integration test,TEST-OWN-7_10-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 7.10. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OWN-7_11-001,IEEE 1516.1-2010 (2010 edition),7.11,Federate Interface Specification,CAP-OWN,OWN-REQUEST-ATTRIBUTE-OWNERSHIP-RELEASE-CALL,RTI shall issue the Request Attribute Ownership Release callback service.,shall,rti.ownership_management.request_attribute_ownership_release,unit + federate integration test,TEST-OWN-7_11-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 7.11. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OWN-7_12-001,IEEE 1516.1-2010 (2010 edition),7.12,Federate Interface Specification,CAP-OWN,OWN-ATTRIBUTE-OWNERSHIP-RELEASE-DENIED-SERVI,RTI shall provide the Attribute Ownership Release Denied service.,shall,rti.ownership_management.attribute_ownership_release_denied,unit + federate integration test,TEST-OWN-7_12-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 7.12. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OWN-7_13-001,IEEE 1516.1-2010 (2010 edition),7.13,Federate Interface Specification,CAP-OWN,OWN-ATTRIBUTE-OWNERSHIP-DIVESTITURE-IF-WANTE,RTI shall provide the Attribute Ownership Divestiture If Wanted service.,shall,rti.ownership_management.attribute_ownership_divestiture_if_wanted,unit + federate integration test,TEST-OWN-7_13-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 7.13. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OWN-7_14-001,IEEE 1516.1-2010 (2010 edition),7.14,Federate Interface Specification,CAP-OWN,OWN-CANCEL-NEGOTIATED-ATTRIBUTE-OWNERSHIP-DI,RTI shall provide the Cancel Negotiated Attribute Ownership Divestiture service.,shall,rti.ownership_management.cancel_negotiated_attribute_ownership_divestiture,unit + federate integration test,TEST-OWN-7_14-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 7.14. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OWN-7_15-001,IEEE 1516.1-2010 (2010 edition),7.15,Federate Interface Specification,CAP-OWN,OWN-CANCEL-ATTRIBUTE-OWNERSHIP-ACQUISITION-S,RTI shall provide the Cancel Attribute Ownership Acquisition service.,shall,rti.ownership_management.cancel_attribute_ownership_acquisition,unit + federate integration test,TEST-OWN-7_15-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 7.15. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OWN-7_16-001,IEEE 1516.1-2010 (2010 edition),7.16,Federate Interface Specification,CAP-OWN,OWN-CONFIRM-ATTRIBUTE-OWNERSHIP-ACQUISITION-,RTI shall issue the Confirm Attribute Ownership Acquisition Cancellation callback service.,shall,rti.ownership_management.confirm_attribute_ownership_acquisition_cancellation,unit + federate integration test,TEST-OWN-7_16-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 7.16. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OWN-7_17-001,IEEE 1516.1-2010 (2010 edition),7.17,Federate Interface Specification,CAP-OWN,OWN-QUERY-ATTRIBUTE-OWNERSHIP-SERVICE,RTI shall provide the Query Attribute Ownership service.,shall,rti.ownership_management.query_attribute_ownership,unit + federate integration test,TEST-OWN-7_17-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 7.17. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OWN-7_18-001,IEEE 1516.1-2010 (2010 edition),7.18,Federate Interface Specification,CAP-OWN,OWN-INFORM-ATTRIBUTE-OWNERSHIP-CALLBACK-SERV,RTI shall issue the Inform Attribute Ownership callback service.,shall,rti.ownership_management.inform_attribute_ownership,unit + federate integration test,TEST-OWN-7_18-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 7.18. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-OWN-7_19-001,IEEE 1516.1-2010 (2010 edition),7.19,Federate Interface Specification,CAP-OWN,OWN-IS-ATTRIBUTE-OWNED-BY-FEDERATE-SERVICE,RTI shall provide the Is Attribute Owned By Federate service.,shall,rti.ownership_management.is_attribute_owned_by_federate,unit + federate integration test,TEST-OWN-7_19-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 7.19. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-TM-8_2-001,IEEE 1516.1-2010 (2010 edition),8.2,Federate Interface Specification,CAP-TM,TM-ENABLE-TIME-REGULATION-SERVICE,RTI shall provide the Enable Time Regulation service.,shall,rti.time_management.enable_time_regulation,unit + federate integration test,TEST-TM-8_2-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 8.2. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-TM-8_3-001,IEEE 1516.1-2010 (2010 edition),8.3,Federate Interface Specification,CAP-TM,TM-TIME-REGULATION-ENABLED-CALLBACK-SERVICE,RTI shall issue the Time Regulation Enabled callback service.,shall,rti.time_management.time_regulation_enabled,unit + federate integration test,TEST-TM-8_3-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 8.3. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-TM-8_4-001,IEEE 1516.1-2010 (2010 edition),8.4,Federate Interface Specification,CAP-TM,TM-DISABLE-TIME-REGULATION-SERVICE,RTI shall provide the Disable Time Regulation service.,shall,rti.time_management.disable_time_regulation,unit + federate integration test,TEST-TM-8_4-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 8.4. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-TM-8_5-001,IEEE 1516.1-2010 (2010 edition),8.5,Federate Interface Specification,CAP-TM,TM-ENABLE-TIME-CONSTRAINED-SERVICE,RTI shall provide the Enable Time Constrained service.,shall,rti.time_management.enable_time_constrained,unit + federate integration test,TEST-TM-8_5-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 8.5. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-TM-8_6-001,IEEE 1516.1-2010 (2010 edition),8.6,Federate Interface Specification,CAP-TM,TM-TIME-CONSTRAINED-ENABLED-CALLBACK-SERVIC,RTI shall issue the Time Constrained Enabled callback service.,shall,rti.time_management.time_constrained_enabled,unit + federate integration test,TEST-TM-8_6-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 8.6. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-TM-8_7-001,IEEE 1516.1-2010 (2010 edition),8.7,Federate Interface Specification,CAP-TM,TM-DISABLE-TIME-CONSTRAINED-SERVICE,RTI shall provide the Disable Time Constrained service.,shall,rti.time_management.disable_time_constrained,unit + federate integration test,TEST-TM-8_7-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 8.7. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-TM-8_8-001,IEEE 1516.1-2010 (2010 edition),8.8,Federate Interface Specification,CAP-TM,TM-TIME-ADVANCE-REQUEST-SERVICE,RTI shall provide the Time Advance Request service.,shall,rti.time_management.time_advance_request,unit + federate integration test,TEST-TM-8_8-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 8.8. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-TM-8_9-001,IEEE 1516.1-2010 (2010 edition),8.9,Federate Interface Specification,CAP-TM,TM-TIME-ADVANCE-REQUEST-AVAILABLE-SERVICE,RTI shall provide the Time Advance Request Available service.,shall,rti.time_management.time_advance_request_available,unit + federate integration test,TEST-TM-8_9-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 8.9. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-TM-8_10-001,IEEE 1516.1-2010 (2010 edition),8.10,Federate Interface Specification,CAP-TM,TM-NEXT-MESSAGE-REQUEST-SERVICE,RTI shall provide the Next Message Request service.,shall,rti.time_management.next_message_request,unit + federate integration test,TEST-TM-8_10-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 8.10. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-TM-8_11-001,IEEE 1516.1-2010 (2010 edition),8.11,Federate Interface Specification,CAP-TM,TM-NEXT-MESSAGE-REQUEST-AVAILABLE-SERVICE,RTI shall provide the Next Message Request Available service.,shall,rti.time_management.next_message_request_available,unit + federate integration test,TEST-TM-8_11-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 8.11. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-TM-8_12-001,IEEE 1516.1-2010 (2010 edition),8.12,Federate Interface Specification,CAP-TM,TM-FLUSH-QUEUE-REQUEST-SERVICE,RTI shall provide the Flush Queue Request service.,shall,rti.time_management.flush_queue_request,unit + federate integration test,TEST-TM-8_12-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 8.12. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-TM-8_13-001,IEEE 1516.1-2010 (2010 edition),8.13,Federate Interface Specification,CAP-TM,TM-TIME-ADVANCE-GRANT-CALLBACK-SERVICE,RTI shall issue the Time Advance Grant callback service.,shall,rti.time_management.time_advance_grant,unit + federate integration test,TEST-TM-8_13-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 8.13. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-TM-8_14-001,IEEE 1516.1-2010 (2010 edition),8.14,Federate Interface Specification,CAP-TM,TM-ENABLE-ASYNCHRONOUS-DELIVERY-SERVICE,RTI shall provide the Enable Asynchronous Delivery service.,shall,rti.time_management.enable_asynchronous_delivery,unit + federate integration test,TEST-TM-8_14-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 8.14. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-TM-8_15-001,IEEE 1516.1-2010 (2010 edition),8.15,Federate Interface Specification,CAP-TM,TM-DISABLE-ASYNCHRONOUS-DELIVERY-SERVICE,RTI shall provide the Disable Asynchronous Delivery service.,shall,rti.time_management.disable_asynchronous_delivery,unit + federate integration test,TEST-TM-8_15-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 8.15. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-TM-8_16-001,IEEE 1516.1-2010 (2010 edition),8.16,Federate Interface Specification,CAP-TM,TM-QUERY-GALT-SERVICE,RTI shall provide the Query GALT service.,shall,rti.time_management.query_galt,unit + federate integration test,TEST-TM-8_16-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 8.16. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-TM-8_17-001,IEEE 1516.1-2010 (2010 edition),8.17,Federate Interface Specification,CAP-TM,TM-QUERY-LOGICAL-TIME-SERVICE,RTI shall provide the Query Logical Time service.,shall,rti.time_management.query_logical_time,unit + federate integration test,TEST-TM-8_17-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 8.17. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-TM-8_18-001,IEEE 1516.1-2010 (2010 edition),8.18,Federate Interface Specification,CAP-TM,TM-QUERY-LITS-SERVICE,RTI shall provide the Query LITS service.,shall,rti.time_management.query_lits,unit + federate integration test,TEST-TM-8_18-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 8.18. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-TM-8_19-001,IEEE 1516.1-2010 (2010 edition),8.19,Federate Interface Specification,CAP-TM,TM-MODIFY-LOOKAHEAD-SERVICE,RTI shall provide the Modify Lookahead service.,shall,rti.time_management.modify_lookahead,unit + federate integration test,TEST-TM-8_19-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 8.19. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-TM-8_20-001,IEEE 1516.1-2010 (2010 edition),8.20,Federate Interface Specification,CAP-TM,TM-QUERY-LOOKAHEAD-SERVICE,RTI shall provide the Query Lookahead service.,shall,rti.time_management.query_lookahead,unit + federate integration test,TEST-TM-8_20-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 8.20. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-TM-8_21-001,IEEE 1516.1-2010 (2010 edition),8.21,Federate Interface Specification,CAP-TM,TM-RETRACT-SERVICE,RTI shall provide the Retract service.,shall,rti.time_management.retract,unit + federate integration test,TEST-TM-8_21-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 8.21. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-TM-8_22-001,IEEE 1516.1-2010 (2010 edition),8.22,Federate Interface Specification,CAP-TM,TM-REQUEST-RETRACTION-CALLBACK-SERVICE,RTI shall issue the Request Retraction callback service.,shall,rti.time_management.request_retraction,unit + federate integration test,TEST-TM-8_22-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 8.22. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-TM-8_23-001,IEEE 1516.1-2010 (2010 edition),8.23,Federate Interface Specification,CAP-TM,TM-CHANGE-ATTRIBUTE-ORDER-TYPE-SERVICE,RTI shall provide the Change Attribute Order Type service.,shall,rti.time_management.change_attribute_order_type,unit + federate integration test,TEST-TM-8_23-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 8.23. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-TM-8_24-001,IEEE 1516.1-2010 (2010 edition),8.24,Federate Interface Specification,CAP-TM,TM-CHANGE-INTERACTION-ORDER-TYPE-SERVICE,RTI shall provide the Change Interaction Order Type service.,shall,rti.time_management.change_interaction_order_type,unit + federate integration test,TEST-TM-8_24-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 8.24. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-DDM-9_2-001,IEEE 1516.1-2010 (2010 edition),9.2,Federate Interface Specification,CAP-DDM,DDM-CREATE-REGION-SERVICE,RTI shall provide the Create Region service.,shall,rti.data_distribution_management.create_region,unit + federate integration test,TEST-DDM-9_2-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 9.2. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-DDM-9_3-001,IEEE 1516.1-2010 (2010 edition),9.3,Federate Interface Specification,CAP-DDM,DDM-COMMIT-REGION-MODIFICATIONS-SERVICE,RTI shall provide the Commit Region Modifications service.,shall,rti.data_distribution_management.commit_region_modifications,unit + federate integration test,TEST-DDM-9_3-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 9.3. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-DDM-9_4-001,IEEE 1516.1-2010 (2010 edition),9.4,Federate Interface Specification,CAP-DDM,DDM-DELETE-REGION-SERVICE,RTI shall provide the Delete Region service.,shall,rti.data_distribution_management.delete_region,unit + federate integration test,TEST-DDM-9_4-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 9.4. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-DDM-9_5-001,IEEE 1516.1-2010 (2010 edition),9.5,Federate Interface Specification,CAP-DDM,DDM-REGISTER-OBJECT-INSTANCE-WITH-REGIONS-SE,RTI shall provide the Register Object Instance With Regions service.,shall,rti.data_distribution_management.register_object_instance_with_regions,unit + federate integration test,TEST-DDM-9_5-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 9.5. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-DDM-9_6-001,IEEE 1516.1-2010 (2010 edition),9.6,Federate Interface Specification,CAP-DDM,DDM-ASSOCIATE-REGIONS-FOR-UPDATES-SERVICE,RTI shall provide the Associate Regions For Updates service.,shall,rti.data_distribution_management.associate_regions_for_updates,unit + federate integration test,TEST-DDM-9_6-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 9.6. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-DDM-9_7-001,IEEE 1516.1-2010 (2010 edition),9.7,Federate Interface Specification,CAP-DDM,DDM-UNASSOCIATE-REGIONS-FOR-UPDATES-SERVICE,RTI shall provide the Unassociate Regions For Updates service.,shall,rti.data_distribution_management.unassociate_regions_for_updates,unit + federate integration test,TEST-DDM-9_7-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 9.7. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-DDM-9_8-001,IEEE 1516.1-2010 (2010 edition),9.8,Federate Interface Specification,CAP-DDM,DDM-SUBSCRIBE-OBJECT-CLASS-ATTRIBUTES-WITH-R,RTI shall provide the Subscribe Object Class Attributes With Regions service.,shall,rti.data_distribution_management.subscribe_object_class_attributes_with_regions,unit + federate integration test,TEST-DDM-9_8-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 9.8. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-DDM-9_9-001,IEEE 1516.1-2010 (2010 edition),9.9,Federate Interface Specification,CAP-DDM,DDM-UNSUBSCRIBE-OBJECT-CLASS-ATTRIBUTES-WITH,RTI shall provide the Unsubscribe Object Class Attributes With Regions service.,shall,rti.data_distribution_management.unsubscribe_object_class_attributes_with_regions,unit + federate integration test,TEST-DDM-9_9-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 9.9. Expand with arguments, callbacks, preconditions, and exceptions."
HLA1516.1-DDM-9_10-001,IEEE 1516.1-2010 (2010 edition),9.10,Federate Interface Specification,CAP-DDM,DDM-SUBSCRIBE-INTERACTION-CLASS-WITH-REGIONS,RTI shall provide the Subscribe Interaction Class With Regions service.,shall,rti.data_distribution_management.subscribe_interaction_class_with_regions,unit + federate integration test,TEST-DDM-9_10-001,Draft,P1,"Seeded from 1516.1 table of contents service entry for clause 9.10. Expand with arguments, callbacks, preconditions, and exceptions."
