test_id,requirement_id,capability,feature,test_level,transport,status,expected_evidence,verification_notes
TEST-HLA1516_1-FM-4_24-ARG-001-NATIVE,HLA1516.1-FM-4_24-ARG-001,CAP-FM,FM-RESTORE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_24-ARG-001: Request Federation Restore service shall accept and validate supplied argument: Federation save label.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-ARG-001-GRPC,HLA1516.1-FM-4_24-ARG-001,CAP-FM,FM-RESTORE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_24-ARG-001: Request Federation Restore service shall accept and validate supplied argument: Federation save label.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-ARG-001-REST,HLA1516.1-FM-4_24-ARG-001,CAP-FM,FM-RESTORE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_24-ARG-001: Request Federation Restore service shall accept and validate supplied argument: Federation save label.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-001-NATIVE,HLA1516.1-FM-4_24-PRE-001,CAP-FM,FM-RESTORE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_24-PRE-001: Request Federation Restore service shall enforce this precondition before successful completion: The federate is connected to the RTI.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-001-GRPC,HLA1516.1-FM-4_24-PRE-001,CAP-FM,FM-RESTORE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_24-PRE-001: Request Federation Restore service shall enforce this precondition before successful completion: The federate is connected to the RTI.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-001-REST,HLA1516.1-FM-4_24-PRE-001,CAP-FM,FM-RESTORE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_24-PRE-001: Request Federation Restore service shall enforce this precondition before successful completion: The federate is connected to the RTI.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-002-NATIVE,HLA1516.1-FM-4_24-PRE-002,CAP-FM,FM-RESTORE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_24-PRE-002: Request Federation Restore service shall enforce this precondition before successful completion: The federation execution exists.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-002-GRPC,HLA1516.1-FM-4_24-PRE-002,CAP-FM,FM-RESTORE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_24-PRE-002: Request Federation Restore service shall enforce this precondition before successful completion: The federation execution exists.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-002-REST,HLA1516.1-FM-4_24-PRE-002,CAP-FM,FM-RESTORE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_24-PRE-002: Request Federation Restore service shall enforce this precondition before successful completion: The federation execution exists.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-003-NATIVE,HLA1516.1-FM-4_24-PRE-003,CAP-FM,FM-RESTORE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_24-PRE-003: Request Federation Restore service shall enforce this precondition before successful completion: The federate is joined to that federation execution.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-003-GRPC,HLA1516.1-FM-4_24-PRE-003,CAP-FM,FM-RESTORE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_24-PRE-003: Request Federation Restore service shall enforce this precondition before successful completion: The federate is joined to that federation execution.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-003-REST,HLA1516.1-FM-4_24-PRE-003,CAP-FM,FM-RESTORE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_24-PRE-003: Request Federation Restore service shall enforce this precondition before successful completion: The federate is joined to that federation execution.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-004-NATIVE,HLA1516.1-FM-4_24-PRE-004,CAP-FM,FM-RESTORE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_24-PRE-004: Request Federation Restore service shall enforce this precondition before successful completion: The federation has a save with the specified label.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-004-GRPC,HLA1516.1-FM-4_24-PRE-004,CAP-FM,FM-RESTORE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_24-PRE-004: Request Federation Restore service shall enforce this precondition before successful completion: The federation has a save with the specified label.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-004-REST,HLA1516.1-FM-4_24-PRE-004,CAP-FM,FM-RESTORE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_24-PRE-004: Request Federation Restore service shall enforce this precondition before successful completion: The federation has a save with the specified label.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-005-NATIVE,HLA1516.1-FM-4_24-PRE-005,CAP-FM,FM-RESTORE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_24-PRE-005: Request Federation Restore service shall enforce this precondition before successful completion: The correct number of joined federates of the correct types that were joined to the federation execution when the save was ,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-005-GRPC,HLA1516.1-FM-4_24-PRE-005,CAP-FM,FM-RESTORE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_24-PRE-005: Request Federation Restore service shall enforce this precondition before successful completion: The correct number of joined federates of the correct types that were joined to the federation execution when the save was ,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-005-REST,HLA1516.1-FM-4_24-PRE-005,CAP-FM,FM-RESTORE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_24-PRE-005: Request Federation Restore service shall enforce this precondition before successful completion: The correct number of joined federates of the correct types that were joined to the federation execution when the save was ,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-006-NATIVE,HLA1516.1-FM-4_24-PRE-006,CAP-FM,FM-RESTORE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_24-PRE-006: Request Federation Restore service shall enforce this precondition before successful completion: All previous Request Federation Restore service invocations from the joined federate have been acknowledged with a correspo,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-006-GRPC,HLA1516.1-FM-4_24-PRE-006,CAP-FM,FM-RESTORE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_24-PRE-006: Request Federation Restore service shall enforce this precondition before successful completion: All previous Request Federation Restore service invocations from the joined federate have been acknowledged with a correspo,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-006-REST,HLA1516.1-FM-4_24-PRE-006,CAP-FM,FM-RESTORE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_24-PRE-006: Request Federation Restore service shall enforce this precondition before successful completion: All previous Request Federation Restore service invocations from the joined federate have been acknowledged with a correspo,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-007-NATIVE,HLA1516.1-FM-4_24-PRE-007,CAP-FM,FM-RESTORE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_24-PRE-007: Request Federation Restore service shall enforce this precondition before successful completion: Federate save not in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-007-GRPC,HLA1516.1-FM-4_24-PRE-007,CAP-FM,FM-RESTORE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_24-PRE-007: Request Federation Restore service shall enforce this precondition before successful completion: Federate save not in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-007-REST,HLA1516.1-FM-4_24-PRE-007,CAP-FM,FM-RESTORE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_24-PRE-007: Request Federation Restore service shall enforce this precondition before successful completion: Federate save not in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-008-NATIVE,HLA1516.1-FM-4_24-PRE-008,CAP-FM,FM-RESTORE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_24-PRE-008: Request Federation Restore service shall enforce this precondition before successful completion: Federate restore not in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-008-GRPC,HLA1516.1-FM-4_24-PRE-008,CAP-FM,FM-RESTORE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_24-PRE-008: Request Federation Restore service shall enforce this precondition before successful completion: Federate restore not in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-PRE-008-REST,HLA1516.1-FM-4_24-PRE-008,CAP-FM,FM-RESTORE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_24-PRE-008: Request Federation Restore service shall enforce this precondition before successful completion: Federate restore not in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-EFF-001-NATIVE,HLA1516.1-FM-4_24-EFF-001,CAP-FM,FM-RESTORE,state-machine integration test,native,planned,"Verify HLA1516.1-FM-4_24-EFF-001: On successful Request Federation Restore service, the RTI shall establish this postcondition: The RTI has been notified of the request to restore a former federation execution state.",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-EFF-001-GRPC,HLA1516.1-FM-4_24-EFF-001,CAP-FM,FM-RESTORE,state-machine integration test,grpc,planned,"Verify HLA1516.1-FM-4_24-EFF-001: On successful Request Federation Restore service, the RTI shall establish this postcondition: The RTI has been notified of the request to restore a former federation execution state.",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-EFF-001-REST,HLA1516.1-FM-4_24-EFF-001,CAP-FM,FM-RESTORE,state-machine integration test,rest,planned,"Verify HLA1516.1-FM-4_24-EFF-001: On successful Request Federation Restore service, the RTI shall establish this postcondition: The RTI has been notified of the request to restore a former federation execution state.",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-EXC-001-NATIVE,HLA1516.1-FM-4_24-EXC-001,CAP-FM,FM-RESTORE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_24-EXC-001: Request Federation Restore service shall report the defined exception/failure condition when applicable: Federate save in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-EXC-001-GRPC,HLA1516.1-FM-4_24-EXC-001,CAP-FM,FM-RESTORE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_24-EXC-001: Request Federation Restore service shall report the defined exception/failure condition when applicable: Federate save in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-EXC-001-REST,HLA1516.1-FM-4_24-EXC-001,CAP-FM,FM-RESTORE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_24-EXC-001: Request Federation Restore service shall report the defined exception/failure condition when applicable: Federate save in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-EXC-002-NATIVE,HLA1516.1-FM-4_24-EXC-002,CAP-FM,FM-RESTORE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_24-EXC-002: Request Federation Restore service shall report the defined exception/failure condition when applicable: Federate restore in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-EXC-002-GRPC,HLA1516.1-FM-4_24-EXC-002,CAP-FM,FM-RESTORE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_24-EXC-002: Request Federation Restore service shall report the defined exception/failure condition when applicable: Federate restore in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-EXC-002-REST,HLA1516.1-FM-4_24-EXC-002,CAP-FM,FM-RESTORE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_24-EXC-002: Request Federation Restore service shall report the defined exception/failure condition when applicable: Federate restore in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-EXC-003-NATIVE,HLA1516.1-FM-4_24-EXC-003,CAP-FM,FM-RESTORE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_24-EXC-003: Request Federation Restore service shall report the defined exception/failure condition when applicable: The federate is not a federation execution member.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-EXC-003-GRPC,HLA1516.1-FM-4_24-EXC-003,CAP-FM,FM-RESTORE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_24-EXC-003: Request Federation Restore service shall report the defined exception/failure condition when applicable: The federate is not a federation execution member.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-EXC-003-REST,HLA1516.1-FM-4_24-EXC-003,CAP-FM,FM-RESTORE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_24-EXC-003: Request Federation Restore service shall report the defined exception/failure condition when applicable: The federate is not a federation execution member.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-EXC-004-NATIVE,HLA1516.1-FM-4_24-EXC-004,CAP-FM,FM-RESTORE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_24-EXC-004: Request Federation Restore service shall report the defined exception/failure condition when applicable: Not connected.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-EXC-004-GRPC,HLA1516.1-FM-4_24-EXC-004,CAP-FM,FM-RESTORE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_24-EXC-004: Request Federation Restore service shall report the defined exception/failure condition when applicable: Not connected.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-EXC-004-REST,HLA1516.1-FM-4_24-EXC-004,CAP-FM,FM-RESTORE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_24-EXC-004: Request Federation Restore service shall report the defined exception/failure condition when applicable: Not connected.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-EXC-005-NATIVE,HLA1516.1-FM-4_24-EXC-005,CAP-FM,FM-RESTORE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_24-EXC-005: Request Federation Restore service shall report the defined exception/failure condition when applicable: RTI internal error.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-EXC-005-GRPC,HLA1516.1-FM-4_24-EXC-005,CAP-FM,FM-RESTORE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_24-EXC-005: Request Federation Restore service shall report the defined exception/failure condition when applicable: RTI internal error.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-EXC-005-REST,HLA1516.1-FM-4_24-EXC-005,CAP-FM,FM-RESTORE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_24-EXC-005: Request Federation Restore service shall report the defined exception/failure condition when applicable: RTI internal error.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-MOM-001-NATIVE,HLA1516.1-FM-4_24-MOM-001,CAP-FM,FM-RESTORE,MOM observer integration test,native,planned,Verify HLA1516.1-FM-4_24-MOM-001: The RTI shall update or make auditable the MOM-visible federation-management state associated with Request Federation Restore.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-MOM-001-GRPC,HLA1516.1-FM-4_24-MOM-001,CAP-FM,FM-RESTORE,MOM observer integration test,grpc,planned,Verify HLA1516.1-FM-4_24-MOM-001: The RTI shall update or make auditable the MOM-visible federation-management state associated with Request Federation Restore.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_24-MOM-001-REST,HLA1516.1-FM-4_24-MOM-001,CAP-FM,FM-RESTORE,MOM observer integration test,rest,planned,Verify HLA1516.1-FM-4_24-MOM-001: The RTI shall update or make auditable the MOM-visible federation-management state associated with Request Federation Restore.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-SVC-001-NATIVE,HLA1516.1-FM-4_25-SVC-001,CAP-FM,FM-RESTORE,API conformance + integration test,native,planned,Verify HLA1516.1-FM-4_25-SVC-001: RTI/federate interface shall provide Confirm Federation Restoration Request  service as a RTI-initiated callback in the Federation Management service group.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-SVC-001-GRPC,HLA1516.1-FM-4_25-SVC-001,CAP-FM,FM-RESTORE,API conformance + integration test,grpc,planned,Verify HLA1516.1-FM-4_25-SVC-001: RTI/federate interface shall provide Confirm Federation Restoration Request  service as a RTI-initiated callback in the Federation Management service group.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-SVC-001-REST,HLA1516.1-FM-4_25-SVC-001,CAP-FM,FM-RESTORE,API conformance + integration test,rest,planned,Verify HLA1516.1-FM-4_25-SVC-001: RTI/federate interface shall provide Confirm Federation Restoration Request  service as a RTI-initiated callback in the Federation Management service group.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-CB-001-NATIVE,HLA1516.1-FM-4_25-CB-001,CAP-FM,FM-RESTORE,callback integration test,native,planned,Verify HLA1516.1-FM-4_25-CB-001: The FederateAmbassador shall expose a callback handler for Confirm Federation Restoration Request and the RTI shall invoke it only under the service's defined conditions.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-CB-001-GRPC,HLA1516.1-FM-4_25-CB-001,CAP-FM,FM-RESTORE,callback integration test,grpc,planned,Verify HLA1516.1-FM-4_25-CB-001: The FederateAmbassador shall expose a callback handler for Confirm Federation Restoration Request and the RTI shall invoke it only under the service's defined conditions.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-CB-001-REST,HLA1516.1-FM-4_25-CB-001,CAP-FM,FM-RESTORE,callback integration test,rest,planned,Verify HLA1516.1-FM-4_25-CB-001: The FederateAmbassador shall expose a callback handler for Confirm Federation Restoration Request and the RTI shall invoke it only under the service's defined conditions.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-ARG-001-NATIVE,HLA1516.1-FM-4_25-ARG-001,CAP-FM,FM-RESTORE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_25-ARG-001: Confirm Federation Restoration Request  service shall accept and validate supplied argument: Federation save label.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-ARG-001-GRPC,HLA1516.1-FM-4_25-ARG-001,CAP-FM,FM-RESTORE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_25-ARG-001: Confirm Federation Restoration Request  service shall accept and validate supplied argument: Federation save label.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-ARG-001-REST,HLA1516.1-FM-4_25-ARG-001,CAP-FM,FM-RESTORE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_25-ARG-001: Confirm Federation Restoration Request  service shall accept and validate supplied argument: Federation save label.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-ARG-002-NATIVE,HLA1516.1-FM-4_25-ARG-002,CAP-FM,FM-RESTORE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_25-ARG-002: Confirm Federation Restoration Request  service shall accept and validate supplied argument: Request-success indicator.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-ARG-002-GRPC,HLA1516.1-FM-4_25-ARG-002,CAP-FM,FM-RESTORE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_25-ARG-002: Confirm Federation Restoration Request  service shall accept and validate supplied argument: Request-success indicator.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-ARG-002-REST,HLA1516.1-FM-4_25-ARG-002,CAP-FM,FM-RESTORE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_25-ARG-002: Confirm Federation Restoration Request  service shall accept and validate supplied argument: Request-success indicator.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-PRE-001-NATIVE,HLA1516.1-FM-4_25-PRE-001,CAP-FM,FM-RESTORE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_25-PRE-001: Confirm Federation Restoration Request  service shall enforce this precondition before successful completion: The federation execution exists.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-PRE-001-GRPC,HLA1516.1-FM-4_25-PRE-001,CAP-FM,FM-RESTORE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_25-PRE-001: Confirm Federation Restoration Request  service shall enforce this precondition before successful completion: The federation execution exists.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-PRE-001-REST,HLA1516.1-FM-4_25-PRE-001,CAP-FM,FM-RESTORE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_25-PRE-001: Confirm Federation Restoration Request  service shall enforce this precondition before successful completion: The federation execution exists.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-PRE-002-NATIVE,HLA1516.1-FM-4_25-PRE-002,CAP-FM,FM-RESTORE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_25-PRE-002: Confirm Federation Restoration Request  service shall enforce this precondition before successful completion: The federate is joined to that federation execution.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-PRE-002-GRPC,HLA1516.1-FM-4_25-PRE-002,CAP-FM,FM-RESTORE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_25-PRE-002: Confirm Federation Restoration Request  service shall enforce this precondition before successful completion: The federate is joined to that federation execution.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-PRE-002-REST,HLA1516.1-FM-4_25-PRE-002,CAP-FM,FM-RESTORE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_25-PRE-002: Confirm Federation Restoration Request  service shall enforce this precondition before successful completion: The federate is joined to that federation execution.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-PRE-003-NATIVE,HLA1516.1-FM-4_25-PRE-003,CAP-FM,FM-RESTORE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_25-PRE-003: Confirm Federation Restoration Request  service shall enforce this precondition before successful completion: The joined federate has requested a federation restore via the Request Federation Restore service.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-PRE-003-GRPC,HLA1516.1-FM-4_25-PRE-003,CAP-FM,FM-RESTORE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_25-PRE-003: Confirm Federation Restoration Request  service shall enforce this precondition before successful completion: The joined federate has requested a federation restore via the Request Federation Restore service.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-PRE-003-REST,HLA1516.1-FM-4_25-PRE-003,CAP-FM,FM-RESTORE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_25-PRE-003: Confirm Federation Restoration Request  service shall enforce this precondition before successful completion: The joined federate has requested a federation restore via the Request Federation Restore service.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-PRE-004-NATIVE,HLA1516.1-FM-4_25-PRE-004,CAP-FM,FM-RESTORE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_25-PRE-004: Confirm Federation Restoration Request  service shall enforce this precondition before successful completion: Federate restore not in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-PRE-004-GRPC,HLA1516.1-FM-4_25-PRE-004,CAP-FM,FM-RESTORE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_25-PRE-004: Confirm Federation Restoration Request  service shall enforce this precondition before successful completion: Federate restore not in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-PRE-004-REST,HLA1516.1-FM-4_25-PRE-004,CAP-FM,FM-RESTORE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_25-PRE-004: Confirm Federation Restoration Request  service shall enforce this precondition before successful completion: Federate restore not in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-PRE-005-NATIVE,HLA1516.1-FM-4_25-PRE-005,CAP-FM,FM-RESTORE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_25-PRE-005: Confirm Federation Restoration Request  service shall enforce this precondition before successful completion: Federate save not in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-PRE-005-GRPC,HLA1516.1-FM-4_25-PRE-005,CAP-FM,FM-RESTORE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_25-PRE-005: Confirm Federation Restoration Request  service shall enforce this precondition before successful completion: Federate save not in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-PRE-005-REST,HLA1516.1-FM-4_25-PRE-005,CAP-FM,FM-RESTORE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_25-PRE-005: Confirm Federation Restoration Request  service shall enforce this precondition before successful completion: Federate save not in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-EFF-001-NATIVE,HLA1516.1-FM-4_25-EFF-001,CAP-FM,FM-RESTORE,state-machine integration test,native,planned,"Verify HLA1516.1-FM-4_25-EFF-001: On successful Confirm Federation Restoration Request  service, the RTI shall establish this postcondition: If the request-success indicator is positive, federate restore in progress.",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-EFF-001-GRPC,HLA1516.1-FM-4_25-EFF-001,CAP-FM,FM-RESTORE,state-machine integration test,grpc,planned,"Verify HLA1516.1-FM-4_25-EFF-001: On successful Confirm Federation Restoration Request  service, the RTI shall establish this postcondition: If the request-success indicator is positive, federate restore in progress.",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-EFF-001-REST,HLA1516.1-FM-4_25-EFF-001,CAP-FM,FM-RESTORE,state-machine integration test,rest,planned,"Verify HLA1516.1-FM-4_25-EFF-001: On successful Confirm Federation Restoration Request  service, the RTI shall establish this postcondition: If the request-success indicator is positive, federate restore in progress.",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-EFF-002-NATIVE,HLA1516.1-FM-4_25-EFF-002,CAP-FM,FM-RESTORE,state-machine integration test,native,planned,"Verify HLA1516.1-FM-4_25-EFF-002: On successful Confirm Federation Restoration Request  service, the RTI shall establish this postcondition: If the request-success indicator is positive, the federation has a saved state with the specified label.",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-EFF-002-GRPC,HLA1516.1-FM-4_25-EFF-002,CAP-FM,FM-RESTORE,state-machine integration test,grpc,planned,"Verify HLA1516.1-FM-4_25-EFF-002: On successful Confirm Federation Restoration Request  service, the RTI shall establish this postcondition: If the request-success indicator is positive, the federation has a saved state with the specified label.",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-EFF-002-REST,HLA1516.1-FM-4_25-EFF-002,CAP-FM,FM-RESTORE,state-machine integration test,rest,planned,"Verify HLA1516.1-FM-4_25-EFF-002: On successful Confirm Federation Restoration Request  service, the RTI shall establish this postcondition: If the request-success indicator is positive, the federation has a saved state with the specified label.",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_25-EFF-003-NATIVE,HLA1516.1-FM-4_25-EFF-003,CAP-FM,FM-RESTORE,state-machine integration test,native,planned,"Verify HLA1516.1-FM-4_25-EFF-003: On successful Confirm Federation Restoration Request  service, the RTI shall establish this postcondition: If the request-success indicator is positive, the correct number of joined federates of the correct types that we",Split from broad service row to implementation-ready conformance row.
