requirement_id,interface,method_name,python_name,document,section,section_ref,title,service_group,source_languages,source_overload_count,declared_exceptions,python_entry_point,implementation_status,verification_status,implementation_refs,positive_test_refs,negative_test_refs,artifact_refs,evidence,negative_expectation_count,negative_executed_count,verification_asset_id,known_gaps
REQ-RTI-DM-5_3-unpublishObjectClass,RTIambassador,unpublishObjectClass,unpublish_object_class,IEEE 1516.1-2010 (2010 edition),5.3,IEEE 1516.1-2010 (2010 edition) §5.3,Unpublish Object Class Attributes service,Declaration Management,cpp; java,2,FederateNotExecutionMember; NotConnected; ObjectClassNotDefined; OwnershipAcquisitionPending; RTIinternalError; RestoreInProgress; SaveInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_unpublishObjectClass,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_unpublishObjectClass; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_overload_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_overload_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_object_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_declaration.py::run_declaration_management_scenario; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_overload_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_overload_matrix,7,0,ASSET-DECLARATION-MGMT-SMOKE,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-DM-5_3-unpublishObjectClassAttributes,RTIambassador,unpublishObjectClassAttributes,unpublish_object_class_attributes,IEEE 1516.1-2010 (2010 edition),5.3,IEEE 1516.1-2010 (2010 edition) §5.3,Unpublish Object Class Attributes service,Declaration Management,cpp; java,2,AttributeNotDefined; FederateNotExecutionMember; NotConnected; ObjectClassNotDefined; OwnershipAcquisitionPending; RTIinternalError; RestoreInProgress; SaveInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_unpublishObjectClassAttributes,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_unpublishObjectClassAttributes; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_object_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_declaration.py::run_declaration_management_scenario; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_matrix,8,0,ASSET-DECLARATION-MGMT-SMOKE,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-DM-5_4-publishInteractionClass,RTIambassador,publishInteractionClass,publish_interaction_class,IEEE 1516.1-2010 (2010 edition),5.4,IEEE 1516.1-2010 (2010 edition) §5.4,Publish Interaction Class service,Declaration Management,cpp; java,2,FederateNotExecutionMember; InteractionClassNotDefined; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_publishInteractionClass,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_publishInteractionClass; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_matrix,tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_matrix,analysis/compliance/service_conformance.json,tests/scenarios/test_object_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_declaration.py::run_declaration_management_scenario; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_matrix,6,2,ASSET-DECLARATION-MGMT-SMOKE,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-DM-5_5-unpublishInteractionClass,RTIambassador,unpublishInteractionClass,unpublish_interaction_class,IEEE 1516.1-2010 (2010 edition),5.5,IEEE 1516.1-2010 (2010 edition) §5.5,Unpublish Interaction Class service,Declaration Management,cpp; java,2,FederateNotExecutionMember; InteractionClassNotDefined; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_unpublishInteractionClass,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_unpublishInteractionClass; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_object_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_declaration.py::run_declaration_management_scenario; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_matrix,6,0,ASSET-DECLARATION-MGMT-SMOKE,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-DM-5_6-subscribeObjectClassAttributes,RTIambassador,subscribeObjectClassAttributes,subscribe_object_class_attributes,IEEE 1516.1-2010 (2010 edition),5.6,IEEE 1516.1-2010 (2010 edition) §5.6,Subscribe Object Class Attributes service,Declaration Management,cpp; java,3,AttributeNotDefined; FederateNotExecutionMember; InvalidUpdateRateDesignator; NotConnected; ObjectClassNotDefined; RTIinternalError; RestoreInProgress; SaveInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_subscribeObjectClassAttributes,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_subscribeObjectClassAttributes; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_object_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_declaration.py::run_declaration_management_scenario; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_matrix,8,0,ASSET-DECLARATION-MGMT-SMOKE,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-DM-5_6-subscribeObjectClassAttributesPassively,RTIambassador,subscribeObjectClassAttributesPassively,subscribe_object_class_attributes_passively,IEEE 1516.1-2010 (2010 edition),5.6,IEEE 1516.1-2010 (2010 edition) §5.6,Subscribe Object Class Attributes service,Declaration Management,java,2,AttributeNotDefined; FederateNotExecutionMember; InvalidUpdateRateDesignator; NotConnected; ObjectClassNotDefined; RTIinternalError; RestoreInProgress; SaveInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_subscribeObjectClassAttributesPassively,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_subscribeObjectClassAttributesPassively; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_overload_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_overload_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_object_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_declaration.py::run_declaration_management_scenario; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_overload_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_overload_matrix,8,0,ASSET-DECLARATION-MGMT-SMOKE,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-DM-5_7-unsubscribeObjectClass,RTIambassador,unsubscribeObjectClass,unsubscribe_object_class,IEEE 1516.1-2010 (2010 edition),5.7,IEEE 1516.1-2010 (2010 edition) §5.7,Unsubscribe Object Class Attributes service,Declaration Management,cpp; java,2,FederateNotExecutionMember; NotConnected; ObjectClassNotDefined; RTIinternalError; RestoreInProgress; SaveInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_unsubscribeObjectClass,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_unsubscribeObjectClass; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_overload_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_overload_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_object_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_declaration.py::run_declaration_management_scenario; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_overload_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_overload_matrix,6,0,ASSET-DECLARATION-MGMT-SMOKE,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-DM-5_7-unsubscribeObjectClassAttributes,RTIambassador,unsubscribeObjectClassAttributes,unsubscribe_object_class_attributes,IEEE 1516.1-2010 (2010 edition),5.7,IEEE 1516.1-2010 (2010 edition) §5.7,Unsubscribe Object Class Attributes service,Declaration Management,cpp; java,2,AttributeNotDefined; FederateNotExecutionMember; NotConnected; ObjectClassNotDefined; RTIinternalError; RestoreInProgress; SaveInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_unsubscribeObjectClassAttributes,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_unsubscribeObjectClassAttributes; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_object_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_declaration.py::run_declaration_management_scenario; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_matrix,7,0,ASSET-DECLARATION-MGMT-SMOKE,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-DM-5_8-subscribeInteractionClass,RTIambassador,subscribeInteractionClass,subscribe_interaction_class,IEEE 1516.1-2010 (2010 edition),5.8,IEEE 1516.1-2010 (2010 edition) §5.8,Subscribe Interaction Class service,Declaration Management,cpp; java,2,FederateNotExecutionMember; FederateServiceInvocationsAreBeingReportedViaMOM; InteractionClassNotDefined; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_subscribeInteractionClass,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_subscribeInteractionClass; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_object_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_declaration.py::run_declaration_management_scenario; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_matrix,7,0,ASSET-DECLARATION-MGMT-SMOKE,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-DM-5_8-subscribeInteractionClassPassively,RTIambassador,subscribeInteractionClassPassively,subscribe_interaction_class_passively,IEEE 1516.1-2010 (2010 edition),5.8,IEEE 1516.1-2010 (2010 edition) §5.8,Subscribe Interaction Class service,Declaration Management,java,1,FederateNotExecutionMember; FederateServiceInvocationsAreBeingReportedViaMOM; InteractionClassNotDefined; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_subscribeInteractionClassPassively,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_subscribeInteractionClassPassively; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_overload_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_overload_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_object_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_declaration.py::run_declaration_management_scenario; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_overload_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_overload_matrix,7,0,ASSET-DECLARATION-MGMT-SMOKE,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-DM-5_9-unsubscribeInteractionClass,RTIambassador,unsubscribeInteractionClass,unsubscribe_interaction_class,IEEE 1516.1-2010 (2010 edition),5.9,IEEE 1516.1-2010 (2010 edition) §5.9,Unsubscribe Interaction Class service,Declaration Management,cpp; java,2,FederateNotExecutionMember; InteractionClassNotDefined; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_unsubscribeInteractionClass,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_unsubscribeInteractionClass; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_object_management_backend_matrix.py; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_object_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_declaration.py::run_declaration_management_scenario; tests/scenarios/test_object_management_backend_matrix.py::test_python_backend_declaration_management_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_declaration_management_matrix,6,0,ASSET-DECLARATION-MGMT-SMOKE,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-FM-4_10-resignFederationExecution,RTIambassador,resignFederationExecution,resign_federation_execution,IEEE 1516.1-2010 (2010 edition),4.10,IEEE 1516.1-2010 (2010 edition) §4.10,Resign Federation Execution service,Federation Management,cpp; java,2,CallNotAllowedFromWithinCallback; FederateNotExecutionMember; FederateOwnsAttributes; InvalidResignAction; NotConnected; OwnershipAcquisitionPending; RTIinternalError,hla2010_rti_python.backend.PythonRTIBackend._svc_resignFederationExecution,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_resignFederationExecution; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_federation_lifecycle_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_resign_precondition_matrix; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_resign_mom_cleanup_matrix; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_resigned_federate_callback_silence_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_resign_precondition_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_resign_mom_cleanup_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_resigned_federate_callback_silence_matrix,tests/scenarios/test_federation_lifecycle_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_resign_precondition_matrix; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_resign_mom_cleanup_matrix; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_resigned_federate_callback_silence_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_resign_precondition_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_resign_mom_cleanup_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_resigned_federate_callback_silence_matrix,analysis/compliance/service_conformance.json,tests/scenarios/test_federation_lifecycle_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_resign.py::run_resign_precondition_scenario; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_resign.py::run_resign_mom_cleanup_scenario; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_save_restore.py::run_resigned_federate_callback_silence_scenario; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_resign_precondition_matrix; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_resign_mom_cleanup_matrix; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_resigned_federate_callback_silence_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_resign_precondition_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_resign_mom_cleanup_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_resigned_federate_callback_silence_matrix,7,6,ASSET-FEDERATION-MGMT-STARTUP-SYNC,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-FM-4_11-registerFederationSynchronizationPoint,RTIambassador,registerFederationSynchronizationPoint,register_federation_synchronization_point,IEEE 1516.1-2010 (2010 edition),4.11,IEEE 1516.1-2010 (2010 edition) §4.11,Register Federation Synchronization Point service,Federation Management,cpp; java,4,FederateNotExecutionMember; InvalidFederateHandle; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_registerFederationSynchronizationPoint,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_registerFederationSynchronizationPoint; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_federation_lifecycle_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_synchronization_matrix; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_synchronization_registration_failure_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_synchronization_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_synchronization_registration_failure_matrix,tests/scenarios/test_federation_lifecycle_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_synchronization_matrix; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_synchronization_registration_failure_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_synchronization_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_synchronization_registration_failure_matrix,analysis/compliance/service_conformance.json,tests/scenarios/test_federation_lifecycle_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_sync.py::run_synchronization_scenario; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_sync.py::run_synchronization_registration_failure_scenario; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_synchronization_matrix; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_synchronization_registration_failure_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_synchronization_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_synchronization_registration_failure_matrix,6,5,ASSET-FEDERATION-MGMT-STARTUP-SYNC,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-FM-4_14-synchronizationPointAchieved,RTIambassador,synchronizationPointAchieved,synchronization_point_achieved,IEEE 1516.1-2010 (2010 edition),4.14,IEEE 1516.1-2010 (2010 edition) §4.14,Synchronization Point Achieved service,Federation Management,cpp; java,3,FederateNotExecutionMember; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress; SynchronizationPointLabelNotAnnounced,hla2010_rti_python.backend.PythonRTIBackend._svc_synchronizationPointAchieved,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_synchronizationPointAchieved; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_federation_lifecycle_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_synchronization_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_synchronization_matrix,tests/scenarios/test_federation_lifecycle_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_synchronization_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_synchronization_matrix,analysis/compliance/service_conformance.json,tests/scenarios/test_federation_lifecycle_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_sync.py::run_synchronization_scenario; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_synchronization_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_synchronization_matrix,6,4,ASSET-FEDERATION-MGMT-STARTUP-SYNC,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-FM-4_16-requestFederationSave,RTIambassador,requestFederationSave,request_federation_save,IEEE 1516.1-2010 (2010 edition),4.16,IEEE 1516.1-2010 (2010 edition) §4.16,Request Federation Save service,Federation Management,cpp; java,4,FederateNotExecutionMember; FederateUnableToUseTime; InvalidLogicalTime; LogicalTimeAlreadyPassed; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_requestFederationSave,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_requestFederationSave; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_federation_lifecycle_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_save_restore_matrix; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_save_abort_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_save_restore_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_save_abort_matrix,tests/scenarios/test_federation_lifecycle_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_save_restore_matrix; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_save_abort_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_save_restore_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_save_abort_matrix,analysis/compliance/service_conformance.json,tests/scenarios/test_federation_lifecycle_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_save_restore.py::run_save_restore_scenario; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_save_restore.py::run_save_abort_scenario; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_save_restore_matrix; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_save_abort_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_save_restore_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_save_abort_matrix,8,2,ASSET-FEDERATION-MGMT-STARTUP-SYNC,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-FM-4_18-federateSaveBegun,RTIambassador,federateSaveBegun,federate_save_begun,IEEE 1516.1-2010 (2010 edition),4.18,IEEE 1516.1-2010 (2010 edition) §4.18,Federate Save Begun service,Federation Management,cpp; java,2,FederateNotExecutionMember; NotConnected; RTIinternalError; RestoreInProgress; SaveNotInitiated,hla2010_rti_python.backend.PythonRTIBackend._svc_federateSaveBegun,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_federateSaveBegun; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_federation_lifecycle_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_save_restore_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_save_restore_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_federation_lifecycle_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_save_restore.py::run_save_restore_scenario; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_save_restore_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_save_restore_matrix,5,0,ASSET-FEDERATION-MGMT-STARTUP-SYNC,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
REQ-RTI-FM-4_19-federateSaveComplete,RTIambassador,federateSaveComplete,federate_save_complete,IEEE 1516.1-2010 (2010 edition),4.19,IEEE 1516.1-2010 (2010 edition) §4.19,Federate Save Complete service,Federation Management,cpp; java,2,FederateHasNotBegunSave; FederateNotExecutionMember; NotConnected; RTIinternalError; RestoreInProgress,hla2010_rti_python.backend.PythonRTIBackend._svc_federateSaveComplete,pure-python-reference-handler,focused-executable-tests,hla2010_rti_python.backend.PythonRTIBackend._svc_federateSaveComplete; packages/hla2010-rti-python/src/hla2010_rti_python/backend.py,tests/scenarios/test_federation_lifecycle_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_save_restore_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_save_restore_matrix,,analysis/compliance/service_conformance.json,tests/scenarios/test_federation_lifecycle_backend_matrix.py; tests/scenarios/test_federation_management_backend_matrix.py; packages/hla2010-verification-harness/src/hla2010_verification_harness/scenario_save_restore.py::run_save_restore_scenario; tests/scenarios/test_federation_management_backend_matrix.py::test_python_backend_save_restore_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_save_restore_matrix,5,0,ASSET-FEDERATION-MGMT-STARTUP-SYNC,Declared exception matrix is identified from source metadata; exhaustive negative execution remains incomplete.
