requirement_id,source_document,clause,canonical_topic,current_artifact_id,implementation_refs,test_refs,artifact_refs,status,notes
HLA1516.1-OWN-7.6-001,IEEE 1516.1-2010,7.6,Attribute ownership acquisition if available,HLA1516.1-OWN-7.6-001,hla2010/backends/python/ownership.py,tests/backends/test_python_backend_object_ownership_extended.py::test_python_rti_acquisition_if_available_reports_unavailable_without_transfer,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Immediate-acquisition availability path is validated by the focused unavailable-without-transfer proof.
HLA1516.1-OWN-7.7-001,IEEE 1516.1-2010,7.7,Acquisition success notification,HLA1516.1-OWN-7.7-001,hla2010/backends/python/ownership.py,tests/backends/test_python_backend_object_ownership_extended.py::test_python_rti_negotiated_ownership_tracks_divesting_and_candidate_flows,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Acquisition notification callback is asserted directly on the successful negotiated and divest-if-wanted paths.
HLA1516.1-OWN-7.7-002,IEEE 1516.1-2010,7.7,Acquisition success callback non-emission when release is denied,HLA1516.1-OWN-7.7-002,hla2010/backends/python/ownership.py,tests/backends/test_python_backend_object_ownership_extended.py::test_python_rti_release_denied_preserves_owner_and_no_acquisition_grant,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Focused runtime proof shows attributeOwnershipAcquisitionNotification is not emitted when the owning federate denies release.
HLA1516.1-OWN-7.8-001,IEEE 1516.1-2010,7.8,Acquisition failure notification,HLA1516.1-OWN-7.8-001,hla2010/backends/python/ownership.py,tests/backends/test_python_backend_object_ownership_extended.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Unavailable callback gives direct failure-path evidence
HLA1516.1-OWN-7.9-001,IEEE 1516.1-2010,7.9,Release in response to acquisition request,HLA1516.1-OWN-7.9-001,hla2010/backends/python/ownership.py,tests/backends/test_python_backend_object_ownership_extended.py::test_python_rti_negotiated_ownership_tracks_divesting_and_candidate_flows,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Divestiture-if-wanted path provides explicit release callback behavior under pending acquisition.
HLA1516.1-OWN-7.9-002,IEEE 1516.1-2010,7.9,Release callback non-emission when acquisition-if-available cannot proceed,HLA1516.1-OWN-7.9-002,hla2010/backends/python/ownership.py,tests/backends/test_python_backend_object_ownership_extended.py::test_python_rti_acquisition_if_available_reports_unavailable_without_transfer,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Focused runtime proof shows requestAttributeOwnershipRelease is not emitted when acquisition-if-available immediately reports unavailable.
HLA1516.1-OWN-7.10-001,IEEE 1516.1-2010,7.10,Cancel ownership acquisition,HLA1516.1-OWN-7.10-001,hla2010/backends/python/ownership.py,tests/backends/test_python_backend_object_ownership_extended.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Cancellation service is covered on both positive and negative paths
HLA1516.1-OWN-7.11-001,IEEE 1516.1-2010,7.11,Cancellation confirmation,HLA1516.1-OWN-7.11-001,hla2010/backends/python/ownership.py,tests/backends/test_python_backend_object_ownership_extended.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Cancellation confirmation callback is asserted directly
HLA1516.1-OWN-7.12-001,IEEE 1516.1-2010,7.12,Attribute ownership query,HLA1516.1-OWN-7.12-001,hla2010/backends/python/ownership.py,tests/backends/test_python_backend_object_ownership_extended.py; tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Query behavior is evidenced for both owned and unowned outcomes
HLA1516.1-OWN-7.13-001,IEEE 1516.1-2010,7.13,Owned-unowned-owner notification,HLA1516.1-OWN-7.13-001,hla2010/backends/python/ownership.py,tests/backends/test_python_backend_object_ownership_extended.py; tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Query callbacks prove unowned and owned-by-another-federate reporting
HLA1516.1-DDM-001,IEEE 1516.1-2010,Clause 9,Data Distribution Management,HLA1516.1-DDM-001,hla2010/backends/python/ddm.py; hla2010/backends/python/subscriptions.py; hla2010/backends/python/object_delivery.py,tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_federate_interface.csv; requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,seeded,DDM family seed now linked to the focused Clause 9 extraction tranche
HLA1516.1-DDM-9.1-001,IEEE 1516.1-2010,9.1,Region-based DDM,HLA1516.1-DDM-9.1-001,hla2010/backends/python/ddm.py; hla2010/backends/python/subscriptions.py,tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,End-to-end region subscription and routing flow now anchors the Clause 9 family
HLA1516.1-DDM-9.1-002,IEEE 1516.1-2010,9.1,FOM-defined dimensions for routing,HLA1516.1-DDM-9.1-002,hla2010/backends/python/ddm.py; hla2010/backends/python/support.py,tests/backends/test_python_backend_support_services.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Dimension lookup and region creation evidence tie DDM routing to declared dimensions
HLA1516.1-DDM-9.1-003,IEEE 1516.1-2010,9.1,Relevance from subscription and update regions,HLA1516.1-DDM-9.1-003,hla2010/backends/python/ddm.py; hla2010/backends/python/subscriptions.py; hla2010/backends/python/object_delivery.py,tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,The same overlap helpers drive object and interaction relevance in the focused DDM lifecycle test
HLA1516.1-DDM-9.2-001,IEEE 1516.1-2010,9.2,Create Region,HLA1516.1-DDM-9.2-001,hla2010/backends/python/ddm.py,tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Region creation is explicitly exercised and validated
HLA1516.1-DDM-9.3-001,IEEE 1516.1-2010,9.3,Commit Region Modifications,HLA1516.1-DDM-9.3-001,hla2010/backends/python/ddm.py,tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Commit service is directly exercised on both peers
HLA1516.1-DDM-9.4-001,IEEE 1516.1-2010,9.4,Delete Region,HLA1516.1-DDM-9.4-001,hla2010/backends/python/ddm.py,tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Delete service is directly exercised and state removal is asserted
HLA1516.1-DDM-9.5-001,IEEE 1516.1-2010,9.5,Object registration with regions,HLA1516.1-DDM-9.5-001,hla2010/backends/python/ddm.py,tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Region-aware registration path is explicitly covered
HLA1516.1-DDM-9.6-001,IEEE 1516.1-2010,9.6,Associate regions for attributes,HLA1516.1-DDM-9.6-001,hla2010/backends/python/ddm.py,tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Association state is asserted on the registered object
HLA1516.1-DDM-9.7-001,IEEE 1516.1-2010,9.7,Unassociate regions for attributes,HLA1516.1-DDM-9.7-001,hla2010/backends/python/ddm.py,tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Unassociation state removal is asserted directly
HLA1516.1-DDM-9.8-001,IEEE 1516.1-2010,9.8,Object-class attribute subscription with regions,HLA1516.1-DDM-9.8-001,hla2010/backends/python/ddm.py; hla2010/backends/python/declaration.py,tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Region subscription maps are asserted directly
HLA1516.1-DDM-9.9-001,IEEE 1516.1-2010,9.9,Object-class attribute unsubscription with regions,HLA1516.1-DDM-9.9-001,hla2010/backends/python/ddm.py; hla2010/backends/python/declaration.py,tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Region unsubscription state removal is asserted directly
HLA1516.1-DDM-9.10-001,IEEE 1516.1-2010,9.10,Interaction subscription with regions,HLA1516.1-DDM-9.10-001,hla2010/backends/python/ddm.py; hla2010/backends/python/declaration.py,tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Interaction region subscription maps are asserted directly
HLA1516.1-DDM-9.11-001,IEEE 1516.1-2010,9.11,Interaction unsubscription with regions,HLA1516.1-DDM-9.11-001,hla2010/backends/python/ddm.py; hla2010/backends/python/declaration.py,tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Interaction region unsubscription is asserted directly
HLA1516.1-DDM-9.12-001,IEEE 1516.1-2010,9.12,Attribute update routing by overlap,HLA1516.1-DDM-9.12-001,hla2010/backends/python/ddm.py; hla2010/backends/python/object_delivery.py; hla2010/backends/python/subscriptions.py,tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,The focused DDM lifecycle test uses the same overlap-filter path that gates reflected attribute delivery
HLA1516.1-DDM-9.13-001,IEEE 1516.1-2010,9.13,Interaction routing by overlap,HLA1516.1-DDM-9.13-001,hla2010/backends/python/ddm.py; hla2010/backends/python/subscriptions.py,tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Interaction delivery with matching regions is asserted directly
HLA1516.1-SUP-001,IEEE 1516.1-2010,Clause 10,Support Services,HLA1516.1-SUP-001,hla2010/backends/python/support.py; hla2010/backends/python/callbacks.py,tests/backends/test_python_backend_support_services.py; tests/backends/test_python_backend_object_ownership_extended.py,requirements/2010/hla1516_1_federate_interface.csv; requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,seeded,Support-services family seed now linked to the focused Clause 10 extraction tranche
HLA1516.1-SUP-10.1-001,IEEE 1516.1-2010,10.1,Name-handle lookup services,HLA1516.1-SUP-10.1-001,hla2010/backends/python/support.py,tests/backends/test_python_backend_support_services.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Clause 10.1 lookup family is anchored by direct round-trip support-service tests
HLA1516.1-SUP-10.1-002,IEEE 1516.1-2010,10.1,Advisory switch services,HLA1516.1-SUP-10.1-002,hla2010/backends/python/support.py,tests/backends/test_python_backend_support_services.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Advisory switch enable-disable paths are exercised directly
HLA1516.1-SUP-10.1-003,IEEE 1516.1-2010,10.1,Ordering transportation and dimension metadata queries,HLA1516.1-SUP-10.1-003,hla2010/backends/python/support.py,tests/backends/test_python_backend_support_services.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Ordering transportation and dimension metadata are covered through direct query round-trips
HLA1516.1-SUP-10.2-001,IEEE 1516.1-2010,10.2,Object class handle by name,HLA1516.1-SUP-10.2-001,hla2010/backends/python/support.py,tests/backends/test_python_backend_support_services.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Object class name-handle round-trip is asserted directly
HLA1516.1-SUP-10.3-001,IEEE 1516.1-2010,10.3,Object class name by handle,HLA1516.1-SUP-10.3-001,hla2010/backends/python/support.py,tests/backends/test_python_backend_support_services.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Object class handle-name round-trip is asserted directly
HLA1516.1-SUP-10.4-001,IEEE 1516.1-2010,10.4,Attribute handle by name and class,HLA1516.1-SUP-10.4-001,hla2010/backends/python/support.py,tests/backends/test_python_backend_support_services.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Attribute lookup by class and name is asserted directly
HLA1516.1-SUP-10.5-001,IEEE 1516.1-2010,10.5,Attribute name by handle and class,HLA1516.1-SUP-10.5-001,hla2010/backends/python/support.py,tests/backends/test_python_backend_support_services.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Attribute reverse lookup is asserted directly
HLA1516.1-SUP-10.6-001,IEEE 1516.1-2010,10.6,Interaction class handle by name,HLA1516.1-SUP-10.6-001,hla2010/backends/python/support.py,tests/backends/test_python_backend_support_services.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Interaction class name-handle round-trip is asserted directly
HLA1516.1-SUP-10.7-001,IEEE 1516.1-2010,10.7,Interaction class name by handle,HLA1516.1-SUP-10.7-001,hla2010/backends/python/support.py,tests/backends/test_python_backend_support_services.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Interaction class reverse lookup is asserted directly
HLA1516.1-SUP-10.8-001,IEEE 1516.1-2010,10.8,Parameter handle by name and interaction,HLA1516.1-SUP-10.8-001,hla2010/backends/python/support.py,tests/backends/test_python_backend_support_services.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Parameter lookup by interaction and name is asserted directly
HLA1516.1-SUP-10.9-001,IEEE 1516.1-2010,10.9,Parameter name by handle and interaction,HLA1516.1-SUP-10.9-001,hla2010/backends/python/support.py,tests/backends/test_python_backend_support_services.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Parameter reverse lookup is asserted directly
HLA1516.1-SUP-10.10-001,IEEE 1516.1-2010,10.10,Object instance handle by name,HLA1516.1-SUP-10.10-001,hla2010/backends/python/support.py,tests/backends/test_python_backend_support_services.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Object instance name-handle round-trip is asserted directly
HLA1516.1-SUP-10.11-001,IEEE 1516.1-2010,10.11,Object instance name by handle,HLA1516.1-SUP-10.11-001,hla2010/backends/python/support.py,tests/backends/test_python_backend_support_services.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Object instance handle-name round-trip is asserted directly
HLA1516.1-SUP-10.12-001,IEEE 1516.1-2010,10.12,Dimension handle by name,HLA1516.1-SUP-10.12-001,hla2010/backends/python/support.py,tests/backends/test_python_backend_support_services.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Dimension name-handle round-trip is asserted directly
HLA1516.1-SUP-10.13-001,IEEE 1516.1-2010,10.13,Dimension name by handle,HLA1516.1-SUP-10.13-001,hla2010/backends/python/support.py,tests/backends/test_python_backend_support_services.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Dimension reverse lookup is asserted directly
HLA1516.1-SUP-10.14-001,IEEE 1516.1-2010,10.14,Available dimensions query,HLA1516.1-SUP-10.14-001,hla2010/backends/python/support.py,tests/backends/test_python_backend_support_services.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Dimension availability queries are asserted for object attributes and interactions
HLA1516.1-SUP-10.15-001,IEEE 1516.1-2010,10.15,Transportation type handles and names,HLA1516.1-SUP-10.15-001,hla2010/backends/python/support.py,tests/backends/test_python_backend_support_services.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Transportation lookups round-trip directly
HLA1516.1-SUP-10.16-001,IEEE 1516.1-2010,10.16,Order type handles and names,HLA1516.1-SUP-10.16-001,hla2010/backends/python/support.py,tests/backends/test_python_backend_support_services.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Order-name and order-type round-trips are asserted directly
HLA1516.1-SUP-10.17-001,IEEE 1516.1-2010,10.17,Enable-disable advisory switches,HLA1516.1-SUP-10.17-001,hla2010/backends/python/support.py; hla2010/backends/python/callbacks.py,tests/backends/test_python_backend_support_services.py; tests/backends/test_python_backend_object_ownership_extended.py,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,All advisory switch toggles and callback controls are exercised directly
HLA1516.1-SUP-10.18-001,IEEE 1516.1-2010,10.18,Callbacks for advisory switch changes,HLA1516.1-SUP-10.18-001,hla2010/backends/python/support.py; hla2010/backends/python/mom.py,tests/backends/test_python_backend_support_services.py::test_support_advisory_switches_toggle_and_reject_duplicates;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_10_services_are_observable_through_mom_service_invocation_reporting,requirements/2010/hla1516_1_priority_clauses_7_9_10.csv,mapped,Switch toggles and MOM-observer reporting now have direct repo-native evidence
HLA1516.1-MOM-001,IEEE 1516.1-2010,Clause 11,Management Object Model behavior,REQ-MOM-OBSERVER-001,hla2010/backends/python/mom_actions.py; hla2010/mom_catalog.py,tests/verification/test_mom_observer_slice_v013.py,analysis/compliance/verification_assets.json; analysis/compliance/verification_traceability.csv; analysis/compliance/requirements_matrix_2010.csv,seeded,Connects the standards-family row to the focused MOM observer slice
HLA1516.1-MOM-11.2-002,IEEE 1516.1-2010,11.2,MOM federate object instance,HLA1516.1-MOM-11.2-002,hla2010/backends/python/mom.py; hla2010/backends/python/mom_reporting.py,tests/verification/test_mom_observer_slice_v013.py,requirements/2010/hla1516_1_priority_clauses_4_8_11.csv; analysis/compliance/verification_assets.json; analysis/compliance/verification_traceability.csv,mapped,Clause-level extraction row mapped to focused MOM observer evidence
HLA1516.1-MOM-11.2.1-003,IEEE 1516.1-2010,11.2.1,MOM attributes remain RTI-owned,HLA1516.1-MOM-11.2.1-003,hla2010/backends/python/mom.py; hla2010/backends/python/state.py,tests/mom/test_mom_catalog_validation_v012.py,requirements/2010/hla1516_1_priority_clauses_4_8_11.csv,mapped,Clause-level MOM ownership-prohibition row mapped to explicit RTI-ownership invariant coverage
HLA1516.1-MOM-11.2.1-002,IEEE 1516.1-2010,11.2.1,RTI does not create hidden MOM subscriptions,HLA1516.1-MOM-11.2.1-002,hla2010/backends/python/mom.py; hla2010/backends/python/state.py,tests/mom/test_mom_catalog_validation_v012.py,requirements/2010/hla1516_1_priority_clauses_4_8_11.csv,mapped,Clause-level MOM subscription-prohibition row mapped to explicit no-hidden-subscription runtime coverage
HLA1516.1-MOM-11.3-003,IEEE 1516.1-2010,11.3,MOM request to report behavior,HLA1516.1-MOM-11.3-003,hla2010/backends/python/mom_reporting.py,tests/verification/test_mom_observer_slice_v013.py::test_mom_observer_slice_reconstructs_mim_request_report_exchange; tests/mom/test_mom_catalog_validation_v012.py::test_rejected_mom_report_request_does_not_emit_positive_mim_report,requirements/2010/hla1516_1_priority_clauses_4_8_11.csv; analysis/compliance/verification_assets.json; analysis/compliance/verification_traceability.csv,mapped,Clause-level extraction row mapped to exact request-report success evidence plus explicit non-emission on rejected MOM request handling.
HLA1516.1-MOM-11.3-004,IEEE 1516.1-2010,11.3,MOM report interactions are emitted with the standard payload,HLA1516.1-MOM-11.3-004,hla2010/backends/python/mom_reporting.py,tests/mom/test_mom_catalog_validation_v012.py::test_mom_report_payload_uses_exact_mim_catalog_parameters; tests/mom/test_mom_catalog_validation_v012.py::test_rejected_mom_report_request_does_not_emit_positive_mim_report,requirements/2010/hla1516_1_priority_clauses_4_8_11.csv,mapped,Clause-level extraction row mapped to exact positive MOM report payload evidence plus explicit non-emission on rejected report-producing paths.
HLA1516.1-MOM-11.3-006,IEEE 1516.1-2010,11.3,Rejected MOM requests actions or federate-sent MOM reports do not emit the corresponding positive MOM report interaction,HLA1516.1-MOM-11.3-006,hla2010/backends/python/mom_actions.py; hla2010/backends/python/mom_reporting.py,tests/mom/test_mom_catalog_validation_v012.py::test_rejected_mom_report_request_does_not_emit_positive_mim_report; tests/mom/test_mom_catalog_validation_v012.py::test_rejected_mom_adjustment_emits_exception_but_not_service_invocation_report; tests/mom/test_mom_catalog_validation_v012.py::test_strict_mom_rejects_federate_sent_report_interaction,requirements/2010/hla1516_1_priority_clauses_4_8_11.csv,mapped,Focused runtime proof now shows rejected MOM paths emit MOMexception when appropriate but not the corresponding positive report interaction.
HLA1516.1-MOM-11.2.1-001,IEEE 1516.1-2010,11.2.1,MOM classes can be extended by subclasses and additional attributes,HLA1516.1-MOM-11.2.1-001,hla2010/fom.py; hla2010/resources/foms/HLAstandardMIM.xml,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_1_priority_clauses_4_8_11.csv,mapped,Focused catalog merge proof shows the standard MOM class tree accepts extension by added attributes and subclasses without altering baseline MIM declarations
HLA1516.1-MOM-11.3.1-002,IEEE 1516.1-2010,11.3.1,Nonstandard MOM interaction parameters are ignored on receipt,HLA1516.1-MOM-11.3.1-002,hla2010/backends/python/mom_actions.py; hla2010/mom_catalog.py,tests/mom/test_mom_catalog_validation_v012.py,requirements/2010/hla1516_1_priority_clauses_4_8_11.csv,mapped,Focused runtime proof injects an extra declared parameter on a MOM adjust interaction and shows the RTI performs the standard action without emitting a MOM exception
HLA1516.1-MOM-11.5-001,IEEE 1516.1-2010,11.5,Service invocation reporting,HLA1516.1-MOM-11.5-001,hla2010/service_reporting.py; hla2010/backends/python/mom_reporting.py,tests/verification/test_mom_observer_slice_v013.py::test_mom_observer_slice_reconstructs_service_invocation_reporting; tests/mom/test_mom_catalog_validation_v012.py::test_rejected_mom_adjustment_emits_exception_but_not_service_invocation_report,requirements/2010/hla1516_1_priority_clauses_4_8_11.csv; analysis/compliance/verification_assets.json; analysis/compliance/verification_traceability.csv,mapped,Clause-level extraction row mapped to exact positive service-invocation reporting evidence plus explicit non-emission on rejected MOM adjustments.
HLA1516.1-MOM-11.5-003,IEEE 1516.1-2010,11.5,Rejected MOM adjustments do not emit HLAreportServiceInvocation,HLA1516.1-MOM-11.5-003,hla2010/service_reporting.py; hla2010/backends/python/mom_actions.py; hla2010/backends/python/mom_reporting.py,tests/mom/test_mom_catalog_validation_v012.py::test_rejected_mom_adjustment_emits_exception_but_not_service_invocation_report,requirements/2010/hla1516_1_priority_clauses_4_8_11.csv,mapped,Focused runtime proof shows rejected MOM adjustments can emit HLAreportMOMexception but do not emit HLAreportServiceInvocation.
HLA1516.1-MOM-11.4.1-006,IEEE 1516.1-2010,11.4.1,MOM messages carry no timestamp or retraction metadata,HLA1516.1-MOM-11.4.1-006,hla2010/backends/python/mom.py; hla2010/backends/python/mom_reporting.py,tests/mom/test_mom_catalog_validation_v012.py,requirements/2010/hla1516_1_priority_clauses_4_8_11.csv,mapped,Clause-level MOM transport row mapped to explicit receive-order no-time-metadata coverage
HLA1516.1-MOM-11.4.1-005,IEEE 1516.1-2010,11.4.1,RTI does not join as a time-managed MOM federate,HLA1516.1-MOM-11.4.1-005,hla2010/backends/python/mom.py; hla2010/backends/python/state.py,tests/mom/test_mom_catalog_validation_v012.py,requirements/2010/hla1516_1_priority_clauses_4_8_11.csv,mapped,Clause-level MOM time-state row mapped to explicit runtime proof that the RTI is not represented as a joined time-managed federate
HLA1516.1-MOM-11.4.1-007,IEEE 1516.1-2010,11.4.1,MOM instance attributes remain under RTI ownership,HLA1516.1-MOM-11.4.1-007,hla2010/backends/python/mom.py; hla2010/backends/python/state.py,tests/mom/test_mom_catalog_validation_v012.py,requirements/2010/hla1516_1_priority_clauses_4_8_11.csv,mapped,Clause-level MOM ownership-transfer prohibition row mapped to explicit RTI-ownership invariant coverage
HLA1516.1-MOM-11.4.1-008,IEEE 1516.1-2010,11.4.1,MOM messages retain fixed reliable transport and receive order,HLA1516.1-MOM-11.4.1-008,hla2010/backends/python/mom.py; hla2010/backends/python/mom_reporting.py,tests/mom/test_mom_catalog_validation_v012.py,requirements/2010/hla1516_1_priority_clauses_4_8_11.csv,mapped,Clause-level MOM order and transport row mapped to explicit runtime traffic invariant coverage
HLA1516.1-MOM-11.4.1-009,IEEE 1516.1-2010,11.4.1,MOM rejects DDM region services,HLA1516.1-MOM-11.4.1-009,hla2010/backends/python/ddm.py; hla2010/backends/python/mom.py,tests/mom/test_mom_catalog_validation_v012.py,requirements/2010/hla1516_1_priority_clauses_4_8_11.csv,mapped,Clause-level MOM DDM-prohibition row mapped to explicit region-service rejection coverage
HLA1516.1-MOM-11.6-001,IEEE 1516.1-2010,11.6,MOM table information appears in compliant FOMs without alteration,HLA1516.1-MOM-11.6-001,hla2010/fom.py; hla2010/resources/foms/HLAstandardMIM.xml,tests/factories/test_fom_omt_parsing.py,requirements/2010/hla1516_1_priority_clauses_4_8_11.csv,mapped,Focused catalog invariant proof compares every standard MIM object and interaction declaration against the merged active catalog
HLA1516.1-DM-5.1-004,IEEE 1516.1-2010,5.1,Declaration management operates while federates are time managed,HLA1516.1-DM-5.1-004,hla2010/backends/python/declaration.py; hla2010/backends/python/time_services.py,tests/backends/test_python_backend_object_ownership_extended.py,requirements/2010/hla1516_1_clause_5_declaration_management.csv,partial,Focused runtime test shows DM behavior while time management is enabled; the clause remains broader than one two-federate proof
HLA1516.1-DM-5.1.5-001,IEEE 1516.1-2010,5.1.5,DM and DDM subscription interplay,HLA1516.1-DM-5.1.5-001,hla2010/backends/python/declaration.py; hla2010/backends/python/ddm.py; hla2010/backends/python/subscriptions.py,tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_clause_5_declaration_management.csv,mapped,Focused runtime proof now shows DM publication cooperating with region-scoped DDM object and interaction subscriptions
HLA1516.1-DM-5.1.6-001,IEEE 1516.1-2010,5.1.6,Update-rate reduction subscription support,HLA1516.1-DM-5.1.6-001,hla2010/fom.py; hla2010/backends/python/declaration.py; hla2010/backends/python/object_delivery.py,tests/backends/test_python_backend_support_services.py::test_update_rate_designator_throttles_timed_reflects; tests/backends/test_python_backend_support_services.py::test_update_rate_designator_does_not_suppress_receive_order_updates; tests/backends/test_python_backend_support_services.py::test_fom_declared_update_rate_defaults_apply_to_inherited_and_regioned_subscriptions; tests/scenarios/test_object_management_backend_matrix.py::test_python_update_rate_matrix; tests/vendors/test_pitch_real_backend_matrix.py::test_pitch_backend_update_rate_matrix,requirements/2010/hla1516_1_clause_5_declaration_management.csv; docs/rti_options_and_test_matrix.md,partial,The backend now proves explicit and FOM-declared update-rate defaults across direct inherited and regioned subscriptions plus receive-order non-suppression when no logical-time basis exists. Broader vendor-style update-rate policies remain outside the current model.
HLA1516.1-DM-5.2-001,IEEE 1516.1-2010,5.2,Publish Object Class Attributes,HLA1516.1-DM-5.2-001,hla2010/backends/python/declaration.py,tests/backends/test_python_backend_object_ownership_extended.py,requirements/2010/hla1516_1_clause_5_declaration_management.csv,mapped,Clause-level declaration-management row mapped to explicit publish service coverage
HLA1516.1-DM-5.2-003,IEEE 1516.1-2010,5.2,Publish rejects unavailable attributes,HLA1516.1-DM-5.2-003,hla2010/backends/python/declaration.py,tests/backends/test_python_backend_time_ddm_extended.py,requirements/2010/hla1516_1_clause_5_declaration_management.csv,mapped,Clause-level declaration-management negative row mapped to strict-publication validation
HLA1516.1-DM-5.3-001,IEEE 1516.1-2010,5.3,Unpublish Object Class Attributes,HLA1516.1-DM-5.3-001,hla2010/backends/python/declaration.py,tests/backends/test_python_backend_object_ownership_extended.py,requirements/2010/hla1516_1_clause_5_declaration_management.csv,mapped,Clause-level declaration-management row mapped to explicit unpublish-object-attributes service coverage
HLA1516.1-DM-5.3-002,IEEE 1516.1-2010,5.3,Unpublish removes strict update authority,HLA1516.1-DM-5.3-002,hla2010/backends/python/declaration.py; hla2010/backends/python/object_delivery.py,tests/backends/test_python_backend_object_ownership_extended.py,requirements/2010/hla1516_1_clause_5_declaration_management.csv,mapped,Clause-level declaration-management row mapped to direct post-unpublish strict update rejection
HLA1516.1-DM-5.4-001,IEEE 1516.1-2010,5.4,Publish Interaction Class,HLA1516.1-DM-5.4-001,hla2010/backends/python/declaration.py,tests/backends/test_python_backend_object_ownership_extended.py,requirements/2010/hla1516_1_clause_5_declaration_management.csv,mapped,Clause-level declaration-management row mapped to explicit publish-interaction service coverage
HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,Subscribe Object Class Attributes,HLA1516.1-DM-5.6-001,hla2010/backends/python/declaration.py,tests/backends/test_python_backend_object_ownership_extended.py,requirements/2010/hla1516_1_clause_5_declaration_management.csv,mapped,Clause-level declaration-management row mapped to explicit subscribe service coverage
