packet_requirement_id,curated_requirement_id,standard,clause,feature,reconciliation_kind,source_detail,requirement_text,packet_verification_method,current_test_id,current_status,implementation_area,source_packet_file,notes
HLA1516.2-XML-SCHEMA-ELEM-0317,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=OMT; category=element; name=discriminant; type_or_kind=IdentifierType; minOccurs=; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'discriminant' in the OMT schema with declared type/reference IdentifierType.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0318,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=OMT; category=element; name=dataType; type_or_kind=ReferenceType; minOccurs=; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'dataType' in the OMT schema with declared type/reference ReferenceType.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0319,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=OMT; category=element; name=alternative; type_or_kind=; minOccurs=0; maxOccurs=unbounded; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'alternative' in the OMT schema with declared type/reference as defined and occurrence bounds min=0 max=unbounded.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0320,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=OMT; category=element; name=enumerator; type_or_kind=NonEmptyString; minOccurs=; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'enumerator' in the OMT schema with declared type/reference NonEmptyString.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0321,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=OMT; category=element; name=name; type_or_kind=IdentifierType; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'name' in the OMT schema with declared type/reference IdentifierType and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0322,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=OMT; category=element; name=dataType; type_or_kind=ReferenceType; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'dataType' in the OMT schema with declared type/reference ReferenceType and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0323,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=OMT; category=element; name=semantics; type_or_kind=String; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'semantics' in the OMT schema with declared type/reference String and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0324,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=OMT; category=element; name=encoding; type_or_kind=variantRecordEncodingType; minOccurs=; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'encoding' in the OMT schema with declared type/reference variantRecordEncodingType.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0325,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=OMT; category=element; name=semantics; type_or_kind=String; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'semantics' in the OMT schema with declared type/reference String and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0326,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=OMT; category=element; name=arrayData; type_or_kind=; minOccurs=0; maxOccurs=unbounded; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'arrayData' in the OMT schema with declared type/reference as defined and occurrence bounds min=0 max=unbounded.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0327,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=OMT; category=element; name=name; type_or_kind=IdentifierType; minOccurs=; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'name' in the OMT schema with declared type/reference IdentifierType.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0328,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=OMT; category=element; name=dataType; type_or_kind=ReferenceType; minOccurs=; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'dataType' in the OMT schema with declared type/reference ReferenceType.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0329,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=OMT; category=element; name=cardinality; type_or_kind=cardinalityType; minOccurs=; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'cardinality' in the OMT schema with declared type/reference cardinalityType.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0330,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=OMT; category=element; name=encoding; type_or_kind=arrayDatatypeEncodingType; minOccurs=; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'encoding' in the OMT schema with declared type/reference arrayDatatypeEncodingType.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0331,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=OMT; category=element; name=semantics; type_or_kind=String; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'semantics' in the OMT schema with declared type/reference String and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0332,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=OMT; category=element; name=note; type_or_kind=; minOccurs=0; maxOccurs=unbounded; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'note' in the OMT schema with declared type/reference as defined and occurrence bounds min=0 max=unbounded.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0333,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=OMT; category=element; name=label; type_or_kind=xs:ID; minOccurs=; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'label' in the OMT schema with declared type/reference xs:ID.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0334,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=OMT; category=element; name=semantics; type_or_kind=String; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'semantics' in the OMT schema with declared type/reference String and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0335,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=DIF; category=element; name=objectModel; type_or_kind=objectModelType; minOccurs=; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'objectModel' in the DIF schema with declared type/reference objectModelType.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0336,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=DIF; category=element; name=modelIdentification; type_or_kind=modelIdentificationType; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'modelIdentification' in the DIF schema with declared type/reference modelIdentificationType and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0337,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=DIF; category=element; name=serviceUtilization; type_or_kind=serviceUtilizationType; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'serviceUtilization' in the DIF schema with declared type/reference serviceUtilizationType and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0338,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=DIF; category=element; name=objects; type_or_kind=objectsType; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'objects' in the DIF schema with declared type/reference objectsType and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
HLA1516.2-XML-SCHEMA-ELEM-0339,HLA1516.2-OMT-E-001;HLA1516.2-XML-ANNEX-001;HLA1516.2-XML-ANNEX-003;HLA1516.2-XML-ANNEX-004;HLA1516.2-XML-ANNEX-005;HLA1516.2-XML-D-001,IEEE 1516.2-2010,Annex D/E,XML-SCHEMA-ELEMENTS,xsd_element_detail,schema=DIF; category=element; name=interactions; type_or_kind=interactionsType; minOccurs=0; maxOccurs=; ref_or_mixed=,OMT/FDD/DIF XML processor shall recognize schema element 'interactions' in the DIF schema with declared type/reference interactionsType and occurrence bounds min=0 max=default.,XML schema validation/static test,tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_with_omt_schema_validation_accepts_restaurant_reference_module_and_rejects_invalid_document;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_emits_schema_valid_xml_and_preserves_identification;tests/factories/test_fom_omt_parsing.py::test_serialize_fom_module_preserves_metadata_subset_across_round_trip,partial,omt.xml_schema.validation,hla_1516_omt_xml_detailed_requirements_v1_0.csv,"Current repo-native XML/schema tests validate family-level Annex D/E conformance and semantic round-trip behavior, but do not treat each imported XSD element or type as its own direct curated requirement."
