requirement_id,parent_requirement_id,standard,clause,service_group,service,decomposition_kind,requirement_text,source_type,implementation_area,linked_methods,verification_method,test_id,status,notes
HLA1516.1-FM-4.13-EXC-001,HLA1516.1-FM-4.13-001,IEEE 1516.1-2010,4.13,FM,Announce Synchronization Point,EXC,Announce Synchronization Point shall remain a distinct late-join synchronization callback that delivers the open label and tag before completion rather than collapsing into only the later federation-synchronized outcome.,seeded-decomposition,synchronization,announceSynchronizationPoint,callback outcome matrix,test_whole_federation_synchronization_announces_late_joiner_before_completion,mapped,Direct late-join synchronization witness now proves the late federate receives an announceSynchronizationPoint callback with the open label and tag before the later federationSynchronized completion callback.
HLA1516.1-FM-4.13-MOM-001,HLA1516.1-FM-4.13-001,IEEE 1516.1-2010,4.13,FM,Announce Synchronization Point,MOM,"Announce Synchronization Point effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",seeded-decomposition,synchronization,announceSynchronizationPoint,observer verification slice,test_synchronization_lifecycle_states_are_visible_in_mom_summary,mapped,Observer summary records the announced-target set for the synchronization point alongside the delivery callback.
HLA1516.1-FM-4.13-TEST-001,HLA1516.1-FM-4.13-001,IEEE 1516.1-2010,4.13,FM,Announce Synchronization Point,TEST,"Announce Synchronization Point shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",seeded-decomposition,synchronization,announceSynchronizationPoint,test plan + backend matrix placeholder,test_grpc_transport_can_host_python_rti_synchronization_end_to_end;test_rest_transport_can_host_python_rti_synchronization_end_to_end,mapped,The direct Python 2010 lane is proven directly; hosted gRPC and REST synchronization replay is recorded separately in backend-resolution evidence.
HLA1516.1-FM-4.14-SIG-001,HLA1516.1-FM-4.14-001,IEEE 1516.1-2010,4.14,FM,Synchronization Point Achieved,SIG,RTI shall provide the Synchronization Point Achieved.,seeded-decomposition,synchronization,synchronizationPointAchieved,api surface + service verification,test_synchronization_point_achieved_rejects_not_connected_not_joined_and_unknown_label,mapped,Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.14-001.
HLA1516.1-FM-4.14-PRE-001,HLA1516.1-FM-4.14-001,IEEE 1516.1-2010,4.14,FM,Synchronization Point Achieved,PRE,"Synchronization Point Achieved shall require the caller to satisfy the connected, joined, and in-progress state guards applicable to clause 4.14.",seeded-decomposition,synchronization,synchronizationPointAchieved,negative service test,test_synchronization_point_achieved_rejects_not_connected_not_joined_and_unknown_label,mapped,Generated precondition slice for clause 4.14 based on the existing engineering seed row.
HLA1516.1-FM-4.14-EFF-001,HLA1516.1-FM-4.14-001,IEEE 1516.1-2010,4.14,FM,Synchronization Point Achieved,EFF,Successful Synchronization Point Achieved processing shall record achieved and failed federate participation for the announced label until federation synchronization completes.,seeded-decomposition,synchronization,synchronizationPointAchieved,stateful integration test,test_synchronization_lifecycle_states_are_visible_in_mom_summary,mapped,Direct synchronization lifecycle witness now proves achievement marks the reporting federate as achieved preserves non-reporting federates as pending and carries failed participants into the final synchronization outcome.
HLA1516.1-FM-4.14-CB-001,HLA1516.1-FM-4.14-001,IEEE 1516.1-2010,4.14,FM,Synchronization Point Achieved,CB,"Synchronization Point Achieved shall trigger the clause-defined success, failure, or status callbacks to the appropriate federates.",seeded-decomposition,synchronization,synchronizationPointAchieved,callback and integration test,test_synchronization_point_achieved_rejects_not_connected_not_joined_and_unknown_label,mapped,Generated callback-delivery slice for clause 4.14 tied to the current callback evidence.
HLA1516.1-FM-4.14-EXC-001,HLA1516.1-FM-4.14-001,IEEE 1516.1-2010,4.14,FM,Synchronization Point Achieved,EXC,Synchronization Point Achieved shall distinguish the clause-defined failure modes instead of collapsing them into generic RTIinternalError behavior.,seeded-decomposition,synchronization,synchronizationPointAchieved,negative exception matrix,test_synchronization_point_achieved_rejects_not_connected_not_joined_and_unknown_label,mapped,Generated failure-category slice for clause 4.14 tied to current negative-path or callback-outcome coverage.
HLA1516.1-FM-4.14-MOM-001,HLA1516.1-FM-4.14-001,IEEE 1516.1-2010,4.14,FM,Synchronization Point Achieved,MOM,"Synchronization Point Achieved effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",seeded-decomposition,synchronization,synchronizationPointAchieved,observer verification slice,test_synchronization_lifecycle_states_are_visible_in_mom_summary,mapped,Observer summary shows achieved reported and failed federate sets as synchronization participation evolves.
HLA1516.1-FM-4.14-TEST-001,HLA1516.1-FM-4.14-001,IEEE 1516.1-2010,4.14,FM,Synchronization Point Achieved,TEST,"Synchronization Point Achieved shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",seeded-decomposition,synchronization,synchronizationPointAchieved,test plan + backend matrix placeholder,test_grpc_transport_can_host_python_rti_synchronization_end_to_end;test_rest_transport_can_host_python_rti_synchronization_end_to_end,mapped,The direct Python 2010 lane is proven directly; hosted gRPC and REST synchronization replay is recorded separately in backend-resolution evidence.
HLA1516.1-FM-4.15-SIG-001,HLA1516.1-FM-4.15-001,IEEE 1516.1-2010,4.15,FM,Federation Synchronized,SIG,RTI shall deliver the federates when a synchronization point is achieved federation wide.,seeded-decomposition,synchronization,federationSynchronized,callback surface verification,test_startup_helper_connects_joins_and_completes_ready_to_run_sync_point,mapped,Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.15-001.
HLA1516.1-FM-4.15-PRE-001,HLA1516.1-FM-4.15-001,IEEE 1516.1-2010,4.15,FM,Federation Synchronized,PRE,The Federation Synchronized requirement shall apply only when the synchronization or save/restore preconditions for clause 4.15 are satisfied.,seeded-decomposition,synchronization,federationSynchronized,callback trigger test,test_startup_helper_connects_joins_and_completes_ready_to_run_sync_point,mapped,Generated precondition slice for clause 4.15 based on the existing engineering seed row.
HLA1516.1-FM-4.15-EFF-001,HLA1516.1-FM-4.15-001,IEEE 1516.1-2010,4.15,FM,Federation Synchronized,EFF,Federation Synchronized shall deliver the synchronization label to participating federates once all targeted federates report achievement for that point.,seeded-decomposition,synchronization,federationSynchronized,callback and integration test,test_startup_helper_connects_joins_and_completes_ready_to_run_sync_point;test_synchronization_lifecycle_states_are_visible_in_mom_summary,mapped,Direct startup and lifecycle synchronization witnesses now prove all participating federates receive the completed synchronization label when the point closes.
HLA1516.1-FM-4.15-CB-001,HLA1516.1-FM-4.15-001,IEEE 1516.1-2010,4.15,FM,Federation Synchronized,CB,The Federation Synchronized callback shall be delivered to the appropriate federates with the clause-defined payload and timing semantics.,seeded-decomposition,synchronization,federationSynchronized,callback and integration test,test_startup_helper_connects_joins_and_completes_ready_to_run_sync_point,mapped,Generated callback-delivery slice for clause 4.15 tied to the current callback evidence.
HLA1516.1-FM-4.15-EXC-001,HLA1516.1-FM-4.15-001,IEEE 1516.1-2010,4.15,FM,Federation Synchronized,EXC,Federation Synchronized shall surface unsuccessful participants in its failed-federate set instead of collapsing partial failure into an unlabeled success-only callback.,seeded-decomposition,synchronization,federationSynchronized,callback outcome matrix,test_synchronization_lifecycle_states_are_visible_in_mom_summary,mapped,Direct synchronization lifecycle witness now proves the completed callback carries the failed federate handle set when one participant reports synchronization failure.
HLA1516.1-FM-4.15-MOM-001,HLA1516.1-FM-4.15-001,IEEE 1516.1-2010,4.15,FM,Federation Synchronized,MOM,"Federation Synchronized effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",seeded-decomposition,synchronization,federationSynchronized,observer verification slice,test_synchronization_lifecycle_states_are_visible_in_mom_summary,mapped,Observer summary clears the synchronization point once federationSynchronized has been delivered.
HLA1516.1-FM-4.15-TEST-001,HLA1516.1-FM-4.15-001,IEEE 1516.1-2010,4.15,FM,Federation Synchronized,TEST,"Federation Synchronized shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",seeded-decomposition,synchronization,federationSynchronized,test plan + backend matrix placeholder,test_grpc_transport_can_host_python_rti_synchronization_end_to_end;test_rest_transport_can_host_python_rti_synchronization_end_to_end,mapped,The direct Python 2010 lane is proven directly; hosted gRPC and REST synchronization replay is recorded separately in backend-resolution evidence.
HLA1516.1-FM-4.16-SIG-001,HLA1516.1-FM-4.16-001,IEEE 1516.1-2010,4.16,FM,Request Federation Save,SIG,RTI shall provide the Request Federation Save.,seeded-decomposition,save_restore,requestFederationSave,api surface + service verification,test_request_federation_save_rejects_not_connected_and_not_joined,mapped,Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.16-001.
HLA1516.1-FM-4.16-PRE-001,HLA1516.1-FM-4.16-001,IEEE 1516.1-2010,4.16,FM,Request Federation Save,PRE,"Request Federation Save shall require the caller to satisfy the connected, joined, and in-progress state guards applicable to clause 4.16.",seeded-decomposition,save_restore,requestFederationSave,negative service test,test_request_federation_save_rejects_not_connected_and_not_joined,mapped,Generated precondition slice for clause 4.16 based on the existing engineering seed row.
HLA1516.1-FM-4.16-EFF-001,HLA1516.1-FM-4.16-001,IEEE 1516.1-2010,4.16,FM,Request Federation Save,EFF,Successful Request Federation Save processing shall set the active save label and move joined federates into the instructed-to-save lifecycle status.,seeded-decomposition,save_restore,requestFederationSave,stateful integration test,test_save_restore_lifecycle_states_are_visible_in_mom_summary,mapped,Direct save lifecycle witness now proves requestFederationSave records the active save label and marks joined federates as instructed to save before federate-side save work begins.
HLA1516.1-FM-4.16-CB-001,HLA1516.1-FM-4.16-001,IEEE 1516.1-2010,4.16,FM,Request Federation Save,CB,"Request Federation Save shall trigger the clause-defined success, failure, or status callbacks to the appropriate federates.",seeded-decomposition,save_restore,requestFederationSave,callback and integration test,test_request_federation_save_rejects_not_connected_and_not_joined,mapped,Generated callback-delivery slice for clause 4.16 tied to the current callback evidence.
HLA1516.1-FM-4.16-EXC-001,HLA1516.1-FM-4.16-001,IEEE 1516.1-2010,4.16,FM,Request Federation Save,EXC,Request Federation Save shall distinguish the clause-defined failure modes instead of collapsing them into generic RTIinternalError behavior.,seeded-decomposition,save_restore,requestFederationSave,negative exception matrix,test_request_federation_save_rejects_not_connected_and_not_joined,mapped,Generated failure-category slice for clause 4.16 tied to current negative-path or callback-outcome coverage.
HLA1516.1-FM-4.16-MOM-001,HLA1516.1-FM-4.16-001,IEEE 1516.1-2010,4.16,FM,Request Federation Save,MOM,"Request Federation Save effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",seeded-decomposition,save_restore,requestFederationSave,observer verification slice,test_save_restore_lifecycle_states_are_visible_in_mom_summary,mapped,Observer summary now exposes save_label and instructed-to-save statuses immediately after requestFederationSave.
HLA1516.1-FM-4.16-TEST-001,HLA1516.1-FM-4.16-001,IEEE 1516.1-2010,4.16,FM,Request Federation Save,TEST,"Request Federation Save shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",seeded-decomposition,save_restore,requestFederationSave,test plan + backend matrix placeholder,test_request_federation_save_rejects_not_connected_and_not_joined;test_grpc_transport_can_host_python_rti_save_restore_end_to_end;test_rest_transport_can_host_python_rti_save_restore_end_to_end,mapped,The direct Python 2010 lane is proven directly; hosted gRPC and REST save/restore replay is recorded separately in backend-resolution evidence.
HLA1516.1-FM-4.17-SIG-001,HLA1516.1-FM-4.17-001,IEEE 1516.1-2010,4.17,FM,Initiate Federate Save,SIG,RTI shall deliver the each participating federate to initiate save.,seeded-decomposition,save_restore,initiateFederateSave,callback surface verification,test_synchronization_points_and_save_status_callbacks,mapped,Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.17-001.
HLA1516.1-FM-4.17-PRE-001,HLA1516.1-FM-4.17-001,IEEE 1516.1-2010,4.17,FM,Initiate Federate Save,PRE,The Initiate Federate Save requirement shall apply only when the synchronization or save/restore preconditions for clause 4.17 are satisfied.,seeded-decomposition,save_restore,initiateFederateSave,callback trigger test,test_synchronization_points_and_save_status_callbacks,mapped,Generated precondition slice for clause 4.17 based on the existing engineering seed row.
HLA1516.1-FM-4.17-EFF-001,HLA1516.1-FM-4.17-001,IEEE 1516.1-2010,4.17,FM,Initiate Federate Save,EFF,Initiate Federate Save shall deliver the requested save label to joined federates when a federation save begins.,seeded-decomposition,save_restore,initiateFederateSave,callback and integration test,test_synchronization_points_and_save_status_callbacks;test_save_restore_lifecycle_states_are_visible_in_mom_summary,mapped,Direct save lifecycle witnesses now prove joined federates receive the expected initiateFederateSave callback carrying the active save label when the federation enters save processing.
HLA1516.1-FM-4.17-CB-001,HLA1516.1-FM-4.17-001,IEEE 1516.1-2010,4.17,FM,Initiate Federate Save,CB,The Initiate Federate Save callback shall be delivered to the appropriate federates with the clause-defined payload and timing semantics.,seeded-decomposition,save_restore,initiateFederateSave,callback and integration test,test_synchronization_points_and_save_status_callbacks,mapped,Generated callback-delivery slice for clause 4.17 tied to the current callback evidence.
HLA1516.1-FM-4.17-EXC-001,HLA1516.1-FM-4.17-001,IEEE 1516.1-2010,4.17,FM,Initiate Federate Save,EXC,Initiate Federate Save shall remain a distinct save-start callback that carries the active save label instead of collapsing into only the later federation-saved or save-status-response callbacks.,seeded-decomposition,save_restore,initiateFederateSave,callback outcome matrix,test_synchronization_points_and_save_status_callbacks;test_save_restore_lifecycle_states_are_visible_in_mom_summary,mapped,Direct save lifecycle witnesses now prove initiateFederateSave arrives as its own label-carrying callback before the later federationSaved and federationSaveStatusResponse callbacks.
HLA1516.1-FM-4.17-MOM-001,HLA1516.1-FM-4.17-001,IEEE 1516.1-2010,4.17,FM,Initiate Federate Save,MOM,"Initiate Federate Save effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",seeded-decomposition,save_restore,initiateFederateSave,observer verification slice,test_save_restore_lifecycle_states_are_visible_in_mom_summary,mapped,The initiate save callback is paired with observer-visible save_label and instructed federate statuses in the summary.
HLA1516.1-FM-4.17-TEST-001,HLA1516.1-FM-4.17-001,IEEE 1516.1-2010,4.17,FM,Initiate Federate Save,TEST,"Initiate Federate Save shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",seeded-decomposition,save_restore,initiateFederateSave,test plan + backend matrix placeholder,test_synchronization_points_and_save_status_callbacks;test_grpc_transport_can_host_python_rti_save_restore_end_to_end;test_rest_transport_can_host_python_rti_save_restore_end_to_end,mapped,The direct Python 2010 lane is proven directly; hosted gRPC and REST save/restore replay is recorded separately in backend-resolution evidence.
HLA1516.1-FM-4.18-SIG-001,HLA1516.1-FM-4.18-001,IEEE 1516.1-2010,4.18,FM,Federate Save Begun,SIG,RTI shall provide the Federate Save Begun.,seeded-decomposition,save_restore,federateSaveBegun,api surface + service verification,test_federate_save_begun_rejects_not_connected_not_joined_and_missing_save,mapped,Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.18-001.
HLA1516.1-FM-4.18-PRE-001,HLA1516.1-FM-4.18-001,IEEE 1516.1-2010,4.18,FM,Federate Save Begun,PRE,"Federate Save Begun shall require the caller to satisfy the connected, joined, and in-progress state guards applicable to clause 4.18.",seeded-decomposition,save_restore,federateSaveBegun,negative service test,test_federate_save_begun_rejects_not_connected_not_joined_and_missing_save,mapped,Generated precondition slice for clause 4.18 based on the existing engineering seed row.
HLA1516.1-FM-4.18-EFF-001,HLA1516.1-FM-4.18-001,IEEE 1516.1-2010,4.18,FM,Federate Save Begun,EFF,Successful Federate Save Begun processing shall move the reporting federate into the FEDERATE_SAVING save-status phase while peers remain instructed to save until they also begin saving.,seeded-decomposition,save_restore,federateSaveBegun,stateful integration test,test_save_restore_lifecycle_states_are_visible_in_mom_summary,mapped,Direct save lifecycle witness now proves federateSaveBegun advances only the reporting federate into the FEDERATE_SAVING phase and leaves peer save status unchanged until they begin.
HLA1516.1-FM-4.18-CB-001,HLA1516.1-FM-4.18-001,IEEE 1516.1-2010,4.18,FM,Federate Save Begun,CB,"Federate Save Begun shall trigger the clause-defined success, failure, or status callbacks to the appropriate federates.",seeded-decomposition,save_restore,federateSaveBegun,callback and integration test,test_federate_save_begun_rejects_not_connected_not_joined_and_missing_save,mapped,Generated callback-delivery slice for clause 4.18 tied to the current callback evidence.
HLA1516.1-FM-4.18-EXC-001,HLA1516.1-FM-4.18-001,IEEE 1516.1-2010,4.18,FM,Federate Save Begun,EXC,Federate Save Begun shall distinguish the clause-defined failure modes instead of collapsing them into generic RTIinternalError behavior.,seeded-decomposition,save_restore,federateSaveBegun,negative exception matrix,test_federate_save_begun_rejects_not_connected_not_joined_and_missing_save,mapped,Generated failure-category slice for clause 4.18 tied to current negative-path or callback-outcome coverage.
HLA1516.1-FM-4.18-MOM-001,HLA1516.1-FM-4.18-001,IEEE 1516.1-2010,4.18,FM,Federate Save Begun,MOM,"Federate Save Begun effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",seeded-decomposition,save_restore,federateSaveBegun,observer verification slice,test_save_restore_lifecycle_states_are_visible_in_mom_summary,mapped,Observer summary shows the reporting federate move into FEDERATE_SAVING while peers remain instructed to save.
HLA1516.1-FM-4.18-TEST-001,HLA1516.1-FM-4.18-001,IEEE 1516.1-2010,4.18,FM,Federate Save Begun,TEST,"Federate Save Begun shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",seeded-decomposition,save_restore,federateSaveBegun,test plan + backend matrix placeholder,test_federate_save_begun_rejects_not_connected_not_joined_and_missing_save;test_grpc_transport_can_host_python_rti_save_restore_end_to_end;test_rest_transport_can_host_python_rti_save_restore_end_to_end,mapped,The direct Python 2010 lane is proven directly; hosted gRPC and REST save/restore replay is recorded separately in backend-resolution evidence.
HLA1516.1-FM-4.19-SIG-001,HLA1516.1-FM-4.19-001,IEEE 1516.1-2010,4.19,FM,Federate Save Complete and Federate Save Not Complete,SIG,RTI shall provide the Federate Save Complete and Federate Save Not Complete.,seeded-decomposition,save_restore,federateSaveComplete;federateSaveNotComplete,api surface + service verification,test_federate_save_complete_and_not_complete_reject_missing_save,mapped,Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.19-001.
HLA1516.1-FM-4.19-PRE-001,HLA1516.1-FM-4.19-001,IEEE 1516.1-2010,4.19,FM,Federate Save Complete and Federate Save Not Complete,PRE,"Federate Save Complete and Federate Save Not Complete shall require the caller to satisfy the connected, joined, and in-progress state guards applicable to clause 4.19.",seeded-decomposition,save_restore,federateSaveComplete;federateSaveNotComplete,negative service test,test_federate_save_complete_and_not_complete_reject_missing_save,mapped,Generated precondition slice for clause 4.19 based on the existing engineering seed row.
HLA1516.1-FM-4.19-EFF-001,HLA1516.1-FM-4.19-001,IEEE 1516.1-2010,4.19,FM,Federate Save Complete and Federate Save Not Complete,EFF,Successful Federate Save Complete and Federate Save Not Complete processing shall record per-federate save outcomes and transition completed federates into waiting-for-federation-to-save or failure-cleared states.,seeded-decomposition,save_restore,federateSaveComplete;federateSaveNotComplete,stateful integration test,test_save_restore_lifecycle_states_are_visible_in_mom_summary;test_save_failure_reports_federation_not_saved_and_clears_status,mapped,Direct save lifecycle witnesses now prove save-complete advances the reporting federate into the waiting-for-federation-to-save phase and save-not-complete drives the failed-save clearing path.
HLA1516.1-FM-4.19-CB-001,HLA1516.1-FM-4.19-001,IEEE 1516.1-2010,4.19,FM,Federate Save Complete and Federate Save Not Complete,CB,"Federate Save Complete and Federate Save Not Complete shall trigger the clause-defined success, failure, or status callbacks to the appropriate federates.",seeded-decomposition,save_restore,federateSaveComplete;federateSaveNotComplete,callback and integration test,test_federate_save_complete_and_not_complete_reject_missing_save,mapped,Generated callback-delivery slice for clause 4.19 tied to the current callback evidence.
HLA1516.1-FM-4.19-EXC-001,HLA1516.1-FM-4.19-001,IEEE 1516.1-2010,4.19,FM,Federate Save Complete and Federate Save Not Complete,EXC,Federate Save Complete and Federate Save Not Complete shall distinguish the clause-defined failure modes instead of collapsing them into generic RTIinternalError behavior.,seeded-decomposition,save_restore,federateSaveComplete;federateSaveNotComplete,negative exception matrix,test_federate_save_complete_and_not_complete_reject_missing_save,mapped,Generated failure-category slice for clause 4.19 tied to current negative-path or callback-outcome coverage.
HLA1516.1-FM-4.19-MOM-001,HLA1516.1-FM-4.19-001,IEEE 1516.1-2010,4.19,FM,Federate Save Complete and Federate Save Not Complete,MOM,"Federate Save Complete and Federate Save Not Complete effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",seeded-decomposition,save_restore,federateSaveComplete;federateSaveNotComplete,observer verification slice,test_save_restore_lifecycle_states_are_visible_in_mom_summary,mapped,Observer summary shows waiting-for-federation-to-save and the subsequent cleared state once the save completes or is aborted.
HLA1516.1-FM-4.19-TEST-001,HLA1516.1-FM-4.19-001,IEEE 1516.1-2010,4.19,FM,Federate Save Complete and Federate Save Not Complete,TEST,"Federate Save Complete and Federate Save Not Complete shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",seeded-decomposition,save_restore,federateSaveComplete;federateSaveNotComplete,test plan + backend matrix placeholder,test_federate_save_complete_and_not_complete_reject_missing_save;test_grpc_transport_can_host_python_rti_save_restore_end_to_end;test_rest_transport_can_host_python_rti_save_restore_end_to_end,mapped,The direct Python 2010 lane is proven directly; hosted gRPC and REST save/restore replay is recorded separately in backend-resolution evidence.
HLA1516.1-FM-4.20-SIG-001,HLA1516.1-FM-4.20-001,IEEE 1516.1-2010,4.20,FM,Federation Saved and Federation Not Saved,SIG,RTI shall deliver the Federation Saved or Federation Not Saved according to save outcome.,seeded-decomposition,save_restore,federationSaved;federationNotSaved,callback surface verification,test_save_failure_reports_federation_not_saved_and_clears_status,mapped,Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.20-001.
HLA1516.1-FM-4.20-PRE-001,HLA1516.1-FM-4.20-001,IEEE 1516.1-2010,4.20,FM,Federation Saved and Federation Not Saved,PRE,The Federation Saved and Federation Not Saved requirement shall apply only when the synchronization or save/restore preconditions for clause 4.20 are satisfied.,seeded-decomposition,save_restore,federationSaved;federationNotSaved,callback trigger test,test_save_failure_reports_federation_not_saved_and_clears_status,mapped,Generated precondition slice for clause 4.20 based on the existing engineering seed row.
HLA1516.1-FM-4.20-EFF-001,HLA1516.1-FM-4.20-001,IEEE 1516.1-2010,4.20,FM,Federation Saved and Federation Not Saved,EFF,Federation Saved and Federation Not Saved callbacks shall report successful save completion or federate-reported save failure and clear active save state afterward.,seeded-decomposition,save_restore,federationSaved;federationNotSaved,callback and integration test,test_save_restore_lifecycle_states_are_visible_in_mom_summary;test_save_failure_reports_federation_not_saved_and_clears_status,mapped,Direct save lifecycle witnesses now prove joined federates receive the successful federationSaved callback or the unsuccessful federationNotSaved callback and then return to the no-save-in-progress state.
HLA1516.1-FM-4.20-CB-001,HLA1516.1-FM-4.20-001,IEEE 1516.1-2010,4.20,FM,Federation Saved and Federation Not Saved,CB,The Federation Saved and Federation Not Saved callback shall be delivered to the appropriate federates with the clause-defined payload and timing semantics.,seeded-decomposition,save_restore,federationSaved;federationNotSaved,callback and integration test,test_save_failure_reports_federation_not_saved_and_clears_status,mapped,Generated callback-delivery slice for clause 4.20 tied to the current callback evidence.
HLA1516.1-FM-4.20-EXC-001,HLA1516.1-FM-4.20-001,IEEE 1516.1-2010,4.20,FM,Federation Saved and Federation Not Saved,EXC,Federation Saved and Federation Not Saved shall distinguish successful completion federate-reported failure and aborted-save outcomes through distinct callback names and failure reasons.,seeded-decomposition,save_restore,federationSaved;federationNotSaved,callback outcome matrix,test_save_failure_reports_federation_not_saved_and_clears_status;test_abort_federation_save_reports_aborted_and_clears_status,mapped,Direct save outcome witnesses now prove the repo emits federationSaved for success and federationNotSaved with FEDERATE_REPORTED_FAILURE_DURING_SAVE or SAVE_ABORTED when save completion fails.
HLA1516.1-FM-4.20-MOM-001,HLA1516.1-FM-4.20-001,IEEE 1516.1-2010,4.20,FM,Federation Saved and Federation Not Saved,MOM,"Federation Saved and Federation Not Saved effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",seeded-decomposition,save_restore,federationSaved;federationNotSaved,observer verification slice,test_save_restore_keeps_mom_summary_coherent_for_joined_federates,mapped,Directly asserts save/restore lifecycle leaves MOM observer state coherent for the joined federates.
HLA1516.1-FM-4.20-TEST-001,HLA1516.1-FM-4.20-001,IEEE 1516.1-2010,4.20,FM,Federation Saved and Federation Not Saved,TEST,"Federation Saved and Federation Not Saved shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",seeded-decomposition,save_restore,federationSaved;federationNotSaved,test plan + backend matrix placeholder,test_save_failure_reports_federation_not_saved_and_clears_status;test_grpc_transport_can_host_python_rti_save_restore_end_to_end;test_rest_transport_can_host_python_rti_save_restore_end_to_end,mapped,The direct Python 2010 lane is proven directly; hosted gRPC and REST save/restore replay is recorded separately in backend-resolution evidence.
HLA1516.1-FM-4.21-SIG-001,HLA1516.1-FM-4.21-001,IEEE 1516.1-2010,4.21,FM,Abort Federation Save,SIG,RTI shall provide the Abort Federation Save.,seeded-decomposition,save_restore,abortFederationSave,api surface + service verification,test_abort_federation_save_requires_save_in_progress,mapped,Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.21-001.
HLA1516.1-FM-4.21-PRE-001,HLA1516.1-FM-4.21-001,IEEE 1516.1-2010,4.21,FM,Abort Federation Save,PRE,"Abort Federation Save shall require the caller to satisfy the connected, joined, and in-progress state guards applicable to clause 4.21.",seeded-decomposition,save_restore,abortFederationSave,negative service test,test_abort_federation_save_requires_save_in_progress,mapped,Generated precondition slice for clause 4.21 based on the existing engineering seed row.
HLA1516.1-FM-4.21-EFF-001,HLA1516.1-FM-4.21-001,IEEE 1516.1-2010,4.21,FM,Abort Federation Save,EFF,Successful Abort Federation Save processing shall clear the active save label and report the standard SAVE_ABORTED outcome to joined federates.,seeded-decomposition,save_restore,abortFederationSave,stateful integration test,test_abort_federation_save_reports_aborted_and_clears_status,mapped,Direct save-abort witness now proves abortFederationSave clears the active save state and emits the standard SAVE_ABORTED unsuccessful-save outcome.
HLA1516.1-FM-4.21-CB-001,HLA1516.1-FM-4.21-001,IEEE 1516.1-2010,4.21,FM,Abort Federation Save,CB,"Abort Federation Save shall trigger the clause-defined success, failure, or status callbacks to the appropriate federates.",seeded-decomposition,save_restore,abortFederationSave,callback and integration test,test_abort_federation_save_requires_save_in_progress,mapped,Generated callback-delivery slice for clause 4.21 tied to the current callback evidence.
HLA1516.1-FM-4.21-EXC-001,HLA1516.1-FM-4.21-001,IEEE 1516.1-2010,4.21,FM,Abort Federation Save,EXC,Abort Federation Save shall distinguish the clause-defined failure modes instead of collapsing them into generic RTIinternalError behavior.,seeded-decomposition,save_restore,abortFederationSave,negative exception matrix,test_abort_federation_save_requires_save_in_progress,mapped,Generated failure-category slice for clause 4.21 tied to current negative-path or callback-outcome coverage.
HLA1516.1-FM-4.21-MOM-001,HLA1516.1-FM-4.21-001,IEEE 1516.1-2010,4.21,FM,Abort Federation Save,MOM,"Abort Federation Save effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",seeded-decomposition,save_restore,abortFederationSave,observer verification slice,test_save_restore_lifecycle_states_are_visible_in_mom_summary,mapped,Observer summary clears save_label and save_status after the aborted save path.
HLA1516.1-FM-4.21-TEST-001,HLA1516.1-FM-4.21-001,IEEE 1516.1-2010,4.21,FM,Abort Federation Save,TEST,"Abort Federation Save shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",seeded-decomposition,save_restore,abortFederationSave,test plan + backend matrix placeholder,test_abort_federation_save_requires_save_in_progress;test_grpc_transport_can_host_python_rti_save_restore_end_to_end;test_rest_transport_can_host_python_rti_save_restore_end_to_end,mapped,The direct Python 2010 lane is proven directly; hosted gRPC and REST save/restore replay is recorded separately in backend-resolution evidence.
