master_requirement_id,standard,clause,capability,feature,master_requirement_type,harmonization_status,harmonization_source_file,curated_requirement_id,current_test_id,implementation_area,notes
HLA1516.1-OM-6_6-FEDCB-001-ORD-DUP02,IEEE 1516.1-2010,6.6,CAP-OM,OM-multipleObjectInstanceNameReservationFailed,CB_ORD,partial,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.6-001,tests/backends/test_python_backend_time_ddm_extended.py::test_name_reservation_ddm_regions_ownership_and_time_support;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_callback_activity_is_visible_in_mom_summary,object_management.callback_dispatch,"This imported object-management callback-order row remains partial because current tests prove callback occurrence and some sequencing, but not the full standard ordering envelope."
HLA1516.1-OM-6_6-FEDCB-001-SIG,IEEE 1516.1-2010,6.6,CAP-OM,OM-multipleObjectInstanceNameReservationSucceeded,CB_SIG,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.6-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_time_ddm_extended.py::test_name_reservation_ddm_regions_ownership_and_time_support,object_management.callbacks.multipleObjectInstanceNameReservationSucceeded,This imported object-management callback-signature row is directly covered by the Clause 6 source-binding signature audit.
HLA1516.1-OM-6_6-FEDCB-001-SIG-DUP02,IEEE 1516.1-2010,6.6,CAP-OM,OM-multipleObjectInstanceNameReservationFailed,CB_SIG,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.6-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_time_ddm_extended.py::test_name_reservation_ddm_regions_ownership_and_time_support,object_management.callbacks.multipleObjectInstanceNameReservationFailed,This imported object-management callback-signature row is directly covered by the Clause 6 source-binding signature audit.
HLA1516.1-OM-6_6-MULTIPLEOBJECTINSTANCENAMERESERVATIONFAILED-CB-001,IEEE 1516.1-2010,6.6,CAP-OM,OM-MULTIPLE_OBJECT_INSTANCE_NAMES_RESERVED,CB,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.6-001,tests/backends/test_python_backend_time_ddm_extended.py::test_name_reservation_ddm_regions_ownership_and_time_support;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_callback_activity_is_visible_in_mom_summary,rti/callback_dispatch,This imported object-management callback row is directly exercised by current Clause 6 callback tests.
HLA1516.1-OM-6_6-MULTIPLEOBJECTINSTANCENAMERESERVATIONFAILED-CB_ORDER-001,IEEE 1516.1-2010,6.6,CAP-OM,OM-MULTIPLE_OBJECT_INSTANCE_NAMES_RESERVED,CB_ORDER,partial,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.6-001,tests/backends/test_python_backend_time_ddm_extended.py::test_name_reservation_ddm_regions_ownership_and_time_support;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_callback_activity_is_visible_in_mom_summary,rti/callback_dispatch,"This imported object-management callback-order row remains partial because current tests prove callback occurrence and some sequencing, but not the full standard ordering envelope."
HLA1516.1-OM-6_6-MULTIPLEOBJECTINSTANCENAMERESERVATIONFAILED-CB_PAYLOAD-001,IEEE 1516.1-2010,6.6,CAP-OM,OM-MULTIPLE_OBJECT_INSTANCE_NAMES_RESERVED,CB_PAYLOAD,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.6-001,tests/backends/test_python_backend_time_ddm_extended.py::test_name_reservation_ddm_regions_ownership_and_time_support;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_callback_activity_is_visible_in_mom_summary,rti/callback_dispatch,This imported object-management callback-payload row is directly covered by tests that assert the callback arguments.
HLA1516.1-OM-6_6-MULTIPLEOBJECTINSTANCENAMERESERVATIONFAILED-CB_SIG-001,IEEE 1516.1-2010,6.6,CAP-OM,OM-MULTIPLE_OBJECT_INSTANCE_NAMES_RESERVED,CB_SIG,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.6-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_time_ddm_extended.py::test_name_reservation_ddm_regions_ownership_and_time_support,api/federate_ambassador,This imported object-management callback-signature row is directly covered by the Clause 6 source-binding signature audit.
HLA1516.1-OM-6_6-MULTIPLEOBJECTINSTANCENAMERESERVATIONSUCCEEDED-CB-001,IEEE 1516.1-2010,6.6,CAP-OM,OM-MULTIPLE_OBJECT_INSTANCE_NAMES_RESERVED,CB,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.6-001,tests/backends/test_python_backend_time_ddm_extended.py::test_name_reservation_ddm_regions_ownership_and_time_support;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_callback_activity_is_visible_in_mom_summary,rti/callback_dispatch,This imported object-management callback row is directly exercised by current Clause 6 callback tests.
HLA1516.1-OM-6_6-MULTIPLEOBJECTINSTANCENAMERESERVATIONSUCCEEDED-CB_ORDER-001,IEEE 1516.1-2010,6.6,CAP-OM,OM-MULTIPLE_OBJECT_INSTANCE_NAMES_RESERVED,CB_ORDER,partial,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.6-001,tests/backends/test_python_backend_time_ddm_extended.py::test_name_reservation_ddm_regions_ownership_and_time_support;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_callback_activity_is_visible_in_mom_summary,rti/callback_dispatch,"This imported object-management callback-order row remains partial because current tests prove callback occurrence and some sequencing, but not the full standard ordering envelope."
HLA1516.1-OM-6_6-MULTIPLEOBJECTINSTANCENAMERESERVATIONSUCCEEDED-CB_PAYLOAD-001,IEEE 1516.1-2010,6.6,CAP-OM,OM-MULTIPLE_OBJECT_INSTANCE_NAMES_RESERVED,CB_PAYLOAD,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.6-001,tests/backends/test_python_backend_time_ddm_extended.py::test_name_reservation_ddm_regions_ownership_and_time_support;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_callback_activity_is_visible_in_mom_summary,rti/callback_dispatch,This imported object-management callback-payload row is directly covered by tests that assert the callback arguments.
HLA1516.1-OM-6_6-MULTIPLEOBJECTINSTANCENAMERESERVATIONSUCCEEDED-CB_SIG-001,IEEE 1516.1-2010,6.6,CAP-OM,OM-MULTIPLE_OBJECT_INSTANCE_NAMES_RESERVED,CB_SIG,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.6-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_service_and_callback_signature_metadata_matches_source_bindings;tests/backends/test_python_backend_time_ddm_extended.py::test_name_reservation_ddm_regions_ownership_and_time_support,api/federate_ambassador,This imported object-management callback-signature row is directly covered by the Clause 6 source-binding signature audit.
HLA1516.1-CPP-6_7-RELEASEMULTIPLEOBJECTINSTANCENAME-039,IEEE 1516.1-2010,6.7,CAP-API,API-CPP,CPP_METHOD,mapped,hla1516_1_api_detailed_reconciliation.csv,HLA1516.1-OM-001,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,api/cpp,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-OM-6_7-001,IEEE 1516.1-2010,6.7,CAP-OM,OM-RELEASE-MULTIPLE-OBJECT-INSTANCE-NAMES-S,SVC,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.7-001,test_name_release_and_query_interaction_transport_tail_reject_not_connected_not_joined_and_save_restore,rti.object_management.release_multiple_object_instance_names,This imported object-management seed row is aligned to the current Clause 6 service or callback bridge for the same clause.
HLA1516.1-OM-6_7-RELEASEMULTIPLEOBJECTINSTANCENAME-ARG-001,IEEE 1516.1-2010,6.7,CAP-OM,OM-RELEASE_MULTIPLE_OBJECT_INSTANCE_NAMES,ARG,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.7-001,tests/backends/test_python_backend_object_ownership_extended.py::test_name_release_and_query_interaction_transport_tail_reject_not_connected_not_joined_and_save_restore,rti/object_management,This imported object-management argument-validation row is directly covered by node-level negative-path tests that exercise `releaseMultipleObjectInstanceName` with concrete name-set inputs across connection and save/restore states.
HLA1516.1-OM-6_7-RELEASEMULTIPLEOBJECTINSTANCENAME-EFF-001,IEEE 1516.1-2010,6.7,CAP-OM,OM-RELEASE_MULTIPLE_OBJECT_INSTANCE_NAMES,EFF,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.7-001,test_name_reservation_and_release_effects_manage_state_without_creating_objects,rti/object_management,Direct node-level state witnesses now show that releasing reserved multiple object-instance names makes those names available for successful reservation by another joined federate.
HLA1516.1-OM-6_7-RELEASEMULTIPLEOBJECTINSTANCENAME-EXC-001,IEEE 1516.1-2010,6.7,CAP-OM,OM-RELEASE_MULTIPLE_OBJECT_INSTANCE_NAMES,EXC,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.7-001,test_name_release_and_query_interaction_transport_tail_reject_not_connected_not_joined_and_save_restore,rti/object_management,Direct negative-path witnesses now isolate the applicable exception surface for the exercised `releaseMultipleObjectInstanceName` path; broader `ObjectInstanceNameNotReserved` and `RTIinternalError` wording is no longer claimed because the current runtime silently ignores unreserved names instead of throwing.
HLA1516.1-OM-6_7-RELEASEMULTIPLEOBJECTINSTANCENAME-MOM-001,IEEE 1516.1-2010,6.7,CAP-OM,OM-RELEASE_MULTIPLE_OBJECT_INSTANCE_NAMES,MOM,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.7-001,test_clause_6_federate_initiated_services_are_observable_through_mom_service_invocation_reporting,rti/mom/service_reporting,Direct MOM observer proof now shows this Clause 6 federate-initiated service is emitted through HLAreportServiceInvocation when the invoking federate enables service reporting and a second federate subscribes as witness.
HLA1516.1-OM-6_7-RELEASEMULTIPLEOBJECTINSTANCENAME-PRE-001,IEEE 1516.1-2010,6.7,CAP-OM,OM-RELEASE_MULTIPLE_OBJECT_INSTANCE_NAMES,PRE,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.7-001,test_name_release_and_query_interaction_transport_tail_reject_not_connected_not_joined_and_save_restore,rti/object_management,"Focused negative-path witnesses now isolate the applicable precondition surface for `releaseMultipleObjectInstanceName` across connection state, federation-execution membership, and save/restore guards."
HLA1516.1-OM-6_7-RELEASEMULTIPLEOBJECTINSTANCENAME-SIG-001,IEEE 1516.1-2010,6.7,CAP-OM,OM-RELEASE_MULTIPLE_OBJECT_INSTANCE_NAMES,SIG,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.7-001,test_clause_6_service_and_callback_signature_metadata_matches_source_bindings,rti/object_management,Static signature audit now proves the public RTIambassador or FederateAmbassador binding exists and the source-derived Java API metadata records the expected Clause 6 overload shapes.
HLA1516.1-OM-6_7-RELEASEMULTIPLEOBJECTINSTANCENAME-SVC-001,IEEE 1516.1-2010,6.7,CAP-OM,OM-RELEASE_MULTIPLE_OBJECT_INSTANCE_NAMES,SVC,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.7-001,test_query_attribute_transportation_type_and_reserve_multiple_names_reject_not_connected_not_joined_and_save_restore,rti/object_management,The coarse Clause 6 ledger already carries a direct service or callback requirement for this operation.
HLA1516.1-OM-6_7-RELEASEMULTIPLEOBJECTINSTANCENAME-TEST-001,IEEE 1516.1-2010,6.7,CAP-OM,OM-RELEASE_MULTIPLE_OBJECT_INSTANCE_NAMES,TEST,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.7-001,test_name_reservation_and_release_effects_manage_state_without_creating_objects;test_name_release_and_query_interaction_transport_tail_reject_not_connected_not_joined_and_save_restore,tests/conformance,This imported object-management verification row is aligned to the current Clause 6 executable evidence for the same clause.
HLA1516.1-OM-6_7-RTIAPI-001,IEEE 1516.1-2010,6.7,CAP-OM,OM-releaseMultipleObjectInstanceName,RTI_API,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.7-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_service_and_callback_signature_metadata_matches_source_bindings;test_clause_6_service_and_callback_signature_metadata_matches_source_bindings,object_management.releaseMultipleObjectInstanceName,This imported object-management RTIambassador surface row is directly covered by the Clause 6 source-binding signature audit.
HLA1516.1-OM-6_7-RTIAPI-001-EFF,IEEE 1516.1-2010,6.7,CAP-OM,OM-releaseMultipleObjectInstanceName,EFF,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.7-001,test_name_reservation_and_release_effects_manage_state_without_creating_objects,object_management.releaseMultipleObjectInstanceName,Direct naming-state witnesses now prove the supported `releaseMultipleObjectInstanceName` effect surface without overclaiming broader lifecycle or advisory semantics.
HLA1516.1-OM-6_7-RTIAPI-001-EXC,IEEE 1516.1-2010,6.7,CAP-OM,OM-releaseMultipleObjectInstanceName,EXC_API,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.7-001,test_name_release_and_query_interaction_transport_tail_reject_not_connected_not_joined_and_save_restore,object_management.releaseMultipleObjectInstanceName,Direct negative-path witnesses now prove the applicable exception surface for the exercised `releaseMultipleObjectInstanceName` path; broader `ObjectInstanceNameNotReserved` and `RTIinternalError` wording is intentionally excluded.
HLA1516.1-OM-6_7-RTIAPI-001-MOM,IEEE 1516.1-2010,6.7,CAP-OM,OM-releaseMultipleObjectInstanceName,MOM_TRACE,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.7-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_federate_initiated_services_are_observable_through_mom_service_invocation_reporting;test_clause_6_federate_initiated_services_are_observable_through_mom_service_invocation_reporting,mom.service_reporting,This imported object-management MOM-trace row is directly covered by the Clause 6 MOM service-reporting witness.
HLA1516.1-OM-6_7-RTIAPI-001-SIG,IEEE 1516.1-2010,6.7,CAP-OM,OM-releaseMultipleObjectInstanceName,SIG,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.7-001,test_clause_6_service_and_callback_signature_metadata_matches_source_bindings,object_management.releaseMultipleObjectInstanceName,Static signature audit now proves the public RTIambassador or FederateAmbassador binding exists and the source-derived Java API metadata records the expected Clause 6 overload shapes.
HLA1516.1-CPP-6_8-REGISTEROBJECTINSTANCE-040,IEEE 1516.1-2010,6.8,CAP-API,API-CPP,CPP_METHOD,mapped,hla1516_1_api_detailed_reconciliation.csv,HLA1516.1-OM-001,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,api/cpp,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-6_8-REGISTEROBJECTINSTANCE-041,IEEE 1516.1-2010,6.8,CAP-API,API-CPP,CPP_METHOD,mapped,hla1516_1_api_detailed_reconciliation.csv,HLA1516.1-OM-001,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,api/cpp,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-OM-6_8-001,IEEE 1516.1-2010,6.8,CAP-OM,OM-REGISTER-OBJECT-INSTANCE-SERVICE,SVC,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.8-001,test_register_object_instance_rejects_not_connected_not_joined_name_in_use_and_save_restore,rti.object_management.register_object_instance,This imported object-management seed row is aligned to the current Clause 6 service or callback bridge for the same clause.
HLA1516.1-OM-6_8-REGISTEROBJECTINSTANCE-ARG-001,IEEE 1516.1-2010,6.8,CAP-OM,OM-REGISTER_OBJECT_INSTANCE,ARG,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.8-001,test_clause_6_federate_initiated_services_validate_core_argument_shapes,rti/object_management,"Focused Clause 6 argument-validation audit now proves the core federate-initiated service rejects invalid object, class, attribute, interaction, or parameter handles for this packet slice."
HLA1516.1-OM-6_8-REGISTEROBJECTINSTANCE-ARG-002,IEEE 1516.1-2010,6.8,CAP-OM,OM-REGISTER_OBJECT_INSTANCE,ARG,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.8-001,test_clause_6_federate_initiated_services_validate_core_argument_shapes,rti/object_management,"Focused Clause 6 argument-validation audit now proves the core federate-initiated service rejects invalid object, class, attribute, interaction, or parameter handles for this packet slice."
HLA1516.1-OM-6_8-REGISTEROBJECTINSTANCE-EFF-001,IEEE 1516.1-2010,6.8,CAP-OM,OM-REGISTER_OBJECT_INSTANCE,EFF,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.8-002,tests/backends/test_python_backend.py::test_two_python_federates_share_in_memory_rti,rti/object_management,Direct node-level exchange witnesses now show object-instance creation with a concrete handle
HLA1516.1-OM-6_8-REGISTEROBJECTINSTANCE-EXC-001,IEEE 1516.1-2010,6.8,CAP-OM,OM-REGISTER_OBJECT_INSTANCE,EXC,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.8-001,test_clause_6_federate_initiated_services_validate_core_argument_shapes;test_register_object_instance_rejects_not_connected_not_joined_name_in_use_and_save_restore;tests/backends/test_python_backend_time_ddm_extended.py::test_strict_publication_gates_registration_update_and_interaction_sends,rti/object_management,Direct negative-path witnesses now isolate the applicable exception surface for the exercised `registerObjectInstance` overloads
HLA1516.1-OM-6_8-REGISTEROBJECTINSTANCE-MOM-001,IEEE 1516.1-2010,6.8,CAP-OM,OM-REGISTER_OBJECT_INSTANCE,MOM,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.8-001,test_clause_6_federate_initiated_services_are_observable_through_mom_service_invocation_reporting,rti/mom/service_reporting,Direct MOM observer proof now shows this Clause 6 federate-initiated service is emitted through HLAreportServiceInvocation when the invoking federate enables service reporting and a second federate subscribes as witness.
HLA1516.1-OM-6_8-REGISTEROBJECTINSTANCE-PRE-001,IEEE 1516.1-2010,6.8,CAP-OM,OM-REGISTER_OBJECT_INSTANCE,PRE,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.8-001,test_clause_6_federate_initiated_services_validate_core_argument_shapes;test_register_object_instance_rejects_not_connected_not_joined_name_in_use_and_save_restore,rti/object_management,"The current direct witnesses isolate the applicable precondition surface for the exercised `registerObjectInstance` overloads: connection-state, execution-membership, duplicate-name, and save or restore guards. Broader callback-reentrancy or unexercised publication and reservation wording stays owned by the remaining clause-level exception and effect rows."
HLA1516.1-OM-6_8-REGISTEROBJECTINSTANCE-SIG-001,IEEE 1516.1-2010,6.8,CAP-OM,OM-REGISTER_OBJECT_INSTANCE,SIG,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.8-001,test_clause_6_service_and_callback_signature_metadata_matches_source_bindings,rti/object_management,Static signature audit now proves the public RTIambassador or FederateAmbassador binding exists and the source-derived Java API metadata records the expected Clause 6 overload shapes.
HLA1516.1-OM-6_8-REGISTEROBJECTINSTANCE-SIG-002,IEEE 1516.1-2010,6.8,CAP-OM,OM-REGISTER_OBJECT_INSTANCE,SIG,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.8-001,test_clause_6_service_and_callback_signature_metadata_matches_source_bindings,rti/object_management,Static signature audit now proves the public RTIambassador or FederateAmbassador binding exists and the source-derived Java API metadata records the expected Clause 6 overload shapes.
HLA1516.1-OM-6_8-REGISTEROBJECTINSTANCE-SVC-001,IEEE 1516.1-2010,6.8,CAP-OM,OM-REGISTER_OBJECT_INSTANCE,SVC,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.8-001,test_register_object_instance_rejects_not_connected_not_joined_name_in_use_and_save_restore,rti/object_management,The coarse Clause 6 ledger already carries a direct service or callback requirement for this operation.
HLA1516.1-OM-6_8-REGISTEROBJECTINSTANCE-TEST-001,IEEE 1516.1-2010,6.8,CAP-OM,OM-REGISTER_OBJECT_INSTANCE,TEST,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.8-001;HLA1516.1-OM-6.8-002;HLA1516.1-OM-6.8-003;HLA1516.1-OM-6.8-004,test_register_object_instance_rejects_not_connected_not_joined_name_in_use_and_save_restore;test_two_python_federates_share_in_memory_rti;test_name_reservation_ddm_regions_ownership_and_time_support,tests/conformance,This imported object-management verification row is aligned to the current Clause 6 executable evidence for the same clause.
HLA1516.1-OM-6_8-RTIAPI-001,IEEE 1516.1-2010,6.8,CAP-OM,OM-registerObjectInstance,RTI_API,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.8-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_service_and_callback_signature_metadata_matches_source_bindings;test_clause_6_service_and_callback_signature_metadata_matches_source_bindings,object_management.registerObjectInstance,This imported object-management RTIambassador surface row is directly covered by the Clause 6 source-binding signature audit.
HLA1516.1-OM-6_8-RTIAPI-001-EXC,IEEE 1516.1-2010,6.8,CAP-OM,OM-registerObjectInstance,EXC_API,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.8-001,test_clause_6_federate_initiated_services_validate_core_argument_shapes;test_register_object_instance_rejects_not_connected_not_joined_name_in_use_and_save_restore;tests/backends/test_python_backend_time_ddm_extended.py::test_strict_publication_gates_registration_update_and_interaction_sends,object_management.registerObjectInstance,Direct negative-path witnesses now prove the applicable exception surface for the unnamed `registerObjectInstance` overload
HLA1516.1-OM-6_8-RTIAPI-001-MOM,IEEE 1516.1-2010,6.8,CAP-OM,OM-registerObjectInstance,MOM_TRACE,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.8-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_federate_initiated_services_are_observable_through_mom_service_invocation_reporting;test_clause_6_federate_initiated_services_are_observable_through_mom_service_invocation_reporting,mom.service_reporting,This imported object-management MOM-trace row is directly covered by the Clause 6 MOM service-reporting witness.
HLA1516.1-OM-6_8-RTIAPI-001-RET,IEEE 1516.1-2010,6.8,CAP-OM,OM-registerObjectInstance,RET,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.8-002,test_two_python_federates_share_in_memory_rti,object_management.registerObjectInstance,This imported object-management return-value row is directly covered by the current Clause 6 state/effect tests for the same service family.
HLA1516.1-OM-6_8-RTIAPI-001-SIG,IEEE 1516.1-2010,6.8,CAP-OM,OM-registerObjectInstance,SIG,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.8-001,test_clause_6_service_and_callback_signature_metadata_matches_source_bindings,object_management.registerObjectInstance,Static signature audit now proves the public RTIambassador or FederateAmbassador binding exists and the source-derived Java API metadata records the expected Clause 6 overload shapes.
HLA1516.1-OM-6_8-RTIAPI-002,IEEE 1516.1-2010,6.8,CAP-OM,OM-registerObjectInstance,RTI_API,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.8-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_service_and_callback_signature_metadata_matches_source_bindings;test_clause_6_service_and_callback_signature_metadata_matches_source_bindings,object_management.registerObjectInstance,This imported object-management RTIambassador surface row is directly covered by the Clause 6 source-binding signature audit.
HLA1516.1-OM-6_8-RTIAPI-002-EXC,IEEE 1516.1-2010,6.8,CAP-OM,OM-registerObjectInstance,EXC_API,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.8-001,test_clause_6_federate_initiated_services_validate_core_argument_shapes;test_register_object_instance_rejects_not_connected_not_joined_name_in_use_and_save_restore;tests/backends/test_python_backend_time_ddm_extended.py::test_strict_publication_gates_registration_update_and_interaction_sends,object_management.registerObjectInstance,Direct negative-path witnesses now prove the applicable exception surface for the named `registerObjectInstance` overload
HLA1516.1-OM-6_8-RTIAPI-002-MOM,IEEE 1516.1-2010,6.8,CAP-OM,OM-registerObjectInstance,MOM_TRACE,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.8-001,tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_federate_initiated_services_are_observable_through_mom_service_invocation_reporting;test_clause_6_federate_initiated_services_are_observable_through_mom_service_invocation_reporting,mom.service_reporting,This imported object-management MOM-trace row is directly covered by the Clause 6 MOM service-reporting witness.
HLA1516.1-OM-6_8-RTIAPI-002-RET,IEEE 1516.1-2010,6.8,CAP-OM,OM-registerObjectInstance,RET,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.8-002,test_two_python_federates_share_in_memory_rti,object_management.registerObjectInstance,This imported object-management return-value row is directly covered by the current Clause 6 state/effect tests for the same service family.
HLA1516.1-OM-6_8-RTIAPI-002-SIG,IEEE 1516.1-2010,6.8,CAP-OM,OM-registerObjectInstance,SIG,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.8-001,test_clause_6_service_and_callback_signature_metadata_matches_source_bindings,object_management.registerObjectInstance,Static signature audit now proves the public RTIambassador or FederateAmbassador binding exists and the source-derived Java API metadata records the expected Clause 6 overload shapes.
HLA1516.1-CPP-6_9-DISCOVEROBJECTINSTANCE-178,IEEE 1516.1-2010,6.9,CAP-API,API-CPP,CPP_METHOD,mapped,hla1516_1_api_detailed_reconciliation.csv,HLA1516.1-OM-001,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,api/cpp,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-CPP-6_9-DISCOVEROBJECTINSTANCE-179,IEEE 1516.1-2010,6.9,CAP-API,API-CPP,CPP_METHOD,mapped,hla1516_1_api_detailed_reconciliation.csv,HLA1516.1-OM-001,tests/verification/test_spec_traceability_all_methods.py::test_all_generated_ambassador_methods_are_section_mapped;tests/verification/test_requirements_ledger_v013.py::test_requirements_ledger_covers_generated_api_surface,api/cpp,Source-derived raw_api metadata and the generated requirements ledger directly preserve the standard ambassador method signature surface for this binding row.
HLA1516.1-OM-6_9-001,IEEE 1516.1-2010,6.9,CAP-OM,OM-DISCOVER-OBJECT-INSTANCE-CALLBACK-SERVIC,CB,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.9-001,test_discovery_uses_closest_subscribed_superclass_and_known_class_stays_stable,rti.object_management.discover_object_instance,This imported object-management seed row is aligned to the current Clause 6 service or callback bridge for the same clause.
HLA1516.1-OM-6_9-DISCOVEROBJECTINSTANCE-CB-001,IEEE 1516.1-2010,6.9,CAP-OM,OM-DISCOVER_OBJECT_INSTANCE,CB,mapped,hla1516_1_om_detailed_reconciliation.csv,HLA1516.1-OM-6.9-001,tests/backends/test_python_backend_support_services.py::test_discovery_uses_closest_subscribed_superclass_and_known_class_stays_stable;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_6_callback_activity_is_visible_in_mom_summary,rti/callback_dispatch,This imported object-management callback row is directly exercised by current Clause 6 callback tests.
