edition,requirement_id,source_document,clause,page,area,service_group,service_or_check,priority,closure_wave,requirement_text,normative_level,row_kind,parent_requirement_id,canonical_status,canonical_status_reason,owner_doc,primary_test_shard,primary_command,evidence_refs,boundary_note,source_trace_strength,repo_evidence_status,tags
2010,HLA1516.1-FM-4.16-MOM-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.16,,IEEE 1516.1-2010 (2010 edition),FM/MOM,"Request Federation Save effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",,,"Request Federation Save effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",,extracted-requirement,,pass,verification_method=observer verification slice; Observer summary now exposes save_label and instructed-to-save statuses immediately after requestFederationSave.,,,,test_save_restore_lifecycle_states_are_visible_in_mom_summary; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-mom
2010,HLA1516.1-FM-4.16-PRE-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.16,,IEEE 1516.1-2010 (2010 edition),FM/PRE,"Request Federation Save shall require the caller to satisfy the connected, joined, and in-progress state guards applicable to clause 4.16.",,,"Request Federation Save shall require the caller to satisfy the connected, joined, and in-progress state guards applicable to clause 4.16.",,extracted-requirement,,pass,verification_method=negative service test; Generated precondition slice for clause 4.16 based on the existing engineering seed row.,,,,test_request_federation_save_rejects_not_connected_and_not_joined; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-pre
2010,HLA1516.1-FM-4.16-SIG-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.16,,IEEE 1516.1-2010 (2010 edition),FM/SIG,RTI shall provide the Request Federation Save.,,,RTI shall provide the Request Federation Save.,,extracted-requirement,,pass,verification_method=api surface + service verification; Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.16-001.,,,,test_request_federation_save_rejects_not_connected_and_not_joined; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-sig
2010,HLA1516.1-FM-4.16-TEST-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.16,,IEEE 1516.1-2010 (2010 edition),FM/TEST,"Request Federation Save shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",,,"Request Federation Save shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",,extracted-requirement,,pass,verification_method=test plan + backend matrix placeholder; The direct Python 2010 lane is proven directly; hosted gRPC and REST save/restore replay is recorded separately in backend-resolution evidence.,,,,test_request_federation_save_rejects_not_connected_and_not_joined; test_grpc_transport_can_host_python_rti_save_restore_end_to_end; test_rest_transport_can_host_python_rti_save_restore_end_to_end; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-test
2010,HLA1516.1-FM-4.17-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.17,,IEEE 1516.1-2010 (2010 edition),FM,RTI shall notify each participating federate to initiate save,,,RTI shall notify each participating federate to initiate save,,extracted-requirement,,pass,verification_method=callback and integration test; Clause-level initiate-save callback row mapped to exact immediate save callback delivery and scheduled-save non-emission before the requested logical time.,,,,packages/hla-backend-python1516e/src/hla.backends.python1516e/save_restore.py; tests/backends/test_python_backend_federation_extended.py::test_synchronization_points_and_save_status_callbacks; tests/backends/test_python_backend_federation_extended.py::test_save_restore_lifecycle_states_are_visible_in_mom_summary; tests/verification/test_compliance_slice_v011.py::test_scheduled_save_waits_for_time_and_restore_reinstates_time_state; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv; requirements/2010/hla1516_1_priority_clauses_4_8_11.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm
2010,HLA1516.1-FM-4.17-ARG-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.17,,IEEE 1516.1-2010 (2010 edition),FM/ARG,Initiate Federate Save shall carry the federation save label being initiated for the participating federate.,,,Initiate Federate Save shall carry the federation save label being initiated for the participating federate.,,extracted-requirement,,pass,verification_method=argument validation tests; Direct callback witnesses now prove initiateFederateSave carries the active save label on successful and failed save attempts.,,,,test_save_callbacks_respect_callback_model_for_initiation_outcomes_and_status; test_save_restore_lifecycle_states_are_visible_in_mom_summary; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-arg
2010,HLA1516.1-FM-4.17-ARG-002,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.17,,IEEE 1516.1-2010 (2010 edition),FM/ARG,Initiate Federate Save shall carry the scheduled logical time timestamp when the save was requested for a future logical time.,,,Initiate Federate Save shall carry the scheduled logical time timestamp when the save was requested for a future logical time.,,extracted-requirement,,pass,verification_method=argument validation tests; Direct scheduled-save witnesses now prove initiateFederateSave carries the selected future logical time when the save becomes active.,,,,test_request_federation_save_latest_scheduled_request_supersedes_prior_requested_save; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-arg
2010,HLA1516.1-FM-4.17-CB-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.17,,IEEE 1516.1-2010 (2010 edition),FM/CB,The Initiate Federate Save callback shall be delivered to the appropriate federates with the clause-defined payload and timing semantics.,,,The Initiate Federate Save callback shall be delivered to the appropriate federates with the clause-defined payload and timing semantics.,,extracted-requirement,,pass,verification_method=callback and integration test; Generated callback-delivery slice for clause 4.17 tied to the current callback evidence.,,,,test_synchronization_points_and_save_status_callbacks; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-cb
2010,HLA1516.1-FM-4.17-EFF-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.17,,IEEE 1516.1-2010 (2010 edition),FM/EFF,Initiate Federate Save shall deliver the requested save label to joined federates when a federation save begins.,,,Initiate Federate Save shall deliver the requested save label to joined federates when a federation save begins.,,extracted-requirement,,pass,verification_method=callback and integration test; Direct save lifecycle witnesses now prove joined federates receive the expected initiateFederateSave callback carrying the active save label when the federation enters save processing.,,,,test_synchronization_points_and_save_status_callbacks; test_save_restore_lifecycle_states_are_visible_in_mom_summary; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-eff
2010,HLA1516.1-FM-4.17-EXC-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.17,,IEEE 1516.1-2010 (2010 edition),FM/EXC,Initiate Federate Save shall remain a distinct save-start callback that carries the active save label instead of collapsing into only the later federation-saved or save-status-response callbacks.,,,Initiate Federate Save shall remain a distinct save-start callback that carries the active save label instead of collapsing into only the later federation-saved or save-status-response callbacks.,,extracted-requirement,,pass,verification_method=callback outcome matrix; Direct save lifecycle witnesses now prove initiateFederateSave arrives as its own label-carrying callback before the later federationSaved and federationSaveStatusResponse callbacks.,,,,test_synchronization_points_and_save_status_callbacks; test_save_restore_lifecycle_states_are_visible_in_mom_summary; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-exc
2010,HLA1516.1-FM-4.17-MOM-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.17,,IEEE 1516.1-2010 (2010 edition),FM/MOM,"Initiate Federate Save effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",,,"Initiate Federate Save effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",,extracted-requirement,,pass,verification_method=observer verification slice; The initiate save callback is paired with observer-visible save_label and instructed federate statuses in the summary.,,,,test_save_restore_lifecycle_states_are_visible_in_mom_summary; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-mom
2010,HLA1516.1-FM-4.17-PRE-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.17,,IEEE 1516.1-2010 (2010 edition),FM/PRE,The Initiate Federate Save requirement shall apply only when the synchronization or save/restore preconditions for clause 4.17 are satisfied.,,,The Initiate Federate Save requirement shall apply only when the synchronization or save/restore preconditions for clause 4.17 are satisfied.,,extracted-requirement,,pass,verification_method=callback trigger test; Generated precondition slice for clause 4.17 based on the existing engineering seed row.,,,,test_synchronization_points_and_save_status_callbacks; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-pre
2010,HLA1516.1-FM-4.17-SIG-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.17,,IEEE 1516.1-2010 (2010 edition),FM/SIG,RTI shall deliver the each participating federate to initiate save.,,,RTI shall deliver the each participating federate to initiate save.,,extracted-requirement,,pass,verification_method=callback surface verification; Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.17-001.,,,,test_synchronization_points_and_save_status_callbacks; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-sig
2010,HLA1516.1-FM-4.17-TEST-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.17,,IEEE 1516.1-2010 (2010 edition),FM/TEST,"Initiate Federate Save shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",,,"Initiate Federate Save shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",,extracted-requirement,,pass,verification_method=test plan + backend matrix placeholder; The direct Python 2010 lane is proven directly; hosted gRPC and REST save/restore replay is recorded separately in backend-resolution evidence.,,,,test_synchronization_points_and_save_status_callbacks; test_grpc_transport_can_host_python_rti_save_restore_end_to_end; test_rest_transport_can_host_python_rti_save_restore_end_to_end; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-test
2010,HLA1516.1-FM-4.18-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.18,,IEEE 1516.1-2010 (2010 edition),FM,RTI shall provide Federate Save Begun,,,RTI shall provide Federate Save Begun,,extracted-requirement,,pass,verification_method=service verification; Clause-level federate-save-begun row mapped to explicit service validation and to the harmonized FM service decomposition.,,,,hla2010/backends/python/save_restore.py; tests/backends/test_python_backend_federation_extended.py; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv; requirements/2010/hla1516_1_priority_clauses_4_8_11.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm
2010,HLA1516.1-FM-4.18-CB-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.18,,IEEE 1516.1-2010 (2010 edition),FM/CB,"Federate Save Begun shall trigger the clause-defined success, failure, or status callbacks to the appropriate federates.",,,"Federate Save Begun shall trigger the clause-defined success, failure, or status callbacks to the appropriate federates.",,extracted-requirement,,pass,verification_method=callback and integration test; Generated callback-delivery slice for clause 4.18 tied to the current callback evidence.,,,,test_federate_save_begun_rejects_not_connected_not_joined_and_missing_save; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-cb
2010,HLA1516.1-FM-4.18-EFF-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.18,,IEEE 1516.1-2010 (2010 edition),FM/EFF,Successful Federate Save Begun processing shall move the reporting federate into the FEDERATE_SAVING save-status phase while peers remain instructed to save until they also begin saving.,,,Successful Federate Save Begun processing shall move the reporting federate into the FEDERATE_SAVING save-status phase while peers remain instructed to save until they also begin saving.,,extracted-requirement,,pass,verification_method=stateful integration test; Direct save lifecycle witness now proves federateSaveBegun advances only the reporting federate into the FEDERATE_SAVING phase and leaves peer save status unchanged until they begin.,,,,test_save_restore_lifecycle_states_are_visible_in_mom_summary; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-eff
2010,HLA1516.1-FM-4.18-EXC-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.18,,IEEE 1516.1-2010 (2010 edition),FM/EXC,Federate Save Begun shall distinguish the clause-defined failure modes instead of collapsing them into generic RTIinternalError behavior.,,,Federate Save Begun shall distinguish the clause-defined failure modes instead of collapsing them into generic RTIinternalError behavior.,,extracted-requirement,,pass,verification_method=negative exception matrix; Generated failure-category slice for clause 4.18 tied to current negative-path or callback-outcome coverage.,,,,test_federate_save_begun_rejects_not_connected_not_joined_and_missing_save; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-exc
2010,HLA1516.1-FM-4.18-MOM-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.18,,IEEE 1516.1-2010 (2010 edition),FM/MOM,"Federate Save Begun effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",,,"Federate Save Begun effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",,extracted-requirement,,pass,verification_method=observer verification slice; Observer summary shows the reporting federate move into FEDERATE_SAVING while peers remain instructed to save.,,,,test_save_restore_lifecycle_states_are_visible_in_mom_summary; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-mom
2010,HLA1516.1-FM-4.18-PRE-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.18,,IEEE 1516.1-2010 (2010 edition),FM/PRE,"Federate Save Begun shall require the caller to satisfy the connected, joined, and in-progress state guards applicable to clause 4.18.",,,"Federate Save Begun shall require the caller to satisfy the connected, joined, and in-progress state guards applicable to clause 4.18.",,extracted-requirement,,pass,verification_method=negative service test; Generated precondition slice for clause 4.18 based on the existing engineering seed row.,,,,test_federate_save_begun_rejects_not_connected_not_joined_and_missing_save; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-pre
2010,HLA1516.1-FM-4.18-SIG-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.18,,IEEE 1516.1-2010 (2010 edition),FM/SIG,RTI shall provide the Federate Save Begun.,,,RTI shall provide the Federate Save Begun.,,extracted-requirement,,pass,verification_method=api surface + service verification; Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.18-001.,,,,test_federate_save_begun_rejects_not_connected_not_joined_and_missing_save; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-sig
2010,HLA1516.1-FM-4.18-TEST-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.18,,IEEE 1516.1-2010 (2010 edition),FM/TEST,"Federate Save Begun shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",,,"Federate Save Begun shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",,extracted-requirement,,pass,verification_method=test plan + backend matrix placeholder; The direct Python 2010 lane is proven directly; hosted gRPC and REST save/restore replay is recorded separately in backend-resolution evidence.,,,,test_federate_save_begun_rejects_not_connected_not_joined_and_missing_save; test_grpc_transport_can_host_python_rti_save_restore_end_to_end; test_rest_transport_can_host_python_rti_save_restore_end_to_end; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-test
2010,HLA1516.1-FM-4.19-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.19,,IEEE 1516.1-2010 (2010 edition),FM,RTI shall provide Federate Save Complete and Federate Save Not Complete,,,RTI shall provide Federate Save Complete and Federate Save Not Complete,,extracted-requirement,,pass,verification_method=service verification; Clause-level save-completion row mapped to explicit service validation and to the harmonized FM service decomposition.,,,,hla2010/backends/python/save_restore.py; tests/backends/test_python_backend_federation_extended.py; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv; requirements/2010/hla1516_1_priority_clauses_4_8_11.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm
2010,HLA1516.1-FM-4.19-ARG-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.19,,IEEE 1516.1-2010 (2010 edition),FM/ARG,Federate Save Complete and Federate Save Not Complete shall surface the per-federate save success indicator through the complete versus not-complete service split.,,,Federate Save Complete and Federate Save Not Complete shall surface the per-federate save success indicator through the complete versus not-complete service split.,,extracted-requirement,,pass,verification_method=argument validation tests; Direct save outcome witnesses now prove the reporting federate's success indicator is expressed through the complete versus not-complete service path.,,,,test_save_callbacks_respect_callback_model_for_initiation_outcomes_and_status; test_save_failure_reports_federation_not_saved_and_clears_status; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-arg
2010,HLA1516.1-FM-4.19-CB-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.19,,IEEE 1516.1-2010 (2010 edition),FM/CB,"Federate Save Complete and Federate Save Not Complete shall trigger the clause-defined success, failure, or status callbacks to the appropriate federates.",,,"Federate Save Complete and Federate Save Not Complete shall trigger the clause-defined success, failure, or status callbacks to the appropriate federates.",,extracted-requirement,,pass,verification_method=callback and integration test; Generated callback-delivery slice for clause 4.19 tied to the current callback evidence.,,,,test_federate_save_complete_and_not_complete_reject_missing_save; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-cb
2010,HLA1516.1-FM-4.19-EFF-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.19,,IEEE 1516.1-2010 (2010 edition),FM/EFF,Successful Federate Save Complete and Federate Save Not Complete processing shall record per-federate save outcomes and transition completed federates into waiting-for-federation-to-save or failure-cleared states.,,,Successful Federate Save Complete and Federate Save Not Complete processing shall record per-federate save outcomes and transition completed federates into waiting-for-federation-to-save or failure-cleared states.,,extracted-requirement,,pass,verification_method=stateful integration test; Direct save lifecycle witnesses now prove save-complete advances the reporting federate into the waiting-for-federation-to-save phase and save-not-complete drives the failed-save clearing path.,,,,test_save_restore_lifecycle_states_are_visible_in_mom_summary; test_save_failure_reports_federation_not_saved_and_clears_status; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-eff
2010,HLA1516.1-FM-4.19-EXC-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.19,,IEEE 1516.1-2010 (2010 edition),FM/EXC,Federate Save Complete and Federate Save Not Complete shall distinguish the clause-defined failure modes instead of collapsing them into generic RTIinternalError behavior.,,,Federate Save Complete and Federate Save Not Complete shall distinguish the clause-defined failure modes instead of collapsing them into generic RTIinternalError behavior.,,extracted-requirement,,pass,verification_method=negative exception matrix; Generated failure-category slice for clause 4.19 tied to current negative-path or callback-outcome coverage.,,,,test_federate_save_complete_and_not_complete_reject_missing_save; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-exc
2010,HLA1516.1-FM-4.19-MOM-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.19,,IEEE 1516.1-2010 (2010 edition),FM/MOM,"Federate Save Complete and Federate Save Not Complete effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",,,"Federate Save Complete and Federate Save Not Complete effects should remain visible through observer-facing federation status, reporting, or MOM-adjacent state where the implementation exposes such information.",,extracted-requirement,,pass,verification_method=observer verification slice; Observer summary shows waiting-for-federation-to-save and the subsequent cleared state once the save completes or is aborted.,,,,test_save_restore_lifecycle_states_are_visible_in_mom_summary; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-mom
2010,HLA1516.1-FM-4.19-PRE-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.19,,IEEE 1516.1-2010 (2010 edition),FM/PRE,"Federate Save Complete and Federate Save Not Complete shall require the caller to satisfy the connected, joined, and in-progress state guards applicable to clause 4.19.",,,"Federate Save Complete and Federate Save Not Complete shall require the caller to satisfy the connected, joined, and in-progress state guards applicable to clause 4.19.",,extracted-requirement,,pass,verification_method=negative service test; Generated precondition slice for clause 4.19 based on the existing engineering seed row.,,,,test_federate_save_complete_and_not_complete_reject_missing_save; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-pre
2010,HLA1516.1-FM-4.19-SIG-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.19,,IEEE 1516.1-2010 (2010 edition),FM/SIG,RTI shall provide the Federate Save Complete and Federate Save Not Complete.,,,RTI shall provide the Federate Save Complete and Federate Save Not Complete.,,extracted-requirement,,pass,verification_method=api surface + service verification; Generated decomposition row anchored to parent requirement HLA1516.1-FM-4.19-001.,,,,test_federate_save_complete_and_not_complete_reject_missing_save; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-sig
2010,HLA1516.1-FM-4.19-TEST-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.19,,IEEE 1516.1-2010 (2010 edition),FM/TEST,"Federate Save Complete and Federate Save Not Complete shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",,,"Federate Save Complete and Federate Save Not Complete shall be covered by direct service or callback tests, with hosted gRPC and REST replay recorded separately as backend-resolution evidence where available.",,extracted-requirement,,pass,verification_method=test plan + backend matrix placeholder; The direct Python 2010 lane is proven directly; hosted gRPC and REST save/restore replay is recorded separately in backend-resolution evidence.,,,,test_federate_save_complete_and_not_complete_reject_missing_save; test_grpc_transport_can_host_python_rti_save_restore_end_to_end; test_rest_transport_can_host_python_rti_save_restore_end_to_end; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-test
2010,HLA1516.1-FM-4.2-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.2,,IEEE 1516.1-2010 (2010 edition),FM,RTI shall provide a Connect service,,,RTI shall provide a Connect service,,extracted-requirement,,pass,verification_method=service verification; Clause-level extraction row mapped to current Connect evidence and to the harmonized SIG PRE EFF CB EXC MOM TEST decomposition and to the harmonized FM service decomposition.,,,,hla2010/backends/python/federation_lifecycle.py; tests/verification/test_requirements_ledger_v013.py; analysis/compliance/requirements_ledger.csv; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv; requirements/2010/hla1516_1_priority_clauses_4_8_11.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm
2010,HLA1516.1-FM-4.2-ARG-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.2,,IEEE 1516.1-2010 (2010 edition),FM/ARG,Connect shall accept and persist the selected callback model argument that governs subsequent RTI callback delivery.,,,Connect shall accept and persist the selected callback model argument that governs subsequent RTI callback delivery.,,extracted-requirement,,pass,verification_method=argument validation tests; Direct connect lifecycle witness asserts the selected callback model is retained in backend state immediately after connect succeeds.,,,,tests/backends/test_python_backend_federation_extended.py::test_connect_create_and_join_apply_positive_lifecycle_effects; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-arg
2010,HLA1516.1-FM-4.2-ARG-002,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.2,,IEEE 1516.1-2010 (2010 edition),FM/ARG,Connect shall accept and persist the optional local settings designator argument when one is supplied.,,,Connect shall accept and persist the optional local settings designator argument when one is supplied.,,extracted-requirement,,pass,verification_method=argument validation tests; Direct connect lifecycle witness asserts the supplied local settings designator is retained in backend state immediately after connect succeeds.,,,,tests/backends/test_python_backend_federation_extended.py::test_connect_create_and_join_apply_positive_lifecycle_effects; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-arg
2010,HLA1516.1-FM-4.2-CB-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.2,,IEEE 1516.1-2010 (2010 edition),FM/CB,Connect shall establish the callback-delivery model that governs subsequent RTI callback behavior for the connected ambassador.,,,Connect shall establish the callback-delivery model that governs subsequent RTI callback behavior for the connected ambassador.,,extracted-requirement,,pass,verification_method=integration test; Directly contrasts evoked and immediate callback delivery on the same follow-on federation report service.,,,,test_connect_establishes_callback_delivery_model_for_follow_on_reports; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-cb
2010,HLA1516.1-FM-4.2-EFF-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.2,,IEEE 1516.1-2010 (2010 edition),FM/EFF,"Successful Connect shall bind the ambassador, persist the selected callback model, persist the optional local settings designator, and mark the ambassador connected.",,,"Successful Connect shall bind the ambassador, persist the selected callback model, persist the optional local settings designator, and mark the ambassador connected.",,extracted-requirement,,pass,verification_method=stateful service test; Direct lifecycle witness now asserts bound ambassador state selected callback model persisted local settings designator and connected state before any join occurs.,,,,tests/backends/test_python_backend_federation_extended.py::test_connect_create_and_join_apply_positive_lifecycle_effects; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-eff
2010,HLA1516.1-FM-4.2-EXC-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.2,,IEEE 1516.1-2010 (2010 edition),FM/EXC,Connect shall report an AlreadyConnected error for a repeated connection attempt on the same ambassador.,,,Connect shall report an AlreadyConnected error for a repeated connection attempt on the same ambassador.,,extracted-requirement,,pass,verification_method=negative service test; Explicit exception family captured for harmonized requirement slicing.,,,,test_connect_rejects_second_connection_attempt; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-exc
2010,HLA1516.1-FM-4.2-MOM-001,IEEE 1516.1-2010 (2010 edition),IEEE 1516.1-2010 (2010 edition) §4.2,,IEEE 1516.1-2010 (2010 edition),FM/MOM,Connection state relevant to later federation participation should be representable through MOM-visible federate state once the connected ambassador joins a federation.,,,Connection state relevant to later federation participation should be representable through MOM-visible federate state once the connected ambassador joins a federation.,,extracted-requirement,,pass,verification_method=observer verification slice; Once connected ambassadors join the federation their MOM federate objects are visible through the observer summary.,,,,test_connect_joined_federate_is_visible_in_mom_summary; requirements/2010/hla1516_1_clause_4_fm_service_decomposition.csv,,,,document:ieee-1516-1-2010-2010-edition; service-group:fm-mom
