requirement_id,standard,clause,source_title,capability,feature,requirement_text,normative_keyword,implementation_area,verification_method,test_id,status,priority,source_note,requirement_type,parent_requirement_id,source_detail,service_name,service_direction,transport_scope,mom_observable,verification_notes
HLA1516.1-OM-6_8-REGISTEROBJECTINSTANCE-SVC-001,IEEE 1516.1-2010 (2010 edition),6.8,Federate Interface Specification,CAP-OM,OM-REGISTER_OBJECT_INSTANCE,The RTI shall provide the Register Object Instance service through the `registerObjectInstance` operation.,shall,rti/object_management,unit + integration + API conformance tests,TEST-HLA1516_1-OM-6_8-REGISTEROBJECTINSTANCE-SVC-001,Draft,P0,v1.0 structured decomposition from IEEE 1516.1-2010 (2010 edition) service clause inventory and official Java API catalog.,SVC,,Clause 6.8; service=Register Object Instance; method=registerObjectInstance,registerObjectInstance,federate-initiated,native/grpc/rest-equivalence,Yes,
HLA1516.1-OM-6_8-REGISTEROBJECTINSTANCE-TEST-001,IEEE 1516.1-2010 (2010 edition),6.8,Federate Interface Specification,CAP-OM,OM-REGISTER_OBJECT_INSTANCE,"The verification suite shall include positive, negative, exception, transport-equivalence, and MOM-observer tests for `registerObjectInstance`.",shall,tests/conformance,test-suite audit,TEST-HLA1516_1-OM-6_8-REGISTEROBJECTINSTANCE-TEST-001,Draft,P0,v1.0 structured decomposition from IEEE 1516.1-2010 (2010 edition) service clause inventory and official Java API catalog.,TEST,HLA1516.1-OM-6_8-REGISTEROBJECTINSTANCE-SVC-001,Clause 6.8; test coverage seed,registerObjectInstance,federate-initiated,native/grpc/rest-equivalence,Yes,
HLA1516.1-CPP-6_9-DISCOVEROBJECTINSTANCE-178,IEEE 1516.1-2010 (2010 edition),6.9,C++ API Binding,CAP-API,API-CPP,The C++ API binding shall declare `FederateAmbassador::discoverObjectInstance` with the standard signature and exception surface.,shall,api/cpp,C++ header static validation,TEST-HLA1516_1-CPP-6_9-DISCOVEROBJECTINSTANCE-178,Draft,P1,v1.0 static extraction from official IEEE 1516.1-2010 (2010 edition) C++ API headers.,CPP_METHOD,,"cpp_api/cpp/src/RTI/FederateAmbassador.h; signature=virtual void discoverObjectInstance ( ObjectInstanceHandle theObject, ObjectClassHandle theObjectClass, std::wstring const & theObjectInstanceName) throw ( FederateInternalError) = 0;; exceptions=FederateInternalError",discoverObjectInstance,binding/API,static/api,No,
HLA1516.1-CPP-6_9-DISCOVEROBJECTINSTANCE-179,IEEE 1516.1-2010 (2010 edition),6.9,C++ API Binding,CAP-API,API-CPP,The C++ API binding shall declare `FederateAmbassador::discoverObjectInstance` with the standard signature and exception surface.,shall,api/cpp,C++ header static validation,TEST-HLA1516_1-CPP-6_9-DISCOVEROBJECTINSTANCE-179,Draft,P1,v1.0 static extraction from official IEEE 1516.1-2010 (2010 edition) C++ API headers.,CPP_METHOD,,"cpp_api/cpp/src/RTI/FederateAmbassador.h; signature=virtual void discoverObjectInstance ( ObjectInstanceHandle theObject, ObjectClassHandle theObjectClass, std::wstring const & theObjectInstanceName, FederateHandle producingFederate) throw ( FederateInternalError) = 0;; exceptions=FederateInternalError",discoverObjectInstance,binding/API,static/api,No,
HLA1516.1-OM-6_9-DISCOVEROBJECTINSTANCE-CB-001,IEEE 1516.1-2010 (2010 edition),6.9,Federate Interface Specification,CAP-OM,OM-DISCOVER_OBJECT_INSTANCE,The RTI shall issue the Discover Object Instance callback through the federate ambassador `discoverObjectInstance` operation when the standard callback conditions are satisfied.,shall,rti/callback_dispatch,callback integration tests,TEST-HLA1516_1-OM-6_9-DISCOVEROBJECTINSTANCE-CB-001,Draft,P0,v1.0 structured decomposition from IEEE 1516.1-2010 (2010 edition) RTI-initiated callback clause inventory and official Java API catalog.,CB,,Clause 6.9; callback=Discover Object Instance; method=discoverObjectInstance,discoverObjectInstance,RTI-initiated callback,native/grpc/rest-callback-equivalence,Maybe,
HLA1516.1-OM-6_9-DISCOVEROBJECTINSTANCE-CB_ORDER-001,IEEE 1516.1-2010 (2010 edition),6.9,Federate Interface Specification,CAP-OM,OM-DISCOVER_OBJECT_INSTANCE,"The RTI shall deliver `discoverObjectInstance` in the callback model selected by the federate and in an order consistent with standard service, save/restore, time-management, and message-delivery rules.",shall,rti/callback_dispatch,callback ordering tests,TEST-HLA1516_1-OM-6_9-DISCOVEROBJECTINSTANCE-CB_ORDER-001,Draft,P0,v1.0 structured decomposition from IEEE 1516.1-2010 (2010 edition) RTI-initiated callback clause inventory and official Java API catalog.,CB_ORDER,HLA1516.1-OM-6_9-DISCOVEROBJECTINSTANCE-CB-001,Clause 6.9; callback ordering family,discoverObjectInstance,RTI-initiated callback,native/grpc/rest-callback-equivalence,Maybe,
HLA1516.1-OM-6_9-DISCOVEROBJECTINSTANCE-CB_PAYLOAD-001,IEEE 1516.1-2010 (2010 edition),6.9,Federate Interface Specification,CAP-OM,OM-DISCOVER_OBJECT_INSTANCE,"The RTI shall populate `discoverObjectInstance` callback arguments consistently with the federation state transition, object instance, attribute, interaction, ownership, or time-management event being reported.",shall,rti/callback_dispatch,payload verification tests,TEST-HLA1516_1-OM-6_9-DISCOVEROBJECTINSTANCE-CB_PAYLOAD-001,Draft,P0,v1.0 structured decomposition from IEEE 1516.1-2010 (2010 edition) RTI-initiated callback clause inventory and official Java API catalog.,CB_PAYLOAD,HLA1516.1-OM-6_9-DISCOVEROBJECTINSTANCE-CB-001,Clause 6.9; callback payload family,discoverObjectInstance,RTI-initiated callback,native/grpc/rest-callback-equivalence,Maybe,
HLA1516.1-OM-6_9-DISCOVEROBJECTINSTANCE-CB_SIG-001,IEEE 1516.1-2010 (2010 edition),6.9,Federate Interface Specification,CAP-OM,OM-DISCOVER_OBJECT_INSTANCE,The federate ambassador binding shall expose `discoverObjectInstance` with return type `void` and standard arguments: ObjectInstanceHandle theObject; ObjectClassHandle theObjectClass; String objectName.,shall,api/federate_ambassador,API signature static test,TEST-HLA1516_1-OM-6_9-DISCOVEROBJECTINSTANCE-CB_SIG-001,Draft,P0,v1.0 structured decomposition from IEEE 1516.1-2010 (2010 edition) RTI-initiated callback clause inventory and official Java API catalog.,CB_SIG,HLA1516.1-OM-6_9-DISCOVEROBJECTINSTANCE-CB-001,"Java signature: void discoverObjectInstance(ObjectInstanceHandle theObject, ObjectClassHandle theObjectClass, String objectName) throws FederateInternalError",discoverObjectInstance,RTI-initiated callback,native/grpc/rest-callback-equivalence,No,
HLA1516.1-CPP-6_10-UPDATEATTRIBUTEVALUES-042,IEEE 1516.1-2010 (2010 edition),6.10,C++ API Binding,CAP-API,API-CPP,The C++ API binding shall declare `RTIambassador::updateAttributeValues` with the standard signature and exception surface.,shall,api/cpp,C++ header static validation,TEST-HLA1516_1-CPP-6_10-UPDATEATTRIBUTEVALUES-042,Draft,P1,v1.0 static extraction from official IEEE 1516.1-2010 (2010 edition) C++ API headers.,CPP_METHOD,,"cpp_api/cpp/src/RTI/RTIambassador.h; signature=virtual void updateAttributeValues ( ObjectInstanceHandle theObject, AttributeHandleValueMap const & theAttributeValues, VariableLengthData const & theUserSuppliedTag) throw ( AttributeNotOwned, AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError) = 0;; exceptions=AttributeNotOwned; AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError",updateAttributeValues,binding/API,static/api,No,
HLA1516.1-CPP-6_10-UPDATEATTRIBUTEVALUES-043,IEEE 1516.1-2010 (2010 edition),6.10,C++ API Binding,CAP-API,API-CPP,The C++ API binding shall declare `RTIambassador::updateAttributeValues` with the standard signature and exception surface.,shall,api/cpp,C++ header static validation,TEST-HLA1516_1-CPP-6_10-UPDATEATTRIBUTEVALUES-043,Draft,P1,v1.0 static extraction from official IEEE 1516.1-2010 (2010 edition) C++ API headers.,CPP_METHOD,,"cpp_api/cpp/src/RTI/RTIambassador.h; signature=virtual MessageRetractionHandle updateAttributeValues ( ObjectInstanceHandle theObject, AttributeHandleValueMap const & theAttributeValues, VariableLengthData const & theUserSuppliedTag, LogicalTime const & theTime) throw ( InvalidLogicalTime, AttributeNotOwned, AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError) = 0;; exceptions=InvalidLogicalTime; AttributeNotOwned; AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError",updateAttributeValues,binding/API,static/api,No,
HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-ARG-001,IEEE 1516.1-2010 (2010 edition),6.10,Federate Interface Specification,CAP-OM,OM-UPDATE_ATTRIBUTE_VALUES,The implementation shall accept and validate `updateAttributeValues` overload 1 arguments: ObjectInstanceHandle theObject; AttributeHandleValueMap theAttributes; byte[] userSuppliedTag.,shall,rti/object_management,argument validation tests,TEST-HLA1516_1-OM-6_10-UPDATEATTRIBUTEVALUES-ARG-001,Draft,P0,v1.0 structured decomposition from IEEE 1516.1-2010 (2010 edition) service clause inventory and official Java API catalog.,ARG,HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-SVC-001,Arguments: ObjectInstanceHandle theObject; AttributeHandleValueMap theAttributes; byte[] userSuppliedTag,updateAttributeValues,federate-initiated,native/grpc/rest-equivalence,Maybe,
HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-ARG-002,IEEE 1516.1-2010 (2010 edition),6.10,Federate Interface Specification,CAP-OM,OM-UPDATE_ATTRIBUTE_VALUES,The implementation shall accept and validate `updateAttributeValues` overload 2 arguments: ObjectInstanceHandle theObject; AttributeHandleValueMap theAttributes; byte[] userSuppliedTag; LogicalTime theTime.,shall,rti/object_management,argument validation tests,TEST-HLA1516_1-OM-6_10-UPDATEATTRIBUTEVALUES-ARG-002,Draft,P0,v1.0 structured decomposition from IEEE 1516.1-2010 (2010 edition) service clause inventory and official Java API catalog.,ARG,HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-SVC-001,Arguments: ObjectInstanceHandle theObject; AttributeHandleValueMap theAttributes; byte[] userSuppliedTag; LogicalTime theTime,updateAttributeValues,federate-initiated,native/grpc/rest-equivalence,Maybe,
HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-EFF-001,IEEE 1516.1-2010 (2010 edition),6.10,Federate Interface Specification,CAP-OM,OM-UPDATE_ATTRIBUTE_VALUES,"The RTI shall accept updates only for valid, owned, and publishable instance attributes and shall route reflected values to relevant subscribed federates according to order, transportation, scope, DDM, and time-management rules.",shall,rti/object_management,state-transition integration tests,TEST-HLA1516_1-OM-6_10-UPDATEATTRIBUTEVALUES-EFF-001,Draft,P0,v1.0 structured decomposition from IEEE 1516.1-2010 (2010 edition) service clause inventory and official Java API catalog.,EFF,HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-SVC-001,Clause 6.10; service=Update Attribute Values; effect family,updateAttributeValues,federate-initiated,native/grpc/rest-equivalence,Yes,
HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-EXC-001,IEEE 1516.1-2010 (2010 edition),6.10,Federate Interface Specification,CAP-OM,OM-UPDATE_ATTRIBUTE_VALUES,"The RTI shall raise the standard exceptions exposed by `updateAttributeValues` when the corresponding error conditions occur: AttributeNotOwned, AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError, InvalidLogicalTime.",shall,rti/object_management,exception matrix tests,TEST-HLA1516_1-OM-6_10-UPDATEATTRIBUTEVALUES-EXC-001,Draft,P0,v1.0 structured decomposition from IEEE 1516.1-2010 (2010 edition) service clause inventory and official Java API catalog.,EXC,HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-SVC-001,Clause 6.10; Java throws=AttributeNotOwned; AttributeNotDefined; ObjectInstanceNotKnown; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError; InvalidLogicalTime,updateAttributeValues,federate-initiated,native/grpc/rest-equivalence,Maybe,
HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-MOM-001,IEEE 1516.1-2010 (2010 edition),6.10,Federate Interface Specification,CAP-OM,OM-UPDATE_ATTRIBUTE_VALUES,"When MOM service reporting is enabled for the invoking federate, the RTI shall make invocation of `updateAttributeValues` observable through the standard MOM service-reporting mechanism where the standard defines such reporting.",shall,rti/mom/service_reporting,MOM observer integration test,TEST-HLA1516_1-OM-6_10-UPDATEATTRIBUTEVALUES-MOM-001,Draft,P1,v1.0 structured decomposition from IEEE 1516.1-2010 (2010 edition) service clause inventory and official Java API catalog.,MOM,HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-SVC-001,Clause 6.10; MOM service reporting linkage,updateAttributeValues,federate-initiated,native/grpc/rest-equivalence,Yes,
HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-PRE-001,IEEE 1516.1-2010 (2010 edition),6.10,Federate Interface Specification,CAP-OM,OM-UPDATE_ATTRIBUTE_VALUES,"The RTI shall validate all standard preconditions for `updateAttributeValues`, including connection state, federation-execution membership, valid handles, FDD-defined classes or datatypes, save/restore state, callback reentrancy, and service-specific constraints as applicable.",shall,rti/object_management,negative unit tests + exception tests,TEST-HLA1516_1-OM-6_10-UPDATEATTRIBUTEVALUES-PRE-001,Draft,P0,v1.0 structured decomposition from IEEE 1516.1-2010 (2010 edition) service clause inventory and official Java API catalog.,PRE,HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-SVC-001,Clause 6.10; service=Update Attribute Values; precondition family,updateAttributeValues,federate-initiated,native/grpc/rest-equivalence,Yes,
HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-SIG-001,IEEE 1516.1-2010 (2010 edition),6.10,Federate Interface Specification,CAP-OM,OM-UPDATE_ATTRIBUTE_VALUES,The implementation shall expose `updateAttributeValues` overload 1 returning `void` with the standard argument shape.,shall,rti/object_management,API signature static test,TEST-HLA1516_1-OM-6_10-UPDATEATTRIBUTEVALUES-SIG-001,Draft,P0,v1.0 structured decomposition from IEEE 1516.1-2010 (2010 edition) service clause inventory and official Java API catalog.,SIG,HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-SVC-001,"Java signature: void updateAttributeValues(ObjectInstanceHandle theObject, AttributeHandleValueMap theAttributes, byte[] userSuppliedTag) throws AttributeNotOwned, AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError",updateAttributeValues,federate-initiated,native/grpc/rest-equivalence,No,
HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-SIG-002,IEEE 1516.1-2010 (2010 edition),6.10,Federate Interface Specification,CAP-OM,OM-UPDATE_ATTRIBUTE_VALUES,The implementation shall expose `updateAttributeValues` overload 2 returning `MessageRetractionReturn` with the standard argument shape.,shall,rti/object_management,API signature static test,TEST-HLA1516_1-OM-6_10-UPDATEATTRIBUTEVALUES-SIG-002,Draft,P0,v1.0 structured decomposition from IEEE 1516.1-2010 (2010 edition) service clause inventory and official Java API catalog.,SIG,HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-SVC-001,"Java signature: MessageRetractionReturn updateAttributeValues(ObjectInstanceHandle theObject, AttributeHandleValueMap theAttributes, byte[] userSuppliedTag, LogicalTime theTime) throws InvalidLogicalTime, AttributeNotOwned, AttributeNotDefined, ObjectInstanceNotKnown, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError",updateAttributeValues,federate-initiated,native/grpc/rest-equivalence,No,
HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-SVC-001,IEEE 1516.1-2010 (2010 edition),6.10,Federate Interface Specification,CAP-OM,OM-UPDATE_ATTRIBUTE_VALUES,The RTI shall provide the Update Attribute Values service through the `updateAttributeValues` operation.,shall,rti/object_management,unit + integration + API conformance tests,TEST-HLA1516_1-OM-6_10-UPDATEATTRIBUTEVALUES-SVC-001,Draft,P0,v1.0 structured decomposition from IEEE 1516.1-2010 (2010 edition) service clause inventory and official Java API catalog.,SVC,,Clause 6.10; service=Update Attribute Values; method=updateAttributeValues,updateAttributeValues,federate-initiated,native/grpc/rest-equivalence,Yes,
HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-TEST-001,IEEE 1516.1-2010 (2010 edition),6.10,Federate Interface Specification,CAP-OM,OM-UPDATE_ATTRIBUTE_VALUES,"The verification suite shall include positive, negative, exception, transport-equivalence, and MOM-observer tests for `updateAttributeValues`.",shall,tests/conformance,test-suite audit,TEST-HLA1516_1-OM-6_10-UPDATEATTRIBUTEVALUES-TEST-001,Draft,P0,v1.0 structured decomposition from IEEE 1516.1-2010 (2010 edition) service clause inventory and official Java API catalog.,TEST,HLA1516.1-OM-6_10-UPDATEATTRIBUTEVALUES-SVC-001,Clause 6.10; test coverage seed,updateAttributeValues,federate-initiated,native/grpc/rest-equivalence,Yes,
HLA1516.1-CPP-6_11-REFLECTATTRIBUTEVALUES-180,IEEE 1516.1-2010 (2010 edition),6.11,C++ API Binding,CAP-API,API-CPP,The C++ API binding shall declare `FederateAmbassador::reflectAttributeValues` with the standard signature and exception surface.,shall,api/cpp,C++ header static validation,TEST-HLA1516_1-CPP-6_11-REFLECTATTRIBUTEVALUES-180,Draft,P1,v1.0 static extraction from official IEEE 1516.1-2010 (2010 edition) C++ API headers.,CPP_METHOD,,"cpp_api/cpp/src/RTI/FederateAmbassador.h; signature=virtual void reflectAttributeValues ( ObjectInstanceHandle theObject, AttributeHandleValueMap const & theAttributeValues, VariableLengthData const & theUserSuppliedTag, OrderType sentOrder, TransportationType theType, SupplementalReflectInfo theReflectInfo) throw ( FederateInternalError) = 0;; exceptions=FederateInternalError",reflectAttributeValues,binding/API,static/api,No,
HLA1516.1-CPP-6_11-REFLECTATTRIBUTEVALUES-181,IEEE 1516.1-2010 (2010 edition),6.11,C++ API Binding,CAP-API,API-CPP,The C++ API binding shall declare `FederateAmbassador::reflectAttributeValues` with the standard signature and exception surface.,shall,api/cpp,C++ header static validation,TEST-HLA1516_1-CPP-6_11-REFLECTATTRIBUTEVALUES-181,Draft,P1,v1.0 static extraction from official IEEE 1516.1-2010 (2010 edition) C++ API headers.,CPP_METHOD,,"cpp_api/cpp/src/RTI/FederateAmbassador.h; signature=virtual void reflectAttributeValues ( ObjectInstanceHandle theObject, AttributeHandleValueMap const & theAttributeValues, VariableLengthData const & theUserSuppliedTag, OrderType sentOrder, TransportationType theType, LogicalTime const & theTime, OrderType receivedOrder, SupplementalReflectInfo theReflectInfo) throw ( FederateInternalError) = 0;; exceptions=FederateInternalError",reflectAttributeValues,binding/API,static/api,No,
HLA1516.1-CPP-6_11-REFLECTATTRIBUTEVALUES-182,IEEE 1516.1-2010 (2010 edition),6.11,C++ API Binding,CAP-API,API-CPP,The C++ API binding shall declare `FederateAmbassador::reflectAttributeValues` with the standard signature and exception surface.,shall,api/cpp,C++ header static validation,TEST-HLA1516_1-CPP-6_11-REFLECTATTRIBUTEVALUES-182,Draft,P1,v1.0 static extraction from official IEEE 1516.1-2010 (2010 edition) C++ API headers.,CPP_METHOD,,"cpp_api/cpp/src/RTI/FederateAmbassador.h; signature=virtual void reflectAttributeValues ( ObjectInstanceHandle theObject, AttributeHandleValueMap const & theAttributeValues, VariableLengthData const & theUserSuppliedTag, OrderType sentOrder, TransportationType theType, LogicalTime const & theTime, OrderType receivedOrder, MessageRetractionHandle theHandle, SupplementalReflectInfo theReflectInfo) throw ( FederateInternalError) = 0;; exceptions=FederateInternalError",reflectAttributeValues,binding/API,static/api,No,
HLA1516.1-OM-6_11-REFLECTATTRIBUTEVALUES-CB-001,IEEE 1516.1-2010 (2010 edition),6.11,Federate Interface Specification,CAP-OM,OM-REFLECT_ATTRIBUTE_VALUES,The RTI shall issue the Reflect Attribute Values callback through the federate ambassador `reflectAttributeValues` operation when the standard callback conditions are satisfied.,shall,rti/callback_dispatch,callback integration tests,TEST-HLA1516_1-OM-6_11-REFLECTATTRIBUTEVALUES-CB-001,Draft,P0,v1.0 structured decomposition from IEEE 1516.1-2010 (2010 edition) RTI-initiated callback clause inventory and official Java API catalog.,CB,,Clause 6.11; callback=Reflect Attribute Values; method=reflectAttributeValues,reflectAttributeValues,RTI-initiated callback,native/grpc/rest-callback-equivalence,Maybe,
HLA1516.1-OM-6_11-REFLECTATTRIBUTEVALUES-CB_ORDER-001,IEEE 1516.1-2010 (2010 edition),6.11,Federate Interface Specification,CAP-OM,OM-REFLECT_ATTRIBUTE_VALUES,"The RTI shall deliver `reflectAttributeValues` in the callback model selected by the federate and in an order consistent with standard service, save/restore, time-management, and message-delivery rules.",shall,rti/callback_dispatch,callback ordering tests,TEST-HLA1516_1-OM-6_11-REFLECTATTRIBUTEVALUES-CB_ORDER-001,Draft,P0,v1.0 structured decomposition from IEEE 1516.1-2010 (2010 edition) RTI-initiated callback clause inventory and official Java API catalog.,CB_ORDER,HLA1516.1-OM-6_11-REFLECTATTRIBUTEVALUES-CB-001,Clause 6.11; callback ordering family,reflectAttributeValues,RTI-initiated callback,native/grpc/rest-callback-equivalence,Maybe,
HLA1516.1-OM-6_11-REFLECTATTRIBUTEVALUES-CB_PAYLOAD-001,IEEE 1516.1-2010 (2010 edition),6.11,Federate Interface Specification,CAP-OM,OM-REFLECT_ATTRIBUTE_VALUES,"The RTI shall populate `reflectAttributeValues` callback arguments consistently with the federation state transition, object instance, attribute, interaction, ownership, or time-management event being reported.",shall,rti/callback_dispatch,payload verification tests,TEST-HLA1516_1-OM-6_11-REFLECTATTRIBUTEVALUES-CB_PAYLOAD-001,Draft,P0,v1.0 structured decomposition from IEEE 1516.1-2010 (2010 edition) RTI-initiated callback clause inventory and official Java API catalog.,CB_PAYLOAD,HLA1516.1-OM-6_11-REFLECTATTRIBUTEVALUES-CB-001,Clause 6.11; callback payload family,reflectAttributeValues,RTI-initiated callback,native/grpc/rest-callback-equivalence,Maybe,
HLA1516.1-OM-6_11-REFLECTATTRIBUTEVALUES-CB_SIG-001,IEEE 1516.1-2010 (2010 edition),6.11,Federate Interface Specification,CAP-OM,OM-REFLECT_ATTRIBUTE_VALUES,The federate ambassador binding shall expose `reflectAttributeValues` with return type `void` and standard arguments: ObjectInstanceHandle theObject; AttributeHandleValueMap theAttributes; byte[] userSuppliedTag; OrderType sentOrdering; TransportationTypeHandle theTransport; SupplementalReflectInfo reflectInfo.,shall,api/federate_ambassador,API signature static test,TEST-HLA1516_1-OM-6_11-REFLECTATTRIBUTEVALUES-CB_SIG-001,Draft,P0,v1.0 structured decomposition from IEEE 1516.1-2010 (2010 edition) RTI-initiated callback clause inventory and official Java API catalog.,CB_SIG,HLA1516.1-OM-6_11-REFLECTATTRIBUTEVALUES-CB-001,"Java signature: void reflectAttributeValues(ObjectInstanceHandle theObject, AttributeHandleValueMap theAttributes, byte[] userSuppliedTag, OrderType sentOrdering, TransportationTypeHandle theTransport, SupplementalReflectInfo reflectInfo) throws FederateInternalError",reflectAttributeValues,RTI-initiated callback,native/grpc/rest-callback-equivalence,No,
HLA1516.1-CPP-6_12-SENDINTERACTION-044,IEEE 1516.1-2010 (2010 edition),6.12,C++ API Binding,CAP-API,API-CPP,The C++ API binding shall declare `RTIambassador::sendInteraction` with the standard signature and exception surface.,shall,api/cpp,C++ header static validation,TEST-HLA1516_1-CPP-6_12-SENDINTERACTION-044,Draft,P1,v1.0 static extraction from official IEEE 1516.1-2010 (2010 edition) C++ API headers.,CPP_METHOD,,"cpp_api/cpp/src/RTI/RTIambassador.h; signature=virtual void sendInteraction ( InteractionClassHandle theInteraction, ParameterHandleValueMap const & theParameterValues, VariableLengthData const & theUserSuppliedTag) throw ( InteractionClassNotPublished, InteractionParameterNotDefined, InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError) = 0;; exceptions=InteractionClassNotPublished; InteractionParameterNotDefined; InteractionClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError",sendInteraction,binding/API,static/api,No,
HLA1516.1-CPP-6_12-SENDINTERACTION-045,IEEE 1516.1-2010 (2010 edition),6.12,C++ API Binding,CAP-API,API-CPP,The C++ API binding shall declare `RTIambassador::sendInteraction` with the standard signature and exception surface.,shall,api/cpp,C++ header static validation,TEST-HLA1516_1-CPP-6_12-SENDINTERACTION-045,Draft,P1,v1.0 static extraction from official IEEE 1516.1-2010 (2010 edition) C++ API headers.,CPP_METHOD,,"cpp_api/cpp/src/RTI/RTIambassador.h; signature=virtual MessageRetractionHandle sendInteraction ( InteractionClassHandle theInteraction, ParameterHandleValueMap const & theParameterValues, VariableLengthData const & theUserSuppliedTag, LogicalTime const & theTime) throw ( InvalidLogicalTime, InteractionClassNotPublished, InteractionParameterNotDefined, InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError) = 0;; exceptions=InvalidLogicalTime; InteractionClassNotPublished; InteractionParameterNotDefined; InteractionClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError",sendInteraction,binding/API,static/api,No,
HLA1516.1-OM-6_12-SENDINTERACTION-ARG-001,IEEE 1516.1-2010 (2010 edition),6.12,Federate Interface Specification,CAP-OM,OM-SEND_INTERACTION,The implementation shall accept and validate `sendInteraction` overload 1 arguments: InteractionClassHandle theInteraction; ParameterHandleValueMap theParameters; byte[] userSuppliedTag.,shall,rti/object_management,argument validation tests,TEST-HLA1516_1-OM-6_12-SENDINTERACTION-ARG-001,Draft,P0,v1.0 structured decomposition from IEEE 1516.1-2010 (2010 edition) service clause inventory and official Java API catalog.,ARG,HLA1516.1-OM-6_12-SENDINTERACTION-SVC-001,Arguments: InteractionClassHandle theInteraction; ParameterHandleValueMap theParameters; byte[] userSuppliedTag,sendInteraction,federate-initiated,native/grpc/rest-equivalence,Maybe,
HLA1516.1-OM-6_12-SENDINTERACTION-ARG-002,IEEE 1516.1-2010 (2010 edition),6.12,Federate Interface Specification,CAP-OM,OM-SEND_INTERACTION,The implementation shall accept and validate `sendInteraction` overload 2 arguments: InteractionClassHandle theInteraction; ParameterHandleValueMap theParameters; byte[] userSuppliedTag; LogicalTime theTime.,shall,rti/object_management,argument validation tests,TEST-HLA1516_1-OM-6_12-SENDINTERACTION-ARG-002,Draft,P0,v1.0 structured decomposition from IEEE 1516.1-2010 (2010 edition) service clause inventory and official Java API catalog.,ARG,HLA1516.1-OM-6_12-SENDINTERACTION-SVC-001,Arguments: InteractionClassHandle theInteraction; ParameterHandleValueMap theParameters; byte[] userSuppliedTag; LogicalTime theTime,sendInteraction,federate-initiated,native/grpc/rest-equivalence,Maybe,
HLA1516.1-OM-6_12-SENDINTERACTION-EFF-001,IEEE 1516.1-2010 (2010 edition),6.12,Federate Interface Specification,CAP-OM,OM-SEND_INTERACTION,"The RTI shall accept interactions only for published interaction classes with valid parameters and shall route them to relevant subscribers according to order, transportation, DDM, and time-management rules.",shall,rti/object_management,state-transition integration tests,TEST-HLA1516_1-OM-6_12-SENDINTERACTION-EFF-001,Draft,P0,v1.0 structured decomposition from IEEE 1516.1-2010 (2010 edition) service clause inventory and official Java API catalog.,EFF,HLA1516.1-OM-6_12-SENDINTERACTION-SVC-001,Clause 6.12; service=Send Interaction; effect family,sendInteraction,federate-initiated,native/grpc/rest-equivalence,Yes,
