requirement_id,standard,clause,source_title,capability,feature,requirement_text,normative_keyword,implementation_area,verification_method,test_id,status,priority,source_note,requirement_type,parent_requirement_id,source_detail,service_name,service_direction,transport_scope,mom_observable,verification_notes
HLA1516.1-FM-4_9-001,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-JOIN-FEDERATION-EXECUTION-SERVICE,RTI shall provide the Join Federation Execution service.,shall,rti.federation_management.join_federation_execution,unit + federate integration test,TEST-FM-4_9-001,Draft,P0,"Seeded from 1516.1 table of contents service entry for clause 4.9. Expand with arguments, callbacks, preconditions, and exceptions.",SVC,,v0.1 seeded family/service row,,,native baseline; transport equivalence where applicable,TBD,
HLA1516.1-FM-4_9-ARG-001,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,"Join Federation Execution service shall accept and validate supplied argument: Optional federate name. If not provided, the RTI shall assign a unique name.",shall,rti.federation_management.join_federation_execution,unit + negative-path conformance test,TEST-FM-4_9-ARG-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_9-001,4.9.1 Supplied arguments,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-ARG-002,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Join Federation Execution service shall accept and validate supplied argument: Federate type.,shall,rti.federation_management.join_federation_execution,unit + negative-path conformance test,TEST-FM-4_9-ARG-002,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_9-001,4.9.1 Supplied arguments,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-ARG-003,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Join Federation Execution service shall accept and validate supplied argument: Federation execution name.,shall,rti.federation_management.join_federation_execution,unit + negative-path conformance test,TEST-FM-4_9-ARG-003,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_9-001,4.9.1 Supplied arguments,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-ARG-004,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Join Federation Execution service shall accept and validate supplied argument: Optional set of additional FOM module designators.,shall,rti.federation_management.join_federation_execution,unit + negative-path conformance test,TEST-FM-4_9-ARG-004,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,ARG,HLA1516.1-FM-4_9-001,4.9.1 Supplied arguments,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-EFF-001,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,"On successful Join Federation Execution service, the RTI shall establish this postcondition: The joined federate is a member of the federation execution.",shall,rti.federation_management.join_federation_execution,state-machine integration test,TEST-FM-4_9-EFF-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EFF,HLA1516.1-FM-4_9-001,4.9.4 Postconditions,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-EXC-001,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Join Federation Execution service shall report the defined exception/failure condition when applicable: Could not create logical time implementation.,shall,rti.federation_management.join_federation_execution,unit + negative-path conformance test,TEST-FM-4_9-EXC-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_9-001,4.9.5 Exceptions,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-EXC-002,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Join Federation Execution service shall report the defined exception/failure condition when applicable: Federate name already in use.,shall,rti.federation_management.join_federation_execution,unit + negative-path conformance test,TEST-FM-4_9-EXC-002,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_9-001,4.9.5 Exceptions,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-EXC-003,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Join Federation Execution service shall report the defined exception/failure condition when applicable: The specified federation execution does not exist.,shall,rti.federation_management.join_federation_execution,unit + negative-path conformance test,TEST-FM-4_9-EXC-003,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_9-001,4.9.5 Exceptions,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-EXC-004,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Join Federation Execution service shall report the defined exception/failure condition when applicable: Invalid FOM module.,shall,rti.federation_management.join_federation_execution,unit + negative-path conformance test,TEST-FM-4_9-EXC-004,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_9-001,4.9.5 Exceptions,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-EXC-005,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Join Federation Execution service shall report the defined exception/failure condition when applicable: Inconsistent FOM module.,shall,rti.federation_management.join_federation_execution,unit + negative-path conformance test,TEST-FM-4_9-EXC-005,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_9-001,4.9.5 Exceptions,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-EXC-006,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Join Federation Execution service shall report the defined exception/failure condition when applicable: Could not locate FOM module indicated by supplied designator.,shall,rti.federation_management.join_federation_execution,unit + negative-path conformance test,TEST-FM-4_9-EXC-006,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_9-001,4.9.5 Exceptions,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-EXC-007,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Join Federation Execution service shall report the defined exception/failure condition when applicable: Federate save in progress.,shall,rti.federation_management.join_federation_execution,unit + negative-path conformance test,TEST-FM-4_9-EXC-007,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_9-001,4.9.5 Exceptions,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-EXC-008,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Join Federation Execution service shall report the defined exception/failure condition when applicable: Federate restore in progress.,shall,rti.federation_management.join_federation_execution,unit + negative-path conformance test,TEST-FM-4_9-EXC-008,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_9-001,4.9.5 Exceptions,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-EXC-009,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Join Federation Execution service shall report the defined exception/failure condition when applicable: The federate is already joined to the federation execution.,shall,rti.federation_management.join_federation_execution,unit + negative-path conformance test,TEST-FM-4_9-EXC-009,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_9-001,4.9.5 Exceptions,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-EXC-010,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Join Federation Execution service shall report the defined exception/failure condition when applicable: Not connected.,shall,rti.federation_management.join_federation_execution,unit + negative-path conformance test,TEST-FM-4_9-EXC-010,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_9-001,4.9.5 Exceptions,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-EXC-011,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Join Federation Execution service shall report the defined exception/failure condition when applicable: RTI internal error.,shall,rti.federation_management.join_federation_execution,unit + negative-path conformance test,TEST-FM-4_9-EXC-011,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,EXC,HLA1516.1-FM-4_9-001,4.9.5 Exceptions,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-MOM-001,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,The RTI shall update or make auditable the MOM-visible federation-management state associated with Join Federation Execution.,shall,rti.federation_management.join_federation_execution,MOM observer integration test,TEST-FM-4_9-MOM-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,MOM,HLA1516.1-FM-4_9-001,4.9 MOM observability hook,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-PRE-001,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Join Federation Execution service shall enforce this precondition before successful completion: The federate is connected to the RTI.,shall,rti.federation_management.join_federation_execution,unit + negative-path conformance test,TEST-FM-4_9-PRE-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_9-001,4.9.3 Preconditions,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-PRE-002,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Join Federation Execution service shall enforce this precondition before successful completion: The federation execution exists.,shall,rti.federation_management.join_federation_execution,unit + negative-path conformance test,TEST-FM-4_9-PRE-002,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_9-001,4.9.3 Preconditions,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-PRE-003,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Join Federation Execution service shall enforce this precondition before successful completion: The federate is not joined to that federation execution.,shall,rti.federation_management.join_federation_execution,unit + negative-path conformance test,TEST-FM-4_9-PRE-003,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_9-001,4.9.3 Preconditions,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-PRE-004,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Join Federation Execution service shall enforce this precondition before successful completion: Federate name not already in use.,shall,rti.federation_management.join_federation_execution,unit + negative-path conformance test,TEST-FM-4_9-PRE-004,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_9-001,4.9.3 Preconditions,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-PRE-005,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Join Federation Execution service shall enforce this precondition before successful completion: Federate save not in progress.,shall,rti.federation_management.join_federation_execution,unit + negative-path conformance test,TEST-FM-4_9-PRE-005,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_9-001,4.9.3 Preconditions,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-PRE-006,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Join Federation Execution service shall enforce this precondition before successful completion: Federate restore not in progress.,shall,rti.federation_management.join_federation_execution,unit + negative-path conformance test,TEST-FM-4_9-PRE-006,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,PRE,HLA1516.1-FM-4_9-001,4.9.3 Preconditions,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-RET-001,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-LIFECYCLE,Join Federation Execution service shall return the defined result: Joined federate designator.,shall,rti.federation_management.join_federation_execution,API conformance + integration test,TEST-FM-4_9-RET-001,Draft,P0,Clause 4 detailed extraction; paraphrased from service supplied/returned/precondition/postcondition/exception subsections.,RET,HLA1516.1-FM-4_9-001,4.9.2 Returned arguments,Join Federation Execution,federate-initiated service,native baseline; gRPC/REST equivalence for externally visible service behavior,HLAfederation/HLAfederate MOM objects and FOM-module/MIM metadata,Split from broad service row to implementation-ready conformance row.
HLA1516.1-FM-4_9-RTIAPI-001,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-joinFederationExecution,RTI shall expose RTIambassador method `joinFederationExecution` for the Join Federation Execution service.,shall,federation_management.joinFederationExecution,api conformance test,TEST-HLA1516_1-FM-4_9-RTIAPI-001,Draft,P0,Extracted from the official IEEE 1516-2010 Java API artifact bundled with 1516.1 downloads.,RTI_API,HLA1516.1-FM-4_9-001,Java API Annex B source: RTIambassador.java; Clause 4.9; overload 1.,Join Federation Execution,federate-initiated,native API; grpc/rest equivalent service contract where applicable,yes,"Signature: FederateHandle joinFederationExecution(String federateName, String federateType, String federationExecutionName, URL[] additionalFomModules) throws CouldNotCreateLogicalTimeFactory, FederateNameAlreadyInUse, FederationExecutionDoesNotExist, InconsistentFDD, ErrorReadingFDD, CouldNotOpenFDD, SaveInProgress, RestoreInProgress, FederateAlreadyExecutionMember, NotConnected, CallNotAllowedFromWithinCallback, RTIinternalError"
HLA1516.1-FM-4_9-RTIAPI-001-EXC,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-joinFederationExecution,`joinFederationExecution` shall define and surface applicable exception conditions: CouldNotCreateLogicalTimeFactory; FederateNameAlreadyInUse; FederationExecutionDoesNotExist; InconsistentFDD; ErrorReadingFDD; CouldNotOpenFDD; SaveInProgress; RestoreInProgress; FederateAlreadyExecutionMember; NotConnected; CallNotAllowedFromWithinCallback; RTIinternalError.,shall,federation_management.joinFederationExecution,negative unit/integration tests,TEST-HLA1516_1-FM-4_9-RTIAPI-001-EXC,Draft,P0,Derived from Java API throws clause. Each listed exception should become one or more negative tests in later passes.,EXC_API,HLA1516.1-FM-4_9-001,Java API Annex B source: RTIambassador.java; Clause 4.9; overload 1.,Join Federation Execution,federate-initiated,native API; grpc/rest error mapping where applicable,MOM exception reporting where enabled,
HLA1516.1-FM-4_9-RTIAPI-001-MOM,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-joinFederationExecution,"When MOM service reporting is enabled, invocation of `joinFederationExecution` shall be eligible for standard MOM service invocation reporting.",shall,mom.service_reporting,MOM observer integration test,TEST-HLA1516_1-FM-4_9-RTIAPI-001-MOM,Draft,P1,Derived traceability hook from Clause 11 service reporting into service-specific tests.,MOM_TRACE,HLA1516.1-FM-4_9-001,Java API Annex B source: RTIambassador.java; Clause 4.9; overload 1.,Join Federation Execution,federate-initiated,native; grpc; rest,yes,
HLA1516.1-FM-4_9-RTIAPI-001-RET,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-joinFederationExecution,`joinFederationExecution` shall return a `FederateHandle` value consistent with RTI state and FDD/MIM metadata.,shall,federation_management.joinFederationExecution,state/effect integration test,TEST-HLA1516_1-FM-4_9-RTIAPI-001-RET,Draft,P0,Derived implementation requirement for service behavior.,RET,HLA1516.1-FM-4_9-001,Java API Annex B source: RTIambassador.java; Clause 4.9; overload 1.,Join Federation Execution,federate-initiated,native; grpc; rest,yes,
HLA1516.1-FM-4_9-RTIAPI-001-SIG,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-joinFederationExecution,`joinFederationExecution` shall use return type `FederateHandle` and supplied arguments: String federateName; String federateType; String federationExecutionName; URL[] additionalFomModules.,shall,federation_management.joinFederationExecution,api signature/static test,TEST-HLA1516_1-FM-4_9-RTIAPI-001-SIG,Draft,P0,Derived from Java API method signature.,SIG,HLA1516.1-FM-4_9-001,Java API Annex B source: RTIambassador.java; Clause 4.9; overload 1.,Join Federation Execution,federate-initiated,native API; grpc/rest request-response schema where applicable,no,"FederateHandle joinFederationExecution(String federateName, String federateType, String federationExecutionName, URL[] additionalFomModules) throws CouldNotCreateLogicalTimeFactory, FederateNameAlreadyInUse, FederationExecutionDoesNotExist, InconsistentFDD, ErrorReadingFDD, CouldNotOpenFDD, SaveInProgress, RestoreInProgress, FederateAlreadyExecutionMember, NotConnected, CallNotAllowedFromWithinCallback, RTIinternalError"
HLA1516.1-FM-4_9-RTIAPI-002,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-joinFederationExecution,RTI shall expose RTIambassador method `joinFederationExecution` for the Join Federation Execution service.,shall,federation_management.joinFederationExecution,api conformance test,TEST-HLA1516_1-FM-4_9-RTIAPI-002,Draft,P0,Extracted from the official IEEE 1516-2010 Java API artifact bundled with 1516.1 downloads.,RTI_API,HLA1516.1-FM-4_9-001,Java API Annex B source: RTIambassador.java; Clause 4.9; overload 2.,Join Federation Execution,federate-initiated,native API; grpc/rest equivalent service contract where applicable,yes,"Signature: FederateHandle joinFederationExecution(String federateType, String federationExecutionName, URL[] additionalFomModules) throws CouldNotCreateLogicalTimeFactory, FederationExecutionDoesNotExist, InconsistentFDD, ErrorReadingFDD, CouldNotOpenFDD, SaveInProgress, RestoreInProgress, FederateAlreadyExecutionMember, NotConnected, CallNotAllowedFromWithinCallback, RTIinternalError"
HLA1516.1-FM-4_9-RTIAPI-002-EXC,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-joinFederationExecution,`joinFederationExecution` shall define and surface applicable exception conditions: CouldNotCreateLogicalTimeFactory; FederationExecutionDoesNotExist; InconsistentFDD; ErrorReadingFDD; CouldNotOpenFDD; SaveInProgress; RestoreInProgress; FederateAlreadyExecutionMember; NotConnected; CallNotAllowedFromWithinCallback; RTIinternalError.,shall,federation_management.joinFederationExecution,negative unit/integration tests,TEST-HLA1516_1-FM-4_9-RTIAPI-002-EXC,Draft,P0,Derived from Java API throws clause. Each listed exception should become one or more negative tests in later passes.,EXC_API,HLA1516.1-FM-4_9-001,Java API Annex B source: RTIambassador.java; Clause 4.9; overload 2.,Join Federation Execution,federate-initiated,native API; grpc/rest error mapping where applicable,MOM exception reporting where enabled,
HLA1516.1-FM-4_9-RTIAPI-002-MOM,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-joinFederationExecution,"When MOM service reporting is enabled, invocation of `joinFederationExecution` shall be eligible for standard MOM service invocation reporting.",shall,mom.service_reporting,MOM observer integration test,TEST-HLA1516_1-FM-4_9-RTIAPI-002-MOM,Draft,P1,Derived traceability hook from Clause 11 service reporting into service-specific tests.,MOM_TRACE,HLA1516.1-FM-4_9-001,Java API Annex B source: RTIambassador.java; Clause 4.9; overload 2.,Join Federation Execution,federate-initiated,native; grpc; rest,yes,
HLA1516.1-FM-4_9-RTIAPI-002-RET,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-joinFederationExecution,`joinFederationExecution` shall return a `FederateHandle` value consistent with RTI state and FDD/MIM metadata.,shall,federation_management.joinFederationExecution,state/effect integration test,TEST-HLA1516_1-FM-4_9-RTIAPI-002-RET,Draft,P0,Derived implementation requirement for service behavior.,RET,HLA1516.1-FM-4_9-001,Java API Annex B source: RTIambassador.java; Clause 4.9; overload 2.,Join Federation Execution,federate-initiated,native; grpc; rest,yes,
HLA1516.1-FM-4_9-RTIAPI-002-SIG,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-joinFederationExecution,`joinFederationExecution` shall use return type `FederateHandle` and supplied arguments: String federateType; String federationExecutionName; URL[] additionalFomModules.,shall,federation_management.joinFederationExecution,api signature/static test,TEST-HLA1516_1-FM-4_9-RTIAPI-002-SIG,Draft,P0,Derived from Java API method signature.,SIG,HLA1516.1-FM-4_9-001,Java API Annex B source: RTIambassador.java; Clause 4.9; overload 2.,Join Federation Execution,federate-initiated,native API; grpc/rest request-response schema where applicable,no,"FederateHandle joinFederationExecution(String federateType, String federationExecutionName, URL[] additionalFomModules) throws CouldNotCreateLogicalTimeFactory, FederationExecutionDoesNotExist, InconsistentFDD, ErrorReadingFDD, CouldNotOpenFDD, SaveInProgress, RestoreInProgress, FederateAlreadyExecutionMember, NotConnected, CallNotAllowedFromWithinCallback, RTIinternalError"
HLA1516.1-FM-4_9-RTIAPI-003,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-joinFederationExecution,RTI shall expose RTIambassador method `joinFederationExecution` for the Join Federation Execution service.,shall,federation_management.joinFederationExecution,api conformance test,TEST-HLA1516_1-FM-4_9-RTIAPI-003,Draft,P0,Extracted from the official IEEE 1516-2010 Java API artifact bundled with 1516.1 downloads.,RTI_API,HLA1516.1-FM-4_9-001,Java API Annex B source: RTIambassador.java; Clause 4.9; overload 3.,Join Federation Execution,federate-initiated,native API; grpc/rest equivalent service contract where applicable,yes,"Signature: FederateHandle joinFederationExecution(String federateName, String federateType, String federationExecutionName) throws CouldNotCreateLogicalTimeFactory, FederateNameAlreadyInUse, FederationExecutionDoesNotExist, SaveInProgress, RestoreInProgress, FederateAlreadyExecutionMember, NotConnected, CallNotAllowedFromWithinCallback, RTIinternalError"
HLA1516.1-FM-4_9-RTIAPI-003-EXC,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-joinFederationExecution,`joinFederationExecution` shall define and surface applicable exception conditions: CouldNotCreateLogicalTimeFactory; FederateNameAlreadyInUse; FederationExecutionDoesNotExist; SaveInProgress; RestoreInProgress; FederateAlreadyExecutionMember; NotConnected; CallNotAllowedFromWithinCallback; RTIinternalError.,shall,federation_management.joinFederationExecution,negative unit/integration tests,TEST-HLA1516_1-FM-4_9-RTIAPI-003-EXC,Draft,P0,Derived from Java API throws clause. Each listed exception should become one or more negative tests in later passes.,EXC_API,HLA1516.1-FM-4_9-001,Java API Annex B source: RTIambassador.java; Clause 4.9; overload 3.,Join Federation Execution,federate-initiated,native API; grpc/rest error mapping where applicable,MOM exception reporting where enabled,
HLA1516.1-FM-4_9-RTIAPI-003-MOM,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-joinFederationExecution,"When MOM service reporting is enabled, invocation of `joinFederationExecution` shall be eligible for standard MOM service invocation reporting.",shall,mom.service_reporting,MOM observer integration test,TEST-HLA1516_1-FM-4_9-RTIAPI-003-MOM,Draft,P1,Derived traceability hook from Clause 11 service reporting into service-specific tests.,MOM_TRACE,HLA1516.1-FM-4_9-001,Java API Annex B source: RTIambassador.java; Clause 4.9; overload 3.,Join Federation Execution,federate-initiated,native; grpc; rest,yes,
HLA1516.1-FM-4_9-RTIAPI-003-RET,IEEE 1516.1-2010,4.9,Federate Interface Specification,CAP-FM,FM-joinFederationExecution,`joinFederationExecution` shall return a `FederateHandle` value consistent with RTI state and FDD/MIM metadata.,shall,federation_management.joinFederationExecution,state/effect integration test,TEST-HLA1516_1-FM-4_9-RTIAPI-003-RET,Draft,P0,Derived implementation requirement for service behavior.,RET,HLA1516.1-FM-4_9-001,Java API Annex B source: RTIambassador.java; Clause 4.9; overload 3.,Join Federation Execution,federate-initiated,native; grpc; rest,yes,
