test_id,requirement_id,capability,feature,test_level,transport,status,expected_evidence,verification_notes
TEST-HLA1516_1-FM-4_16-PRE-003-GRPC,HLA1516.1-FM-4_16-PRE-003,CAP-FM,FM-SAVE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_16-PRE-003: Request Federation Save service shall enforce this precondition before successful completion: The federate is joined to that federation execution.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-PRE-003-REST,HLA1516.1-FM-4_16-PRE-003,CAP-FM,FM-SAVE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_16-PRE-003: Request Federation Save service shall enforce this precondition before successful completion: The federate is joined to that federation execution.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-PRE-004-NATIVE,HLA1516.1-FM-4_16-PRE-004,CAP-FM,FM-SAVE,unit + negative-path conformance test,native,planned,"Verify HLA1516.1-FM-4_16-PRE-004: Request Federation Save service shall enforce this precondition before successful completion: If an optional timestamp is supplied, either 1) The joined federate is time-regulating, and the timestamp is a valid timestamp for the joined fede",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-PRE-004-GRPC,HLA1516.1-FM-4_16-PRE-004,CAP-FM,FM-SAVE,unit + negative-path conformance test,grpc,planned,"Verify HLA1516.1-FM-4_16-PRE-004: Request Federation Save service shall enforce this precondition before successful completion: If an optional timestamp is supplied, either 1) The joined federate is time-regulating, and the timestamp is a valid timestamp for the joined fede",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-PRE-004-REST,HLA1516.1-FM-4_16-PRE-004,CAP-FM,FM-SAVE,unit + negative-path conformance test,rest,planned,"Verify HLA1516.1-FM-4_16-PRE-004: Request Federation Save service shall enforce this precondition before successful completion: If an optional timestamp is supplied, either 1) The joined federate is time-regulating, and the timestamp is a valid timestamp for the joined fede",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-PRE-005-NATIVE,HLA1516.1-FM-4_16-PRE-005,CAP-FM,FM-SAVE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_16-PRE-005: Request Federation Save service shall enforce this precondition before successful completion: Federate save not in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-PRE-005-GRPC,HLA1516.1-FM-4_16-PRE-005,CAP-FM,FM-SAVE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_16-PRE-005: Request Federation Save service shall enforce this precondition before successful completion: Federate save not in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-PRE-005-REST,HLA1516.1-FM-4_16-PRE-005,CAP-FM,FM-SAVE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_16-PRE-005: Request Federation Save service shall enforce this precondition before successful completion: Federate save not in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-PRE-006-NATIVE,HLA1516.1-FM-4_16-PRE-006,CAP-FM,FM-SAVE,unit + negative-path conformance test,native,planned,"Verify HLA1516.1-FM-4_16-PRE-006: Request Federation Save service shall enforce this precondition before successful completion: Federate restore not in progress. In other words, the federate’s GALT will always be greater than the timestamp of the scheduled save.",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-PRE-006-GRPC,HLA1516.1-FM-4_16-PRE-006,CAP-FM,FM-SAVE,unit + negative-path conformance test,grpc,planned,"Verify HLA1516.1-FM-4_16-PRE-006: Request Federation Save service shall enforce this precondition before successful completion: Federate restore not in progress. In other words, the federate’s GALT will always be greater than the timestamp of the scheduled save.",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-PRE-006-REST,HLA1516.1-FM-4_16-PRE-006,CAP-FM,FM-SAVE,unit + negative-path conformance test,rest,planned,"Verify HLA1516.1-FM-4_16-PRE-006: Request Federation Save service shall enforce this precondition before successful completion: Federate restore not in progress. In other words, the federate’s GALT will always be greater than the timestamp of the scheduled save.",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EFF-001-NATIVE,HLA1516.1-FM-4_16-EFF-001,CAP-FM,FM-SAVE,state-machine integration test,native,planned,"Verify HLA1516.1-FM-4_16-EFF-001: On successful Request Federation Save service, the RTI shall establish this postcondition: A federation save has been requested.",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EFF-001-GRPC,HLA1516.1-FM-4_16-EFF-001,CAP-FM,FM-SAVE,state-machine integration test,grpc,planned,"Verify HLA1516.1-FM-4_16-EFF-001: On successful Request Federation Save service, the RTI shall establish this postcondition: A federation save has been requested.",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EFF-001-REST,HLA1516.1-FM-4_16-EFF-001,CAP-FM,FM-SAVE,state-machine integration test,rest,planned,"Verify HLA1516.1-FM-4_16-EFF-001: On successful Request Federation Save service, the RTI shall establish this postcondition: A federation save has been requested.",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EFF-002-NATIVE,HLA1516.1-FM-4_16-EFF-002,CAP-FM,FM-SAVE,state-machine integration test,native,planned,"Verify HLA1516.1-FM-4_16-EFF-002: On successful Request Federation Save service, the RTI shall establish this postcondition: All previous requested saves are canceled.",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EFF-002-GRPC,HLA1516.1-FM-4_16-EFF-002,CAP-FM,FM-SAVE,state-machine integration test,grpc,planned,"Verify HLA1516.1-FM-4_16-EFF-002: On successful Request Federation Save service, the RTI shall establish this postcondition: All previous requested saves are canceled.",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EFF-002-REST,HLA1516.1-FM-4_16-EFF-002,CAP-FM,FM-SAVE,state-machine integration test,rest,planned,"Verify HLA1516.1-FM-4_16-EFF-002: On successful Request Federation Save service, the RTI shall establish this postcondition: All previous requested saves are canceled.",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-001-NATIVE,HLA1516.1-FM-4_16-EXC-001,CAP-FM,FM-SAVE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_16-EXC-001: Request Federation Save service shall report the defined exception/failure condition when applicable: Timestamp has already passed (if optional timestamp argument supplied).,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-001-GRPC,HLA1516.1-FM-4_16-EXC-001,CAP-FM,FM-SAVE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_16-EXC-001: Request Federation Save service shall report the defined exception/failure condition when applicable: Timestamp has already passed (if optional timestamp argument supplied).,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-001-REST,HLA1516.1-FM-4_16-EXC-001,CAP-FM,FM-SAVE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_16-EXC-001: Request Federation Save service shall report the defined exception/failure condition when applicable: Timestamp has already passed (if optional timestamp argument supplied).,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-002-NATIVE,HLA1516.1-FM-4_16-EXC-002,CAP-FM,FM-SAVE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_16-EXC-002: Request Federation Save service shall report the defined exception/failure condition when applicable: Timestamp is invalid (if optional timestamp argument is supplied).,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-002-GRPC,HLA1516.1-FM-4_16-EXC-002,CAP-FM,FM-SAVE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_16-EXC-002: Request Federation Save service shall report the defined exception/failure condition when applicable: Timestamp is invalid (if optional timestamp argument is supplied).,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-002-REST,HLA1516.1-FM-4_16-EXC-002,CAP-FM,FM-SAVE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_16-EXC-002: Request Federation Save service shall report the defined exception/failure condition when applicable: Timestamp is invalid (if optional timestamp argument is supplied).,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-003-NATIVE,HLA1516.1-FM-4_16-EXC-003,CAP-FM,FM-SAVE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_16-EXC-003: Request Federation Save service shall report the defined exception/failure condition when applicable: Federate may not use the timestamp argument (if optional timestamp argument is supplied).,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-003-GRPC,HLA1516.1-FM-4_16-EXC-003,CAP-FM,FM-SAVE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_16-EXC-003: Request Federation Save service shall report the defined exception/failure condition when applicable: Federate may not use the timestamp argument (if optional timestamp argument is supplied).,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-003-REST,HLA1516.1-FM-4_16-EXC-003,CAP-FM,FM-SAVE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_16-EXC-003: Request Federation Save service shall report the defined exception/failure condition when applicable: Federate may not use the timestamp argument (if optional timestamp argument is supplied).,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-004-NATIVE,HLA1516.1-FM-4_16-EXC-004,CAP-FM,FM-SAVE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_16-EXC-004: Request Federation Save service shall report the defined exception/failure condition when applicable: Federate save in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-004-GRPC,HLA1516.1-FM-4_16-EXC-004,CAP-FM,FM-SAVE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_16-EXC-004: Request Federation Save service shall report the defined exception/failure condition when applicable: Federate save in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-004-REST,HLA1516.1-FM-4_16-EXC-004,CAP-FM,FM-SAVE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_16-EXC-004: Request Federation Save service shall report the defined exception/failure condition when applicable: Federate save in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-005-NATIVE,HLA1516.1-FM-4_16-EXC-005,CAP-FM,FM-SAVE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_16-EXC-005: Request Federation Save service shall report the defined exception/failure condition when applicable: Federate restore in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-005-GRPC,HLA1516.1-FM-4_16-EXC-005,CAP-FM,FM-SAVE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_16-EXC-005: Request Federation Save service shall report the defined exception/failure condition when applicable: Federate restore in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-005-REST,HLA1516.1-FM-4_16-EXC-005,CAP-FM,FM-SAVE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_16-EXC-005: Request Federation Save service shall report the defined exception/failure condition when applicable: Federate restore in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-006-NATIVE,HLA1516.1-FM-4_16-EXC-006,CAP-FM,FM-SAVE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_16-EXC-006: Request Federation Save service shall report the defined exception/failure condition when applicable: The federate is not a federation execution member.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-006-GRPC,HLA1516.1-FM-4_16-EXC-006,CAP-FM,FM-SAVE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_16-EXC-006: Request Federation Save service shall report the defined exception/failure condition when applicable: The federate is not a federation execution member.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-006-REST,HLA1516.1-FM-4_16-EXC-006,CAP-FM,FM-SAVE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_16-EXC-006: Request Federation Save service shall report the defined exception/failure condition when applicable: The federate is not a federation execution member.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-007-NATIVE,HLA1516.1-FM-4_16-EXC-007,CAP-FM,FM-SAVE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_16-EXC-007: Request Federation Save service shall report the defined exception/failure condition when applicable: Not connected.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-007-GRPC,HLA1516.1-FM-4_16-EXC-007,CAP-FM,FM-SAVE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_16-EXC-007: Request Federation Save service shall report the defined exception/failure condition when applicable: Not connected.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-007-REST,HLA1516.1-FM-4_16-EXC-007,CAP-FM,FM-SAVE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_16-EXC-007: Request Federation Save service shall report the defined exception/failure condition when applicable: Not connected.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-008-NATIVE,HLA1516.1-FM-4_16-EXC-008,CAP-FM,FM-SAVE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_16-EXC-008: Request Federation Save service shall report the defined exception/failure condition when applicable: RTI internal error.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-008-GRPC,HLA1516.1-FM-4_16-EXC-008,CAP-FM,FM-SAVE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_16-EXC-008: Request Federation Save service shall report the defined exception/failure condition when applicable: RTI internal error.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-EXC-008-REST,HLA1516.1-FM-4_16-EXC-008,CAP-FM,FM-SAVE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_16-EXC-008: Request Federation Save service shall report the defined exception/failure condition when applicable: RTI internal error.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-MOM-001-NATIVE,HLA1516.1-FM-4_16-MOM-001,CAP-FM,FM-SAVE,MOM observer integration test,native,planned,Verify HLA1516.1-FM-4_16-MOM-001: The RTI shall update or make auditable the MOM-visible federation-management state associated with Request Federation Save.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-MOM-001-GRPC,HLA1516.1-FM-4_16-MOM-001,CAP-FM,FM-SAVE,MOM observer integration test,grpc,planned,Verify HLA1516.1-FM-4_16-MOM-001: The RTI shall update or make auditable the MOM-visible federation-management state associated with Request Federation Save.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_16-MOM-001-REST,HLA1516.1-FM-4_16-MOM-001,CAP-FM,FM-SAVE,MOM observer integration test,rest,planned,Verify HLA1516.1-FM-4_16-MOM-001: The RTI shall update or make auditable the MOM-visible federation-management state associated with Request Federation Save.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-SVC-001-NATIVE,HLA1516.1-FM-4_17-SVC-001,CAP-FM,FM-SAVE,API conformance + integration test,native,planned,Verify HLA1516.1-FM-4_17-SVC-001: RTI/federate interface shall provide Initiate Federate Save  service as a RTI-initiated callback in the Federation Management service group.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-SVC-001-GRPC,HLA1516.1-FM-4_17-SVC-001,CAP-FM,FM-SAVE,API conformance + integration test,grpc,planned,Verify HLA1516.1-FM-4_17-SVC-001: RTI/federate interface shall provide Initiate Federate Save  service as a RTI-initiated callback in the Federation Management service group.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-SVC-001-REST,HLA1516.1-FM-4_17-SVC-001,CAP-FM,FM-SAVE,API conformance + integration test,rest,planned,Verify HLA1516.1-FM-4_17-SVC-001: RTI/federate interface shall provide Initiate Federate Save  service as a RTI-initiated callback in the Federation Management service group.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-CB-001-NATIVE,HLA1516.1-FM-4_17-CB-001,CAP-FM,FM-SAVE,callback integration test,native,planned,Verify HLA1516.1-FM-4_17-CB-001: The FederateAmbassador shall expose a callback handler for Initiate Federate Save and the RTI shall invoke it only under the service's defined conditions.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-CB-001-GRPC,HLA1516.1-FM-4_17-CB-001,CAP-FM,FM-SAVE,callback integration test,grpc,planned,Verify HLA1516.1-FM-4_17-CB-001: The FederateAmbassador shall expose a callback handler for Initiate Federate Save and the RTI shall invoke it only under the service's defined conditions.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-CB-001-REST,HLA1516.1-FM-4_17-CB-001,CAP-FM,FM-SAVE,callback integration test,rest,planned,Verify HLA1516.1-FM-4_17-CB-001: The FederateAmbassador shall expose a callback handler for Initiate Federate Save and the RTI shall invoke it only under the service's defined conditions.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-ARG-001-NATIVE,HLA1516.1-FM-4_17-ARG-001,CAP-FM,FM-SAVE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_17-ARG-001: Initiate Federate Save  service shall accept and validate supplied argument: Federation save label.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-ARG-001-GRPC,HLA1516.1-FM-4_17-ARG-001,CAP-FM,FM-SAVE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_17-ARG-001: Initiate Federate Save  service shall accept and validate supplied argument: Federation save label.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-ARG-001-REST,HLA1516.1-FM-4_17-ARG-001,CAP-FM,FM-SAVE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_17-ARG-001: Initiate Federate Save  service shall accept and validate supplied argument: Federation save label.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-ARG-002-NATIVE,HLA1516.1-FM-4_17-ARG-002,CAP-FM,FM-SAVE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_17-ARG-002: Initiate Federate Save  service shall accept and validate supplied argument: Optional timestamp.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-ARG-002-GRPC,HLA1516.1-FM-4_17-ARG-002,CAP-FM,FM-SAVE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_17-ARG-002: Initiate Federate Save  service shall accept and validate supplied argument: Optional timestamp.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-ARG-002-REST,HLA1516.1-FM-4_17-ARG-002,CAP-FM,FM-SAVE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_17-ARG-002: Initiate Federate Save  service shall accept and validate supplied argument: Optional timestamp.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-PRE-001-NATIVE,HLA1516.1-FM-4_17-PRE-001,CAP-FM,FM-SAVE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_17-PRE-001: Initiate Federate Save  service shall enforce this precondition before successful completion: The federation execution exists.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-PRE-001-GRPC,HLA1516.1-FM-4_17-PRE-001,CAP-FM,FM-SAVE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_17-PRE-001: Initiate Federate Save  service shall enforce this precondition before successful completion: The federation execution exists.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-PRE-001-REST,HLA1516.1-FM-4_17-PRE-001,CAP-FM,FM-SAVE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_17-PRE-001: Initiate Federate Save  service shall enforce this precondition before successful completion: The federation execution exists.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-PRE-002-NATIVE,HLA1516.1-FM-4_17-PRE-002,CAP-FM,FM-SAVE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_17-PRE-002: Initiate Federate Save  service shall enforce this precondition before successful completion: The federate is joined to that federation execution.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-PRE-002-GRPC,HLA1516.1-FM-4_17-PRE-002,CAP-FM,FM-SAVE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_17-PRE-002: Initiate Federate Save  service shall enforce this precondition before successful completion: The federate is joined to that federation execution.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-PRE-002-REST,HLA1516.1-FM-4_17-PRE-002,CAP-FM,FM-SAVE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_17-PRE-002: Initiate Federate Save  service shall enforce this precondition before successful completion: The federate is joined to that federation execution.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-PRE-003-NATIVE,HLA1516.1-FM-4_17-PRE-003,CAP-FM,FM-SAVE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_17-PRE-003: Initiate Federate Save  service shall enforce this precondition before successful completion: A federation save has been scheduled via the Request Federation Save service.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-PRE-003-GRPC,HLA1516.1-FM-4_17-PRE-003,CAP-FM,FM-SAVE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_17-PRE-003: Initiate Federate Save  service shall enforce this precondition before successful completion: A federation save has been scheduled via the Request Federation Save service.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-PRE-003-REST,HLA1516.1-FM-4_17-PRE-003,CAP-FM,FM-SAVE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_17-PRE-003: Initiate Federate Save  service shall enforce this precondition before successful completion: A federation save has been scheduled via the Request Federation Save service.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-PRE-004-NATIVE,HLA1516.1-FM-4_17-PRE-004,CAP-FM,FM-SAVE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_17-PRE-004: Initiate Federate Save  service shall enforce this precondition before successful completion: Federate save not in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-PRE-004-GRPC,HLA1516.1-FM-4_17-PRE-004,CAP-FM,FM-SAVE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_17-PRE-004: Initiate Federate Save  service shall enforce this precondition before successful completion: Federate save not in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-PRE-004-REST,HLA1516.1-FM-4_17-PRE-004,CAP-FM,FM-SAVE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_17-PRE-004: Initiate Federate Save  service shall enforce this precondition before successful completion: Federate save not in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-PRE-005-NATIVE,HLA1516.1-FM-4_17-PRE-005,CAP-FM,FM-SAVE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_17-PRE-005: Initiate Federate Save  service shall enforce this precondition before successful completion: Federate restore not in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-PRE-005-GRPC,HLA1516.1-FM-4_17-PRE-005,CAP-FM,FM-SAVE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_17-PRE-005: Initiate Federate Save  service shall enforce this precondition before successful completion: Federate restore not in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-PRE-005-REST,HLA1516.1-FM-4_17-PRE-005,CAP-FM,FM-SAVE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_17-PRE-005: Initiate Federate Save  service shall enforce this precondition before successful completion: Federate restore not in progress.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-EFF-001-NATIVE,HLA1516.1-FM-4_17-EFF-001,CAP-FM,FM-SAVE,state-machine integration test,native,planned,"Verify HLA1516.1-FM-4_17-EFF-001: On successful Initiate Federate Save  service, the RTI shall establish this postcondition: The joined federate has been instructed to begin saving its state.",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-EFF-001-GRPC,HLA1516.1-FM-4_17-EFF-001,CAP-FM,FM-SAVE,state-machine integration test,grpc,planned,"Verify HLA1516.1-FM-4_17-EFF-001: On successful Initiate Federate Save  service, the RTI shall establish this postcondition: The joined federate has been instructed to begin saving its state.",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-EFF-001-REST,HLA1516.1-FM-4_17-EFF-001,CAP-FM,FM-SAVE,state-machine integration test,rest,planned,"Verify HLA1516.1-FM-4_17-EFF-001: On successful Initiate Federate Save  service, the RTI shall establish this postcondition: The joined federate has been instructed to begin saving its state.",Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-EXC-001-NATIVE,HLA1516.1-FM-4_17-EXC-001,CAP-FM,FM-SAVE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_17-EXC-001: Initiate Federate Save  service shall report the defined exception/failure condition when applicable: Federate internal error.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-EXC-001-GRPC,HLA1516.1-FM-4_17-EXC-001,CAP-FM,FM-SAVE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_17-EXC-001: Initiate Federate Save  service shall report the defined exception/failure condition when applicable: Federate internal error.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_17-EXC-001-REST,HLA1516.1-FM-4_17-EXC-001,CAP-FM,FM-SAVE,unit + negative-path conformance test,rest,planned,Verify HLA1516.1-FM-4_17-EXC-001: Initiate Federate Save  service shall report the defined exception/failure condition when applicable: Federate internal error.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_18-SVC-001-NATIVE,HLA1516.1-FM-4_18-SVC-001,CAP-FM,FM-SAVE,API conformance + integration test,native,planned,Verify HLA1516.1-FM-4_18-SVC-001: RTI/federate interface shall provide Federate Save Begun service as a federate-initiated service in the Federation Management service group.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_18-SVC-001-GRPC,HLA1516.1-FM-4_18-SVC-001,CAP-FM,FM-SAVE,API conformance + integration test,grpc,planned,Verify HLA1516.1-FM-4_18-SVC-001: RTI/federate interface shall provide Federate Save Begun service as a federate-initiated service in the Federation Management service group.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_18-SVC-001-REST,HLA1516.1-FM-4_18-SVC-001,CAP-FM,FM-SAVE,API conformance + integration test,rest,planned,Verify HLA1516.1-FM-4_18-SVC-001: RTI/federate interface shall provide Federate Save Begun service as a federate-initiated service in the Federation Management service group.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_18-PRE-001-NATIVE,HLA1516.1-FM-4_18-PRE-001,CAP-FM,FM-SAVE,unit + negative-path conformance test,native,planned,Verify HLA1516.1-FM-4_18-PRE-001: Federate Save Begun service shall enforce this precondition before successful completion: The federate is connected to the RTI.,Split from broad service row to implementation-ready conformance row.
TEST-HLA1516_1-FM-4_18-PRE-001-GRPC,HLA1516.1-FM-4_18-PRE-001,CAP-FM,FM-SAVE,unit + negative-path conformance test,grpc,planned,Verify HLA1516.1-FM-4_18-PRE-001: Federate Save Begun service shall enforce this precondition before successful completion: The federate is connected to the RTI.,Split from broad service row to implementation-ready conformance row.
