requirement_id,standard,clause,source_title,capability,feature,requirement_text,normative_keyword,implementation_area,verification_method,test_id,status,priority,source_note,requirement_type,parent_requirement_id,source_detail,service_name,service_direction,transport_scope,mom_observable,verification_notes
HLA1516.2-XML-SCHEMA-ELEM-0305,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'name' in the OMT schema with declared type/reference IdentifierType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0305,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=name; type_or_kind=IdentifierType; minOccurs=; maxOccurs=; ref_or_mixed=,name,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0306,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'dataType' in the OMT schema with declared type/reference ReferenceType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0306,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=dataType; type_or_kind=ReferenceType; minOccurs=; maxOccurs=; ref_or_mixed=,dataType,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0307,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'semantics' in the OMT schema with declared type/reference String and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0307,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=semantics; type_or_kind=String; minOccurs=0; maxOccurs=; ref_or_mixed=,semantics,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0308,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'enumeratedData' in the OMT schema with declared type/reference as defined and occurrence bounds min=0 max=unbounded.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0308,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=enumeratedData; type_or_kind=; minOccurs=0; maxOccurs=unbounded; ref_or_mixed=,enumeratedData,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0309,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'name' in the OMT schema with declared type/reference IdentifierType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0309,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=name; type_or_kind=IdentifierType; minOccurs=; maxOccurs=; ref_or_mixed=,name,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0310,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'representation' in the OMT schema with declared type/reference ReferenceType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0310,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=representation; type_or_kind=ReferenceType; minOccurs=; maxOccurs=; ref_or_mixed=,representation,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0311,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'semantics' in the OMT schema with declared type/reference String and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0311,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=semantics; type_or_kind=String; minOccurs=0; maxOccurs=; ref_or_mixed=,semantics,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0312,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'enumerator' in the OMT schema with declared type/reference as defined and occurrence bounds min=0 max=unbounded.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0312,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=enumerator; type_or_kind=; minOccurs=0; maxOccurs=unbounded; ref_or_mixed=,enumerator,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0313,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'name' in the OMT schema with declared type/reference IdentifierType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0313,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=name; type_or_kind=IdentifierType; minOccurs=; maxOccurs=; ref_or_mixed=,name,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0314,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'value' in the OMT schema with declared type/reference String and occurrence bounds min=default max=unbounded.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0314,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=value; type_or_kind=String; minOccurs=; maxOccurs=unbounded; ref_or_mixed=,value,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0315,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'variantRecordData' in the OMT schema with declared type/reference as defined and occurrence bounds min=0 max=unbounded.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0315,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=variantRecordData; type_or_kind=; minOccurs=0; maxOccurs=unbounded; ref_or_mixed=,variantRecordData,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0316,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'name' in the OMT schema with declared type/reference IdentifierType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0316,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=name; type_or_kind=IdentifierType; minOccurs=; maxOccurs=; ref_or_mixed=,name,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0317,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'discriminant' in the OMT schema with declared type/reference IdentifierType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0317,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=discriminant; type_or_kind=IdentifierType; minOccurs=; maxOccurs=; ref_or_mixed=,discriminant,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0318,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'dataType' in the OMT schema with declared type/reference ReferenceType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0318,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=dataType; type_or_kind=ReferenceType; minOccurs=; maxOccurs=; ref_or_mixed=,dataType,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0319,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'alternative' in the OMT schema with declared type/reference as defined and occurrence bounds min=0 max=unbounded.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0319,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=alternative; type_or_kind=; minOccurs=0; maxOccurs=unbounded; ref_or_mixed=,alternative,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0320,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'enumerator' in the OMT schema with declared type/reference NonEmptyString.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0320,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=enumerator; type_or_kind=NonEmptyString; minOccurs=; maxOccurs=; ref_or_mixed=,enumerator,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0321,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'name' in the OMT schema with declared type/reference IdentifierType and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0321,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=name; type_or_kind=IdentifierType; minOccurs=0; maxOccurs=; ref_or_mixed=,name,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0322,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'dataType' in the OMT schema with declared type/reference ReferenceType and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0322,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=dataType; type_or_kind=ReferenceType; minOccurs=0; maxOccurs=; ref_or_mixed=,dataType,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0323,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'semantics' in the OMT schema with declared type/reference String and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0323,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=semantics; type_or_kind=String; minOccurs=0; maxOccurs=; ref_or_mixed=,semantics,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0324,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'encoding' in the OMT schema with declared type/reference variantRecordEncodingType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0324,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=encoding; type_or_kind=variantRecordEncodingType; minOccurs=; maxOccurs=; ref_or_mixed=,encoding,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0325,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'semantics' in the OMT schema with declared type/reference String and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0325,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=semantics; type_or_kind=String; minOccurs=0; maxOccurs=; ref_or_mixed=,semantics,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0326,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'arrayData' in the OMT schema with declared type/reference as defined and occurrence bounds min=0 max=unbounded.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0326,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=arrayData; type_or_kind=; minOccurs=0; maxOccurs=unbounded; ref_or_mixed=,arrayData,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0327,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'name' in the OMT schema with declared type/reference IdentifierType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0327,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=name; type_or_kind=IdentifierType; minOccurs=; maxOccurs=; ref_or_mixed=,name,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0328,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'dataType' in the OMT schema with declared type/reference ReferenceType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0328,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=dataType; type_or_kind=ReferenceType; minOccurs=; maxOccurs=; ref_or_mixed=,dataType,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0329,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'cardinality' in the OMT schema with declared type/reference cardinalityType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0329,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=cardinality; type_or_kind=cardinalityType; minOccurs=; maxOccurs=; ref_or_mixed=,cardinality,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0330,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'encoding' in the OMT schema with declared type/reference arrayDatatypeEncodingType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0330,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=encoding; type_or_kind=arrayDatatypeEncodingType; minOccurs=; maxOccurs=; ref_or_mixed=,encoding,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0331,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'semantics' in the OMT schema with declared type/reference String and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0331,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=semantics; type_or_kind=String; minOccurs=0; maxOccurs=; ref_or_mixed=,semantics,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0332,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'note' in the OMT schema with declared type/reference as defined and occurrence bounds min=0 max=unbounded.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0332,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=note; type_or_kind=; minOccurs=0; maxOccurs=unbounded; ref_or_mixed=,note,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0333,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'label' in the OMT schema with declared type/reference xs:ID.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0333,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=label; type_or_kind=xs:ID; minOccurs=; maxOccurs=; ref_or_mixed=,label,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0334,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'semantics' in the OMT schema with declared type/reference String and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0334,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=OMT; category=element; name=semantics; type_or_kind=String; minOccurs=0; maxOccurs=; ref_or_mixed=,semantics,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0335,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'objectModel' in the DIF schema with declared type/reference objectModelType.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0335,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=DIF; category=element; name=objectModel; type_or_kind=objectModelType; minOccurs=; maxOccurs=; ref_or_mixed=,objectModel,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0336,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'modelIdentification' in the DIF schema with declared type/reference modelIdentificationType and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0336,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=DIF; category=element; name=modelIdentification; type_or_kind=modelIdentificationType; minOccurs=0; maxOccurs=; ref_or_mixed=,modelIdentification,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0337,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'serviceUtilization' in the DIF schema with declared type/reference serviceUtilizationType and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0337,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=DIF; category=element; name=serviceUtilization; type_or_kind=serviceUtilizationType; minOccurs=0; maxOccurs=; ref_or_mixed=,serviceUtilization,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0338,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'objects' in the DIF schema with declared type/reference objectsType and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0338,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=DIF; category=element; name=objects; type_or_kind=objectsType; minOccurs=0; maxOccurs=; ref_or_mixed=,objects,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0339,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'interactions' in the DIF schema with declared type/reference interactionsType and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0339,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=DIF; category=element; name=interactions; type_or_kind=interactionsType; minOccurs=0; maxOccurs=; ref_or_mixed=,interactions,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0340,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'dimensions' in the DIF schema with declared type/reference dimensionsType and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0340,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=DIF; category=element; name=dimensions; type_or_kind=dimensionsType; minOccurs=0; maxOccurs=; ref_or_mixed=,dimensions,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0341,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'time' in the DIF schema with declared type/reference timeType and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0341,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=DIF; category=element; name=time; type_or_kind=timeType; minOccurs=0; maxOccurs=; ref_or_mixed=,time,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0342,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'tags' in the DIF schema with declared type/reference tagsType and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0342,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=DIF; category=element; name=tags; type_or_kind=tagsType; minOccurs=0; maxOccurs=; ref_or_mixed=,tags,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0343,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'synchronizations' in the DIF schema with declared type/reference synchronizationsType and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0343,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=DIF; category=element; name=synchronizations; type_or_kind=synchronizationsType; minOccurs=0; maxOccurs=; ref_or_mixed=,synchronizations,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
HLA1516.2-XML-SCHEMA-ELEM-0344,IEEE 1516.2-2010,Annex D/E,OMT XML Schema,CAP-XML,XML-SCHEMA-ELEMENTS,OMT/FDD/DIF XML processor shall recognize schema element 'transportations' in the DIF schema with declared type/reference transportationsType and occurrence bounds min=0 max=default.,shall,omt.xml_schema.validation,XML schema validation/static test,TEST-XML-SCHEMA-ELEM-0344,Draft,P1,v1.0 generated from official IEEE1516 OMT/DIF/FDD XML Schema catalogs.,xsd_element_detail,,schema=DIF; category=element; name=transportations; type_or_kind=transportationsType; minOccurs=0; maxOccurs=; ref_or_mixed=,transportations,schema,static,no,Automate XML schema validation and parse/serialize/parse semantic-equivalence tests.
