packet_requirement_id,curated_requirement_id,standard,clause,feature,reconciliation_kind,requirement_text,packet_verification_method,current_test_id,current_status,implementation_area,source_packet_file,notes
HLA1516-FW-6_2-DET-003,HLA1516-RULE-007;HLA1516.1-DM-001;HLA1516.1-OM-001;HLA1516.1-DDM-001,IEEE 1516-2010,6.2,FW-SOM-CAPABILITY,DET,Externally visible data exchange capabilities shall be documented in the federate SOM.,requirements review + integration test,tests/backends/test_python_backend_time_ddm_extended.py::test_dm_publication_and_ddm_subscriptions_route_object_updates_and_interactions;tests/factories/test_fom_omt_parsing.py::test_parse_fom_xml_recognizes_standard_omt_component_tables_across_fom_som_and_mim,partial,framework.rules,hla_1516_requirements_master_v1_0.csv,"Publish/subscribe and update/interaction runtime behavior is covered, but the SOM capability statement remains broader than the current direct per-federate documentation proof."
HLA1516-FW-RULE_7_PUBLISH_SUBSCRIBE-011,HLA1516-RULE-007;HLA1516.1-DM-001;HLA1516.1-OM-001,IEEE 1516-2010,6.2,RULE-7-PUBLISH-SUBSCRIBE,FW_RULE_DETAIL,Federates shall be able to publish and subscribe to object attributes and interactions consistently with their SOM and the federation FOM.,DM conformance tests,tests/backends/test_python_backend_time_ddm_extended.py::test_dm_publication_and_ddm_subscriptions_route_object_updates_and_interactions,partial,declaration_management,hla_1516_requirements_master_v1_0.csv,"Declaration and object-management runtime tests support the publish/subscribe rule, but the imported framework row also depends on SOM/FOM consistency that is only partially harmonized."
HLA1516-RULE-007,HLA1516-RULE-007;HLA1516.1-DM-001;HLA1516.1-OM-001,IEEE 1516-2010,6.2,FW-PUBSUB,partial,Federates shall support the update, reflection, sending, or receipt capabilities described in their SOMs.,review + integration test,tests/backends/test_python_backend_time_ddm_extended.py::test_dm_publication_and_ddm_subscriptions_route_object_updates_and_interactions,partial,federate.capabilities,hla_1516_requirements_master_v1_0.csv,"Current clause-level publication and subscription proofs support this capability statement, but not all SOM-facing obligations are isolated directly."
HLA1516-FW-6_3-DET-001,HLA1516-RULE-008;HLA1516.1-OWN-001;HLA1516.1-OWN-7.10-001,IEEE 1516-2010,6.3,FW-OWNERSHIP-CAPABILITY,DET,A federate shall be able to transfer or accept ownership dynamically as specified in its SOM.,requirements review + integration test,tests/backends/test_python_backend_object_ownership_extended.py::test_python_rti_negotiated_ownership_tracks_divesting_and_candidate_flows;tests/backends/test_python_backend_object_ownership_extended.py::test_python_rti_cancel_attribute_ownership_acquisition_requires_request,partial,framework.rules,hla_1516_requirements_master_v1_0.csv,"Dynamic ownership transfer flows are directly exercised, but the broader SOM-description framing of the framework row remains only partially harmonized."
HLA1516-FW-6_3-DET-002,HLA1516-RULE-008;HLA1516.1-OWN-001;HLA1516.1-OWN-7.10-001,IEEE 1516-2010,6.3,FW-OWNERSHIP-CAPABILITY,DET,A SOM shall document attributes whose ownership may be acquired or divested during execution.,requirements review + integration test,tests/backends/test_python_backend_object_ownership_extended.py::test_python_rti_negotiated_ownership_tracks_divesting_and_candidate_flows;tests/backends/test_python_backend_object_ownership_extended.py::test_python_rti_cancel_attribute_ownership_acquisition_requires_request,partial,framework.rules,hla_1516_requirements_master_v1_0.csv,"Dynamic ownership transfer flows are directly exercised, but the broader SOM-description framing of the framework row remains only partially harmonized."
HLA1516-FW-RULE_8_OWNERSHIP-012,HLA1516-RULE-008;HLA1516.1-OWN-001;HLA1516.1-OWN-7.10-001,IEEE 1516-2010,6.3,RULE-8-OWNERSHIP,FW_RULE_DETAIL,Federates shall be able to transfer and accept ownership of object instance attributes dynamically according to HLA ownership-management rules.,ownership transfer tests,tests/backends/test_python_backend_object_ownership_extended.py::test_python_rti_negotiated_ownership_tracks_divesting_and_candidate_flows,partial,ownership_management,hla_1516_requirements_master_v1_0.csv,"Ownership-management runtime behavior is covered, but the rule’s full framework phrasing is broader than the present direct proof set."
HLA1516-RULE-008,HLA1516-RULE-008;HLA1516.1-OWN-001;HLA1516.1-OWN-7.10-001,IEEE 1516-2010,6.3,FW-OWNERSHIP-DYNAMIC,partial,Federates shall support dynamic ownership transfer or acceptance as described in their SOMs.,review + integration test,tests/backends/test_python_backend_object_ownership_extended.py::test_python_rti_negotiated_ownership_tracks_divesting_and_candidate_flows,partial,ownership.workflow,hla_1516_requirements_master_v1_0.csv,"Dynamic ownership transfer support exists, but the federate-SOM framing remains broader than the current isolated evidence."
HLA1516-FW-6_4-DET-001,HLA1516-RULE-009;HLA1516.1-TM-001;HLA1516.1-SUP-10.1-003,IEEE 1516-2010,6.4,FW-UPDATE-CONDITIONS,DET,A federate shall be able to vary update conditions for instance attributes as specified in its SOM.,requirements review + integration test,tests/backends/test_python_backend_support_services.py::test_support_dimension_and_update_rate_helpers;tests/time/test_lookahead_backend_matrix.py::test_lookahead_backend_matrix_state_services,partial,framework.rules,hla_1516_requirements_master_v1_0.csv,"The repo preserves and exposes update-rate metadata and time-state helpers, but broader update-condition semantics remain only partially implemented and harmonized."
HLA1516-FW-6_4-DET-002,HLA1516-RULE-009;HLA1516.1-TM-001;HLA1516.1-SUP-10.1-003,IEEE 1516-2010,6.4,FW-UPDATE-CONDITIONS,DET,A SOM shall document update conditions such as thresholds or rates for attributes produced by the federate.,requirements review + integration test,tests/backends/test_python_backend_support_services.py::test_support_dimension_and_update_rate_helpers;tests/time/test_lookahead_backend_matrix.py::test_lookahead_backend_matrix_state_services,partial,framework.rules,hla_1516_requirements_master_v1_0.csv,"The repo preserves and exposes update-rate metadata and time-state helpers, but broader update-condition semantics remain only partially implemented and harmonized."
HLA1516-FW-RULE_9_TIME-013,HLA1516-RULE-009;HLA1516.1-TM-001,IEEE 1516-2010,6.4,RULE-9-TIME,FW_RULE_DETAIL,"Federates that use time management shall conform to the standard time-regulating, time-constrained, lookahead, and time-advance responsibilities.",time-management tests,tests/time/test_section8_backend_matrix.py::test_section8_backend_matrix_available_and_retraction;tests/backends/test_python_backend_object_ownership_extended.py::test_clause_8_service_and_callback_signature_metadata_matches_source_bindings,partial,time_management,hla_1516_requirements_master_v1_0.csv,"Time-management responsibilities are strongly represented, but the imported framework statement is broader than the currently isolated proof envelope."
HLA1516-RULE-009,HLA1516-RULE-009;HLA1516.1-TM-001;HLA1516.1-SUP-10.1-003,IEEE 1516-2010,6.4,FW-UPDATE-CONDITIONS,partial,Federates shall be able to vary update conditions described in their SOMs.,review + integration test,tests/backends/test_python_backend_support_services.py::test_support_dimension_and_update_rate_helpers;tests/time/test_lookahead_backend_matrix.py::test_lookahead_backend_matrix_state_services,partial,declaration.update_rates,hla_1516_requirements_master_v1_0.csv,"The repo preserves and exposes update-rate metadata and time-state helpers, but broader update-condition semantics remain only partially implemented and harmonized."
HLA1516-FW-6_5-DET-001,HLA1516-RULE-010;HLA1516-TIME-001;HLA1516.1-TM-001,IEEE 1516-2010,6.5,FW-TIME,DET,A federate shall manage local time in a way that permits coordinated data exchange with the federation.,requirements review + integration test,tests/time/test_section8_backend_matrix.py::test_section8_backend_matrix_available_and_retraction;tests/time/test_mom_mim_time_v10.py::test_timestamp_order_next_message_requests_deliver_in_time_order_and_query_galt_lits,partial,framework.rules,hla_1516_requirements_master_v1_0.csv,"The repo has substantial time-coordination coverage, but the imported framework time statements are broader than the current direct harmonized slices."
HLA1516-FW-6_5-DET-002,HLA1516-RULE-010;HLA1516-TIME-001;HLA1516.1-TM-001,IEEE 1516-2010,6.5,FW-TIME,DET,Federates shall adhere to the time management approach selected by the federation design.,requirements review + integration test,tests/time/test_section8_backend_matrix.py::test_section8_backend_matrix_available_and_retraction;tests/time/test_mom_mim_time_v10.py::test_timestamp_order_next_message_requests_deliver_in_time_order_and_query_galt_lits,partial,framework.rules,hla_1516_requirements_master_v1_0.csv,"The repo has substantial time-coordination coverage, but the imported framework time statements are broader than the current direct harmonized slices."
HLA1516-FW-RULE_10_COMPLIANCE-014,HLA1516-RULE-010;HLA1516-TIME-001;HLA1516.1-TM-001;HLA1516.1-SUP-001,IEEE 1516-2010,6.5,RULE-10-COMPLIANCE,FW_RULE_DETAIL,Federates shall manage local behavior so that their use of HLA services remains consistent with the standard rules and the federation object model.,federate conformance tests,tests/time/test_section8_backend_matrix.py::test_section8_backend_matrix_available_and_retraction;tests/backends/test_python_backend_support_services.py::test_support_advisory_switches_toggle_and_reject_duplicates,partial,federate_runtime,hla_1516_requirements_master_v1_0.csv,"The repo exercises core runtime compliance obligations, but the full federate-local conformance statement remains broader than the current direct proof set."
HLA1516-RULE-010,HLA1516-RULE-010;HLA1516-TIME-001;HLA1516.1-TM-001,IEEE 1516-2010,6.5,FW-TIME,partial,Federates shall manage local time in a manner compatible with federation time coordination.,review + integration test,tests/time/test_section8_backend_matrix.py::test_section8_backend_matrix_available_and_retraction;tests/time/test_mom_mim_time_v10.py::test_timestamp_order_next_message_requests_deliver_in_time_order_and_query_galt_lits,partial,time_management,hla_1516_requirements_master_v1_0.csv,"The repo has substantial time-coordination coverage, but the imported framework time statements are broader than the current direct harmonized slices."
HLA1516-FW-RATIONALE-015,HLA1516-FW-001,IEEE 1516-2010,Annex A,RATIONALE,FW_RULE_DETAIL,Project rationale documentation shall preserve traceability from implementation choices to the framework rule rationale where a design decision depends on HLA rule intent.,documentation review,tests/verification/test_framework_rule_docs_v1_0.py::test_framework_docs_capture_product_set_scope_and_source_policy,partial,docs/rationale,hla_1516_requirements_master_v1_0.csv,"The repo preserves source-policy and architecture context, but it does not yet maintain a dedicated rationale-to-design-decision trace for every relevant framework choice."
HLA1516-FW-BIBLIOGRAPHY-016,HLA1516-FW-001,IEEE 1516-2010,Annex B,BIBLIOGRAPHY,FW_RULE_DETAIL,Bibliographic references shall be recorded as non-normative source context and not treated as implementation requirements unless referenced normatively elsewhere.,requirements review,tests/verification/test_framework_rule_docs_v1_0.py::test_framework_docs_capture_product_set_scope_and_source_policy,mapped,requirements/source_control,hla_1516_requirements_master_v1_0.csv,The source-documents policy now explicitly treats bibliographic and archive-reference material as non-normative source context unless cited normatively elsewhere.
