packet_requirement_id,curated_requirement_id,standard,clause,feature,reconciliation_kind,requirement_text,packet_verification_method,current_test_id,current_status,implementation_area,source_packet_file,notes
HLA1516.1-DM-5_4-PUBLISHINTERACTIONCLASS-PRE-001,HLA1516.1-DM-5.4-001,IEEE 1516.1-2010,5.4,DM-PUBLISH_INTERACTION_CLASS,PRE,"The RTI shall validate all standard preconditions for `publishInteractionClass`, including connection state, federation-execution membership, valid handles, FDD-defined classes or datatypes, save/restore state, callback reentrancy, and service-specific constraints as applicable.",negative unit tests + exception tests,test_publish_unpublish_and_unsubscribe_interaction_tail_reject_not_connected_not_joined_and_save_restore,partial,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,"Current tests cover connection membership and save/restore guards, but not every packet-listed precondition."
HLA1516.1-DM-5_4-PUBLISHINTERACTIONCLASS-SIG-001,HLA1516.1-DM-5.4-001,IEEE 1516.1-2010,5.4,DM-PUBLISH_INTERACTION_CLASS,SIG,The implementation shall expose `publishInteractionClass` overload 1 returning `void` with the standard argument shape.,API signature static test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Static signature audit now proves the binding exists and the source-derived API metadata records the standard Java parameter shape for this Clause 5 service.
HLA1516.1-DM-5_4-PUBLISHINTERACTIONCLASS-SVC-001,HLA1516.1-DM-5.4-001,IEEE 1516.1-2010,5.4,DM-PUBLISH_INTERACTION_CLASS,SVC,The RTI shall provide the Publish Interaction Class service through the `publishInteractionClass` operation.,unit + integration + API conformance tests,test_publish_unpublish_and_unsubscribe_interaction_tail_reject_not_connected_not_joined_and_save_restore,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Direct publish-interaction service coverage exists.
HLA1516.1-DM-5_4-PUBLISHINTERACTIONCLASS-TEST-001,HLA1516.1-DM-5.4-001,IEEE 1516.1-2010,5.4,DM-PUBLISH_INTERACTION_CLASS,TEST,"The verification suite shall include positive, negative, exception, transport-equivalence, and MOM-observer tests for `publishInteractionClass`.",test-suite audit,tests/backends/test_python_backend_object_ownership_extended.py::test_publish_unpublish_and_unsubscribe_interaction_tail_reject_not_connected_not_joined_and_save_restore;tests/backends/test_python_backend.py::test_two_python_federates_share_in_memory_rti,mapped,tests/conformance,hla_1516_requirements_master_v1_0.csv,"Direct node-level positive, negative, callback, and observer evidence exists for this declaration service family. Transport-equivalence is not applicable here, and the broader PRE and EXC envelope rows remain partial where they still claim more than the current isolated exception surface proves."
HLA1516.1-DM-5_4-RTIAPI-001,HLA1516.1-DM-5.4-001,IEEE 1516.1-2010,5.4,DM-publishInteractionClass,RTI_API,RTI shall expose RTIambassador method `publishInteractionClass` for the Publish Interaction Class service.,api conformance test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,declaration_management.publishInteractionClass,hla_1516_requirements_master_v1_0.csv,This imported declaration API-surface row is directly covered by the Clause 5 source-binding signature audit and current service witnesses.
HLA1516.1-DM-5_4-RTIAPI-001-EFF,HLA1516.1-DM-5.4-002,IEEE 1516.1-2010,5.4,DM-publishInteractionClass,EFF,"`publishInteractionClass` shall apply the state, routing, advisory, or lifecycle effects specified for the Publish Interaction Class service.",state/effect integration test,test_two_python_federates_share_in_memory_rti,mapped,declaration_management.publishInteractionClass,hla_1516_requirements_master_v1_0.csv,Current two-federate flow proves publication enables interaction send/receive behavior.
HLA1516.1-DM-5_4-RTIAPI-001-EXC,HLA1516.1-DM-5.4-001,IEEE 1516.1-2010,5.4,DM-publishInteractionClass,EXC_API,`publishInteractionClass` shall define and surface applicable exception conditions: InteractionClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError.,negative unit/integration tests,test_publish_unpublish_and_unsubscribe_interaction_tail_reject_not_connected_not_joined_and_save_restore,partial,declaration_management.publishInteractionClass,hla_1516_requirements_master_v1_0.csv,This imported declaration API-exception row inherits the current Clause 5 negative-path envelope status for the same clause.
HLA1516.1-DM-5_4-RTIAPI-001-MOM,HLA1516.1-DM-5.4-001,IEEE 1516.1-2010,5.4,DM-publishInteractionClass,MOM_TRACE,"When MOM service reporting is enabled, invocation of `publishInteractionClass` shall be eligible for standard MOM service invocation reporting.",MOM observer integration test,test_declaration_services_are_observable_through_mom_service_invocation_reporting,mapped,mom.service_reporting,hla_1516_requirements_master_v1_0.csv,This imported declaration MOM-trace row is directly covered by the Clause 5 MOM service-reporting witness for the same clause.
HLA1516.1-DM-5_4-RTIAPI-001-SIG,HLA1516.1-DM-5.4-001,IEEE 1516.1-2010,5.4,DM-publishInteractionClass,SIG,`publishInteractionClass` shall use return type `void` and supplied arguments: InteractionClassHandle theInteraction.,api signature/static test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,declaration_management.publishInteractionClass,hla_1516_requirements_master_v1_0.csv,Static signature audit now proves the binding exists and the source-derived API metadata records the standard Java parameter shape for this Clause 5 service.
HLA1516.1-DM-5_5-001,HLA1516.1-DM-5.5-001,IEEE 1516.1-2010,5.5,DM-UNPUBLISH-INTERACTION-CLASS-SERVICE,seed,RTI shall provide the Unpublish Interaction Class service.,unit + federate integration test,test_publish_unpublish_and_unsubscribe_interaction_tail_reject_not_connected_not_joined_and_save_restore,mapped,rti.declaration_management.unpublish_interaction_class,hla_1516_requirements_master_v1_0.csv,This imported declaration service seed row is aligned to the current Clause 5 service bridge for the same clause.
HLA1516.1-DM-5_5-RTIAPI-001,HLA1516.1-DM-5.5-001,IEEE 1516.1-2010,5.5,DM-unpublishInteractionClass,RTI_API,RTI shall expose RTIambassador method `unpublishInteractionClass` for the Unpublish Interaction Class service.,api conformance test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,declaration_management.unpublishInteractionClass,hla_1516_requirements_master_v1_0.csv,This imported declaration API-surface row is directly covered by the Clause 5 source-binding signature audit and current service witnesses.
HLA1516.1-DM-5_5-RTIAPI-001-EFF,HLA1516.1-DM-5.5-002,IEEE 1516.1-2010,5.5,DM-unpublishInteractionClass,EFF,"`unpublishInteractionClass` shall apply the state, routing, advisory, or lifecycle effects specified for the Unpublish Interaction Class service.",state/effect integration test,test_unpublishing_interaction_class_prevents_strict_sends,mapped,declaration_management.unpublishInteractionClass,hla_1516_requirements_master_v1_0.csv,Current proof shows post-unpublish strict send authority is removed.
HLA1516.1-DM-5_5-RTIAPI-001-EXC,HLA1516.1-DM-5.5-001,IEEE 1516.1-2010,5.5,DM-unpublishInteractionClass,EXC_API,`unpublishInteractionClass` shall define and surface applicable exception conditions: InteractionClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError.,negative unit/integration tests,test_publish_unpublish_and_unsubscribe_interaction_tail_reject_not_connected_not_joined_and_save_restore,partial,declaration_management.unpublishInteractionClass,hla_1516_requirements_master_v1_0.csv,This imported declaration API-exception row inherits the current Clause 5 negative-path envelope status for the same clause.
HLA1516.1-DM-5_5-RTIAPI-001-MOM,HLA1516.1-DM-5.5-001,IEEE 1516.1-2010,5.5,DM-unpublishInteractionClass,MOM_TRACE,"When MOM service reporting is enabled, invocation of `unpublishInteractionClass` shall be eligible for standard MOM service invocation reporting.",MOM observer integration test,test_declaration_services_are_observable_through_mom_service_invocation_reporting,mapped,mom.service_reporting,hla_1516_requirements_master_v1_0.csv,This imported declaration MOM-trace row is directly covered by the Clause 5 MOM service-reporting witness for the same clause.
HLA1516.1-DM-5_5-RTIAPI-001-SIG,HLA1516.1-DM-5.5-001,IEEE 1516.1-2010,5.5,DM-unpublishInteractionClass,SIG,`unpublishInteractionClass` shall use return type `void` and supplied arguments: InteractionClassHandle theInteraction.,api signature/static test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,declaration_management.unpublishInteractionClass,hla_1516_requirements_master_v1_0.csv,Static signature audit now proves the binding exists and the source-derived API metadata records the standard Java parameter shape for this Clause 5 service.
HLA1516.1-DM-5_5-UNPUBLISHINTERACTIONCLASS-ARG-001,HLA1516.1-DM-5.5-001,IEEE 1516.1-2010,5.5,DM-UNPUBLISH_INTERACTION_CLASS,ARG,The implementation shall accept and validate `unpublishInteractionClass` overload 1 arguments: InteractionClassHandle theInteraction.,argument validation tests,test_declaration_services_validate_declared_handles_attributes_and_update_rate_designators,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Focused declaration-validation test now proves invalid interaction-class handles are rejected on the unpublish-interaction-class path.
HLA1516.1-DM-5_5-UNPUBLISHINTERACTIONCLASS-EFF-001,HLA1516.1-DM-5.5-002,IEEE 1516.1-2010,5.5,DM-UNPUBLISH_INTERACTION_CLASS,EFF,The RTI shall record the publishing federate's interaction-class declaration and use it when determining whether the federate may send interactions of the declared class.,state-transition integration tests,test_unpublishing_interaction_class_prevents_strict_sends,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Current proof shows post-unpublish strict send authority is removed.
HLA1516.1-DM-5_5-UNPUBLISHINTERACTIONCLASS-EXC-001,HLA1516.1-DM-5.5-001,IEEE 1516.1-2010,5.5,DM-UNPUBLISH_INTERACTION_CLASS,EXC,"The RTI shall raise the standard exceptions exposed by `unpublishInteractionClass` when the corresponding error conditions occur: InteractionClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError.",exception matrix tests,test_publish_unpublish_and_unsubscribe_interaction_tail_reject_not_connected_not_joined_and_save_restore,partial,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,"Common guards are exercised, but not the full standard exception surface."
HLA1516.1-DM-5_5-UNPUBLISHINTERACTIONCLASS-MOM-001,HLA1516.1-DM-5.5-001,IEEE 1516.1-2010,5.5,DM-UNPUBLISH_INTERACTION_CLASS,MOM,"When MOM service reporting is enabled for the invoking federate, the RTI shall make invocation of `unpublishInteractionClass` observable through the standard MOM service-reporting mechanism where the standard defines such reporting.",MOM observer integration test,test_declaration_services_are_observable_through_mom_service_invocation_reporting,mapped,rti/mom/service_reporting,hla_1516_requirements_master_v1_0.csv,Direct MOM observer proof now shows the unpublish-interaction-class invocation is emitted through `HLAreportServiceInvocation`.
HLA1516.1-DM-5_5-UNPUBLISHINTERACTIONCLASS-PRE-001,HLA1516.1-DM-5.5-001,IEEE 1516.1-2010,5.5,DM-UNPUBLISH_INTERACTION_CLASS,PRE,"The RTI shall validate all standard preconditions for `unpublishInteractionClass`, including connection state, federation-execution membership, valid handles, FDD-defined classes or datatypes, save/restore state, callback reentrancy, and service-specific constraints as applicable.",negative unit tests + exception tests,test_publish_unpublish_and_unsubscribe_interaction_tail_reject_not_connected_not_joined_and_save_restore,partial,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Current tests cover shared declaration-service guards but not every packet-listed precondition.
HLA1516.1-DM-5_5-UNPUBLISHINTERACTIONCLASS-SIG-001,HLA1516.1-DM-5.5-001,IEEE 1516.1-2010,5.5,DM-UNPUBLISH_INTERACTION_CLASS,SIG,The implementation shall expose `unpublishInteractionClass` overload 1 returning `void` with the standard argument shape.,API signature static test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Static signature audit now proves the binding exists and the source-derived API metadata records the standard Java parameter shape for this Clause 5 service.
HLA1516.1-DM-5_5-UNPUBLISHINTERACTIONCLASS-SVC-001,HLA1516.1-DM-5.5-001,IEEE 1516.1-2010,5.5,DM-UNPUBLISH_INTERACTION_CLASS,SVC,The RTI shall provide the Unpublish Interaction Class service through the `unpublishInteractionClass` operation.,unit + integration + API conformance tests,test_publish_unpublish_and_unsubscribe_interaction_tail_reject_not_connected_not_joined_and_save_restore,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Direct unpublish-interaction service coverage exists.
HLA1516.1-DM-5_5-UNPUBLISHINTERACTIONCLASS-TEST-001,HLA1516.1-DM-5.5-001,IEEE 1516.1-2010,5.5,DM-UNPUBLISH_INTERACTION_CLASS,TEST,"The verification suite shall include positive, negative, exception, transport-equivalence, and MOM-observer tests for `unpublishInteractionClass`.",test-suite audit,tests/backends/test_python_backend_object_ownership_extended.py::test_publish_unpublish_and_unsubscribe_interaction_tail_reject_not_connected_not_joined_and_save_restore;tests/backends/test_python_backend_object_ownership_extended.py::test_unpublishing_interaction_class_prevents_strict_sends,mapped,tests/conformance,hla_1516_requirements_master_v1_0.csv,"Direct node-level positive, negative, callback, and observer evidence exists for this declaration service family. Transport-equivalence is not applicable here, and the broader PRE and EXC envelope rows remain partial where they still claim more than the current isolated exception surface proves."
HLA1516.1-DM-5_6-001,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-SUBSCRIBE-OBJECT-CLASS-ATTRIBUTES-SERVIC,seed,RTI shall provide the Subscribe Object Class Attributes service.,unit + federate integration test,test_declaration_services_reject_not_connected_not_joined_and_save_restore,mapped,rti.declaration_management.subscribe_object_class_attributes,hla_1516_requirements_master_v1_0.csv,This imported declaration service seed row is aligned to the current Clause 5 service bridge for the same clause.
HLA1516.1-DM-5_6-RTIAPI-001,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-subscribeObjectClassAttributes,RTI_API,RTI shall expose RTIambassador method `subscribeObjectClassAttributes` for the Subscribe Object Class Attributes service.,api conformance test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,declaration_management.subscribeObjectClassAttributes,hla_1516_requirements_master_v1_0.csv,This imported declaration API-surface row is directly covered by the Clause 5 source-binding signature audit and current service witnesses.
HLA1516.1-DM-5_6-RTIAPI-001-DUP02,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-subscribeObjectClassAttributesPassively,RTI_API,RTI shall expose RTIambassador method `subscribeObjectClassAttributesPassively` for the Subscribe Object Class Attributes service.,api conformance test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,declaration_management.subscribeObjectClassAttributesPassively,hla_1516_requirements_master_v1_0.csv,This imported declaration API-surface row is directly covered by the Clause 5 source-binding signature audit and current service witnesses.
HLA1516.1-DM-5_6-RTIAPI-001-EFF,HLA1516.1-DM-5.6-002,IEEE 1516.1-2010,5.6,DM-subscribeObjectClassAttributes,EFF,"`subscribeObjectClassAttributes` shall apply the state, routing, advisory, or lifecycle effects specified for the Subscribe Object Class Attributes service.",state/effect integration test,test_two_python_federates_share_in_memory_rti,mapped,declaration_management.subscribeObjectClassAttributes,hla_1516_requirements_master_v1_0.csv,Current proofs show both object discovery and attribute reflection effects.
HLA1516.1-DM-5_6-RTIAPI-001-EFF-DUP02,HLA1516.1-DM-5.6-002,IEEE 1516.1-2010,5.6,DM-subscribeObjectClassAttributesPassively,EFF,"`subscribeObjectClassAttributesPassively` shall apply the state, routing, advisory, or lifecycle effects specified for the Subscribe Object Class Attributes service.",state/effect integration test,test_two_python_federates_share_in_memory_rti,mapped,declaration_management.subscribeObjectClassAttributesPassively,hla_1516_requirements_master_v1_0.csv,Current proofs show both object discovery and attribute reflection effects.
HLA1516.1-DM-5_6-RTIAPI-001-EXC,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-subscribeObjectClassAttributes,EXC_API,`subscribeObjectClassAttributes` shall define and surface applicable exception conditions: AttributeNotDefined; ObjectClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError.,negative unit/integration tests,test_declaration_services_reject_not_connected_not_joined_and_save_restore,partial,declaration_management.subscribeObjectClassAttributes,hla_1516_requirements_master_v1_0.csv,This imported declaration API-exception row inherits the current Clause 5 negative-path envelope status for the same clause.
HLA1516.1-DM-5_6-RTIAPI-001-EXC-DUP02,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-subscribeObjectClassAttributesPassively,EXC_API,`subscribeObjectClassAttributesPassively` shall define and surface applicable exception conditions: AttributeNotDefined; ObjectClassNotDefined; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError.,negative unit/integration tests,test_declaration_services_reject_not_connected_not_joined_and_save_restore,partial,declaration_management.subscribeObjectClassAttributesPassively,hla_1516_requirements_master_v1_0.csv,This imported declaration API-exception row inherits the current Clause 5 negative-path envelope status for the same clause.
HLA1516.1-DM-5_6-RTIAPI-001-MOM,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-subscribeObjectClassAttributes,MOM_TRACE,"When MOM service reporting is enabled, invocation of `subscribeObjectClassAttributes` shall be eligible for standard MOM service invocation reporting.",MOM observer integration test,test_declaration_services_are_observable_through_mom_service_invocation_reporting,mapped,mom.service_reporting,hla_1516_requirements_master_v1_0.csv,This imported declaration MOM-trace row is directly covered by the Clause 5 MOM service-reporting witness for the same clause.
HLA1516.1-DM-5_6-RTIAPI-001-MOM-DUP02,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-subscribeObjectClassAttributesPassively,MOM_TRACE,"When MOM service reporting is enabled, invocation of `subscribeObjectClassAttributesPassively` shall be eligible for standard MOM service invocation reporting.",MOM observer integration test,test_declaration_services_are_observable_through_mom_service_invocation_reporting,mapped,mom.service_reporting,hla_1516_requirements_master_v1_0.csv,This imported declaration MOM-trace row is directly covered by the Clause 5 MOM service-reporting witness for the same clause.
HLA1516.1-DM-5_6-RTIAPI-001-SIG,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-subscribeObjectClassAttributes,SIG,`subscribeObjectClassAttributes` shall use return type `void` and supplied arguments: ObjectClassHandle theClass; AttributeHandleSet attributeList.,api signature/static test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,declaration_management.subscribeObjectClassAttributes,hla_1516_requirements_master_v1_0.csv,Static signature audit now proves the binding exists and the source-derived API metadata records overload 1 for this Clause 5 service.
HLA1516.1-DM-5_6-RTIAPI-001-SIG-DUP02,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-subscribeObjectClassAttributesPassively,SIG,`subscribeObjectClassAttributesPassively` shall use return type `void` and supplied arguments: ObjectClassHandle theClass; AttributeHandleSet attributeList.,api signature/static test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,declaration_management.subscribeObjectClassAttributesPassively,hla_1516_requirements_master_v1_0.csv,Static signature audit now proves the binding exists and the source-derived API metadata records overload 1 for this Clause 5 service.
HLA1516.1-DM-5_6-RTIAPI-002,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-subscribeObjectClassAttributes,RTI_API,RTI shall expose RTIambassador method `subscribeObjectClassAttributes` for the Subscribe Object Class Attributes service.,api conformance test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,declaration_management.subscribeObjectClassAttributes,hla_1516_requirements_master_v1_0.csv,This imported declaration API-surface row is directly covered by the Clause 5 source-binding signature audit and current service witnesses.
HLA1516.1-DM-5_6-RTIAPI-002-DUP02,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-subscribeObjectClassAttributesPassively,RTI_API,RTI shall expose RTIambassador method `subscribeObjectClassAttributesPassively` for the Subscribe Object Class Attributes service.,api conformance test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,declaration_management.subscribeObjectClassAttributesPassively,hla_1516_requirements_master_v1_0.csv,This imported declaration API-surface row is directly covered by the Clause 5 source-binding signature audit and current service witnesses.
HLA1516.1-DM-5_6-RTIAPI-002-EFF,HLA1516.1-DM-5.6-002,IEEE 1516.1-2010,5.6,DM-subscribeObjectClassAttributes,EFF,"`subscribeObjectClassAttributes` shall apply the state, routing, advisory, or lifecycle effects specified for the Subscribe Object Class Attributes service.",state/effect integration test,test_two_python_federates_share_in_memory_rti,mapped,declaration_management.subscribeObjectClassAttributes,hla_1516_requirements_master_v1_0.csv,Current proofs show both object discovery and attribute reflection effects.
HLA1516.1-DM-5_6-RTIAPI-002-EFF-DUP02,HLA1516.1-DM-5.6-002,IEEE 1516.1-2010,5.6,DM-subscribeObjectClassAttributesPassively,EFF,"`subscribeObjectClassAttributesPassively` shall apply the state, routing, advisory, or lifecycle effects specified for the Subscribe Object Class Attributes service.",state/effect integration test,test_two_python_federates_share_in_memory_rti,mapped,declaration_management.subscribeObjectClassAttributesPassively,hla_1516_requirements_master_v1_0.csv,Current proofs show both object discovery and attribute reflection effects.
HLA1516.1-DM-5_6-RTIAPI-002-EXC,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-subscribeObjectClassAttributes,EXC_API,`subscribeObjectClassAttributes` shall define and surface applicable exception conditions: AttributeNotDefined; ObjectClassNotDefined; InvalidUpdateRateDesignator; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError.,negative unit/integration tests,test_declaration_services_reject_not_connected_not_joined_and_save_restore,partial,declaration_management.subscribeObjectClassAttributes,hla_1516_requirements_master_v1_0.csv,This imported declaration API-exception row inherits the current Clause 5 negative-path envelope status for the same clause.
HLA1516.1-DM-5_6-RTIAPI-002-EXC-DUP02,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-subscribeObjectClassAttributesPassively,EXC_API,`subscribeObjectClassAttributesPassively` shall define and surface applicable exception conditions: AttributeNotDefined; ObjectClassNotDefined; InvalidUpdateRateDesignator; SaveInProgress; RestoreInProgress; FederateNotExecutionMember; NotConnected; RTIinternalError.,negative unit/integration tests,test_declaration_services_reject_not_connected_not_joined_and_save_restore,partial,declaration_management.subscribeObjectClassAttributesPassively,hla_1516_requirements_master_v1_0.csv,This imported declaration API-exception row inherits the current Clause 5 negative-path envelope status for the same clause.
HLA1516.1-DM-5_6-RTIAPI-002-MOM,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-subscribeObjectClassAttributes,MOM_TRACE,"When MOM service reporting is enabled, invocation of `subscribeObjectClassAttributes` shall be eligible for standard MOM service invocation reporting.",MOM observer integration test,test_declaration_services_are_observable_through_mom_service_invocation_reporting,mapped,mom.service_reporting,hla_1516_requirements_master_v1_0.csv,This imported declaration MOM-trace row is directly covered by the Clause 5 MOM service-reporting witness for the same clause.
HLA1516.1-DM-5_6-RTIAPI-002-MOM-DUP02,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-subscribeObjectClassAttributesPassively,MOM_TRACE,"When MOM service reporting is enabled, invocation of `subscribeObjectClassAttributesPassively` shall be eligible for standard MOM service invocation reporting.",MOM observer integration test,test_declaration_services_are_observable_through_mom_service_invocation_reporting,mapped,mom.service_reporting,hla_1516_requirements_master_v1_0.csv,This imported declaration MOM-trace row is directly covered by the Clause 5 MOM service-reporting witness for the same clause.
HLA1516.1-DM-5_6-RTIAPI-002-SIG,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-subscribeObjectClassAttributes,SIG,`subscribeObjectClassAttributes` shall use return type `void` and supplied arguments: ObjectClassHandle theClass; AttributeHandleSet attributeList; String updateRateDesignator.,api signature/static test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,declaration_management.subscribeObjectClassAttributes,hla_1516_requirements_master_v1_0.csv,Static signature audit now proves the binding exists and the source-derived API metadata records overload 1 for this Clause 5 service.
HLA1516.1-DM-5_6-RTIAPI-002-SIG-DUP02,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-subscribeObjectClassAttributesPassively,SIG,`subscribeObjectClassAttributesPassively` shall use return type `void` and supplied arguments: ObjectClassHandle theClass; AttributeHandleSet attributeList; String updateRateDesignator.,api signature/static test,test_clause_5_service_and_callback_signature_metadata_matches_source_bindings,mapped,declaration_management.subscribeObjectClassAttributesPassively,hla_1516_requirements_master_v1_0.csv,Static signature audit now proves the binding exists and the source-derived API metadata records overload 1 for this Clause 5 service.
HLA1516.1-DM-5_6-SUBSCRIBEOBJECTCLASSATTRIBUTES-ARG-001,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-SUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,ARG,The implementation shall accept and validate `subscribeObjectClassAttributes` overload 1 arguments: ObjectClassHandle theClass; AttributeHandleSet attributeList.,argument validation tests,test_declaration_services_validate_declared_handles_attributes_and_update_rate_designators,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Focused declaration-validation test now proves invalid object-class and attribute handles are rejected on the subscribe-object-class-attributes path.
HLA1516.1-DM-5_6-SUBSCRIBEOBJECTCLASSATTRIBUTES-ARG-002,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-SUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,ARG,The implementation shall accept and validate `subscribeObjectClassAttributes` overload 2 arguments: ObjectClassHandle theClass; AttributeHandleSet attributeList; String updateRateDesignator.,argument validation tests,test_declaration_services_validate_declared_handles_attributes_and_update_rate_designators,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Focused declaration-validation test now proves invalid object-class and attribute handles are rejected on the subscribe-object-class-attributes path.
HLA1516.1-DM-5_6-SUBSCRIBEOBJECTCLASSATTRIBUTES-EFF-001,HLA1516.1-DM-5.6-002,IEEE 1516.1-2010,5.6,DM-SUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,EFF,"The RTI shall record the subscribing federate's object-class attribute interest and use it when determining object discovery, attribute reflection, relevance advisory, and MOM subscription-reporting behavior.",state-transition integration tests,test_two_python_federates_share_in_memory_rti,mapped,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Current proofs show both object discovery and attribute reflection effects.
HLA1516.1-DM-5_6-SUBSCRIBEOBJECTCLASSATTRIBUTES-EXC-001,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-SUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,EXC,"The RTI shall raise the standard exceptions exposed by `subscribeObjectClassAttributes` when the corresponding error conditions occur: AttributeNotDefined, ObjectClassNotDefined, SaveInProgress, RestoreInProgress, FederateNotExecutionMember, NotConnected, RTIinternalError, InvalidUpdateRateDesignator.",exception matrix tests,test_declaration_services_reject_not_connected_not_joined_and_save_restore,partial,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,"Common guards are exercised, but passive and full exception-surface variants remain broader in the packet."
HLA1516.1-DM-5_6-SUBSCRIBEOBJECTCLASSATTRIBUTES-MOM-001,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-SUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,MOM,"When MOM service reporting is enabled for the invoking federate, the RTI shall make invocation of `subscribeObjectClassAttributes` observable through the standard MOM service-reporting mechanism where the standard defines such reporting.",MOM observer integration test,test_declaration_services_are_observable_through_mom_service_invocation_reporting,mapped,rti/mom/service_reporting,hla_1516_requirements_master_v1_0.csv,Direct MOM observer proof now shows the active subscribe-object-class-attributes invocation is emitted through `HLAreportServiceInvocation`.
HLA1516.1-DM-5_6-SUBSCRIBEOBJECTCLASSATTRIBUTES-PRE-001,HLA1516.1-DM-5.6-001,IEEE 1516.1-2010,5.6,DM-SUBSCRIBE_OBJECT_CLASS_ATTRIBUTES,PRE,"The RTI shall validate all standard preconditions for `subscribeObjectClassAttributes`, including connection state, federation-execution membership, valid handles, FDD-defined classes or datatypes, save/restore state, callback reentrancy, and service-specific constraints as applicable.",negative unit tests + exception tests,test_declaration_services_reject_not_connected_not_joined_and_save_restore,partial,rti/declaration_management,hla_1516_requirements_master_v1_0.csv,Current tests cover shared declaration-service guards but not every packet-listed precondition.
