edition,requirement_id,source_document,clause,page,area,service_group,service_or_check,priority,closure_wave,requirement_text,normative_level,row_kind,parent_requirement_id,canonical_status,canonical_status_reason,owner_doc,primary_test_shard,primary_command,evidence_refs,boundary_note,source_trace_strength,repo_evidence_status,tags
2025,HLA2025-FI-SVC-174,IEEE Std 1516.1-2025 Federate Interface Specification,10.38,270,Federate Interface service catalog,Support services,Get Attribute Scope Advisory Switch,P0,1-fi-service-and-binding-disposition,"Implement and expose the Get Attribute Scope Advisory Switch RTI service from FI clause 10.38, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-support-advisory-and-reporting-state-inquiries.,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_support_services_backend_matrix.py; tests/backends/test_python_backend_support_services.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python1516-2025/src/hla/backends/python1516_2025/support_services_runtime.py,Boundary tests shall cover clause 10.38.3 precondition item(s) (4 extracted) and exception/failure outcomes: Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error. no extracted_preconditions=4; extracted_postconditions=1; extracted_exceptions=4; 2025 Java method(s): getAttributeScopeAdvisorySwitch,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:support-services; priority:p0; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-support-advisory-and-reporting-state-inquiries; owner:support-services-bounded-proof
2025,HLA2025-FI-SVC-175,IEEE Std 1516.1-2025 Federate Interface Specification,10.39,271,Federate Interface service catalog,Support services,Set Attribute Scope Advisory Switch,P0,1-fi-service-and-binding-disposition,"Implement and expose the Set Attribute Scope Advisory Switch RTI service from FI clause 10.39, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-support-advisory-and-reporting-state-controls.,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_support_services_backend_matrix.py; tests/backends/test_python_backend_support_services.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python1516-2025/src/hla/backends/python1516_2025/support_services_runtime.py,Boundary tests shall cover clause 10.39.3 precondition item(s) (5 extracted) and exception/failure outcomes: Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error. no extracted_preconditions=5; extracted_postconditions=1; extracted_exceptions=5; 2025 Java method(s): setAttributeScopeAdvisorySwitch,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:support-services; priority:p0; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-support-advisory-and-reporting-state-controls; owner:support-services-bounded-proof
2025,HLA2025-FI-SVC-176,IEEE Std 1516.1-2025 Federate Interface Specification,10.40,272,Federate Interface service catalog,Support services,Get Interaction Relevance Advisory Switch,P0,1-fi-service-and-binding-disposition,"Implement and expose the Get Interaction Relevance Advisory Switch RTI service from FI clause 10.40, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-support-advisory-and-reporting-state-inquiries.,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_support_services_backend_matrix.py; tests/backends/test_python_backend_support_services.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python1516-2025/src/hla/backends/python1516_2025/support_services_runtime.py,Boundary tests shall cover clause 10.40.3 precondition item(s) (4 extracted) and exception/failure outcomes: Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error. no extracted_preconditions=4; extracted_postconditions=1; extracted_exceptions=4; 2025 Java method(s): getInteractionRelevanceAdvisorySwitch,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:support-services; priority:p0; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-support-advisory-and-reporting-state-inquiries; owner:support-services-bounded-proof
2025,HLA2025-FI-SVC-177,IEEE Std 1516.1-2025 Federate Interface Specification,10.41,272,Federate Interface service catalog,Support services,Set Interaction Relevance Advisory Switch,P0,1-fi-service-and-binding-disposition,"Implement and expose the Set Interaction Relevance Advisory Switch RTI service from FI clause 10.41, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-support-advisory-and-reporting-state-controls.,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_support_services_backend_matrix.py; tests/backends/test_python_backend_support_services.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python1516-2025/src/hla/backends/python1516_2025/support_services_runtime.py,Boundary tests shall cover clause 10.41.3 precondition item(s) (5 extracted) and exception/failure outcomes: Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error. no extracted_preconditions=5; extracted_postconditions=1; extracted_exceptions=5; 2025 Java method(s): setInteractionRelevanceAdvisorySwitch,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:support-services; priority:p0; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-support-advisory-and-reporting-state-controls; owner:support-services-bounded-proof
2025,HLA2025-FI-SVC-178,IEEE Std 1516.1-2025 Federate Interface Specification,10.42,273,Federate Interface service catalog,Support services,Get Convey Region Designator Sets Switch,P0,1-fi-service-and-binding-disposition,"Implement and expose the Get Convey Region Designator Sets Switch RTI service from FI clause 10.42, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-support-advisory-and-reporting-state-inquiries.,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_support_services_backend_matrix.py; tests/backends/test_python_backend_support_services.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python1516-2025/src/hla/backends/python1516_2025/support_services_runtime.py,Boundary tests shall cover clause 10.42.3 precondition item(s) (4 extracted) and exception/failure outcomes: Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error. no extracted_preconditions=4; extracted_postconditions=1; extracted_exceptions=4; 2025 Java method(s): getConveyRegionDesignatorSetsSwitch,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:support-services; priority:p0; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-support-advisory-and-reporting-state-inquiries; owner:support-services-bounded-proof
2025,HLA2025-FI-SVC-179,IEEE Std 1516.1-2025 Federate Interface Specification,10.43,274,Federate Interface service catalog,Support services,Set Convey Region Designator Sets Switch,P0,1-fi-service-and-binding-disposition,"Implement and expose the Set Convey Region Designator Sets Switch RTI service from FI clause 10.43, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-support-advisory-and-reporting-state-controls.,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_support_services_backend_matrix.py; tests/backends/test_python_backend_support_services.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python1516-2025/src/hla/backends/python1516_2025/support_services_runtime.py,Boundary tests shall cover clause 10.43.3 precondition item(s) (5 extracted) and exception/failure outcomes: Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error. no extracted_preconditions=5; extracted_postconditions=1; extracted_exceptions=5; 2025 Java method(s): setConveyRegionDesignatorSetsSwitch,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:support-services; priority:p0; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-support-advisory-and-reporting-state-controls; owner:support-services-bounded-proof
2025,HLA2025-FI-SVC-180,IEEE Std 1516.1-2025 Federate Interface Specification,10.44,274,Federate Interface service catalog,Support services,Get Automatic Resign Directive,P0,1-fi-service-and-binding-disposition,"Implement and expose the Get Automatic Resign Directive RTI service from FI clause 10.44, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-support-runtime-policy-state-inquiries.,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_support_services_backend_matrix.py; tests/backends/test_python_backend_support_services.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python1516-2025/src/hla/backends/python1516_2025/support_services_runtime.py,Boundary tests shall cover clause 10.44.3 precondition item(s) (4 extracted) and exception/failure outcomes: Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error. no extracted_preconditions=4; extracted_postconditions=1; extracted_exceptions=4; 2025 Java method(s): getAutomaticResignDirective,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:support-services; priority:p0; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-support-runtime-policy-state-inquiries; owner:support-services-bounded-proof
2025,HLA2025-FI-SVC-181,IEEE Std 1516.1-2025 Federate Interface Specification,10.45,275,Federate Interface service catalog,Support services,Set Automatic Resign Directive,P0,1-fi-service-and-binding-disposition,"Implement and expose the Set Automatic Resign Directive RTI service from FI clause 10.45, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-support-runtime-policy-state-controls.,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_support_services_backend_matrix.py; tests/backends/test_python_backend_support_services.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python1516-2025/src/hla/backends/python1516_2025/support_services_runtime.py,Boundary tests shall cover clause 10.45.3 precondition item(s) (5 extracted) and exception/failure outcomes: Invalid resign action; Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error. no extracted_preconditions=5; extracted_postconditions=1; extracted_exceptions=6; 2025 Java method(s): setAutomaticResignDirective,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:support-services; priority:p0; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-support-runtime-policy-state-controls; owner:support-services-bounded-proof
2025,HLA2025-FI-SVC-182,IEEE Std 1516.1-2025 Federate Interface Specification,10.46,276,Federate Interface service catalog,Support services,Get  Reporting Switch,P0,1-fi-service-and-binding-disposition,"Implement and expose the Get  Reporting Switch RTI service from FI clause 10.46, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-support-advisory-and-reporting-state-inquiries.,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_support_services_backend_matrix.py; tests/backends/test_python_backend_support_services.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python1516-2025/src/hla/backends/python1516_2025/support_services_runtime.py,Boundary tests shall cover clause 10.46.3 precondition item(s) (4 extracted) and exception/failure outcomes: Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error. no extracted_preconditions=4; extracted_postconditions=1; extracted_exceptions=4; 2025 Java method(s): getServiceReportingSwitch,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:support-services; priority:p0; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-support-advisory-and-reporting-state-inquiries; owner:support-services-bounded-proof
2025,HLA2025-FI-SVC-183,IEEE Std 1516.1-2025 Federate Interface Specification,10.47,277,Federate Interface service catalog,Support services,Set  Reporting Switch,P0,1-fi-service-and-binding-disposition,"Implement and expose the Set  Reporting Switch RTI service from FI clause 10.47, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-support-advisory-and-reporting-state-controls.,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_support_services_backend_matrix.py; tests/backends/test_python_backend_support_services.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python1516-2025/src/hla/backends/python1516_2025/support_services_runtime.py,Boundary tests shall cover clause 10.47.3 precondition item(s) (6 extracted) and exception/failure outcomes: Federate subscribed to HLAmanager.HLAfederate.HLAreport.HLAreportServiceInvocation interaction class; Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error. no extracted_preconditions=6; extracted_postconditions=1; extracted_exceptions=6; 2025 Java method(s): setServiceReportingSwitch,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:support-services; priority:p0; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-support-advisory-and-reporting-state-controls; owner:support-services-bounded-proof
2025,HLA2025-FI-SVC-184,IEEE Std 1516.1-2025 Federate Interface Specification,10.48,277,Federate Interface service catalog,Support services,Get Exception Reporting Switch,P0,1-fi-service-and-binding-disposition,"Implement and expose the Get Exception Reporting Switch RTI service from FI clause 10.48, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-support-advisory-and-reporting-state-inquiries.,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_support_services_backend_matrix.py; tests/backends/test_python_backend_support_services.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python1516-2025/src/hla/backends/python1516_2025/support_services_runtime.py,Boundary tests shall cover clause 10.48.3 precondition item(s) (4 extracted) and exception/failure outcomes: Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error. no extracted_preconditions=4; extracted_postconditions=1; extracted_exceptions=4; 2025 Java method(s): getExceptionReportingSwitch,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:support-services; priority:p0; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-support-advisory-and-reporting-state-inquiries; owner:support-services-bounded-proof
2025,HLA2025-FI-SVC-185,IEEE Std 1516.1-2025 Federate Interface Specification,10.49,278,Federate Interface service catalog,Support services,Set Exception Reporting Switch,P0,1-fi-service-and-binding-disposition,"Implement and expose the Set Exception Reporting Switch RTI service from FI clause 10.49, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-support-advisory-and-reporting-state-controls.,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_support_services_backend_matrix.py; tests/backends/test_python_backend_support_services.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python1516-2025/src/hla/backends/python1516_2025/support_services_runtime.py,Boundary tests shall cover clause 10.49.3 precondition item(s) (5 extracted) and exception/failure outcomes: Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error. no extracted_preconditions=5; extracted_postconditions=1; extracted_exceptions=5; 2025 Java method(s): setExceptionReportingSwitch,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:support-services; priority:p0; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-support-advisory-and-reporting-state-controls; owner:support-services-bounded-proof
2025,HLA2025-FI-SVC-186,IEEE Std 1516.1-2025 Federate Interface Specification,10.50,279,Federate Interface service catalog,Support services,Get Send  Reports To File Switch,P0,1-fi-service-and-binding-disposition,"Implement and expose the Get Send  Reports To File Switch RTI service from FI clause 10.50, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-support-advisory-and-reporting-state-inquiries.,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_support_services_backend_matrix.py; tests/backends/test_python_backend_support_services.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python1516-2025/src/hla/backends/python1516_2025/support_services_runtime.py,Boundary tests shall cover clause 10.50.3 precondition item(s) (4 extracted) and exception/failure outcomes: Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error. no extracted_preconditions=4; extracted_postconditions=1; extracted_exceptions=4; 2025 Java method(s): getSendServiceReportsToFileSwitch,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:support-services; priority:p0; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-support-advisory-and-reporting-state-inquiries; owner:support-services-bounded-proof
2025,HLA2025-FI-SVC-187,IEEE Std 1516.1-2025 Federate Interface Specification,10.51,280,Federate Interface service catalog,Support services,Set Send  Reports To File Switch,P0,1-fi-service-and-binding-disposition,"Implement and expose the Set Send  Reports To File Switch RTI service from FI clause 10.51, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-support-advisory-and-reporting-state-controls.,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_support_services_backend_matrix.py; tests/backends/test_python_backend_support_services.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python1516-2025/src/hla/backends/python1516_2025/support_services_runtime.py,Boundary tests shall cover clause 10.51.3 precondition item(s) (5 extracted) and exception/failure outcomes: Federate save in progress; Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error. no extracted_preconditions=5; extracted_postconditions=1; extracted_exceptions=5; 2025 Java method(s): setSendServiceReportsToFileSwitch,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:support-services; priority:p0; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-support-advisory-and-reporting-state-controls; owner:support-services-bounded-proof
2025,HLA2025-FI-SVC-188,IEEE Std 1516.1-2025 Federate Interface Specification,10.52,280,Federate Interface service catalog,Support services,Get Auto Provide Switch,P0,1-fi-service-and-binding-disposition,"Implement and expose the Get Auto Provide Switch RTI service from FI clause 10.52, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-support-runtime-policy-state-inquiries.,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_support_services_backend_matrix.py; tests/backends/test_python_backend_support_services.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python1516-2025/src/hla/backends/python1516_2025/support_services_runtime.py,Boundary tests shall cover clause 10.52.3 precondition item(s) (4 extracted) and exception/failure outcomes: Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error. no extracted_preconditions=4; extracted_postconditions=1; extracted_exceptions=4; 2025 Java method(s): getAutoProvideSwitch,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:support-services; priority:p0; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-support-runtime-policy-state-inquiries; owner:support-services-bounded-proof
2025,HLA2025-FI-SVC-189,IEEE Std 1516.1-2025 Federate Interface Specification,10.53,281,Federate Interface service catalog,Support services,Get Delay Subscription Evaluation Switch,P0,1-fi-service-and-binding-disposition,"Implement and expose the Get Delay Subscription Evaluation Switch RTI service from FI clause 10.53, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-support-runtime-policy-state-inquiries.,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_support_services_backend_matrix.py; tests/backends/test_python_backend_support_services.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python1516-2025/src/hla/backends/python1516_2025/support_services_runtime.py,Boundary tests shall cover clause 10.53.3 precondition item(s) (4 extracted) and exception/failure outcomes: Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error. no extracted_preconditions=4; extracted_postconditions=1; extracted_exceptions=4; 2025 Java method(s): getDelaySubscriptionEvaluationSwitch,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:support-services; priority:p0; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-support-runtime-policy-state-inquiries; owner:support-services-bounded-proof
2025,HLA2025-FI-SVC-190,IEEE Std 1516.1-2025 Federate Interface Specification,10.54,282,Federate Interface service catalog,Support services,Get Advisories Use Known Class Switch,P0,1-fi-service-and-binding-disposition,"Implement and expose the Get Advisories Use Known Class Switch RTI service from FI clause 10.54, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-support-runtime-policy-state-inquiries.,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_support_services_backend_matrix.py; tests/backends/test_python_backend_support_services.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python1516-2025/src/hla/backends/python1516_2025/support_services_runtime.py,Boundary tests shall cover clause 10.54.3 precondition item(s) (4 extracted) and exception/failure outcomes: Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error. no extracted_preconditions=4; extracted_postconditions=1; extracted_exceptions=4; 2025 Java method(s): getAdvisoriesUseKnownClassSwitch,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:support-services; priority:p0; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-support-runtime-policy-state-inquiries; owner:support-services-bounded-proof
2025,HLA2025-FI-SVC-191,IEEE Std 1516.1-2025 Federate Interface Specification,10.55,282,Federate Interface service catalog,Support services,Get Allow Relaxed DDM Switch,P0,1-fi-service-and-binding-disposition,"Implement and expose the Get Allow Relaxed DDM Switch RTI service from FI clause 10.55, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-support-runtime-policy-state-inquiries.,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_support_services_backend_matrix.py; tests/backends/test_python_backend_support_services.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python1516-2025/src/hla/backends/python1516_2025/support_services_runtime.py,Boundary tests shall cover clause 10.55.3 precondition item(s) (4 extracted) and exception/failure outcomes: Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error. no extracted_preconditions=4; extracted_postconditions=1; extracted_exceptions=4; 2025 Java method(s): getAllowRelaxedDDMSwitch,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:support-services; priority:p0; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-support-runtime-policy-state-inquiries; owner:support-services-bounded-proof
2025,HLA2025-FI-SVC-192,IEEE Std 1516.1-2025 Federate Interface Specification,10.56,283,Federate Interface service catalog,Support services,Get Non Regulated Grant Switch,P0,1-fi-service-and-binding-disposition,"Implement and expose the Get Non Regulated Grant Switch RTI service from FI clause 10.56, including its clause-defined arguments, preconditions, postconditions, return/callback behavior, and exception boundaries.",shall,service-or-callback,,covered,Repo evidence and executable anchors are recorded in 2025-support-runtime-policy-state-inquiries.,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md,unit-python-2025-core,./tools/test-surface run unit-python-2025-core,docs/requirements/ieee-1516-2025/support_services_bounded_proof.md; tests/test_rti1516_2025_python1516_2025_runtime.py; tests/scenarios/test_support_services_backend_matrix.py; tests/backends/test_python_backend_support_services.py; tests/transport/test_grpc_transport_2025.py; packages/hla-backend-python1516-2025/src/hla/backends/python1516_2025/support_services_runtime.py,Boundary tests shall cover clause 10.56.3 precondition item(s) (4 extracted) and exception/failure outcomes: Federate restore in progress; The federate is not a federation execution member; Not connected; RTI internal error. no extracted_preconditions=4; extracted_postconditions=1; extracted_exceptions=4; 2025 Java method(s): getNonRegulatedGrantSwitch,high: FI clause + Java API + C++ API; FedPro noted where applicable,covered: repo evidence anchor and executable test recorded,area:federate-interface-service-catalog; service-group:support-services; priority:p0; closure-wave:1-fi-service-and-binding-disposition; seed-slice:2025-support-runtime-policy-state-inquiries; owner:support-services-bounded-proof
