row_id,surface,service_name,section_ref,service_group,implementation_component,implementation_status,verification_status,positive_evidence,negative_evidence,declared_exceptions,overload_count,languages,gaps,notes
RTI-1516-1-2010-0075,RTIambassador,getInteractionClassHandle,1516.1-2010 §10.15,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getInteractionClassHandle,implemented-handler,executable-test-evidence,tests mention get_interaction_class_handle,,FederateNotExecutionMember; NameNotFound; NotConnected; RTIinternalError,2,cpp; java,,
RTI-1516-1-2010-0076,RTIambassador,getInteractionClassHandleFactory,1516.1-2010 §10.44,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getInteractionClassHandleFactory,implemented-handler,handler-only-needs-test,,,FederateNotExecutionMember; NotConnected,1,java,"Handler exists, but no method-specific executable test evidence was found.",
RTI-1516-1-2010-0077,RTIambassador,getInteractionClassName,1516.1-2010 §10.16,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getInteractionClassName,implemented-handler,handler-only-needs-test,,,FederateNotExecutionMember; InvalidInteractionClassHandle; NotConnected; RTIinternalError,2,cpp; java,"Handler exists, but no method-specific executable test evidence was found.",
RTI-1516-1-2010-0078,RTIambassador,getKnownObjectClassHandle,1516.1-2010 §10.8,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getKnownObjectClassHandle,implemented-handler,handler-only-needs-test,,,FederateNotExecutionMember; NotConnected; ObjectInstanceNotKnown; RTIinternalError,2,cpp; java,"Handler exists, but no method-specific executable test evidence was found.",
RTI-1516-1-2010-0079,RTIambassador,getObjectClassHandle,1516.1-2010 §10.6,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getObjectClassHandle,implemented-handler,executable-test-evidence,tests mention getObjectClassHandle; tests mention get_object_class_handle,,FederateNotExecutionMember; NameNotFound; NotConnected; RTIinternalError,2,cpp; java,,
RTI-1516-1-2010-0080,RTIambassador,getObjectClassHandleFactory,1516.1-2010 §10.44,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getObjectClassHandleFactory,implemented-handler,handler-only-needs-test,,,FederateNotExecutionMember; NotConnected,1,java,"Handler exists, but no method-specific executable test evidence was found.",
RTI-1516-1-2010-0081,RTIambassador,getObjectClassName,1516.1-2010 §10.7,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getObjectClassName,implemented-handler,executable-test-evidence,tests mention get_object_class_name,,FederateNotExecutionMember; InvalidObjectClassHandle; NotConnected; RTIinternalError,2,cpp; java,,
RTI-1516-1-2010-0082,RTIambassador,getObjectInstanceHandle,1516.1-2010 §10.9,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getObjectInstanceHandle,implemented-handler,handler-only-needs-test,,,FederateNotExecutionMember; NotConnected; ObjectInstanceNotKnown; RTIinternalError,2,cpp; java,"Handler exists, but no method-specific executable test evidence was found.",
RTI-1516-1-2010-0083,RTIambassador,getObjectInstanceHandleFactory,1516.1-2010 §10.44,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getObjectInstanceHandleFactory,implemented-handler,handler-only-needs-test,,,FederateNotExecutionMember; NotConnected,1,java,"Handler exists, but no method-specific executable test evidence was found.",
RTI-1516-1-2010-0084,RTIambassador,getObjectInstanceName,1516.1-2010 §10.10,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getObjectInstanceName,implemented-handler,handler-only-needs-test,,,FederateNotExecutionMember; NotConnected; ObjectInstanceNotKnown; RTIinternalError,2,cpp; java,"Handler exists, but no method-specific executable test evidence was found.",
RTI-1516-1-2010-0085,RTIambassador,getOrderName,1516.1-2010 §10.20,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getOrderName,implemented-handler,executable-test-evidence,tests mention get_order_name,,FederateNotExecutionMember; InvalidOrderType; NotConnected; RTIinternalError,2,cpp; java,,
RTI-1516-1-2010-0086,RTIambassador,getOrderType,1516.1-2010 §10.19,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getOrderType,implemented-handler,executable-test-evidence,tests mention get_order_type,,FederateNotExecutionMember; InvalidOrderName; NotConnected; RTIinternalError,2,cpp; java,,
RTI-1516-1-2010-0087,RTIambassador,getParameterHandle,1516.1-2010 §10.17,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getParameterHandle,implemented-handler,executable-test-evidence,tests mention get_parameter_handle,,FederateNotExecutionMember; InvalidInteractionClassHandle; NameNotFound; NotConnected; RTIinternalError,2,cpp; java,,
RTI-1516-1-2010-0088,RTIambassador,getParameterHandleFactory,1516.1-2010 §10.44,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getParameterHandleFactory,implemented-handler,handler-only-needs-test,,,FederateNotExecutionMember; NotConnected,1,java,"Handler exists, but no method-specific executable test evidence was found.",
RTI-1516-1-2010-0089,RTIambassador,getParameterHandleValueMapFactory,1516.1-2010 §10.44,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getParameterHandleValueMapFactory,implemented-handler,handler-only-needs-test,,,FederateNotExecutionMember; NotConnected,1,java,"Handler exists, but no method-specific executable test evidence was found.",
RTI-1516-1-2010-0090,RTIambassador,getParameterName,1516.1-2010 §10.18,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getParameterName,implemented-handler,executable-test-evidence,tests mention get_parameter_name,,FederateNotExecutionMember; InteractionParameterNotDefined; InvalidInteractionClassHandle; InvalidParameterHandle; NotConnected; RTIinternalError,2,cpp; java,,
RTI-1516-1-2010-0091,RTIambassador,getRangeBounds,1516.1-2010 §10.29,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getRangeBounds,implemented-handler,executable-test-evidence,tests mention get_range_bounds,,FederateNotExecutionMember; InvalidRegion; NotConnected; RTIinternalError; RegionDoesNotContainSpecifiedDimension; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0092,RTIambassador,getRegionHandleSetFactory,1516.1-2010 §10.44,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getRegionHandleSetFactory,implemented-handler,handler-only-needs-test,,,FederateNotExecutionMember; NotConnected,1,java,"Handler exists, but no method-specific executable test evidence was found.",
RTI-1516-1-2010-0093,RTIambassador,getTimeFactory,1516.1-2010 §10.44,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getTimeFactory,implemented-handler,executable-test-evidence,tests mention get_time_factory,,FederateNotExecutionMember; NotConnected,2,cpp; java,,
RTI-1516-1-2010-0094,RTIambassador,getTransportationName,1516.1-2010 §10.22,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getTransportationName,implemented-handler,executable-test-evidence,tests mention get_transportation_name,,FederateNotExecutionMember; InvalidTransportationType; NotConnected; RTIinternalError,1,cpp,,
RTI-1516-1-2010-0095,RTIambassador,getTransportationType,1516.1-2010 §10.21,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getTransportationType,implemented-handler,executable-test-evidence,tests mention get_transportation_type,,FederateNotExecutionMember; InvalidTransportationName; NotConnected; RTIinternalError,1,cpp,,
RTI-1516-1-2010-0096,RTIambassador,getTransportationTypeHandle,1516.1-2010 §10.21,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getTransportationTypeHandle,implemented-handler,executable-test-evidence,tests mention get_transportation_type_handle,,FederateNotExecutionMember; InvalidTransportationName; NotConnected; RTIinternalError,1,java,,
RTI-1516-1-2010-0097,RTIambassador,getTransportationTypeHandleFactory,1516.1-2010 §10.44,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getTransportationTypeHandleFactory,implemented-handler,handler-only-needs-test,,,FederateNotExecutionMember; NotConnected,1,java,"Handler exists, but no method-specific executable test evidence was found.",
RTI-1516-1-2010-0098,RTIambassador,getTransportationTypeName,1516.1-2010 §10.22,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getTransportationTypeName,implemented-handler,executable-test-evidence,tests mention get_transportation_type_name,,FederateNotExecutionMember; InvalidTransportationType; NotConnected; RTIinternalError,1,java,,
RTI-1516-1-2010-0099,RTIambassador,getUpdateRateValue,1516.1-2010 §10.13,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getUpdateRateValue,implemented-handler,executable-test-evidence,tests mention get_update_rate_value,,FederateNotExecutionMember; InvalidUpdateRateDesignator; NotConnected; RTIinternalError,2,cpp; java,,
RTI-1516-1-2010-0100,RTIambassador,getUpdateRateValueForAttribute,1516.1-2010 §10.14,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_getUpdateRateValueForAttribute,implemented-handler,executable-test-evidence,tests mention get_update_rate_value_for_attribute,,AttributeNotDefined; FederateNotExecutionMember; NotConnected; ObjectInstanceNotKnown; RTIinternalError,2,cpp; java,,
RTI-1516-1-2010-0101,RTIambassador,isAttributeOwnedByFederate,1516.1-2010 §7.19,Ownership Management,hla2010.backends.python_rti.PythonRTIBackend._svc_isAttributeOwnedByFederate,implemented-handler,executable-test-evidence,tests mention is_attribute_owned_by_federate,,AttributeNotDefined; FederateNotExecutionMember; NotConnected; ObjectInstanceNotKnown; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0102,RTIambassador,joinFederationExecution,1516.1-2010 §4.9,Federation Management,hla2010.backends.python_rti.PythonRTIBackend._svc_joinFederationExecution,implemented-handler,executable-test-evidence,tests mention joinFederationExecution; tests mention join_federation_execution,,CallNotAllowedFromWithinCallback; CouldNotCreateLogicalTimeFactory; CouldNotOpenFDD; ErrorReadingFDD; FederateAlreadyExecutionMember; FederateNameAlreadyInUse; FederationExecutionDoesNotExist; InconsistentFDD; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,6,cpp; java,,
RTI-1516-1-2010-0103,RTIambassador,listFederationExecutions,1516.1-2010 §4.7,Federation Management,hla2010.backends.python_rti.PythonRTIBackend._svc_listFederationExecutions,implemented-handler,executable-test-evidence,tests mention list_federation_executions,,NotConnected; RTIinternalError,2,cpp; java,,
RTI-1516-1-2010-0104,RTIambassador,localDeleteObjectInstance,1516.1-2010 §6.16,Object Management,hla2010.backends.python_rti.PythonRTIBackend._svc_localDeleteObjectInstance,implemented-handler,scenario-smoke-evidence,,,FederateNotExecutionMember; FederateOwnsAttributes; NotConnected; ObjectInstanceNotKnown; OwnershipAcquisitionPending; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0105,RTIambassador,modifyLookahead,1516.1-2010 §8.19,Time Management,hla2010.backends.python_rti.PythonRTIBackend._svc_modifyLookahead,implemented-handler,executable-test-evidence,tests mention modify_lookahead,,FederateNotExecutionMember; InTimeAdvancingState; InvalidLookahead; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress; TimeRegulationIsNotEnabled,2,cpp; java,,
RTI-1516-1-2010-0106,RTIambassador,negotiatedAttributeOwnershipDivestiture,1516.1-2010 §7.3,Ownership Management,hla2010.backends.python_rti.PythonRTIBackend._svc_negotiatedAttributeOwnershipDivestiture,implemented-handler,handler-only-needs-test,,,AttributeAlreadyBeingDivested; AttributeNotDefined; AttributeNotOwned; FederateNotExecutionMember; NotConnected; ObjectInstanceNotKnown; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,"Handler exists, but no method-specific executable test evidence was found.",
RTI-1516-1-2010-0107,RTIambassador,nextMessageRequest,1516.1-2010 §8.10,Time Management,hla2010.backends.python_rti.PythonRTIBackend._svc_nextMessageRequest,implemented-handler,executable-test-evidence,tests mention next_message_request,,FederateNotExecutionMember; InTimeAdvancingState; InvalidLogicalTime; LogicalTimeAlreadyPassed; NotConnected; RTIinternalError; RequestForTimeConstrainedPending; RequestForTimeRegulationPending; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0108,RTIambassador,nextMessageRequestAvailable,1516.1-2010 §8.11,Time Management,hla2010.backends.python_rti.PythonRTIBackend._svc_nextMessageRequestAvailable,implemented-handler,executable-test-evidence,tests mention next_message_request_available,,FederateNotExecutionMember; InTimeAdvancingState; InvalidLogicalTime; LogicalTimeAlreadyPassed; NotConnected; RTIinternalError; RequestForTimeConstrainedPending; RequestForTimeRegulationPending; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0109,RTIambassador,normalizeFederateHandle,1516.1-2010 §10.31,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_normalizeFederateHandle,implemented-handler,executable-test-evidence,tests mention normalize_federate_handle,,FederateNotExecutionMember; InvalidFederateHandle; NotConnected; RTIinternalError,2,cpp; java,,
RTI-1516-1-2010-0110,RTIambassador,normalizeServiceGroup,1516.1-2010 §10.32,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_normalizeServiceGroup,implemented-handler,executable-test-evidence,tests mention normalize_service_group,,FederateNotExecutionMember; InvalidServiceGroup; NotConnected; RTIinternalError,2,cpp; java,,
RTI-1516-1-2010-0111,RTIambassador,publishInteractionClass,1516.1-2010 §5.4,Declaration Management,hla2010.backends.python_rti.PythonRTIBackend._svc_publishInteractionClass,implemented-handler,executable-test-evidence,tests mention publish_interaction_class,,FederateNotExecutionMember; InteractionClassNotDefined; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0112,RTIambassador,publishObjectClassAttributes,1516.1-2010 §5.2,Declaration Management,hla2010.backends.python_rti.PythonRTIBackend._svc_publishObjectClassAttributes,implemented-handler,executable-test-evidence,tests mention publishObjectClassAttributes; tests mention publish_object_class_attributes,,AttributeNotDefined; FederateNotExecutionMember; NotConnected; ObjectClassNotDefined; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0113,RTIambassador,queryAttributeOwnership,1516.1-2010 §7.17,Ownership Management,hla2010.backends.python_rti.PythonRTIBackend._svc_queryAttributeOwnership,implemented-handler,executable-test-evidence,tests mention query_attribute_ownership,,AttributeNotDefined; FederateNotExecutionMember; NotConnected; ObjectInstanceNotKnown; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0114,RTIambassador,queryAttributeTransportationType,1516.1-2010 §6.25,Object Management,hla2010.backends.python_rti.PythonRTIBackend._svc_queryAttributeTransportationType,implemented-handler,scenario-smoke-evidence,,,AttributeNotDefined; FederateNotExecutionMember; NotConnected; ObjectInstanceNotKnown; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0115,RTIambassador,queryFederationRestoreStatus,1516.1-2010 §4.31,Federation Management,hla2010.backends.python_rti.PythonRTIBackend._svc_queryFederationRestoreStatus,implemented-handler,handler-only-needs-test,,,FederateNotExecutionMember; NotConnected; RTIinternalError; SaveInProgress,2,cpp; java,"Handler exists, but no method-specific executable test evidence was found.",
RTI-1516-1-2010-0116,RTIambassador,queryFederationSaveStatus,1516.1-2010 §4.22,Federation Management,hla2010.backends.python_rti.PythonRTIBackend._svc_queryFederationSaveStatus,implemented-handler,executable-test-evidence,tests mention query_federation_save_status,,FederateNotExecutionMember; NotConnected; RTIinternalError; RestoreInProgress,2,cpp; java,,
RTI-1516-1-2010-0117,RTIambassador,queryGALT,1516.1-2010 §8.16,Time Management,hla2010.backends.python_rti.PythonRTIBackend._svc_queryGALT,implemented-handler,executable-test-evidence,tests mention query_galt,,FederateNotExecutionMember; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0118,RTIambassador,queryInteractionTransportationType,1516.1-2010 §6.29,Object Management,hla2010.backends.python_rti.PythonRTIBackend._svc_queryInteractionTransportationType,implemented-handler,scenario-smoke-evidence,,,FederateNotExecutionMember; InteractionClassNotDefined; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0119,RTIambassador,queryLITS,1516.1-2010 §8.18,Time Management,hla2010.backends.python_rti.PythonRTIBackend._svc_queryLITS,implemented-handler,executable-test-evidence,tests mention query_lits,,FederateNotExecutionMember; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0120,RTIambassador,queryLogicalTime,1516.1-2010 §8.17,Time Management,hla2010.backends.python_rti.PythonRTIBackend._svc_queryLogicalTime,implemented-handler,executable-test-evidence,tests mention queryLogicalTime; tests mention query_logical_time,,FederateNotExecutionMember; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0121,RTIambassador,queryLookahead,1516.1-2010 §8.20,Time Management,hla2010.backends.python_rti.PythonRTIBackend._svc_queryLookahead,implemented-handler,executable-test-evidence,tests mention query_lookahead,,FederateNotExecutionMember; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress; TimeRegulationIsNotEnabled,2,cpp; java,,
RTI-1516-1-2010-0122,RTIambassador,registerFederationSynchronizationPoint,1516.1-2010 §4.11,Federation Management,hla2010.backends.python_rti.PythonRTIBackend._svc_registerFederationSynchronizationPoint,implemented-handler,executable-test-evidence,tests mention register_federation_synchronization_point,,FederateNotExecutionMember; InvalidFederateHandle; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,4,cpp; java,,
RTI-1516-1-2010-0123,RTIambassador,registerObjectInstance,1516.1-2010 §6.8,Object Management,hla2010.backends.python_rti.PythonRTIBackend._svc_registerObjectInstance,implemented-handler,executable-test-evidence,tests mention register_object_instance,,FederateNotExecutionMember; NotConnected; ObjectClassNotDefined; ObjectClassNotPublished; ObjectInstanceNameInUse; ObjectInstanceNameNotReserved; RTIinternalError; RestoreInProgress; SaveInProgress,4,cpp; java,,
RTI-1516-1-2010-0124,RTIambassador,registerObjectInstanceWithRegions,1516.1-2010 §9.5,Data Distribution Management,hla2010.backends.python_rti.PythonRTIBackend._svc_registerObjectInstanceWithRegions,implemented-handler,executable-test-evidence,tests mention register_object_instance_with_regions,,AttributeNotDefined; AttributeNotPublished; FederateNotExecutionMember; InvalidRegion; InvalidRegionContext; NotConnected; ObjectClassNotDefined; ObjectClassNotPublished; ObjectInstanceNameInUse; ObjectInstanceNameNotReserved; RTIinternalError; RegionNotCreatedByThisFederate; RestoreInProgress; SaveInProgress,4,cpp; java,,
RTI-1516-1-2010-0125,RTIambassador,releaseMultipleObjectInstanceName,1516.1-2010 §6.7,Object Management,hla2010.backends.python_rti.PythonRTIBackend._svc_releaseMultipleObjectInstanceName,implemented-handler,scenario-smoke-evidence,,,FederateNotExecutionMember; NotConnected; ObjectInstanceNameNotReserved; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0126,RTIambassador,releaseObjectInstanceName,1516.1-2010 §6.4,Object Management,hla2010.backends.python_rti.PythonRTIBackend._svc_releaseObjectInstanceName,implemented-handler,scenario-smoke-evidence,,,FederateNotExecutionMember; NotConnected; ObjectInstanceNameNotReserved; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0127,RTIambassador,requestAttributeTransportationTypeChange,1516.1-2010 §6.23,Object Management,hla2010.backends.python_rti.PythonRTIBackend._svc_requestAttributeTransportationTypeChange,implemented-handler,scenario-smoke-evidence,,,AttributeAlreadyBeingChanged; AttributeNotDefined; AttributeNotOwned; FederateNotExecutionMember; InvalidTransportationType; NotConnected; ObjectInstanceNotKnown; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0128,RTIambassador,requestAttributeValueUpdate,1516.1-2010 §6.19,Object Management,hla2010.backends.python_rti.PythonRTIBackend._svc_requestAttributeValueUpdate,implemented-handler,executable-test-evidence,tests mention request_attribute_value_update,,AttributeNotDefined; FederateNotExecutionMember; NotConnected; ObjectClassNotDefined; ObjectInstanceNotKnown; RTIinternalError; RestoreInProgress; SaveInProgress,4,cpp; java,,
RTI-1516-1-2010-0129,RTIambassador,requestAttributeValueUpdateWithRegions,1516.1-2010 §9.13,Data Distribution Management,hla2010.backends.python_rti.PythonRTIBackend._svc_requestAttributeValueUpdateWithRegions,implemented-handler,executable-test-evidence,tests mention request_attribute_value_update_with_regions,,AttributeNotDefined; FederateNotExecutionMember; InvalidRegion; InvalidRegionContext; NotConnected; ObjectClassNotDefined; RTIinternalError; RegionNotCreatedByThisFederate; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0130,RTIambassador,requestFederationRestore,1516.1-2010 §4.24,Federation Management,hla2010.backends.python_rti.PythonRTIBackend._svc_requestFederationRestore,implemented-handler,executable-test-evidence,tests mention requestFederationRestore; tests mention request_federation_restore,,FederateNotExecutionMember; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0131,RTIambassador,requestFederationSave,1516.1-2010 §4.16,Federation Management,hla2010.backends.python_rti.PythonRTIBackend._svc_requestFederationSave,implemented-handler,executable-test-evidence,tests mention request_federation_save,,FederateNotExecutionMember; FederateUnableToUseTime; InvalidLogicalTime; LogicalTimeAlreadyPassed; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,4,cpp; java,,
RTI-1516-1-2010-0132,RTIambassador,requestInteractionTransportationTypeChange,1516.1-2010 §6.27,Object Management,hla2010.backends.python_rti.PythonRTIBackend._svc_requestInteractionTransportationTypeChange,implemented-handler,scenario-smoke-evidence,,,FederateNotExecutionMember; InteractionClassAlreadyBeingChanged; InteractionClassNotDefined; InteractionClassNotPublished; InvalidTransportationType; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0133,RTIambassador,reserveMultipleObjectInstanceName,1516.1-2010 §6.5,Object Management,hla2010.backends.python_rti.PythonRTIBackend._svc_reserveMultipleObjectInstanceName,implemented-handler,scenario-smoke-evidence,,,FederateNotExecutionMember; IllegalName; NameSetWasEmpty; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0134,RTIambassador,reserveObjectInstanceName,1516.1-2010 §6.2,Object Management,hla2010.backends.python_rti.PythonRTIBackend._svc_reserveObjectInstanceName,implemented-handler,executable-test-evidence,tests mention reserve_object_instance_name,,FederateNotExecutionMember; IllegalName; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0135,RTIambassador,resignFederationExecution,1516.1-2010 §4.10,Federation Management,hla2010.backends.python_rti.PythonRTIBackend._svc_resignFederationExecution,implemented-handler,executable-test-evidence,tests mention resign_federation_execution,,CallNotAllowedFromWithinCallback; FederateNotExecutionMember; FederateOwnsAttributes; InvalidResignAction; NotConnected; OwnershipAcquisitionPending; RTIinternalError,2,cpp; java,,
RTI-1516-1-2010-0136,RTIambassador,retract,1516.1-2010 §8.21,Time Management,hla2010.backends.python_rti.PythonRTIBackend._svc_retract,implemented-handler,executable-test-evidence,tests mention retract,,FederateNotExecutionMember; InvalidMessageRetractionHandle; MessageCanNoLongerBeRetracted; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress; TimeRegulationIsNotEnabled,2,cpp; java,,
RTI-1516-1-2010-0137,RTIambassador,sendInteraction,1516.1-2010 §6.12,Object Management,hla2010.backends.python_rti.PythonRTIBackend._svc_sendInteraction,implemented-handler,executable-test-evidence,tests mention send_interaction,,FederateNotExecutionMember; InteractionClassNotDefined; InteractionClassNotPublished; InteractionParameterNotDefined; InvalidLogicalTime; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,4,cpp; java,,
RTI-1516-1-2010-0138,RTIambassador,sendInteractionWithRegions,1516.1-2010 §9.12,Data Distribution Management,hla2010.backends.python_rti.PythonRTIBackend._svc_sendInteractionWithRegions,implemented-handler,executable-test-evidence,tests mention send_interaction_with_regions,,FederateNotExecutionMember; InteractionClassNotDefined; InteractionClassNotPublished; InteractionParameterNotDefined; InvalidLogicalTime; InvalidRegion; InvalidRegionContext; NotConnected; RTIinternalError; RegionNotCreatedByThisFederate; RestoreInProgress; SaveInProgress,4,cpp; java,,
RTI-1516-1-2010-0139,RTIambassador,setAutomaticResignDirective,1516.1-2010 §10.3,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_setAutomaticResignDirective,implemented-handler,executable-test-evidence,tests mention set_automatic_resign_directive,,FederateNotExecutionMember; InvalidResignAction; NotConnected; RTIinternalError,2,cpp; java,,
RTI-1516-1-2010-0140,RTIambassador,setRangeBounds,1516.1-2010 §10.30,Support Services,hla2010.backends.python_rti.PythonRTIBackend._svc_setRangeBounds,implemented-handler,executable-test-evidence,tests mention set_range_bounds,,FederateNotExecutionMember; InvalidRangeBound; InvalidRegion; NotConnected; RTIinternalError; RegionDoesNotContainSpecifiedDimension; RegionNotCreatedByThisFederate; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0141,RTIambassador,subscribeInteractionClass,1516.1-2010 §5.8,Declaration Management,hla2010.backends.python_rti.PythonRTIBackend._svc_subscribeInteractionClass,implemented-handler,executable-test-evidence,tests mention subscribe_interaction_class,,FederateNotExecutionMember; FederateServiceInvocationsAreBeingReportedViaMOM; InteractionClassNotDefined; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0142,RTIambassador,subscribeInteractionClassPassively,1516.1-2010 §5.8,Declaration Management,hla2010.backends.python_rti.PythonRTIBackend._svc_subscribeInteractionClassPassively,implemented-handler,scenario-smoke-evidence,,,FederateNotExecutionMember; FederateServiceInvocationsAreBeingReportedViaMOM; InteractionClassNotDefined; NotConnected; RTIinternalError; RestoreInProgress; SaveInProgress,1,java,,
RTI-1516-1-2010-0143,RTIambassador,subscribeInteractionClassPassivelyWithRegions,1516.1-2010 §9.10,Data Distribution Management,hla2010.backends.python_rti.PythonRTIBackend._svc_subscribeInteractionClassPassivelyWithRegions,implemented-handler,handler-only-needs-test,,,FederateNotExecutionMember; FederateServiceInvocationsAreBeingReportedViaMOM; InteractionClassNotDefined; InvalidRegion; InvalidRegionContext; NotConnected; RTIinternalError; RegionNotCreatedByThisFederate; RestoreInProgress; SaveInProgress,1,java,"Handler exists, but no method-specific executable test evidence was found.",
RTI-1516-1-2010-0144,RTIambassador,subscribeInteractionClassWithRegions,1516.1-2010 §9.10,Data Distribution Management,hla2010.backends.python_rti.PythonRTIBackend._svc_subscribeInteractionClassWithRegions,implemented-handler,executable-test-evidence,tests mention subscribe_interaction_class_with_regions,,FederateNotExecutionMember; FederateServiceInvocationsAreBeingReportedViaMOM; InteractionClassNotDefined; InvalidRegion; InvalidRegionContext; NotConnected; RTIinternalError; RegionNotCreatedByThisFederate; RestoreInProgress; SaveInProgress,2,cpp; java,,
RTI-1516-1-2010-0145,RTIambassador,subscribeObjectClassAttributes,1516.1-2010 §5.6,Declaration Management,hla2010.backends.python_rti.PythonRTIBackend._svc_subscribeObjectClassAttributes,implemented-handler,executable-test-evidence,tests mention subscribe_object_class_attributes,,AttributeNotDefined; FederateNotExecutionMember; InvalidUpdateRateDesignator; NotConnected; ObjectClassNotDefined; RTIinternalError; RestoreInProgress; SaveInProgress,3,cpp; java,,
RTI-1516-1-2010-0146,RTIambassador,subscribeObjectClassAttributesPassively,1516.1-2010 §5.6,Declaration Management,hla2010.backends.python_rti.PythonRTIBackend._svc_subscribeObjectClassAttributesPassively,implemented-handler,scenario-smoke-evidence,,,AttributeNotDefined; FederateNotExecutionMember; InvalidUpdateRateDesignator; NotConnected; ObjectClassNotDefined; RTIinternalError; RestoreInProgress; SaveInProgress,2,java,,
