case_id,interaction_name,case,parameter,parameters,expected_mom_exception,executable,reason,section_refs
MOM-NEG-1516-1-2010-0085-hladeleteobjectinstance-bad-time-encoding-hlatimestamp,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdeleteObjectInstance,bad_time_encoding,HLAtimeStamp,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0086-hladeleteobjectinstance-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdeleteObjectInstance,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0087-hladisableasynchronousdelivery-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdisableAsynchronousDelivery,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0088-hladisableasynchronousdelivery-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdisableAsynchronousDelivery,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0089-hladisableasynchronousdelivery-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdisableAsynchronousDelivery,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0090-hladisableasynchronousdelivery-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdisableAsynchronousDelivery,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0091-hladisabletimeconstrained-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdisableTimeConstrained,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0092-hladisabletimeconstrained-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdisableTimeConstrained,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0093-hladisabletimeconstrained-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdisableTimeConstrained,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0094-hladisabletimeconstrained-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdisableTimeConstrained,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0095-hladisabletimeregulation-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdisableTimeRegulation,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0096-hladisabletimeregulation-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdisableTimeRegulation,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0097-hladisabletimeregulation-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdisableTimeRegulation,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0098-hladisabletimeregulation-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdisableTimeRegulation,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0099-hlaenableasynchronousdelivery-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAenableAsynchronousDelivery,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0100-hlaenableasynchronousdelivery-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAenableAsynchronousDelivery,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0101-hlaenableasynchronousdelivery-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAenableAsynchronousDelivery,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0102-hlaenableasynchronousdelivery-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAenableAsynchronousDelivery,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0103-hlaenabletimeconstrained-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAenableTimeConstrained,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0104-hlaenabletimeconstrained-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAenableTimeConstrained,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0105-hlaenabletimeconstrained-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAenableTimeConstrained,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0106-hlaenabletimeconstrained-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAenableTimeConstrained,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0107-hlaenabletimeregulation-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAenableTimeRegulation,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0108-hlaenabletimeregulation-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAenableTimeRegulation,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0109-hlaenabletimeregulation-missing-required-parameter-hlalookahead,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAenableTimeRegulation,missing_required_parameter,HLAlookahead,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0110-hlaenabletimeregulation-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAenableTimeRegulation,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0111-hlaenabletimeregulation-bad-interval-encoding-hlalookahead,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAenableTimeRegulation,bad_interval_encoding,HLAlookahead,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0112-hlaenabletimeregulation-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAenableTimeRegulation,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0113-hlafederaterestorecomplete-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateRestoreComplete,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0114-hlafederaterestorecomplete-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateRestoreComplete,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0115-hlafederaterestorecomplete-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateRestoreComplete,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0116-hlafederaterestorecomplete-bad-boolean-encoding-hlasuccessindicator,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateRestoreComplete,bad_boolean_encoding,HLAsuccessIndicator,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0117-hlafederaterestorecomplete-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateRestoreComplete,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0118-hlafederatesavebegun-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateSaveBegun,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0119-hlafederatesavebegun-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateSaveBegun,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0120-hlafederatesavebegun-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateSaveBegun,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0121-hlafederatesavebegun-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateSaveBegun,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0122-hlafederatesavecomplete-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateSaveComplete,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0123-hlafederatesavecomplete-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateSaveComplete,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0124-hlafederatesavecomplete-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateSaveComplete,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0125-hlafederatesavecomplete-bad-boolean-encoding-hlasuccessindicator,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateSaveComplete,bad_boolean_encoding,HLAsuccessIndicator,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0126-hlafederatesavecomplete-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateSaveComplete,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0127-hlaflushqueuerequest-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAflushQueueRequest,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0128-hlaflushqueuerequest-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAflushQueueRequest,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0129-hlaflushqueuerequest-missing-required-parameter-hlatimestamp,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAflushQueueRequest,missing_required_parameter,HLAtimeStamp,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0130-hlaflushqueuerequest-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAflushQueueRequest,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0131-hlaflushqueuerequest-bad-time-encoding-hlatimestamp,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAflushQueueRequest,bad_time_encoding,HLAtimeStamp,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0132-hlaflushqueuerequest-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAflushQueueRequest,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0133-hlalocaldeleteobjectinstance-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAlocalDeleteObjectInstance,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0134-hlalocaldeleteobjectinstance-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAlocalDeleteObjectInstance,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0135-hlalocaldeleteobjectinstance-missing-required-parameter-hlaobjectinstance,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAlocalDeleteObjectInstance,missing_required_parameter,HLAobjectInstance,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0136-hlalocaldeleteobjectinstance-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAlocalDeleteObjectInstance,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0137-hlalocaldeleteobjectinstance-bad-handle-encoding-hlaobjectinstance,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAlocalDeleteObjectInstance,bad_handle_encoding,HLAobjectInstance,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0138-hlalocaldeleteobjectinstance-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAlocalDeleteObjectInstance,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0139-hlamodifylookahead-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAmodifyLookahead,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0140-hlamodifylookahead-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAmodifyLookahead,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0141-hlamodifylookahead-missing-required-parameter-hlalookahead,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAmodifyLookahead,missing_required_parameter,HLAlookahead,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0142-hlamodifylookahead-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAmodifyLookahead,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0143-hlamodifylookahead-bad-interval-encoding-hlalookahead,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAmodifyLookahead,bad_interval_encoding,HLAlookahead,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0144-hlamodifylookahead-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAmodifyLookahead,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0145-hlanextmessagerequest-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAnextMessageRequest,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0146-hlanextmessagerequest-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAnextMessageRequest,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0147-hlanextmessagerequest-missing-required-parameter-hlatimestamp,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAnextMessageRequest,missing_required_parameter,HLAtimeStamp,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0148-hlanextmessagerequest-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAnextMessageRequest,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0149-hlanextmessagerequest-bad-time-encoding-hlatimestamp,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAnextMessageRequest,bad_time_encoding,HLAtimeStamp,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0150-hlanextmessagerequest-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAnextMessageRequest,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0151-hlanextmessagerequestavailable-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAnextMessageRequestAvailable,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0152-hlanextmessagerequestavailable-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAnextMessageRequestAvailable,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0153-hlanextmessagerequestavailable-missing-required-parameter-hlatimestamp,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAnextMessageRequestAvailable,missing_required_parameter,HLAtimeStamp,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0154-hlanextmessagerequestavailable-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAnextMessageRequestAvailable,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0155-hlanextmessagerequestavailable-bad-time-encoding-hlatimestamp,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAnextMessageRequestAvailable,bad_time_encoding,HLAtimeStamp,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0156-hlanextmessagerequestavailable-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAnextMessageRequestAvailable,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0157-hlapublishinteractionclass-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishInteractionClass,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0158-hlapublishinteractionclass-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishInteractionClass,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0159-hlapublishinteractionclass-missing-required-parameter-hlainteractionclass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishInteractionClass,missing_required_parameter,HLAinteractionClass,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0160-hlapublishinteractionclass-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishInteractionClass,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0161-hlapublishinteractionclass-bad-handle-encoding-hlainteractionclass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishInteractionClass,bad_handle_encoding,HLAinteractionClass,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0162-hlapublishinteractionclass-unsupported-or-failed-service-action,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishInteractionClass,unsupported_or_failed_service_action,,,MOMServiceActionFailed,False,"semantic service-action precondition case; retained in matrix, not part of the generated parameter-validation test set",1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0163-hlapublishobjectclassattributes-unexpected-parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishObjectClassAttributes,unexpected_parameter,,,UnexpectedMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0164-hlapublishobjectclassattributes-missing-required-parameter-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishObjectClassAttributes,missing_required_parameter,HLAfederate,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0165-hlapublishobjectclassattributes-missing-required-parameter-hlaobjectclass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishObjectClassAttributes,missing_required_parameter,HLAobjectClass,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0166-hlapublishobjectclassattributes-missing-required-parameter-hlaattributelist,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishObjectClassAttributes,missing_required_parameter,HLAattributeList,,MissingMOMParameter,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
MOM-NEG-1516-1-2010-0167-hlapublishobjectclassattributes-bad-handle-encoding-hlafederate,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishObjectClassAttributes,bad_handle_encoding,HLAfederate,,InvalidMOMParameterEncoding,True,executable strict MOM parameter validation,1516.1-2010 §11.4.1;1516.1-2010 §11.5
