category,path_or_owner,name,parent_path,data_type,update_type,ownership,sharing,transportation,order,dimensions,semantics
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportInteractionsSent,HLAreportInteractionsSent,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport,,,,Publish,HLAreliable,Receive,,"The interaction shall be sent by the RTI in response to an interaction of class
                        HLAmanager.HLAfederate.HLArequest.HLArequestInteractionsSent. It shall report the number of
                        interactions sent (by sent class of the interactions) by the joined federate since the beginning
                        of the federation execution. This count shall include interactions sent with region. One
                        interaction of this class shall be sent by the RTI for each transportation type used. If the
                        joined federate has no interactions that are sent for a given transportation type then a single
                        interaction shall be sent as a NULL response with the HLAinteractionCounts parameter having an
                        undefined value."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportInteractionsReceived,HLAreportInteractionsReceived,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport,,,,Publish,HLAreliable,Receive,,"The interaction shall be sent by the RTI in response to an interaction of
                        classHLAmanager.HLAfederate.HLArequest. HLArequestInteractionsReceived. It shall report the
                        number of interactions received (by sent class of the interactions) by the joined federate since
                        the beginning of the federation execution. One interaction of this class shall be sent by the
                        RTI for each transportation type used. If the joined federate has no interactions that are
                        received for a given transportation type, then a single interaction shall be sent as a NULL
                        response with the HLAinteractionCounts parameter having an undefined value."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectInstanceInformation,HLAreportObjectInstanceInformation,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport,,,,Publish,HLAreliable,Receive,,"The interaction shall be sent by the RTI in response to an interaction of class
                        HLAmanager.HLAfederate.HLArequest.HLArequestObjectInstanceInformation. It shall report on a
                        single object instance and portray the instance attributes of that object instance that are
                        owned by the joined federate, the registered class of the object instance, and the known class
                        of the object instance at that joined federate. If the joined federate does not know the object
                        instance, a single interaction shall be sent as a NULL response with the
                        HLAownedInstanceAttributeList parameter having an undefined value."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportException,HLAreportException,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport,,,,Publish,HLAreliable,Receive,,"The interaction shall be sent by the RTI when an exception occurs as the result of a
                        service invocation at the indicated joined federate. This interaction shall be sent only if the
                        last HLAmanager.HLAfederate.HLAadjust.HLAsetExceptionReporting interaction changing the
                        HLAreportingState parameter sets the parameter to HLAtrue, for the indicated joined federate."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportServiceInvocation,HLAreportServiceInvocation,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport,,,,Publish,HLAreliable,Receive,,"This interaction shall be sent by the RTI whenever an HLA service is invoked, either by
                        the indicated joined federate or by the RTI at the indicated joined federate, and
                        Service-Reporting is Enabled for the indicated joined federate. This interaction shall always
                        contain the arguments supplied by the service invoker. If the service invocation was successful,
                        the interaction also shall contain the value returned to the invoker (if the service returns a
                        value); otherwise, the interaction also shall contain an indication of the exception that was
                        raised to the invoker."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportMOMexception,HLAreportMOMexception,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport,,,,Publish,HLAreliable,Receive,,"The interaction shall be sent by the RTI when one the following occurs: a MOM
                        interaction without all the necessary parameters is sent or an interaction that imitates a
                        federate's invocation of an HLA service is sent and not all of the service's pre-conditions are
                        met."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportFederateLost,HLAreportFederateLost,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport,,,,Publish,HLAreliable,Receive,,"This MOM interaction shall be sent when a federate has been lost from the federation due
                        to a fault."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportFOMmoduleData,HLAreportFOMmoduleData,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport,,,,Publish,HLAreliable,Receive,,"The interaction shall be sent by the RTI in response to an interaction of class
                        HLAmanager.HLAfederate.HLArequest.HLArequestFOMmoduleData. It shall report the content of the
                        specified FOM module for the federate."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,HLAservice,HLAinteractionRoot.HLAmanager.HLAfederate,,,,Neither,HLAreliable,Receive,,"The interaction class shall be acted upon by the RTI. These interactions shall invoke HLA
                     services on behalf of another joined federate. They shall cause the RTI to react as if the service
                     has been invoked by that other joined federate. If exceptions arise as a result of the use of these
                     interactions, they shall be reported via the HLAmanager.HLAfederate.HLAreport.HLAreportMOMexception
                     interaction to all joined federates that subscribe to this interaction. There are two ways an error
                     can occur: the sending federate does not provide all the required arguments as parameters or the
                     preconditions of the spoofed service are not met. Each type of error is reported via the
                     HLAMOMreportMOMexception. NOTE - These interactions shall have the potential to disrupt normal
                     federation execution and should be used with great care."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAresignFederationExecution,HLAresignFederationExecution,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,"Cause the joined federate to resign from the federation execution. A joined federate
                        shall be able to send this interaction anytime."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsynchronizationPointAchieved,HLAsynchronizationPointAchieved,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,Mimic the federate's report of achieving a synchronization point.
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateSaveBegun,HLAfederateSaveBegun,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,Mimic the federate's report of starting a save
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateSaveComplete,HLAfederateSaveComplete,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,"Mimic the joined federate's report of completion of a federate save. A joined federate
                        shall be able to send this interaction during a federate save."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAfederateRestoreComplete,HLAfederateRestoreComplete,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,"Mimic the joined federate's report of completion of a restore. A joined federate shall
                        be able to send this interaction during a federation restore."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishObjectClassAttributes,HLApublishObjectClassAttributes,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,Set the joined federate's publication status of attributes of an object class
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishObjectClassAttributes,HLAunpublishObjectClassAttributes,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,Cause the joined federate no longer to publish attributes of an object class
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLApublishInteractionClass,HLApublishInteractionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,Set the joined federate's publication status of an interaction class
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunpublishInteractionClass,HLAunpublishInteractionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,Cause the joined federate no longer to publish an interaction class
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeObjectClassAttributes,HLAsubscribeObjectClassAttributes,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,Set the joined federate's subscription status of attributes of an object class
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunsubscribeObjectClassAttributes,HLAunsubscribeObjectClassAttributes,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,Cause the joined federate no longer to subscribe to attributes of an object class
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAsubscribeInteractionClass,HLAsubscribeInteractionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,Set the joined federate's subscription status to an interaction class.
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunsubscribeInteractionClass,HLAunsubscribeInteractionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,Cause the joined federate no longer to subscribe to an interaction class
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdeleteObjectInstance,HLAdeleteObjectInstance,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,Cause an object instance to be deleted from the federation.
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAlocalDeleteObjectInstance,HLAlocalDeleteObjectInstance,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,"Inform the RTI that it shall treat the specified object instance as if the joined
                        federate did not know about the object instance."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestAttributeTransportationTypeChange,HLArequestAttributeTransportationTypeChange,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,"Request a change of the transportation type used by the joined federate when sending
                        attributes belonging to the object instance"
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLArequestInteractionTransportationTypeChange,HLArequestInteractionTransportationTypeChange,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,"Request a change of the transportation type used by the joined federate when sending a
                        class of interaction"
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAunconditionalAttributeOwnershipDivestiture,HLAunconditionalAttributeOwnershipDivestiture,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,"Cause the ownership of attributes of an object instance to be unconditionally divested
                        by the joined federate"
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAenableTimeRegulation,HLAenableTimeRegulation,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,Cause the joined federate to begin regulating the logical time of other joined federates
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdisableTimeRegulation,HLAdisableTimeRegulation,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,Cause the joined federate to cease regulating the logical time of other joined federates
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAenableTimeConstrained,HLAenableTimeConstrained,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,"Cause the logical time of the joined federate to begin being constrained by the logical
                        times of other joined federates"
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdisableTimeConstrained,HLAdisableTimeConstrained,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,"Cause the logical time of the joined federate to cease being constrained by the logical
                        times of other joined federates"
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAtimeAdvanceRequest,HLAtimeAdvanceRequest,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,"Request an advance of the joined federate's logical time on behalf of the joined
                        federate, and release zero or more messages for delivery to the joined federate"
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAtimeAdvanceRequestAvailable,HLAtimeAdvanceRequestAvailable,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,"Request an advance of the joined federate's logical time, on behalf of the joined
                        federate, and release zero or more messages for delivery to the joined federate"
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAnextMessageRequest,HLAnextMessageRequest,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,"Request the logical time of the joined federate to be advanced to the time stamp of the
                        next TSO message that shall be delivered to the joined federate, provided that the message shall
                        have a time stamp no greater than the logical time specified in the request, and release zero or
                        more messages for delivery to the joined federate."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAnextMessageRequestAvailable,HLAnextMessageRequestAvailable,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,"Request the logical time of the joined federate to be advanced to the time stamp of the
                        next TSO message that shall be delivered to the joined federate, provided that the message shall
                        have a time stamp no greater than the logical time specified in the request, and release zero or
                        more messages for delivery to the joined federate."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAflushQueueRequest,HLAflushQueueRequest,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,"Request the logical time of the joined federate to be advanced as far as possible,
                        provided that the time stamp is less than or equal to the logical time specified in the request.
                        All TSO and RO messages shall be delivered to the joined federate."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAenableAsynchronousDelivery,HLAenableAsynchronousDelivery,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,"Cause the RTI to deliver RO messages to the joined federate at any wall-clock time, even
                        if the joined federate is time-constrained."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAdisableAsynchronousDelivery,HLAdisableAsynchronousDelivery,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,"When the joined federate is time-constrained, cause the RTI to deliver RO messages to
                        the joined federate only when its time manager state is ""Time Advancing""."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAmodifyLookahead,HLAmodifyLookahead,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,Change the lookahead value used by the joined federate
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAchangeAttributeOrderType,HLAchangeAttributeOrderType,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,"Change the order type used by the joined federate when sending attributes belonging to
                        the object instance"
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice.HLAchangeInteractionOrderType,HLAchangeInteractionOrderType,HLAinteractionRoot.HLAmanager.HLAfederate.HLAservice,,,,Subscribe,HLAreliable,Receive,,Change the order type used by the joined federate when sending a class of interaction
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederation,HLAfederation,HLAinteractionRoot.HLAmanager,,,,Neither,HLAreliable,Receive,,Root class of MOM interactions that deal with a specific federation execution.
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederation.HLAadjust,HLAadjust,HLAinteractionRoot.HLAmanager.HLAfederation,,,,Neither,HLAreliable,Receive,,Permit a federate to adjust the RTI state variables associated with a federation execution.
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederation.HLAadjust.HLAsetSwitches,HLAsetSwitches,HLAinteractionRoot.HLAmanager.HLAfederation.HLAadjust,,,,Subscribe,HLAreliable,Receive,,"Set the values of federation execution-wide switches. A joined federate may send
                        individual declared parameters of this subclass."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederation.HLArequest,HLArequest,HLAinteractionRoot.HLAmanager.HLAfederation,,,,Neither,HLAreliable,Receive,,Permit a federate to request RTI data about a specific federation execution
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederation.HLArequest.HLArequestSynchronizationPoints,HLArequestSynchronizationPoints,HLAinteractionRoot.HLAmanager.HLAfederation.HLArequest,,,,Subscribe,HLAreliable,Receive,,"Request that the RTI send a report interaction that contains a list of all in-progress
                        federation synchonization points. It shall result in one interaction class
                        HLAmanager.HLAfederation.HLAreport.HLAreportSynchronizationPoints"
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederation.HLArequest.HLArequestSynchronizationPointStatus,HLArequestSynchronizationPointStatus,HLAinteractionRoot.HLAmanager.HLAfederation.HLArequest,,,,Subscribe,HLAreliable,Receive,,"Request that the RTI send a report interaction that contains a list that includes each
                        federate (and its synchronization point status) that is associated with a particular
                        synchronization point. It shall result in one interaction of class
                        HLAmanager.HLAfederation.HLAreport.HLAreportSynchronizationPointStaus."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederation.HLArequest.HLArequestFOMmoduleData,HLArequestFOMmoduleData,HLAinteractionRoot.HLAmanager.HLAfederation.HLArequest,,,,Subscribe,HLAreliable,Receive,,"Requests that the RTI shall send a report interaction with the content of the specified
                        FOM module for the federation. The FOM module is indicated by the order number in the
                        federations HLAFOMmoduleDesignatorList attribute."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederation.HLArequest.HLArequestMIMdata,HLArequestMIMdata,HLAinteractionRoot.HLAmanager.HLAfederation.HLArequest,,,,Subscribe,HLAreliable,Receive,,"Requests that the RTI shall send a report interaction with the content of the MIM for
                        the federation."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederation.HLAreport,HLAreport,HLAinteractionRoot.HLAmanager.HLAfederation,,,,Neither,HLAreliable,Receive,,Permit a federate to receive RTI data about a specific federation execution
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederation.HLAreport.HLAreportSynchronizationPoints,HLAreportSynchronizationPoints,HLAinteractionRoot.HLAmanager.HLAfederation.HLAreport,,,,Publish,HLAreliable,Receive,,"The interaction shall be sent by the RTI in response to an interaction of class
                        HLAmanager.HLAfederation.HLArequest.HLArequestSynchronizationPoints. It shall report the list of
                        active synchronization points in the federation execution."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederation.HLAreport.HLAreportSynchronizationPointStatus,HLAreportSynchronizationPointStatus,HLAinteractionRoot.HLAmanager.HLAfederation.HLAreport,,,,Publish,HLAreliable,Receive,,"The interaction shall be sent by the RTI in response to an interaction of class
                        HLAmanager.HLAfederation. HLArequest.HLArequestSynchronizationPointStatus. It shall report the
                        status of a particular synchronization point. This shall be a list that includes each federate
                        (and its synchronization status) that is associated with a particular synchronization point."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederation.HLAreport.HLAreportFOMmoduleData,HLAreportFOMmoduleData,HLAinteractionRoot.HLAmanager.HLAfederation.HLAreport,,,,Publish,HLAreliable,Receive,,"The interaction shall be sent by the RTI in response to an interaction of class
                        HLAmanager.HLAfederation.HLArequest.HLArequestFOMmoduleData. It shall report the content of the
                        specified FOM module for the federation."
interactionClass,HLAinteractionRoot.HLAmanager.HLAfederation.HLAreport.HLAreportMIMdata,HLAreportMIMdata,HLAinteractionRoot.HLAmanager.HLAfederation.HLAreport,,,,Publish,HLAreliable,Receive,,"The interaction shall be sent by the RTI in response to an interaction of class
                        HLAmanager.HLAfederation.HLArequest.HLArequest MIMData. It shall report the content of the MIM
                        for the federation."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate,HLAfederate,,HLAhandle,,,,,,,Handle of the joined federate that was provided when joining.
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAadjust.HLAsetTiming,HLAreportPeriod,,HLAseconds,,,,,,,"Number of seconds between updates of instance attribute values of the HLAfederate
                           object instance (A zero value causes periodic updates to cease). If no interaction of class
                           HLAmanager.HLAfederate.HLAadjust.HLAsetTiming has been sent, then no periodic updates of MOM
                           attribute values shall be generated."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAadjust.HLAmodifyAttributeState,HLAobjectInstance,,HLAhandle,,,,,,,Handle of the object instance whose attribute state is being changed
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAadjust.HLAmodifyAttributeState,HLAattribute,,HLAhandle,,,,,,,Handle of the instance attribute whose state is being changed
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAadjust.HLAmodifyAttributeState,HLAattributeState,,HLAownership,,,,,,,New state for the attribute of the object instance
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAadjust.HLAsetServiceReporting,HLAreportingState,,HLAboolean,,,,,,,Whether the RTI should report service invocations (default = HLAfalse)
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAadjust.HLAsetExceptionReporting,HLAreportingState,,HLAboolean,,,,,,,Whether the RTI should report exceptions (default = HLAfalse)
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAadjust.HLAsetSwitches,HLAconveyRegionDesignatorSets,,HLAswitch,,,,,,,Set the joined federate's Convey Region Designator Sets Switch to the provided value.
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAadjust.HLAsetSwitches,HLAconveyProducingFederate,,HLAswitch,,,,,,,Set the joined federate's Convey Producing Federate Switch to the provided value.
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLArequest.HLArequestObjectInstanceInformation,HLAobjectInstance,,HLAhandle,,,,,,,Handle of the object instance for which information is being requested
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLArequest.HLArequestFOMmoduleData,HLAFOMmoduleIndicator,,HLAindex,,,,,,,Indicates order number of requested FOM module
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectClassPublication,HLAnumberOfClasses,,HLAcount,,,,,,,"The number of object classes for which the joined federate publishes attributes. This
                           parameter shall be 0 in a NULL response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectClassPublication,HLAobjectClass,,HLAhandle,,,,,,,"The object class whose publication is being reported. This parameter shall be omitted
                           in a NULL response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectClassPublication,HLAattributeList,,HLAhandleList,,,,,,,"List of handles of HLAobjectClass attributes that the joined federate is publishing.
                           This parameter shall be omitted in a NULL response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportInteractionPublication,HLAinteractionClassList,,HLAhandleList,,,,,,,"List of interaction classes that the joined federate is publishing. This parameter
                           shall be an empty list in a NULL response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectClassSubscription,HLAnumberOfClasses,,HLAcount,,,,,,,"The number of object class and passive indicator combinations for which the joined
                           federate subscribes to attributes. This information shall reflect related DDM usage. This
                           parameter shall be 0 in a NULL response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectClassSubscription,HLAobjectClass,,HLAhandle,,,,,,,"The object class whose subscription is being reported. This parameter shall be
                           omitted in a NULL response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectClassSubscription,HLAactive,,HLAboolean,,,,,,,"Whether the subscription is active. This parameter shall be omitted in a NULL
                           response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectClassSubscription,HLAmaxUpdateRate,,HLAupdateRateName,,,,,,,"Name of the maximum subscribed update rate. This parameter shall be omitted in a NULL
                           response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectClassSubscription,HLAattributeList,,HLAhandleList,,,,,,,"List of handles of class attributes to which the joined federate is subscribing. This
                           parameter shall be omitted in a NULL response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportInteractionSubscription,HLAinteractionClassList,,HLAinteractionSubList,,,,,,,"List of interaction class/subscription type pairs. Each pair consists of the handle
                           of an interaction class that the joined federate is subscribed to and whether the joined
                           federate is actively subscribing. This information shall reflect related DDM usage. This
                           parameter shall be an empty list in a NULL response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectInstancesThatCanBeDeleted,HLAobjectInstanceCounts,,HLAobjectClassBasedCounts,,,,,,,"A list of object instance counts. Each object instance count consists of an object
                           class handle and the number of object instances of that class. This parameter shall be an
                           empty list in a NULL response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectInstancesUpdated,HLAobjectInstanceCounts,,HLAobjectClassBasedCounts,,,,,,,"List of object instance counts. Each object instance count consists of an object
                           class handle and the number of object instances of that class. This parameter shall be an
                           empty list in a NULL response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportObjectInstancesReflected,HLAobjectInstanceCounts,,HLAobjectClassBasedCounts,,,,,,,"List of object instance counts. Each object instance count consists of an object
                           class handle and the number of object instances of that class. This parameter shall be an
                           empty list in a NULL response."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportUpdatesSent,HLAtransportation,,HLAtransportationName,,,,,,,Transportation type used in sending updates
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportUpdatesSent,HLAupdateCounts,,HLAobjectClassBasedCounts,,,,,,,"List of update counts. Each update count consists of an object class handle and the
                           number of updates sent of that class. If no updates of instance attributes of any object
                           instances of any class for a given transportation type have been sent, then the RTI shall
                           send a HLAmanager.HLAfederate. HLAreport.HLAreportUpdatesSent interaction for that
                           transportation type. However, no HLAobjectClassBasedCount elements at all shall appear in the
                           HLAobjectClassBased Count array for that interaction of that transportation type. In other
                           words, the HLAreportUpdatesSent interaction that is sent for that transportation type will
                           have an empty HLAobjectClassBasedCount array. If no updates of instance attributes of any
                           object instances of a given class for a given transportation type have been sent, then no
                           HLAobjectClassBasedCount element for that object class shall be in the
                           HLAobjectClassBasedCount array of the HLAmanager.HLAfederate.HLAreport.HLAreportUpdatesSent
                           interaction for that transportation type. This parameter shall be an empty list in a NULL
                           response for the given transportation type."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportReflectionsReceived,HLAtransportation,,HLAtransportationName,,,,,,,Transportation type used in receiving reflections
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportReflectionsReceived,HLAreflectCounts,,HLAobjectClassBasedCounts,,,,,,,"List of reflection counts. Each reflection count consists of an object class handle
                           and the number of reflections received of that class. If no reflects of instance attributes
                           of any object instances of any class for a given transportation type have been received, then
                           the RTI shall send a HLAmanager.HLAfederate.HLAreport.HLAreportReflectionsReceived
                           interaction for that transportation type. However, no HLAobjectClassBasedCount elements at
                           all shall appear in the HLAobjectClassBasedCount array for that interaction of that
                           transportation type. In other words, the HLAreportReflectionsReceived interaction that is
                           sent for that transportation type shall have an empty HLAobjectClassBasedCount array. If no
                           reflects of instance attributes of any object instances of a given class for a given
                           transportation type have been received, then no HLAobjectClassBasedCount element for that
                           object class shall be in the HLAobjectClassBasedCount array of the HLAmanager.
                           HLAfederate.HLAreport.HLAreportReflectionsReceived interaction for that transportation type.
                           This parameter shall be an empty list in a NULL response for the given transportation type."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportInteractionsSent,HLAtransportation,,HLAtransportationName,,,,,,,Transportation type used in sending interactions
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportInteractionsSent,HLAinteractionCounts,,HLAinteractionCounts,,,,,,,"List of interaction counts. Each interaction count consists of an interaction class
                           handle and the number of interactions of that class. This information shall reflect related
                           DDM usage. This parameter shall be an empty list in a NULL response for the given
                           transportation type."
parameter,HLAinteractionRoot.HLAmanager.HLAfederate.HLAreport.HLAreportInteractionsReceived,HLAtransportation,,HLAtransportationName,,,,,,,Transportation type used in receiving interactions
